,국가,대학교명,내용,번역,영한_재번역,추출요약,분류,5분류
2046,홍콩,The Chinese University of Hong Kong,"Research
Rapid climate change reduces productivity in crops.  A balance in nutrition and energy recycling is critical for plants to survive under different stress conditions.  A research team from the School of Life Sciences identified a novel competitive mechanism of autophagy in the model plant Arabidopsis thaliana.  This work provides an important basis for improving the nutrient and energy efficiency in crops to achieve sustainable development.  The results were published in Autophagy, a top journal in this field.","조사.
급격한 기후 변화는 농작물의 생산성을 감소시킨다.  영양과 에너지 재활용의 균형은 식물이 다른 스트레스 조건에서 살아남기 위해 중요하다.  생명과학대학 연구팀은 모형 식물인 아라비도시스 탈리아나에서 오토파지의 새로운 경쟁 메커니즘을 확인했다.  이 작업은 지속 가능한 개발을 달성하기 위해 농작물의 영양소와 에너지 효율을 향상시키는 중요한 기반을 제공합니다.  그 결과는 이 분야의 최고 학술지인 오토파지에 실렸다.",연구의 빠른 기후 변화는 작물의 생산성을 줄입니다.영양 및 에너지 재활용의 균형은 다른 스트레스 조건에서 식물이 생존하는 데 중요합니다.School of Life Sciences의 연구팀은 모델 Plant Arabidopsis Thaliana에서자가 포식의 새로운 경쟁 메커니즘을 확인했습니다.이 연구는 지속 가능한 개발을 달성하기 위해 작물의 영양소 및 에너지 효율을 향상시키는 데 중요한 기초를 제공합니다.결과는이 분야의 최고 저널 인 Autophagy에 출판되었습니다., 연구는 지속 가능한 개발을 달성하기 위해 작물의 영양소 및 에너지 효율을 향상시키는 데 중요한 기초를 제공합니다,2,1
431,한국,Kyungpook National University,"The library at Kyungpook National University experienced a rebirth with the “Daegu/Gyeongbuk stronghold library vision declaration ceremony”. The ceremony demonstrated Kyungpook National University Library’s commitment to being a key institution for university education and research support. Currently, the library also serves as an educational and cultural facility and a community knowledge information center in a knowledge-based society. Kyungpook National University Library was built in 1982 and was extended in 2000 and 2017. It has 3.3 million books and is the third largest university in the country, with 1.5 million users.","경북대학교 도서관이 '대구/경북 거점도서관 비전선포식'으로 거듭났다. 기념식은 대학 교육 및 연구 지원의 핵심 기관이 되겠다는 경북대학교 도서관의 의지를 보여주었다. 현재 도서관은 지식기반사회에서 교육문화시설이자 커뮤니티 지식정보센터의 역할도 겸하고 있다. 경북대학교 도서관은 1982년에 건립되어 2000년과 2017년에 증축되었습니다. 장서 330만 권, 이용자 수 150만 명으로 전국에서 세 번째로 큰 대학입니다.",Kyungbook National University의 도서관은“Daegu/Gyeongbuk Stronghold Library Declaration Ceremony”와 함께 중생을 경험했습니다.이 행사는 경문 대학교 도서관의 대학 교육 및 연구 지원을위한 핵심 기관이 되겠다는 약속을 보여주었습니다.현재 도서관은 또한 지식 기반 사회의 교육 및 문화 시설 및 지역 사회 지식 정보 센터 역할을합니다.Kyungpook National University Library는 1982 년에 지어졌으며 2000 년과 2017 년에 연장되었습니다.이 책은 330 만 권의 책을 보유하고 있으며 미국에서 세 번째로 큰 대학이며 150 만 명의 사용자가 있습니다., 행사는 경문 대학교 도서관의 대학 교육 및 연구 지원을위한 핵심 기관이 되겠다는 약속을 보여주었습니다,4,1
733,South Korea,Kyungpook National University,"The library at Kyungpook National University experienced a rebirth with the “Daegu/Gyeongbuk stronghold library vision declaration ceremony”. The ceremony demonstrated Kyungpook National University Library’s commitment to being a key institution for university education and research support. Currently, the library also serves as an educational and cultural facility and a community knowledge information center in a knowledge-based society. Kyungpook National University Library was built in 1982 and was extended in 2000 and 2017. It has 3.3 million books and is the third largest university in the country, with 1.5 million users.","경북대학교 도서관이 '대구/경북 거점도서관 비전선포식'으로 거듭났다. 기념식은 대학 교육 및 연구 지원의 핵심 기관이 되겠다는 경북대학교 도서관의 의지를 보여주었다. 현재 도서관은 지식기반사회에서 교육문화시설이자 커뮤니티 지식정보센터의 역할도 겸하고 있다. 경북대학교 도서관은 1982년에 건립되어 2000년과 2017년에 증축되었습니다. 장서 330만 권, 이용자 수 150만 명으로 전국에서 세 번째로 큰 대학입니다.",Kyungbook National University의 도서관은“Daegu/Gyeongbuk Stronghold Library Declaration Ceremony”와 함께 중생을 경험했습니다.이 행사는 경문 대학교 도서관의 대학 교육 및 연구 지원을위한 핵심 기관이 되겠다는 약속을 보여주었습니다.현재 도서관은 또한 지식 기반 사회의 교육 및 문화 시설 및 지역 사회 지식 정보 센터 역할을합니다.Kyungpook National University Library는 1982 년에 지어졌으며 2000 년과 2017 년에 연장되었습니다.이 책은 330 만 권의 책을 보유하고 있으며 미국에서 세 번째로 큰 대학이며 150 만 명의 사용자가 있습니다., 행사는 경문 대학교 도서관의 대학 교육 및 연구 지원을위한 핵심 기관이 되겠다는 약속을 보여주었습니다,4,1
1653,핀란드,University of Eastern Finland,"Home economics is taught in the
School of Applied Educational Science
and Teacher Training. The
studies focus on the viewpoints
of sustainable development and
well-being.","가정학은 에서 가르친다.
응용교육과학대학
그리고 교사 연수. 그
관점에 초점을 맞춘 연구
지속 가능한 개발 및
웰빙.",가정 경제학은 응용 교육 과학 및 교사 훈련 학교에서 가르치고 있습니다.이 연구는 지속 가능한 개발 및 복지의 관점에 중점을 둡니다., 연구는 지속 가능한 개발 및 복지의 관점에 중점을 둡니다.,2,1
474,영국,Manchester University,Student financial supportMany students from disadvantagedbackgrounds face financial pressuresduring undergraduate study. We’recommitted to ensuring that financialissues do not present an obstaclefor learners. We have one of largestcohorts of students from low-incomehouseholds and one of the mostgenerous financialsupport packagesin the UK.,불리한 배경을 가진 많은 학생들은 학부 공부 중에 재정적인 압박에 직면한다. 우리는 재정적인 문제가 학습자들에게 장애물이 되지 않도록 하기 위해 최선을 다하고 있습니다. 우리는 저소득 가정 출신의 가장 큰 학생 조합 중 하나와 영국에서 가장 후한 재정 지원 패키지 중 하나를 가지고 있다.,불리한 백의 학생 재무 지원 학생들은 재무 압력 학부 연구에 직면 해 있습니다.우리는 금융이 학습자에게 장애물을 제시하지 않도록 보장했습니다.우리는 저소득층 홀드의 학생들 중 가장 큰 코호트 중 하나와 영국의 가장 많은 금융 지원 패키지 중 하나를 보유하고 있습니다.,불리한 백의 학생 재무 지원 학생들은 재무 압력 학부 연구에 직면 해 있습니다,1,1
1778,덴마크,Aalborg University,"BIOTECHNOLOGY (BSC, AAL)
During the interdisciplinary Bachelor’s programme in Biotechnology,
students are introduced to biology, chemistry,
process technology, and engineering science. Combining
biology and technology, this study programme enables students
to develop new solutions to some of society’s greatest
challenges, including bio-energy, health, and food. This approach
includes developing new technology that can improve
food production, nutrition and other food-related aspects.","생명공학(BSC, AAL)
생명공학 학사 과정 중에
학생들은 생물학, 화학에 대해 소개받는다.
공정 기술, 그리고 공학 과학. 결합
생물학과 기술, 이 연구 프로그램은 학생들을 가능하게 한다.
사회의 가장 위대한 몇몇에 대한 새로운 해결책을 개발하다
바이오 에너지, 건강, 그리고 음식을 포함한 도전 이 접근법
개선할 수 있는 새로운 기술 개발을 포함한다.
식품 생산, 영양 및 기타 식품 관련 측면","생명 공학 (BSC, AAL) 학제 간 학사 학위의 생명 공학 프로그램에서 학생들은 생물학, 화학, 공정 기술 및 공학 과학에 소개됩니다.생물학과 기술을 결합한이 연구 프로그램을 통해 학생들은 바이오 에너지, 건강 및 식품을 포함한 사회의 가장 큰 도전에 새로운 솔루션을 개발할 수 있습니다.이 접근법에는 식품 생산, 영양 및 기타 식품 관련 측면을 개선 할 수있는 새로운 기술 개발이 포함됩니다."," 접근법에는 식품 생산, 영양 및 기타 식품 관련 측면을 개선 할 수있는 새로운 기술 개발이 포함됩니다.",2,1
334,오스트레일리아,RMIT University,"Lessons from a simulated Mars mission
Food waste is a growing issue in many countries, including Australia, with the latest figures showing that in 2016-17 we produced 7.3 million tonnes of food waste, with almost 300kg per person going to landfill every year. An RMIT researcher spent two weeks at the Mars Desert Research Station in the US state of Utah, examining how the conditions of a Mars mission simulation with a limited choice of food, preparation and cooking options would affect the food waste generated.
Findings show that non-perishable food can create less waste in constrained circumstances - a finding highly relevant during the COVID-19 pandemic. The research team noted that waste is more likely when preparing meals that alter in form (such as cooking dried rice) and/or combine multiple ingredients.
Recommendations suggested to avoid food waste include:
•
Buying only what you need, and will use
•
If you run a food business, divert excess consumable food to food rescue organisations and charities that feed the hungry
•
Where possible, give food waste to animals, such as backyard chooks
•
Composting food in your backyard or a community garden
•
More waste is generated during rushed mealtimes","""화성 탐사 시뮬레이션에서 얻은 교훈
호주 등 많은 나라에서 음식물 쓰레기가 증가하고 있는데, 최근 수치는 2016-17년에 730만 톤의 음식물 쓰레기를 배출했으며, 1인당 거의 300kg이 매년 매립되고 있다는 것을 보여준다. RMIT의 한 연구자는 미국 유타주의 화성 사막 연구소에서 2주 동안 음식, 준비, 요리 선택권이 제한된 화성 임무 시뮬레이션의 조건이 발생하는 음식 쓰레기에 어떤 영향을 미치는지 조사했습니다.
연구 결과는 부패하지 않는 음식이 제한된 환경에서 더 적은 쓰레기를 만들 수 있다는 것을 보여주는데, 이는 코로나19 범유행 기간 동안 매우 관련이 있는 발견이다. 연구팀은 (건조된 쌀을 요리하는 것과 같이) 형태가 변하거나 여러 가지 재료를 조합한 식사를 준비할 때 낭비가 더 많이 발생할 수 있다는 점에 주목했다.
음식 낭비를 방지하기 위해 제안된 권장 사항은 다음과 같습니다.
•
필요한 것만 구입하고 사용할 것
•
만약 당신이 식품 사업을 운영한다면, 과잉 소비 식품을 굶주린 사람들을 먹이는 식품 구조 단체와 자선 단체로 돌리세요.
•
가능하면, 뒷마당 초크와 같은 동물들에게 음식 쓰레기를 주세요.
•
뒷마당이나 지역 정원에서 음식 퇴비화
•
급박한 식사 시간에는 더 많은 폐기물이 발생합니다.""","시뮬레이션 된 화성 미션 음식물 쓰레기의 교훈은 호주를 포함한 많은 국가에서 점점 커지고 있으며, 최신 수치는 2016-17 년에 매년 1 인당 거의 300kg의 음식물 쓰레기를 생산했음을 보여줍니다. RMIT 연구원은 미국 주에있는 Mars Desert Research Station에서 2 주를 보냈으며, 음식, 준비 및 요리 옵션의 제한된 선택으로 Mars Mission 시뮬레이션의 조건이 생성 된 음식물 쓰레기에 어떻게 영향을 미치는지 조사했습니다. 결과에 따르면 부패하기 어려운 음식은 제한된 상황에서 덜 폐기물을 만들 수 있음을 보여줍니다. 연구팀은 형태로 변경되는 식사 (예 : 건조 쌀 요리) 및/또는 여러 성분을 결합하는 식사를 준비 할 때 폐기물이 더 가능성이 높다고 지적했다. 음식물 쓰레기를 피하기위한 권장 사항은 다음과 같습니다. • 필요한 것만 구매하고 사용할 것입니다. • 식품 사업을 운영하는 경우 배고픈 음식을 먹이는 음식 구조 기관 및 자선 단체에 과도한 소모품을 전환합니다. 뒷마당 결합과 같은 • 뒷마당이나 커뮤니티 가든에서 음식 퇴비화 • 서두르는 식사 시간에는 더 많은 폐기물이 생성됩니다.","시뮬레이션 된 화성 미션 음식물 쓰레기의 교훈은 호주를 포함한 많은 국가에서 점점 커지고 있으며, 최신 수치는 2016-17 년에 매년 1 인당 거의 300kg의 음식물 쓰레기를 생산했음을 보여줍니다. RMIT 연구원은 미국 주에있는 Mars Desert Research Station에서 2 주를 보냈으며, 음식, 준비 및 요리 옵션의 제한된 선택으로 Mars Mission 시뮬레이션의 조건이 생성 된 음식물 쓰레기에 어떻게 영향을 미치는지 조사했습니다. 결과에 따르면 부패하기 어려운 음식은 제한된 상황에서 덜 폐기물을 만들 수 있음을 보여줍니다. 연구팀은 형태로 변경되는 식사 (예 : 건조 쌀 요리) 및/또는 여러 성분을 결합하는 식사를 준비 할 때 폐기물이 더 가능성이 높다고 지적했다. 음식물 쓰레기를 피하기위한 권장 사항은 다음과 같습니다. • 필요한 것만 구매하고 사용할 것입니다. • 식품 사업을 운영하는 경우 배고픈 음식을 먹이는 음식 구조 기관 및 자선 단체에 과도한 소모품을 전환합니다. 뒷마당 결합과 같은 • 뒷마당이나 커뮤니티 가든에서 음식 퇴비화 • 서두르는 식사 시간에는 더 많은 폐기물이 생성됩니다.",2,1
1162,미국,Lynn University,"Attendees worked on plans to execute projects in civility, sustainability and/or Fair Trade at their respective institutions. Through a Shark Tank-style competition, students highlighted their work and local leaders served as the judges. Then, students went back to their institutions with specific action items to increase engagement in their school across a variety of issues","참석자들은 각자의 기관에서 시민성, 지속가능성 및/또는 공정무역에 관한 프로젝트를 수행하기 위한 계획을 수립했다. 상어 탱크식 대회를 통해 학생들은 자신의 작품을 조명하고 지역 리더들이 심사위원으로 활동했다. 그리고 나서, 학생들은 다양한 이슈들에 걸쳐 그들의 학교에 대한 참여를 증가시키기 위해 구체적인 행동 항목들을 가지고 그들의 기관으로 돌아갔다.","참석자들은 각 기관에서 시민권, 지속 가능성 및/또는 공정 거래 프로젝트를 실행하기위한 계획을 세웠습니다.상어 탱크 스타일의 경쟁을 통해 학생들은 자신의 일을 강조했으며 지역 지도자들은 심사 위원으로 일했습니다.그런 다음 학생들은 다양한 문제에 걸쳐 학교 참여를 늘리기 위해 특정 행동 항목을 가진 기관으로 돌아갔습니다.", 탱크 스타일의 경쟁을 통해 학생들은 자신의 일을 강조했으며 지역 지도자들은 심사 위원으로 일했습니다,4,1
554,뉴질랜드,Auckland universitiy,"Maara Fresh is a social enterprise backed by the University’s Centrefor Innovation and Entrepreneurship. The purpose of Maara Fresh is toprovide structure for initiatives run out of the Manurewa CommunityGarden to ensure that they are financially stable. The garden itselfprovides food for local families, community kitchens and food banks","마아라 프레쉬(Mara Fresh)는 혁신 및 기업가정신 대학 센터의 지원을 받는 사회적 기업이다. 마아라프레시는 거름와 커뮤니티 가든에서 운영되는 이니셔티브가 재정적으로 안정될 수 있도록 구조를 제공하는 것이 목적이다. 정원 자체는 지역 가정, 지역 부엌, 푸드 뱅크에 음식을 제공한다.","Maara Fresh는 대학의 혁신과 기업가 정신이 뒷받침하는 사회적 기업입니다.Maara Fresh의 목적은 Manurewa CommunityGarden에서 이니셔티브가 재정적으로 안정되도록하는 이니셔티브의 Toprovide 구조입니다.정원 자체는 지역 가족, 지역 사회 주방 및 푸드 뱅크를위한 음식을 제공합니다."," 자체는 지역 가족, 지역 사회 주방 및 푸드 뱅크를위한 음식을 제공합니다.",2,1
333,오스트레일리아,RMIT University,"RUSU’s free meals program
RMIT University Student Union (RUSU) is run by students for students. Many students find that healthy meals can be challenging due to the cost of living and general life pressures. In recognition of the need for food security amongst the student population and to promote healthy food choices, RUSU provides free healthy breakfasts and lunches to students every week. In 2019, RUSU gave out over 65,000 free breakfasts and over 60,000 free lunches to students across the RMIT campuses. Additionally, $198,000 in food vouchers and food deliveries were provided to students in need.","러스의 무상급식 프로그램
RMIT 대학생 연합 (RUSU)은 학생들을 위해 학생들에 의해 운영된다. 많은 학생들은 생활비와 일반적인 생활 압력 때문에 건강한 식사가 어려울 수 있다는 것을 발견한다. 학생 사이의 식량 안보의 필요성을 인식하고 건강한 음식 선택을 촉진하기 위해, RUSU는 매주 학생들에게 건강에 좋은 아침과 점심을 무료로 제공한다. 2019년에 RMIT 캠퍼스의 학생들에게 65,000개 이상의 아침식사와 60,000개 이상의 점심을 무료로 나누어 주었다. 게다가, 식량 바우처와 배달로 19만 8천 달러가 어려움에 처한 학생들에게 제공되었습니다.""","Rusu의 무료 식사 프로그램 RMIT University Student Union (RUSU)은 학생들을위한 학생들이 운영합니다.많은 학생들은 생활비와 일반적인 생명 압력으로 인해 건강한 식사가 어려울 수 있음을 발견했습니다.Rusu는 학생 인구의 식량 안보 필요성을 인식하고 건강에 좋은 음식 선택을 촉진하기 위해 매주 학생들에게 무료 건강한 아침 식사와 점심을 제공합니다.2019 년 Rusu는 RMIT 캠퍼스 전역의 학생들에게 65,000 개 이상의 무료 아침 식사와 60,000 개가 넘는 무료 점심을 제공했습니다.또한, 필요한 학생들에게 $ 198,000의 식품 바우처 및 식품 배달이 제공되었습니다.", 학생 인구의 식량 안보 필요성을 인식하고 건강에 좋은 음식 선택을 촉진하기 위해 매주 학생들에게 무료 건강한 아침 식사와 점심을 제공합니다,2,1
63,이탈리아,Bologna University,"The Green Office is living hub of sustainability,managed by students and supported byprofessors, technical staff and the wholeUniversity. The aim is to implement concreteprojects for the University, made by itsprotagonists, through a bottom-up approach.In this way, the students can put into practicesustainable actions and ideas together with amulti-disciplinary and dynamic team and withina protected environment.The movement of the GOs is managed byrootAbility, a non-profit social business thatconnects the various GOS and supports studentsand staff in the start-up phase. ","Green Office는 학생이 관리하고 교수, 기술 직원 및 전체 대학이 지원하는 지속 가능성의 살아있는 허브입니다. 목표는 상향식 접근 방식을 통해 주인공이 만든 대학을 위한 구체적인 프로젝트를 구현하는 것입니다. 이러한 방식으로 학생들은 보호된 환경 내에서 다학문적이고 역동적인 팀과 함께 지속 가능한 행동과 아이디어를 실천할 수 있습니다. GO는 다양한 GOS를 연결하고 시작 단계에서 학생과 직원을 지원하는 비영리 소셜 비즈니스인 rootAbility에서 관리합니다","그린 사무실은 학생들이 관리하고 지원하는 지원자, 기술 직원 및 전체 대학의 지속 가능성의 허브입니다.목표는 이로 인해 대학을위한 콘크리트 인구를 구현하는 것입니다.이 방법을 통해 학생들은 이런 식으로 실천 할 수있는 행동과 아이디어를 실천하는 학제 및 역동적 인 팀과 함께 실천 할 수 있으며 GOS의 보호 된 움직임은 부두가 관리됩니다.다양한 GO를 연결하고 스타트 업 단계에서 학생과 교직원을 지원하는 비영리 소셜 비즈니스.","그린 사무실은 학생들이 관리하고 지원하는 지원자, 기술 직원 및 전체 대학의 지속 가능성의 허브입니다",4,1
685,뉴질랜드,University of Cantebury,"Gender and the Law / UC’s Gender and the Law courseexamines the theoretical issues ofequality, feminism and the intersectionof gender and culture in areas ofthe law that raise gender issues in abicultural legal context, including forMāori and Pasifika women. A rangeof topics are explored, such as normson gender equality, legal responsesto violence against women, andthe challenge of intersexuality andchanging gender. Students reflectupon the gendered nature of thelaw and its impact on society, onAotearoa bi-cultural society and on theinternational level.","성별과 법

UC의 젠더 앤 더 로스쿨 과정은 마오리, 파시피카 여성을 포함한 바이칼찰 법률적 맥락에서 젠더 문제를 제기하는 법의 영역에서 평등, 페미니즘 및 젠더와 문화의 교차점을 검토한다. 양성평등에 대한 규범, 여성에 대한 폭력에 대한 법적 대응, 성간 성관계와 성별의 변화에 대한 도전 등 다양한 주제들이 탐구된다. 학생들은 법의 성별과 그것이 사회에 미치는 영향, 아오테아로아 바이컬쳐 사회 그리고 국제적 수준에 대해 성찰한다.","성별과 법 / UC의 성별과 법률은 이론적 인 문제, 페미니즘 및 성별과 문화의 이론적 문제, 성별과 문화의 교차점, 형식적 법적 맥락에서 성별 문제를 제기하는 법률 영역에서 성별과 문화의 교차점을 검토합니다.Normson 성 평등, 여성에 대한 법적 반응 폭력, 성관계 및 성별의 도전과 같은 주제의 범위가 탐구됩니다.학생들은 Thelaw의 성적인 특성과 사회, Onaotearoa bi-cultural Society 및 국제 수준에 미치는 영향을 반영합니다."," 성 평등, 여성에 대한 법적 반응 폭력, 성관계 및 성별의 도전과 같은 주제의 범위가 탐구됩니다",5,1
1803,덴마크,Aalborg University,"THE GLOBAL HISTORY OF THE OECD
IN EDUCATION
The field of education is characterised by two very influential
agendas – inclusion and testing. While testing is rooted
in ideals of keeping schools, teachers and students accountable
for their results and measurable degrees of success,
inclusion is about creating an educational system that can
support access to education and learning for all students.
The purpose of this international research project at the Department
of Culture and Learning is to map and analyze this
dilemma, to determine what it means for possible access
within the education system, and present solutions for improvements.","OECD의 세계사
교육 중
교육 분야는 두 가지 매우 영향력 있는 것으로 특징지어진다.
의제 – 포함 및 테스트. 테스트가 루팅되는 동안
학교, 교사, 학생에게 책임을 지우는 이상.
그들의 결과와 측정 가능한 성공 정도를 위해,
포함은 할 수 있는 교육 시스템을 만드는 것이다.
모든 학생을 위한 교육 및 학습 접근성을 지원합니다.
그 부서의 이 국제 연구 프로젝트의 목적
문화와 배움의 지도는 이것을 지도화하고 분석하는 것이다.
딜레마, 가능한 접근에 대한 의미를 결정하다
교육 시스템 내에서, 그리고 개선을 위한 해결책을 제시합니다.","교육 분야의 OECD의 세계사 교육 분야는 두 가지 매우 영향력있는 의제, 즉 포함 및 테스트로 특징 지어집니다.테스트는 학교를 유지하는 이상에 뿌리를두고 있지만, 교사 및 학생들은 결과와 측정 가능한 성공에 대한 책임이 있지만, 포함 및 학습을 지원할 수있는 교육 시스템을 만드는 것입니다.문화 학습부 의이 국제 연구 프로젝트의 목적은이 딜레마를 매핑하고 분석하여 교육 시스템 내에서 가능한 접근이 가능한 의미를 결정하고 개선을위한 솔루션을 제시하는 것입니다."," 학교를 유지하는 이상에 뿌리를두고 있지만, 교사 및 학생들은 결과와 측정 가능한 성공에 대한 책임이 있지만, 포함 및 학습을 지원할 수있는 교육 시스템을 만드는 것입니다",4,1
435,캐나다,University of British Columbia,"Support for Former Youth in Care UBC is committed to supporting current and former youth in care in their endeavours at UBC. Students who were formerly in care face many barriers to success in post-secondary education, including precarious housing, financial assistance, health care and emotional support. The Okanagan and Vancouver campuses have a number of programs and services in place that help remove the barriers faced by current and prospective students, such as providing help navigating the admission process, tuition waiver programs, housing, government resources, support with living expenses and a space for communal connections and belonging.","케어에 있는 전 청소년을 위한 지원 UBC는 UBC에서 그들의 노력에 있는 현재 및 이전의 케어에 있는 청소년을 지원하기 위해 최선을 다하고 있습니다. 이전에 보살핌을 받았던 학생들은 불안정한 주거, 재정 지원, 건강 관리 및 정서적 지원을 포함하여 고등 교육에서 성공하는 데 많은 장벽에 직면해 있습니다. Okanagan 및 Vancouver 캠퍼스에는 입학 절차 안내, 등록금 면제 프로그램, 주택, 정부 자원, 생활비 지원, 공동 연결 및 소속을 위한 공간.","Care in Care UBC에 대한 전 청소년에 대한 지원은 UBC에서의 노력에서 현재와 전 청소년을 지원하기 위해 노력하고 있습니다.이전에 간호에 있었던 학생들은 불안정한 주택, 재정 지원, 건강 관리 및 정서적 지원을 포함하여 고등 교육에서 성공하기위한 많은 장벽에 직면 해 있습니다.오카 나간과 밴쿠버 캠퍼스에는 입학 절차 탐색, 수업료 면제 프로그램, 주택, 정부 자원, 생활비 지원 및공동 연결 및 소속을위한 공간."," 간호에 있었던 학생들은 불안정한 주택, 재정 지원, 건강 관리 및 정서적 지원을 포함하여 고등 교육에서 성공하기위한 많은 장벽에 직면 해 있습니다",1,1
737,Canada,University of British Columbia,"Support for Former Youth in Care UBC is committed to supporting current and former youth in care in their endeavours at UBC. Students who were formerly in care face many barriers to success in post-secondary education, including precarious housing, financial assistance, health care and emotional support. The Okanagan and Vancouver campuses have a number of programs and services in place that help remove the barriers faced by current and prospective students, such as providing help navigating the admission process, tuition waiver programs, housing, government resources, support with living expenses and a space for communal connections and belonging.","케어에 있는 전 청소년을 위한 지원 UBC는 UBC에서 그들의 노력에 있는 현재 및 이전의 케어에 있는 청소년을 지원하기 위해 최선을 다하고 있습니다. 이전에 보살핌을 받았던 학생들은 불안정한 주거, 재정 지원, 건강 관리 및 정서적 지원을 포함하여 고등 교육에서 성공하는 데 많은 장벽에 직면해 있습니다. Okanagan 및 Vancouver 캠퍼스에는 입학 절차 안내, 등록금 면제 프로그램, 주택, 정부 자원, 생활비 지원, 공동 연결 및 소속을 위한 공간.","Care in Care UBC에 대한 전 청소년에 대한 지원은 UBC에서의 노력에서 현재와 전 청소년을 지원하기 위해 노력하고 있습니다.이전에 간호에 있었던 학생들은 불안정한 주택, 재정 지원, 건강 관리 및 정서적 지원을 포함하여 고등 교육에서 성공하기위한 많은 장벽에 직면 해 있습니다.오카 나간과 밴쿠버 캠퍼스에는 입학 절차 탐색, 수업료 면제 프로그램, 주택, 정부 자원, 생활비 지원 및공동 연결 및 소속을위한 공간."," 간호에 있었던 학생들은 불안정한 주택, 재정 지원, 건강 관리 및 정서적 지원을 포함하여 고등 교육에서 성공하기위한 많은 장벽에 직면 해 있습니다",1,1
1472,캐나다,University of Manitoba,"With our founding roots as an Agricultural College,
the University of Manitoba has a long-standing
relationship with agricultural development and
research. Students have the opportunity to
enroll in programs that teach the importance
of sustainable agriculture, food production and
nutrition through a variety of different academic
and social programs like these:","농과대학으로서 우리의 설립 뿌리와 함께
매니토바 대학교는 오랜 역사를 가지고 있다.
농업 개발과의 관계와
조사. 학생들은 할 기회가 있다.
중요성을 가르치는 프로그램에 등록하다
지속 가능한 농업, 식량 생산, 그리고
다양한 학문을 통한 영양 섭취
그리고 다음과 같은 소셜 프로그램:
","매니토바 대학교는 농업 대학으로서 우리의 창립 뿌리로 농업 개발 및 연구와 오랜 관계를 유지하고 있습니다.학생들은 다양한 학업 및 사회 프로그램을 통해 지속 가능한 농업, 식품 생산 및 영양의 중요성을 가르치는 프로그램에 등록 할 수있는 기회가 있습니다."," 다양한 학업 및 사회 프로그램을 통해 지속 가능한 농업, 식품 생산 및 영양의 중요성을 가르치는 프로그램에 등록 할 수있는 기회가 있습니다.",2,1
1033,영국,University of Essex,"Our Green Exercise Research Team includes
specialists in physiology, health and wellbeing,
environmental sustainability, community
engagement and behaviour change. They have
worked on a wide range of research projects
from international-level reviews through to
individual project analysis.","우리의 녹색 운동 연구 팀은 다음을 포함합니다._x000D_
생리학, 건강, 복지 분야의 전문가들_x000D_
환경 지속가능성, 공동체_x000D_
참여 및 행동 변화. 그들은 가지고 있다_x000D_
광범위한 연구 프로젝트에 종사했다_x000D_
국제 수준의 리뷰에서 에 이르기까지_x000D_
개별 프로젝트 분석.","우리의 녹색 운동 연구 팀에는 생리학, 건강 및 복지, 환경 지속 가능성, 지역 사회 참여 및 행동 변화 전문가가 포함됩니다.그들은 국제 수준의 리뷰에서 개별 프로젝트 분석에 이르기까지 광범위한 연구 프로젝트를 수행했습니다.", 국제 수준의 리뷰에서 개별 프로젝트 분석에 이르기까지 광범위한 연구 프로젝트를 수행했습니다.,3,1
1204,캐나다,Western University,"Food Skills for Life
The
University Students’ Council (
USC)
,
a student-led organization representing
undergraduate students at Western, combats student food insecurity by hostingcooking workshops and demonstrations throughout the year that promotesustainable eating, such as the
Food Skills for Life
workshop. Students learnsimple skills and tips to make easy dishes using ingredients that are affordableand locally sourced.","삶을 위한 음식 기술
그
대학생 협의회
USC)
,
을 대표하는 학생 주도의 단체
Western의 학부생들은 요리 워크숍과 데모를 연중 개최함으로써 학생들의 식량 불안과 싸운다.
삶을 위한 음식 기술
연수회. 학생들은 저렴하고 현지에서 조달한 재료를 사용하여 간단한 요리와 요령을 배운다.",식품 기술 평생 대학생 협의회 (USC)는 Western의 학부생을 대표하는 학생 주도 단체 인 The University Student 'Council (USC)을위한 학생 식품 불안을 전투하여 일년 내내 식품 기술을위한 식량 기술과 같은 음식을 제공 할 수있는 식습관을 주최함으로써 학생 식품 불안을 전투합니다.학생들은 현지에서 공급할 수있는 재료를 사용하여 쉬운 요리를 만들기 위해 단순한 기술과 팁을 배웁니다., 현지에서 공급할 수있는 재료를 사용하여 쉬운 요리를 만들기 위해 단순한 기술과 팁을 배웁니다.,2,1
1722,남아프리카 공화국,University of Cape Town,"Aid to agriculture in developing countries has fallen dramatically. In Africa, this is happening in the face of predicted longer and more frequent droughts caused by global warming.",개발도상국의 농업에 대한 원조가 급격히 떨어졌다. 아프리카에서는 지구 온난화로 인한 더 길고 빈번한 가뭄에 직면하여 이런 일이 일어나고 있다.,개발 도상국의 농업 지원은 급격히 떨어졌습니다.아프리카에서는 지구 온난화로 인한 더 길고 더 빈번한 가뭄에 직면하고 있습니다., 지구 온난화로 인한 더 길고 더 빈번한 가뭄에 직면하고 있습니다.,2,1
