,국가,대학교명,내용,번역,영한_재번역,추출요약,분류,5분류
1259,호주,Victoria University,"Education
The specialisation in Aboriginal Yulendj
(Knowledge) and Community is a
ground breaking program managed
and taught by the Moondani Balluk
Indigenous Academic Unit. The
specialisation to incorporate
Indigenous perspectives is offered
across a range of degrees.","교육
원주민 율렌지의 전문화
(지식) 및 커뮤니티는
획기적인 프로그램 관리
그리고 문다니 발루크가 가르쳤다.
원주민 학회입니다. 그
을 통합하기 위한 전문화.
독자적인 관점을 제공한다.
도에 걸쳐서",교육 원주민 Yulendj (지식) 및 커뮤니티의 전문 분야는 Moondani Balluk 원주민 학원이 관리하고 가르치는 획기적인 프로그램입니다.원주민 관점을 통합하기위한 전문화는 다양한 정도에 걸쳐 제공됩니다., 관점을 통합하기위한 전문화는 다양한 정도에 걸쳐 제공됩니다.,10,3
856,태국,Chulalongkorn University,"Thailand is a major agricultural producer, and thatinevitably includes large volumes of agricultural waste.But waste can be valuable with the right management.Chulalongkorn University is collaborating with Japan’sUniversity of Toyama in a five-year project (2017-21)to investigate new ways to transform farm residuesand waste into liquid fuels, such as diesel, gasoline,LPG or methanol. The researchers are also exploringthe social impacts of the technologies as well asdeveloping human resources. The Project for Comprehensive Conversion ofBiomass and Waste of Super Clean Fuels by NewSolid Catalysts is funded by the Japan InternationalCooperation Agency (JICA) and the Japan Scienceand Technology Agency (JST).","태국은 주요 농산물 생산국이며,불가피하게 대량의 농업폐기물을 포함한다.그러나 폐기물은 올바른 관리로 가치가 있을 수 있습니다.출라롱콘대학은 일본의도야마 대학의 5개년 프로젝트(2017-21)농장 잔류물을 변환하는 새로운 방법을 조사하기 위해디젤, 가솔린과 같은 액체 연료로 폐기물,LPG 또는 메탄올. 연구원들도 연구 중기술의 사회적 영향뿐만 아니라인적 자원을 개발합니다. 종합전환사업New에 의한 슈퍼클린 연료의 바이오매스 및 폐기물고체 촉매는 Japan International에서 자금을 지원합니다.협력 기관(JICA)과 일본 과학및 기술청(JST).","태국은 주요 농업 생산 업체이며, 그로 인해 많은 양의 농업 폐기물이 올바른 경영진에게 가치가있을 수 있습니다. Chulalongkorn University는 5 년 프로젝트 (2017-21)에서 일본의 Toyama와 협력하여 새로운 변화를위한 새로운 방법을 조사하고 있습니다.농장 잔류 물과 디젤, 가솔린, LPG 또는 메탄올과 같은 액체 연료로의 폐기.연구원들은 또한 기술의 사회적 영향과 인적 자원을 개발하고 있습니다.Newsolid Catalysts에 의한 부비 오스의 포괄적 인 전환 및 슈퍼 클리닝 연료 폐기물을위한 프로젝트는 JICA (Japan InternationalCoperation Agency)와 일본 과학 기술 기관 (JST)이 자금을 지원합니다.","태국은 주요 농업 생산 업체이며, 그로 인해 많은 양의 농업 폐기물이 올바른 경영진에게 가치가있을 수 있습니다. Chulalongkorn University는 5 년 프로젝트 (2017-21)에서 일본의 Toyama와 협력하여 새로운 변화를위한 새로운 방법을 조사하고 있습니다",7,3
1778,덴마크,Aalborg University,"Tourism (MA, AAL): During this Master’s programme, students
address SDG 8 specifically through the two course modules
Sustainable Tourism Transitions and Societal Challenges and
Sustainable Development in Tourism, Transnational Mobilities
and Communities. These course modules provide students with
insights into contemporary debates and tools related to ethical,
environmental, social, digital and economic issues in tourism.","관광(MA, AAL): 이 석사과정 동안 학생들은
특히 두 코스 모듈을 통해 SDG 8에 대해 설명합니다.
지속가능한 관광 전환과 사회적 도전과제
관광, 초국가적 이동성의 지속가능한 발전
및 커뮤니티. 이 과정 모듈은 학생들에게
윤리와 관련된 현대 논쟁과 도구에 대한 통찰력,
관광업의 환경, 사회, 디지털 및 경제 문제","관광 (MA, AAL) :이 석사 프로그램 중에 학생들은 SDG 8을 구체적으로 다루며 지속 가능한 관광 전환과 사회적 도전과 관광, 초 국가적 이동성 및 지역 사회의 지속 가능한 발전을 통해 SDG 8을 다룹니다.이 과정 모듈은 학생들에게 관광의 윤리적, 환경, 사회, 디지털 및 경제 문제와 관련된 현대 토론과 도구에 대한 통찰력을 제공합니다."," 과정 모듈은 학생들에게 관광의 윤리적, 환경, 사회, 디지털 및 경제 문제와 관련된 현대 토론과 도구에 대한 통찰력을 제공합니다.",8,3
54,캐나다,Waterloo,"ENSURE ACCESS TO AFFORDABLE, RELIABLE, SUSTAINABLE AND MODERN ENERGY FOR ALL
The goals of SDG 7 are universal access to modern energy services with increasing renewable energy generation and
energy efficiency. The focus for the University of Waterloo has been on developing the technologies for clean
energy generation and addressing the barriers to their implementation.","""모든 고객을 위한 저렴하고 신뢰할 수 있는 지속 가능한 최신 에너지 액세스 보장
SDG 7의 목표는 증가하는 재생 에너지 생성과 함께 현대 에너지 서비스에 대한 보편적 접근이다.
에너지 효율 워털루 대학의 초점은 깨끗한 기술을 개발하는 것이었다.
에너지 생성 및 구현에 대한 장벽 해결""이라고 말했다.",SDG 7의 모든 목표를 위해 저렴하고 신뢰할 수 있고 지속 가능하며 현대적인 에너지에 대한 접근을 보장하는 것은 재생 가능한 에너지 생성과 에너지 효율성을 높이는 현대 에너지 서비스에 대한 보편적 인 접근입니다.워털루 대학교의 초점은 청정 에너지 생성 기술을 개발하고 구현의 장벽을 해결하는 데있었습니다., 대학교의 초점은 청정 에너지 생성 기술을 개발하고 구현의 장벽을 해결하는 데있었습니다.,7,3
442,오스트레일리아,WESTERN SYDNEY UNIVERSITY,"Housing affordability continues to be an issue in major cities and regional centres. The community housing sector has demonstrated capacity in delivering affordable rental housing at a range of income households. However, providers are realising that there are often no exit strategies for residents looking to transition to home ownership. Households may end up in insecure private rental housing, committing to an unmanageable mortgage, and/or end back up on the provider’s waitlist. In this project, Dr Louise Crabtree, Dr Emma Power and Dr Neil Perry in partnership with University of Newcastle colleagues, considered the social value and economic viability of cooperative housing, the operational costs of cooperatives when carrying out their obligations of regular repairs and maintenance, and the possibilities of diversification. They found in addition to supportive policy and/or public funding, core requirements are a stable asset base, access to appropriate finance, and familiarity and acceptance in the market.","주택 구입 가능성은 주요 도시와 지역 센터에서 계속해서 문제가 되고 있습니다. 커뮤니티 주택 부문은 다양한 소득 가구에서 저렴한 임대 주택을 제공할 수 있는 능력을 보여주었습니다. 그러나 공급자는 주택 소유로 전환하려는 거주자를 위한 출구 전략이 없는 경우가 많다는 것을 알고 있습니다. 가구는 불안정한 개인 임대 주택에 들어가 관리할 수 없는 모기지 대출을 받거나 제공업체의 대기자 명단에 다시 올라올 수 있습니다. 이 프로젝트에서 Dr Louise Crabtree, Dr Emma Power, Dr Neil Perry는 University of Newcastle 동료들과 협력하여 협동 주택의 사회적 가치와 경제적 생존 가능성, 정기적인 수리 및 유지 보수 의무를 수행할 때 협동 조합의 운영 비용, 그리고 다양화의 가능성. 그들은 지원 정책 및/또는 공적 자금 외에도 핵심 요구 사항이 안정적인 자산 기반, 적절한 재정에 대한 접근, 시장에서의 친숙도 및 수용이라는 것을 발견했습니다","주택 경제성은 주요 도시와 지역 센터에서 계속 문제가되고 있습니다. 지역 사회 주택 부문은 다양한 소득 가구에서 저렴한 임대 주택을 제공 할 수있는 능력을 보여주었습니다. 그러나 제공자들은 주민들이 주택 소유권으로 전환하려는 주민들에게 종종 종종 전략이 없다는 것을 인식하고 있습니다. 가구는 불안한 민간 임대 주택으로 끝나고 관리 할 수없는 모기지를 약속하고/또는 제공자의 대기자 명단을 다시 끝낼 수 있습니다. 이 프로젝트에서 Louise Crabtree 박사, Emma Power 박사 및 Neil Perry 박사는 Newcastle University of Newcastle 동료들과 협력하여 협동 주택의 사회적 가치와 경제적 생존력, 정기 수리 및 유지 보수 의무를 수행 할 때 협동 조합의 운영 비용을 고려했습니다. 다각화의 가능성. 그들은 지원 정책 및/또는 공공 자금 외에도 발견 된 핵심 요구 사항은 안정적인 자산 기반, 적절한 금융에 대한 액세스, 시장에서의 친숙 함 및 수용입니다.","주택 경제성은 주요 도시와 지역 센터에서 계속 문제가되고 있습니다. 지역 사회 주택 부문은 다양한 소득 가구에서 저렴한 임대 주택을 제공 할 수있는 능력을 보여주었습니다. 그러나 제공자들은 주민들이 주택 소유권으로 전환하려는 주민들에게 종종 종종 전략이 없다는 것을 인식하고 있습니다. 가구는 불안한 민간 임대 주택으로 끝나고 관리 할 수없는 모기지를 약속하고/또는 제공자의 대기자 명단을 다시 끝낼 수 있습니다. 이 프로젝트에서 Louise Crabtree 박사, Emma Power 박사 및 Neil Perry 박사는 Newcastle University of Newcastle 동료들과 협력하여 협동 주택의 사회적 가치와 경제적 생존력, 정기 수리 및 유지 보수 의무를 수행 할 때 협동 조합의 운영 비용을 고려했습니다. 다각화의 가능성. 그들은 지원 정책 및/또는 공공 자금 외에도 발견 된 핵심 요구 사항은 안정적인 자산 기반, 적절한 금융에 대한 액세스, 시장에서의 친숙 함 및 수용입니다.",10,3
443,오스트레일리아,WESTERN SYDNEY UNIVERSITY,"Housing affordability continues to be an issue in major cities and regional centres. The community housing sector has demonstrated capacity in delivering affordable rental housing at a range of income households. However, providers are realising that there are often no exit strategies for residents looking to transition to home ownership. Households may end up in insecure private rental housing, committing to an unmanageable mortgage, and/or end back up on the provider’s waitlist. In this project, Dr Louise Crabtree, Dr Emma Power and Dr Neil Perry in partnership with University of Newcastle colleagues, considered the social value and economic viability of cooperative housing, the operational costs of cooperatives when carrying out their obligations of regular repairs and maintenance, and the possibilities of diversification. They found in addition to supportive policy and/or public funding, core requirements are a stable asset base, access to appropriate finance, and familiarity and acceptance in the market.","주택 구입 가능성은 주요 도시와 지역 센터에서 계속해서 문제가 되고 있습니다. 커뮤니티 주택 부문은 다양한 소득 가구에서 저렴한 임대 주택을 제공할 수 있는 능력을 보여주었습니다. 그러나 공급자는 주택 소유로 전환하려는 거주자를 위한 출구 전략이 없는 경우가 많다는 것을 알고 있습니다. 가구는 불안정한 개인 임대 주택에 들어가 관리할 수 없는 모기지 대출을 받거나 제공업체의 대기자 명단에 다시 올라올 수 있습니다. 이 프로젝트에서 Dr Louise Crabtree, Dr Emma Power, Dr Neil Perry는 University of Newcastle 동료들과 협력하여 협동 주택의 사회적 가치와 경제적 생존 가능성, 정기적인 수리 및 유지 보수 의무를 수행할 때 협동 조합의 운영 비용, 그리고 다양화의 가능성. 그들은 지원 정책 및/또는 공적 자금 외에도 핵심 요구 사항이 안정적인 자산 기반, 적절한 재정에 대한 접근, 시장에서의 친숙도 및 수용이라는 것을 발견했습니다","주택 경제성은 주요 도시와 지역 센터에서 계속 문제가되고 있습니다. 지역 사회 주택 부문은 다양한 소득 가구에서 저렴한 임대 주택을 제공 할 수있는 능력을 보여주었습니다. 그러나 제공자들은 주민들이 주택 소유권으로 전환하려는 주민들에게 종종 종종 전략이 없다는 것을 인식하고 있습니다. 가구는 불안한 민간 임대 주택으로 끝나고 관리 할 수없는 모기지를 약속하고/또는 제공자의 대기자 명단을 다시 끝낼 수 있습니다. 이 프로젝트에서 Louise Crabtree 박사, Emma Power 박사 및 Neil Perry 박사는 Newcastle University of Newcastle 동료들과 협력하여 협동 주택의 사회적 가치와 경제적 생존력, 정기 수리 및 유지 보수 의무를 수행 할 때 협동 조합의 운영 비용을 고려했습니다. 다각화의 가능성. 그들은 지원 정책 및/또는 공공 자금 외에도 발견 된 핵심 요구 사항은 안정적인 자산 기반, 적절한 금융에 대한 액세스, 시장에서의 친숙 함 및 수용입니다.","주택 경제성은 주요 도시와 지역 센터에서 계속 문제가되고 있습니다. 지역 사회 주택 부문은 다양한 소득 가구에서 저렴한 임대 주택을 제공 할 수있는 능력을 보여주었습니다. 그러나 제공자들은 주민들이 주택 소유권으로 전환하려는 주민들에게 종종 종종 전략이 없다는 것을 인식하고 있습니다. 가구는 불안한 민간 임대 주택으로 끝나고 관리 할 수없는 모기지를 약속하고/또는 제공자의 대기자 명단을 다시 끝낼 수 있습니다. 이 프로젝트에서 Louise Crabtree 박사, Emma Power 박사 및 Neil Perry 박사는 Newcastle University of Newcastle 동료들과 협력하여 협동 주택의 사회적 가치와 경제적 생존력, 정기 수리 및 유지 보수 의무를 수행 할 때 협동 조합의 운영 비용을 고려했습니다. 다각화의 가능성. 그들은 지원 정책 및/또는 공공 자금 외에도 발견 된 핵심 요구 사항은 안정적인 자산 기반, 적절한 금융에 대한 액세스, 시장에서의 친숙 함 및 수용입니다.",11,3
727,Australia,WESTERN SYDNEY UNIVERSITY,"Housing affordability continues to be an issue in major cities and regional centres. The community housing sector has demonstrated capacity in delivering affordable rental housing at a range of income households. However, providers are realising that there are often no exit strategies for residents looking to transition to home ownership. Households may end up in insecure private rental housing, committing to an unmanageable mortgage, and/or end back up on the provider’s waitlist. In this project, Dr Louise Crabtree, Dr Emma Power and Dr Neil Perry in partnership with University of Newcastle colleagues, considered the social value and economic viability of cooperative housing, the operational costs of cooperatives when carrying out their obligations of regular repairs and maintenance, and the possibilities of diversification. They found in addition to supportive policy and/or public funding, core requirements are a stable asset base, access to appropriate finance, and familiarity and acceptance in the market.","주택 구입 가능성은 주요 도시와 지역 센터에서 계속해서 문제가 되고 있습니다. 커뮤니티 주택 부문은 다양한 소득 가구에서 저렴한 임대 주택을 제공할 수 있는 능력을 보여주었습니다. 그러나 공급자는 주택 소유로 전환하려는 거주자를 위한 출구 전략이 없는 경우가 많다는 것을 알고 있습니다. 가구는 불안정한 개인 임대 주택에 들어가 관리할 수 없는 모기지 대출을 받거나 제공업체의 대기자 명단에 다시 올라올 수 있습니다. 이 프로젝트에서 Dr Louise Crabtree, Dr Emma Power, Dr Neil Perry는 University of Newcastle 동료들과 협력하여 협동 주택의 사회적 가치와 경제적 생존 가능성, 정기적인 수리 및 유지 보수 의무를 수행할 때 협동 조합의 운영 비용, 그리고 다양화의 가능성. 그들은 지원 정책 및/또는 공적 자금 외에도 핵심 요구 사항이 안정적인 자산 기반, 적절한 재정에 대한 접근, 시장에서의 친숙도 및 수용이라는 것을 발견했습니다","주택 경제성은 주요 도시와 지역 센터에서 계속 문제가되고 있습니다. 지역 사회 주택 부문은 다양한 소득 가구에서 저렴한 임대 주택을 제공 할 수있는 능력을 보여주었습니다. 그러나 제공자들은 주민들이 주택 소유권으로 전환하려는 주민들에게 종종 종종 전략이 없다는 것을 인식하고 있습니다. 가구는 불안한 민간 임대 주택으로 끝나고 관리 할 수없는 모기지를 약속하고/또는 제공자의 대기자 명단을 다시 끝낼 수 있습니다. 이 프로젝트에서 Louise Crabtree 박사, Emma Power 박사 및 Neil Perry 박사는 Newcastle University of Newcastle 동료들과 협력하여 협동 주택의 사회적 가치와 경제적 생존력, 정기 수리 및 유지 보수 의무를 수행 할 때 협동 조합의 운영 비용을 고려했습니다. 다각화의 가능성. 그들은 지원 정책 및/또는 공공 자금 외에도 발견 된 핵심 요구 사항은 안정적인 자산 기반, 적절한 금융에 대한 액세스, 시장에서의 친숙 함 및 수용입니다.","주택 경제성은 주요 도시와 지역 센터에서 계속 문제가되고 있습니다. 지역 사회 주택 부문은 다양한 소득 가구에서 저렴한 임대 주택을 제공 할 수있는 능력을 보여주었습니다. 그러나 제공자들은 주민들이 주택 소유권으로 전환하려는 주민들에게 종종 종종 전략이 없다는 것을 인식하고 있습니다. 가구는 불안한 민간 임대 주택으로 끝나고 관리 할 수없는 모기지를 약속하고/또는 제공자의 대기자 명단을 다시 끝낼 수 있습니다. 이 프로젝트에서 Louise Crabtree 박사, Emma Power 박사 및 Neil Perry 박사는 Newcastle University of Newcastle 동료들과 협력하여 협동 주택의 사회적 가치와 경제적 생존력, 정기 수리 및 유지 보수 의무를 수행 할 때 협동 조합의 운영 비용을 고려했습니다. 다각화의 가능성. 그들은 지원 정책 및/또는 공공 자금 외에도 발견 된 핵심 요구 사항은 안정적인 자산 기반, 적절한 금융에 대한 액세스, 시장에서의 친숙 함 및 수용입니다.",10,3
728,Australia,WESTERN SYDNEY UNIVERSITY,"Housing affordability continues to be an issue in major cities and regional centres. The community housing sector has demonstrated capacity in delivering affordable rental housing at a range of income households. However, providers are realising that there are often no exit strategies for residents looking to transition to home ownership. Households may end up in insecure private rental housing, committing to an unmanageable mortgage, and/or end back up on the provider’s waitlist. In this project, Dr Louise Crabtree, Dr Emma Power and Dr Neil Perry in partnership with University of Newcastle colleagues, considered the social value and economic viability of cooperative housing, the operational costs of cooperatives when carrying out their obligations of regular repairs and maintenance, and the possibilities of diversification. They found in addition to supportive policy and/or public funding, core requirements are a stable asset base, access to appropriate finance, and familiarity and acceptance in the market.","주택 구입 가능성은 주요 도시와 지역 센터에서 계속해서 문제가 되고 있습니다. 커뮤니티 주택 부문은 다양한 소득 가구에서 저렴한 임대 주택을 제공할 수 있는 능력을 보여주었습니다. 그러나 공급자는 주택 소유로 전환하려는 거주자를 위한 출구 전략이 없는 경우가 많다는 것을 알고 있습니다. 가구는 불안정한 개인 임대 주택에 들어가 관리할 수 없는 모기지 대출을 받거나 제공업체의 대기자 명단에 다시 올라올 수 있습니다. 이 프로젝트에서 Dr Louise Crabtree, Dr Emma Power, Dr Neil Perry는 University of Newcastle 동료들과 협력하여 협동 주택의 사회적 가치와 경제적 생존 가능성, 정기적인 수리 및 유지 보수 의무를 수행할 때 협동 조합의 운영 비용, 그리고 다양화의 가능성. 그들은 지원 정책 및/또는 공적 자금 외에도 핵심 요구 사항이 안정적인 자산 기반, 적절한 재정에 대한 접근, 시장에서의 친숙도 및 수용이라는 것을 발견했습니다","주택 경제성은 주요 도시와 지역 센터에서 계속 문제가되고 있습니다. 지역 사회 주택 부문은 다양한 소득 가구에서 저렴한 임대 주택을 제공 할 수있는 능력을 보여주었습니다. 그러나 제공자들은 주민들이 주택 소유권으로 전환하려는 주민들에게 종종 종종 전략이 없다는 것을 인식하고 있습니다. 가구는 불안한 민간 임대 주택으로 끝나고 관리 할 수없는 모기지를 약속하고/또는 제공자의 대기자 명단을 다시 끝낼 수 있습니다. 이 프로젝트에서 Louise Crabtree 박사, Emma Power 박사 및 Neil Perry 박사는 Newcastle University of Newcastle 동료들과 협력하여 협동 주택의 사회적 가치와 경제적 생존력, 정기 수리 및 유지 보수 의무를 수행 할 때 협동 조합의 운영 비용을 고려했습니다. 다각화의 가능성. 그들은 지원 정책 및/또는 공공 자금 외에도 발견 된 핵심 요구 사항은 안정적인 자산 기반, 적절한 금융에 대한 액세스, 시장에서의 친숙 함 및 수용입니다.","주택 경제성은 주요 도시와 지역 센터에서 계속 문제가되고 있습니다. 지역 사회 주택 부문은 다양한 소득 가구에서 저렴한 임대 주택을 제공 할 수있는 능력을 보여주었습니다. 그러나 제공자들은 주민들이 주택 소유권으로 전환하려는 주민들에게 종종 종종 전략이 없다는 것을 인식하고 있습니다. 가구는 불안한 민간 임대 주택으로 끝나고 관리 할 수없는 모기지를 약속하고/또는 제공자의 대기자 명단을 다시 끝낼 수 있습니다. 이 프로젝트에서 Louise Crabtree 박사, Emma Power 박사 및 Neil Perry 박사는 Newcastle University of Newcastle 동료들과 협력하여 협동 주택의 사회적 가치와 경제적 생존력, 정기 수리 및 유지 보수 의무를 수행 할 때 협동 조합의 운영 비용을 고려했습니다. 다각화의 가능성. 그들은 지원 정책 및/또는 공공 자금 외에도 발견 된 핵심 요구 사항은 안정적인 자산 기반, 적절한 금융에 대한 액세스, 시장에서의 친숙 함 및 수용입니다.",11,3
1209,캐나다,Western University,"Centre for Urban
Policy and Local Governance
Western’s
Centre for Urban Policy and LocalGovernance
responds to many new challenges thatface local governments and urban policymakers. Thecentre brings together academic researchers andstudents from across Western and beyond with thegoal of facilitating new interdisciplinary collaborationson pressing questions to create discussion betweenacademics and policy practitioners","도시 센터
정책 및 지역 거버넌스
웨스턴의
도시정책 및 지방정부센터
지방 정부와 도시 정책 입안자들이 직면하는 많은 새로운 도전에 대응한다. 이 센터는 학계와 정책 실무자 간의 토론을 만들기 위해 긴급한 질문에 대한 새로운 학제 간 협력을 촉진하는 목표를 가지고 서구 및 그 이상의 국가에서 온 학술 연구자와 학생들을 한데 모읍니다.",도시 정책 및 지방 거버넌스 센터 서부의 도시 정책 및 지역 거버넌스 센터는 지방 정부와 도시 정책 입안자들을 파악하는 많은 새로운 도전에 대응합니다.Thecentre는 서구와 그 너머의 학문적 연구원과 학생들을 모아서 새로운 학제 간 협업을 촉진하는 데 도움이됩니다., 서구와 그 너머의 학문적 연구원과 학생들을 모아서 새로운 학제 간 협업을 촉진하는 데 도움이됩니다.,11,3
225,영국,University of Glasgow,"Building on this collaborative approach, the
University also recently proposed an initiative
to tackle homelessness in the community.
Whilst still in its initial phases, the intention is
to mobilise the resources of the University in
the widest sense to make a positive impact in
this area, drawing on our academic expertise,
our strong links with the City Council and other
stakeholders, the energy of members of our
community and our physical and financial
resources over an extended period.","이러한 협업 접근 방식을 바탕으로_x000D_
대학 또한 최근에 이니셔티브를 제안했다._x000D_
지역 사회의 노숙자들과 싸우기 위해서요_x000D_
아직 초기 단계에 있지만, 목적은_x000D_
대학의 자원을 동원하다_x000D_
에 긍정적인 영향을 줄 수 있는 가장 넓은 의미_x000D_
우리의 학문적 전문지식을 바탕으로_x000D_
시의회 및 기타와의 강한 유대._x000D_
이해당사자들, 우리 구성원들의 에너지_x000D_
지역사회와 우리의 육체적 그리고 재정적_x000D_
리소스를 장기간 사용할 수 있습니다.","이 공동 작업 접근 방식을 바탕으로 대학은 최근 지역 사회의 노숙자를 해결하기위한 이니셔티브를 제안했습니다.여전히 초기 단계에있는 동안, 우리의 학업 전문 지식, 시의회 및 기타 이해 관계자와의 강력한 연관성,오랜 기간 동안 우리 지역 사회 구성원과 신체 및 재정 자원."," 초기 단계에있는 동안, 우리의 학업 전문 지식, 시의회 및 기타 이해 관계자와의 강력한 연관성,오랜 기간 동안 우리 지역 사회 구성원과 신체 및 재정 자원.",11,3
1852,미국,UC Davis University,"Summary
SDG 9 seeks to build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation. Infrastructure investment and industrialization are drivers of economic growth that spur job creation and income growth, while innovation advances the technological capabilities of industrial sectors and prompts the development of new skills. Even before the COVID-19 pandemic, global manufacturing growth was steadily declining. The pandemic disrupted global supply and value chains and severely impacted manufacturing industries in the short term. Increased investment in scientific research and innovation is required to accelerate the development of manufacturing sectors in order to meet the goal by 2030, especially in less developed countries.","요약
SDG 9는 탄력적인 인프라를 구축하고 포괄적이고 지속 가능한 산업화를 촉진하며 혁신을 촉진하는 것을 추구합니다. 인프라 투자와 산업화는 일자리 창출과 소득 증가에 박차를 가하는 경제성장의 원동력이고, 혁신은 산업 부문의 기술 역량을 발전시키고 새로운 기술 개발을 촉진한다. 코로나19 팬데믹 이전에도 글로벌 제조업 성장률은 꾸준히 하락하고 있었다. 전염병은 글로벌 공급과 가치 사슬을 붕괴시켰고 단기적으로 제조업에 심각한 영향을 미쳤다. 2030년까지 목표 달성을 위해 특히 저개발국가의 제조업 발전을 가속화하기 위해서는 과학 연구와 혁신에 대한 투자 증가가 필요하다.","요약 SDG 9는 탄력적 인 인프라를 구축하고 포용적이고 지속 가능한 산업화를 촉진하며 혁신을 장려하려고합니다.인프라 투자 및 산업화는 일자리 창출 및 소득 성장을 촉진하는 경제 성장의 동인이며, 혁신은 산업 부문의 기술 능력을 발전시키고 새로운 기술의 개발을 촉구합니다.Covid-19 Pandemic 이전에도 글로벌 제조 성장은 꾸준히 감소했습니다.전염병은 글로벌 공급 및 가치 사슬을 방해했으며 단기적으로 제조 산업에 심각하게 영향을 미쳤습니다.2030 년까지, 특히 덜 선진국에서 목표를 달성하기 위해 제조 부문의 개발을 가속화하려면 과학 연구 및 혁신에 대한 투자 증가가 필요합니다."," 년까지, 특히 덜 선진국에서 목표를 달성하기 위해 제조 부문의 개발을 가속화하려면 과학 연구 및 혁신에 대한 투자 증가가 필요합니다.",9,3
1579,영국,London School of Economics and Political Science,Promote and enhance cycling facilities and incentives.,자전거 시설과 인센티브를 홍보하고 강화합니다.,자전거 시설과 인센티브를 홍보하고 향상시킵니다.,자전거 시설과 인센티브를 홍보하고 향상시킵니다.,11,3
1564,영국,London School of Economics and Political Science,"Investment decisions are made by our external fund managers and are guided by the School’s Socially Responsible Investment Policy, Ethics Code and the United Nations endorsed Principles for Responsible Investment (of which we are a signatory).","투자 결정은 외부 펀드 매니저에 의해 이루어지며 학교의 사회적 책임 투자 정책, 윤리 강령 및 유엔이 승인한 책임 투자 원칙(이 중 우리는 서명자)에 따라 이루어집니다.","투자 결정은 외부 펀드 매니저에 의해 내려졌으며 학교의 사회적 책임 투자 정책, 윤리 강령 및 유엔에 책임있는 투자 원칙 (우리가 서명 한)에 의해 이루어집니다.","투자 결정은 외부 펀드 매니저에 의해 내려졌으며 학교의 사회적 책임 투자 정책, 윤리 강령 및 유엔에 책임있는 투자 원칙 (우리가 서명 한)에 의해 이루어집니다.",8,3
299,캐나다,Concordia University,"INSTITUTE FOR URBAN FUTURES
Led by Professor Shauna Janssen, the Institute for Urban
Futures is a research and research-creation centre embedded
within the Faculty of Fine Arts. The institute’s overarching
goal is to make space for critical and creative inquiry about the
contemporary urban condition. The institute’s projects aim to
imagine possible urban futures that are radically inclusive, just,
resilient and sustainable.","""도시미래연구소""
Shauna Jansen 교수가 이끄는 도시 연구소
Futures는 연구 및 연구 창조의 중심이다.
미술학부 내의 그 연구소는 매우 중요하다.
목표는 비판적이고 창조적인 질문을 위한 공간을 만드는 것이다.
현대의 도시 상황 연구소의 프로젝트는 다음을 목표로 한다.
가능한 도시 미래를 상상해봐 급진적으로 포용할 수 있어
탄력적이고 지속 가능한""",Shauna Janssen 교수가 이끄는 Urban Futures Institute는 Urban Futures 연구소는 미술 학부에 포함 된 연구 및 연구 창출 센터입니다.이 연구소의 가장 중요한 목표는 현대 도시 상태에 대한 비판적이고 창의적인 조사를위한 공간을 만드는 것입니다.이 연구소의 프로젝트는 근본적으로 포용적이고 정당하며 탄력적이며 지속 가능한 도시 미래를 상상하는 것을 목표로합니다., 연구소의 가장 중요한 목표는 현대 도시 상태에 대한 비판적이고 창의적인 조사를위한 공간을 만드는 것입니다,11,3
408,한국,Kyungpook National University,"Hyun Woong Park, a professor of Energy Engineering at Kyungpook National University, is a representative researcher in the field of alternative energy using solar power. Professor Park 
is working on designing photocatalysts used to develop alternative energy sources such as solar energy, carbon dioxide, and hydrogen.","에너지 공학의
경북대학교는
분야 대표 연구원
사용하는 대체 에너지의
태양광 발전. 박 교수
디자인 작업을 하고 있습니다
사용하는 광촉매
대안을 개발하다
와 같은 에너지원
태양 에너지, 탄소
이산화물, 수소.","Kyungpook National University의 에너지 공학 교수 인 Hyun Woong Park는 태양 광 발전을 사용하여 대체 에너지 분야의 대표 연구원입니다.Park 교수는 태양 에너지, 이산화탄소 및 수소와 같은 대체 에너지 원을 개발하는 데 사용되는 광촉매 설계를 위해 노력하고 있습니다."," 교수는 태양 에너지, 이산화탄소 및 수소와 같은 대체 에너지 원을 개발하는 데 사용되는 광촉매 설계를 위해 노력하고 있습니다.",7,3
693,South Korea,Kyungpook National University,"Hyun Woong Park, a professor of Energy Engineering at Kyungpook National University, is a representative researcher in the field of alternative energy using solar power. Professor Park 
is working on designing photocatalysts used to develop alternative energy sources such as solar energy, carbon dioxide, and hydrogen.","에너지 공학의
경북대학교는
분야 대표 연구원
사용하는 대체 에너지의
태양광 발전. 박 교수
디자인 작업을 하고 있습니다
사용하는 광촉매
대안을 개발하다
와 같은 에너지원
태양 에너지, 탄소
이산화물, 수소.","Kyungpook National University의 에너지 공학 교수 인 Hyun Woong Park는 태양 광 발전을 사용하여 대체 에너지 분야의 대표 연구원입니다.Park 교수는 태양 에너지, 이산화탄소 및 수소와 같은 대체 에너지 원을 개발하는 데 사용되는 광촉매 설계를 위해 노력하고 있습니다."," 교수는 태양 에너지, 이산화탄소 및 수소와 같은 대체 에너지 원을 개발하는 데 사용되는 광촉매 설계를 위해 노력하고 있습니다.",7,3
