,국가,대학교명,내용,번역,영한_재번역,추출요약,분류,5분류
234,캐나다,Concordia University,"TAINTED WATER INVESTIGATION
Under the leadership of director Patti Sontag, the Institute for
Investigative Journalism has facilitated a national collaborative
investigation into Canadian drinking water standards.
Journalism students and reporters pooled their research to
delve more deeply into the issue of inaccurate measuring of the
amount of the neurotoxin lead in drinking water across Canada.
The investigation included more than 120 reporters, editors,
students and faculty from nine universities and 10 partner
media companies. More have since joined, and the effort
is ongoing.","""오염수 조사""
Patti Sontag 소장의 지도 아래, Institute for
조사 저널리즘은 전국적인 협력을 촉진했다.
캐나다의 식수 기준에 대한 조사
저널리즘 학생들과 리포터들은 그들의 연구를 다음과 같이 통합했다.
...의 부정확한 측정 문제를 더 깊이 연구하다.
캐나다 전역의 식수에 함유된 신경독의 양
조사에는 120명 이상의 기자, 편집자,
9개의 대학과 10개의 파트너의 학생과 교수진
언론사 그 이후 더 많은 사람들이 참여했고, 그 노력은
진행 중입니다.""","조사 저널리즘 연구소 (Institute for Investigative Journalism)의 지도력에 따라 오염 된 물 조사는 캐나다 식수 표준에 대한 국가 공동 연구를 촉진했습니다.저널리즘 학생들과 기자들은 캐나다 전역의 식수에서 신경독 납의 양을 부정확 한 측정 문제에 대해 더 깊이 파고 들기 위해 연구를 풀어주었습니다.이 조사에는 9 개의 대학의 120 명 이상의 기자, 편집자, 학생 및 교수진과 10 개의 파트너 미디어 회사가 포함되었습니다.그 이후로 더 많은 사람들이 합류했으며 노력이 진행 중입니다.", 학생들과 기자들은 캐나다 전역의 식수에서 신경독 납의 양을 부정확 한 측정 문제에 대해 더 깊이 파고 들기 위해 연구를 풀어주었습니다,6,2
833,호주,University of Wollongong,"This project explores narratives and visual representations of a Blue Economy. The research aims to use transmedia mapping to draw connections between human engagements with the south coast and the stories, systems, and practices that shape human‐ ocean relations locally. The research team is investigating the ways cultural expression such as art and writing represent the ocean and create community, define public and private space, and helps shape the rhetoric and decision-making involving the ocean’s stewardship.","이 프로젝트는 블루 이코노미(Blue Economy)의 서사와 시각적 표현을 탐구합니다. 이 연구는 트랜스미디어 매핑을 사용하여 남해안과의 인간 관계와 지역적으로 인간과 해양 관계를 형성하는 이야기, 시스템 및 관행 사이의 연관성을 도출하는 것을 목표로 합니다. 연구팀은 예술과 글쓰기와 같은 문화적 표현이 바다를 어떻게 대표하고 공동체를 만드는지, 공·사적 공간을 정의하고, 해양의 책임과 관련된 수사 및 의사결정을 구체화하는 데 도움을 주고 있습니다.","이 프로젝트는 푸른 경제의 이야기와 시각적 표현을 탐구합니다.이 연구는 트랜스 미디어 매핑을 사용하여 남쪽 해안과의 인간 참여와 인간의 해양 관계를 국소 적으로 형성하는 이야기, 시스템 및 관행 사이의 연결을 이끌어내는 것을 목표로합니다.연구팀은 예술과 작문과 같은 문화적 표현이 바다를 대표하고 공동체를 창조하고 공공 및 사적인 공간을 정의하며 바다의 청지기 직분과 관련된 수사 및 의사 결정을 형성하는 데 도움이되는 방법을 조사하고 있습니다."," 연구는 트랜스 미디어 매핑을 사용하여 남쪽 해안과의 인간 참여와 인간의 해양 관계를 국소 적으로 형성하는 이야기, 시스템 및 관행 사이의 연결을 이끌어내는 것을 목표로합니다",14,2
1839,인도,Ashoka University,"Improving Efficiency of Water Use
on Campus
The University is located in the northern part of India,
a region that has witnessed a sharp decline in the
groundwater table over the years. In an attempt to
reduce its water footprint, Ashoka strives to reduce,
reuse and recycle every drop of water used on
campus. The wastewater from the kitchen is passed
through various grease traps and is further fed into
the water treatment plant. The wastewater coming
from the toilet is connected to the sewage treatment
plant (STP). This recycled water is further used for
irrigating the lawns and green areas and cleaning the
solar panels on the campus. Our housekeeping team
is equipped with specialised cleaning machines that
not only decrease the effort required for manual
cleaning but also the amount of water required for
cleaning purposes. Most taps, faucets and showers
are fitted with water aerators for regulating the flow
of water for efficient consumption and reduction of
water wastage. Similarly, urinals run on a sensorbased
water flow mechanism. The irrigation system is
designed in such a way that allows us to utilise water
without any wastage. Our sprinkler water system
allows uniform distribution of water with high
efficiency.","물 사용의 효율성 향상
캠퍼스에서
대학은 인도의 북쪽에 위치해 있다.
급격한 감소를 목격한 지역
수년에 걸친 지하수 표 위한 시도로.
물 발자국을 줄이고, 아소카는 줄이려고 노력합니다.
사용된 모든 물방울을 재사용하고 재활용하다
교내. 부엌에서 나오는 폐수가 지나갑니다.
다양한 그리스 트랩을 통해 더욱 공급됩니다.
수처리장 폐수가 오고 있다.
화장실로부터 하수 처리와 연결되어 있다.
플랜트(STP) 이 재활용된 물은 더 많이 사용된다.
잔디밭과 녹지에 관개하고 청소하기
캠퍼스의 태양 전지판 우리 하우스키핑팀
다음과 같은 특수 세척 기계를 갖추고 있다.
수동에 필요한 노력을 줄일 뿐만 아니라
청소뿐만 아니라 필요한 물의 양 또한.
청소 목적 대부분의 수도꼭지, 수도꼭지, 샤워기
유량을 조절하기 위해 물 공기 조절기가 장착되어 있다.
효율적인 소비와 감소를 위한 물의
물 낭비 마찬가지로, 소변기는 센서 기반에서 작동한다.
수류 기구 관개 시스템은
우리가 물을 이용할 수 있도록 설계된
조금도 낭비하지 않고 스프링클러 급수 시스템
고농도의 물을 균일하게 분배할 수 있다.
효율성.","캠퍼스에서의 물 사용 효율성 개선 대학은 인도 북부에 있으며 수년 동안 지하수 테이블이 급격히 감소한 것으로 나타났습니다. Ashoka는 물 발자국을 줄이기 위해 캠퍼스에 사용되는 모든 물 방울을 줄이고 재사용하고 재활용하기 위해 노력합니다. 주방의 폐수는 다양한 그리스 트랩을 통과하며 수처리 공장에 더 공급됩니다. 화장실에서 나오는 폐수는 하수 처리장 (STP)과 연결되어 있습니다. 이 재활용 물은 잔디밭과 녹지를 관개하고 캠퍼스의 태양 전지판을 청소하는 데 더 많이 사용됩니다. 우리의 하우스 키핑 팀에는 수동 청소에 필요한 노력을 줄일뿐만 아니라 청소 목적으로 필요한 물의 양을 줄이는 특수 청소 기계가 장착되어 있습니다. 대부분의 수도꼭지, 수도꼭지 및 샤워기에는 효율적인 소비 및 물 낭비 감소를 위해 물의 흐름을 조절하기 위해 물 폭기가 장착되어 있습니다. 마찬가지로 소변기는 감각 기반 물 흐름 메커니즘에서 실행됩니다. 관개 시스템은 낭비없이 물을 활용할 수있는 방식으로 설계되었습니다. 우리의 스프링클러 물 시스템은 고효율로 물의 균일 한 분포를 허용합니다.","캠퍼스에서의 물 사용 효율성 개선 대학은 인도 북부에 있으며 수년 동안 지하수 테이블이 급격히 감소한 것으로 나타났습니다. Ashoka는 물 발자국을 줄이기 위해 캠퍼스에 사용되는 모든 물 방울을 줄이고 재사용하고 재활용하기 위해 노력합니다. 주방의 폐수는 다양한 그리스 트랩을 통과하며 수처리 공장에 더 공급됩니다. 화장실에서 나오는 폐수는 하수 처리장 (STP)과 연결되어 있습니다. 이 재활용 물은 잔디밭과 녹지를 관개하고 캠퍼스의 태양 전지판을 청소하는 데 더 많이 사용됩니다. 우리의 하우스 키핑 팀에는 수동 청소에 필요한 노력을 줄일뿐만 아니라 청소 목적으로 필요한 물의 양을 줄이는 특수 청소 기계가 장착되어 있습니다. 대부분의 수도꼭지, 수도꼭지 및 샤워기에는 효율적인 소비 및 물 낭비 감소를 위해 물의 흐름을 조절하기 위해 물 폭기가 장착되어 있습니다. 마찬가지로 소변기는 감각 기반 물 흐름 메커니즘에서 실행됩니다. 관개 시스템은 낭비없이 물을 활용할 수있는 방식으로 설계되었습니다. 우리의 스프링클러 물 시스템은 고효율로 물의 균일 한 분포를 허용합니다.",6,2
90,캐나다,Queen's University,"Administration and operations
Protecting birds on campus
When a Queen’s student presented research on bird collisions on campus, the Office of Sustainability installed Collision Reduction Film on campus windows. Combining research with sustainability, the installation has brought people from across the university together to protect the local environment. Sustainable use of campus land
Development is a major threat to wildlife habitats. Our Main Campus Master Plan calls for the conservation, restoration, and sustainable use of terrestrial ecosystems associated with the university and identifies stringent conditions for new developments on campus.","""관리 및 운영
캠퍼스에서 새를 보호하는 것
퀸의 학생이 캠퍼스에서 새 충돌에 대한 연구를 발표했을 때, 지속가능성 사무국은 캠퍼스 창문에 충돌 감소 필름을 설치했다. 연구와 지속가능성을 결합하여, 그 설치는 지역 환경을 보호하기 위해 대학 전체의 사람들을 하나로 모았다. 야생 동물 서식지에 캠퍼스 땅 개발의 지속 가능한 사용은 커다란 위협이다. ""우리의 메인 캠퍼스 마스터 플랜""은 대학과 관련된 지상 생태계의 보존, 복원, 지속 가능한 사용을 요구하고 캠퍼스에서 새로운 개발을 위한 엄격한 조건을 확인한다.","캠퍼스에서 조류를 보호하는 행정 및 운영 여왕의 학생이 캠퍼스에서 조류 충돌에 관한 연구를 발표했을 때, 지속 가능성 사무소는 캠퍼스 창에 충돌 감소 영화를 설치했습니다.연구를 지속 가능성과 결합한 설치로 인해 지역 환경을 보호하기 위해 대학 전체의 사람들이 모여 있습니다.캠퍼스 토지 개발의 지속 가능한 사용은 야생 생물 서식지에 대한 주요 위협입니다.우리의 주요 캠퍼스 마스터 플랜은 대학과 관련된 지상 생태계의 보존, 복원 및 지속 가능한 사용을 요구하며 캠퍼스에서 새로운 개발을위한 엄격한 조건을 식별합니다."," 주요 캠퍼스 마스터 플랜은 대학과 관련된 지상 생태계의 보존, 복원 및 지속 가능한 사용을 요구하며 캠퍼스에서 새로운 개발을위한 엄격한 조건을 식별합니다.",15,2
1515,영국,London School of Economics and Political Science,"Our reduction was also helped by our electricity from the national grid being less carbon intensive, due to coal-fired power stations being phased out.",석탄 화력 발전소가 단계적으로 폐지됨에 따라 국가 전력망에서 나오는 전력의 탄소 집약도가 낮아진 것도 이러한 감소에 일조했습니다.,우리의 감소는 또한 석탄 화력 발전소가 단계적으로 폐지 되었기 때문에 국가 그리드의 전기가 탄소 집약적이지 않다는 데 도움이되었습니다.,우리의 감소는 또한 석탄 화력 발전소가 단계적으로 폐지 되었기 때문에 국가 그리드의 전기가 탄소 집약적이지 않다는 데 도움이되었습니다.,13,2
627,이탈리아,Bologna University,The universities are joined by a partnershipagreement that is giving rise to several joint actionson sustainability issues. One of the most ambitiousgoals of this project is to define new methodologiesfor calculating the carbon footprint of universities.The goal is to develop a new method to be proposedto the managers of the GreenMetric ranking and thenapplied worldwide to improve the one currentlyused by the ranking.,그 대학들은 지속가능성 문제에 대한 몇 가지 공동 행동을 야기하는 파트너십 협약에 가입되어 있다. 이 프로젝트의 가장 야심찬 목표 중 하나는 대학의 탄소 배출량을 계산하기 위한 새로운 방법론을 정의하는 것이다.목표는 그린 메트릭 랭킹 관리자에게 제안하고 현재 랭킹이 사용하는 방식을 개선하기 위해 전 세계에 적용할 새로운 방법을 개발하는 것이다.,대학은 몇 가지 공동 액션 슨 지속 가능성 문제를 야기하는 파트너십 계약에 합류합니다.이 프로젝트의 가장 야심 찬 관점 중 하나는 목표의 탄소 발자국을 계산하기위한 새로운 방법론을 정의하는 것입니다. Greenmetric Ranking의 관리자에게 제안 될 새로운 방법을 개발하고 현재 순위가 사용하는 것의 개선을 개선하는 것입니다., 프로젝트의 가장 야심 찬 관점 중 하나는 목표의 탄소 발자국을 계산하기위한 새로운 방법론을 정의하는 것입니다. Greenmetric Ranking의 관리자에게 제안 될 새로운 방법을 개발하고 현재 순위가 사용하는 것의 개선을 개선하는 것입니다.,13,2
939,캐나다,McMaster University,"The Choose To Reuse program encourages students, faculty and
staff to use reusable mugs and green food containers — and get a
discount on their beverage and food purchases — while dining on
campus. The fee to join the program was $5, until Hospitality Services
pushed to provide campus residents with a free Choose to Reuse
membership card, resulting in a 294-per-cent jump in the use of the
green eco-containers from 2018 to 2019","Choose To Reuse 프로그램은 학생, 교수진 및
재사용 가능한 머그컵과 녹색 식품 용기를 사용하기 위한 직원들 - 그리고
식사에 대한 음료 및 식품 구매 할인
Hospitality Services까지 프로그램에 참여하는 비용은 $5였습니다.
캠퍼스 거주자들에게 재사용 선택권을 무료로 제공하도록 추진됨
멤버십 카드 사용에서 294%의 증가를 초래합니다.
2018년부터 2019년까지 친환경 컨테이너","재사용 프로그램을 선택하면 학생, 교직원 및 교직원이 재사용 가능한 머그잔과 녹색 음식 용기를 사용하여 캠퍼스에서 식사하는 동안 음료 및 음식 구매에 할인을 받도록 권장합니다.호스 피탈 리티 서비스가 캠퍼스 주민들에게 무료로 재사용 된 멤버십 카드를 제공하도록 강요 할 때 까지이 프로그램에 가입하는 수수료는 5 달러였습니다.",피탈 리티 서비스가 캠퍼스 주민들에게 무료로 재사용 된 멤버십 카드를 제공하도록 강요 할 때 까지이 프로그램에 가입하는 수수료는 5 달러였습니다.,12,2
8,영국,Leicester,"Raising awareness of and reducing the climate impact of land uses on peat soils. Professor Sue Page’s research includes a particular emphasis on the impacts of land-use change and fire on the carbon cycle of tropical peatlands. By developing engagement opportunities with external organisations and businesses, her expertise has been crucial to sciencebased approaches to peatland management that, when implemented, support the mitigation and management of peat carbon and greenhouse gas emissions.",토양에 대한 토지 사용의 기후 영향에 대한 인식 제고 및 감소. Sue Page 교수의 연구에는 열대 이탄 지대의 탄소 순환에 대한 토지 사용 변화와 화재의 영향에 대한 특별한 강조가 포함됩니다. 외부 조직 및 기업과의 참여 기회를 개발함으로써 그녀의 전문 지식은 이탄 탄소 및 온실 가스 배출의 완화 및 관리를 지원하는 이탄 관리에 대한 과학 기반 접근 방식에 매우 중요했습니다,"이탄 토양에 대한 토지 사용의 기후 영향에 대한 인식을 높이고 감소시킵니다.Sue Page 교수의 연구에는 열대 이탄의 탄소주기에 대한 토지 이용 변화와 화재의 영향에 대한 특히 강조가 포함됩니다.외부 조직 및 비즈니스와의 참여 기회를 개발함으로써, 그녀의 전문 지식은 이탄 경영에 대한 과학 기반 접근 방식에 결정적이어서 이탄 탄소 및 온실 가스 배출의 완화 및 관리를 지원합니다.",이탄 토양에 대한 토지 사용의 기후 영향에 대한 인식을 높이고 감소시킵니다,15,2
831,호주,University of Wollongong,"The project ‘Strengthening and scaling community-based approaches to Pacific coastal fisheries management in support of the New Song’ has undertaken outreach on sustainable community-based management of coastal fisheries with over 100 local communities in Kiribati, Solomon Islands and Vanuatu. Outreach involves community awareness presentations, facilitation of development of community-based fisheries management plans, and training for community monitors to track fisheries catch in select sites with the goal to support adaptive management by communities.","'신곡을 뒷받침하는 태평양 연안 어업 경영에 대한 지역 기반 접근 강화 및 확대' 프로젝트는 키리바시, 솔로몬 제도, 바누아투 지역의 100개 이상의 지역 커뮤니티와 함께 연안 어업의 지속 가능한 지역 기반 관리에 대한 아웃리치를 수행하였습니다. 아웃리치에는 지역사회 인식 프레젠테이션, 지역사회 기반 어업 관리 계획의 개발 촉진, 지역사회에 의한 적응형 관리를 지원하기 위한 목표와 함께 선별된 현장의 어업 어획량을 추적하기 위한 지역사회 감시자 교육이 포함됩니다.","'새로운 노래를 지원하기 위해 태평양 해안 어업 관리에 대한 커뮤니티 기반 접근 방식 강화 및 스케일링'이 프로젝트는 키리 바티, 솔로몬 제도 및 바누아투에 100 개가 넘는 지역 사회와 함께 해안 어업의 지속 가능한 지역 사회 기반 관리에 대한 봉사 활동을 수행했습니다.봉사 활동에는 지역 사회 인식 프레젠테이션, 지역 사회 기반 어업 관리 계획의 개발 촉진, 지역 사회 모니터 교육을위한 교육을 추적하여 커뮤니티의 적응 관리를 지원하기위한 선택된 사이트에서 어업 캐치를 추적합니다."," 활동에는 지역 사회 인식 프레젠테이션, 지역 사회 기반 어업 관리 계획의 개발 촉진, 지역 사회 모니터 교육을위한 교육을 추적하여 커뮤니티의 적응 관리를 지원하기위한 선택된 사이트에서 어업 캐치를 추적합니다.",14,2
586,뉴질랜드,Auckland universitiy,"LEGAL RIGHTS FOR SUSTAINABLE USE OFNATURAL RESOURCESProperty rights are an important cause of ecological harm, but can also bea powerful tool to provide effective solutions to environmental and resourceuse conflicts. Significant new research by Ms Prue Taylor (School ofArchitecture and Planning) and Professor David Grinlinton (Faculty of Law)considers the legal duty of property owners to use land sustainably, andthe emergence of the ‘public trust’ doctrine requiring governments to moreproactively protect environmental values. The work covers internationalenvironmental law and the development of a legal order based uponecological sustainability and New Zealand law and policy and aims todevelop creative solutions to respond to the ecological challenges.","천연 자원의 지속 가능한 사용을 위한 법적 권리

재산권은 생태학적 해악의 중요한 원인이지만, 환경 및 자원 사용 분쟁에 대한 효과적인 해결책을 제공하는 강력한 도구가 될 수 있다. 프루 테일러(건축 및 계획 학교)와 데이비드 그린린턴(법학부) 교수의 중요한 새로운 연구는 토지를 지속 가능하게 사용해야 하는 재산 소유주의 법적 의무와 정부가 환경 가치를 보다 적극적으로 보호해야 한다는 '공공 신뢰' 교리의 출현을 고려한다. 이 작업은 생태학적 지속가능성과 뉴질랜드의 법과 정책을 기반으로 한 국제 환경법과 법적 질서의 개발을 다루고 있으며, 생태학적 도전에 대응할 수 있는 창의적인 해결책을 개발하는 것을 목표로 하고 있다.","자연 자원의 지속 가능한 사용에 대한 법적 권리는 생태 학적 피해의 중요한 원인이지만 환경 및 자원 분쟁에 대한 효과적인 솔루션을 제공 할 수있는 강력한 도구도 할 수 있습니다.Prue Taylor (School ofarchitecture and Planning)와 David Grinlinton 교수 (법학 교수)의 중요한 새로운 연구는 재산 소유자가 토지를 지속적으로 사용 해야하는 법적 의무를 고려하고, 정부가 환경 적 가치를보다 효과적으로 보호하도록 요구하는 '공공 신뢰'교리의 출현을 고려합니다..이 작업은 국제 환경법과 제압 성 지속 가능성과 뉴질랜드 법률 및 정책을 기반으로 한 법적 질서의 발전을 다루고 있으며 생태 학적 도전에 대응하기 위해 창조적 솔루션을 개발했습니다.",자연 자원의 지속 가능한 사용에 대한 법적 권리는 생태 학적 피해의 중요한 원인이지만 환경 및 자원 분쟁에 대한 효과적인 솔루션을 제공 할 수있는 강력한 도구도 할 수 있습니다,15,2
1189,캐나다,Western University,"Green Spaces
Landscape Services at Western uses a variety ofpractices to support
ecologically beneficial plantings
across campus. Native plants are considered first inplanting plans, and the right plant is selected for theright location.
In Western's new rain garden by the Physics andAstronomy Building, low maintenance native plantslike coneflower, Joe-Pye weed, and Christmas fernwill be planted.
The Rain Infiltration Garden located by the Physicsand Astronomy Building is Western's first naturalizedrain garden, featuring low-maintenance native plantsthat help rainwater infiltrate into the ground, ratherthan flow as stormwater runoff into the sewersystem. The garden also helps support biodiversitywith native plants, and an improved pedestrianexperience of the space with seating to enjoy thegarden and nature that visits.","그린 스페이스
Western의 Landscape Services는 다양한 방식을 사용하여
생태학적으로 유익한 재배.
캠퍼스를 가로질러 자생식물은 식재계획에서 가장 먼저 고려되며, 적절한 위치에 적합한 식물이 선택된다.
물리천문학관 옆에 있는 웨스턴의 새로운 우원에는 원추꽃, 조-피위드, 크리스마스 양치류 같은 유지보수가 적은 토종 식물들이 심어질 것이다.
물리천문관이 위치한 비침투정원은 서양 최초로 귀화한 비침투정원으로 빗물이 하수도로 흘러들어가지 않고 땅속으로 침투할 수 있도록 돕는 저정비 토종식물이 특징이다. 또한 천연식물로 생물다양성을 지원하고, 찾아오는 정원과 자연을 즐길 수 있는 좌석공간이 개선된 보행체험도 돕는다.","Western의 Green Spaces Landscape Services는 다양한 요소를 사용하여 캠퍼스 전역의 생태 학적으로 유익한 재배를 지원합니다.토종 식물은 첫 번째 공개 계획으로 간주되며, 올바른 식물은 핵심 위치에 선정됩니다.물리학 및 비방 건물의 서부의 새로운 레인 가든에서, 낮은 유지 보수 토종 식물과 같은 저지대 원주민 식물, 조 파이 잡초 및 크리스마스 양치가 심어집니다.Physicsand Astronomy Building이 위치한 비 침투 정원은 서부 최초의 귀화가있는 정원으로, 비 임금이 낮은 고유 식물을 특징으로하며 빗물이 지상에 침투하는 데 도움이되고, 그 앞에는 빗물이 하수구로 유출되는 것처럼 흐릅니다.이 정원은 또한 토종 식물과 함께 생물 다양성을 지원하고, 좌석이있는 우주의 보행자 경험을 향상시켜 방문하는 자연을 즐기기 위해 좌석과 함께 개선 된 보행자 경험을 지원합니다."," 정원은 또한 토종 식물과 함께 생물 다양성을 지원하고, 좌석이있는 우주의 보행자 경험을 향상시켜 방문하는 자연을 즐기기 위해 좌석과 함께 개선 된 보행자 경험을 지원합니다.",15,2
133,런던,UCL,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","육상 생태계의 지속 가능한 사용을 보호, 복원 및 촉진하고, 숲을 지속 가능하게 관리하며, 사막화를 방지하고, 토지 퇴화를 중지 및 역전시키고, 생물 다양성 손실을 방지한다.","지상 생태계의 지속 가능한 사용을 보호, 복원 및 홍보하고, 산림을 지속적으로 관리하고, 사막화를 전투하며, 토지 저하 및 역전 및 역전 생물 다양성 손실을 중단하십시오.","지상 생태계의 지속 가능한 사용을 보호, 복원 및 홍보하고, 산림을 지속적으로 관리하고, 사막화를 전투하며, 토지 저하 및 역전 및 역전 생물 다양성 손실을 중단하십시오.",15,2
971,말레이시아,Sunway University,"
water conservation from the
perspective of social dilemma
theory and identified factors that
drive individual decision-making
and dilemma awareness. The
results of the study offer several
implications, firstly that social
dilemma theory is applicable for
water conservation in the study
area. Secondly, environmental
values are the primary driver for
individual dilemma awareness on
water conservation issues, not
water tariff. Thirdly, longer term
conservation measures through
identifying appropriate water tariffs
through pricing conservations is
necessary. Lastly, conservation
campaigns as alternative measures
could be more effective when
designed to include more emphasis
on environmental messages","로부터의 물 절약.
사회적 딜레마에 대한 관점
이론과 식별된 요인들
개인의 의사결정을 추진하다
딜레마에 대한 인식입니다. 그
그 연구의 결과는 몇 가지를 제공한다.
첫째, 사회적 의미.
딜레마 이론은 에 적용할 수 있다.
그 연구의 물 절약
두번째는 환경이다.
값은 에 대한 기본 요인입니다.
에 대한 개인의 딜레마에 대한 인식
물 보존 문제, 그렇지 않다.
수도세 셋째, 더 긴 기간
을 통한 보존책.
적절한 수도 요금 확인
가격 보존을 통해
필요한. 마지막으로 보존
대안으로서의 캠페인
는 경우에 더 효과적일 수 있다
보다 강조를 포함하도록 설계된
환경 보호 메시지에서.","사회 딜레마 이론의 관점에서 물의 보존과 개인의 의사 결정과 딜레마 인식을 주도하는 요인을 확인했습니다.이 연구 결과는 몇 가지 의미를 제시하며, 먼저 사회 딜레마 이론이 연구 영역의 물 절약에 적용 가능하다는 것입니다.둘째, 환경 가치는 물 관세가 아닌 물 보존 문제에 대한 개별 딜레마 인식의 주요 동인입니다.셋째, 가격 보존을 통해 적절한 물 관세를 식별함으로써 장기 보존 조치가 필요하다.마지막으로, 대체 조치로서의 보존 캠페인은 환경 메시지에 대한 강조를 포함하도록 설계 될 때 더 효과적 일 수 있습니다.", 환경 가치는 물 관세가 아닌 물 보존 문제에 대한 개별 딜레마 인식의 주요 동인입니다,6,2
1519,영국,London School of Economics and Political Science,Reduce disposable takeaway cups and packaging sold on campus by increasing reuse.,재사용률을 높여 캠퍼스에서 판매되는 일회용 테이크아웃 컵과 포장을 줄입니다.,재사용을 증가시켜 캠퍼스에서 판매되는 일회용 테이크 아웃 컵 및 포장을 줄입니다.,재사용을 증가시켜 캠퍼스에서 판매되는 일회용 테이크 아웃 컵 및 포장을 줄입니다.,12,2
733,영국,Oxford University,"In 2011/12 the University reduced its carbon emissions from 78,267 tCO2 to77, 349 tCO2 – a decrease of 918 tCO2 (1.2%). The reduction was due to investment in new energy efficient systems and significant efforts by all members of the University to use energy more efficiently","2011/12년에 대학은 탄소 배출량을 78,267 tCO2에서 77,349 tCO2로 줄였으며 이는 918 tCO2(1.2%) 감소였다. 그 감소는 새로운 에너지 효율적인 시스템에 대한 투자와 에너지를 더 효율적으로 사용하기 위한 대학의 모든 구성원들의 상당한 노력 때문이다.","2011/12 년 에이 대학은 탄소 배출량을 78,267 TCO2 ~ 77, 349 TCO2 - 918 TCO2 (1.2%)로 줄였습니다.감소는 새로운 에너지 효율적인 시스템에 대한 투자와 대학의 모든 구성원이 에너지를보다 효율적으로 사용하려는 상당한 노력으로 인한 것입니다.", 새로운 에너지 효율적인 시스템에 대한 투자와 대학의 모든 구성원이 에너지를보다 효율적으로 사용하려는 상당한 노력으로 인한 것입니다.,13,2
587,뉴질랜드,Auckland universitiy,"SUSTAINABILITY AS A FUNDAMENTALPRINCIPLE OF LAW AND GOVERNANCEProfessor Klaus Bosselmann (Faculty of Law) chairs several environmentallaw organisations, and is a member of the United Nations KnowledgeExperts Network, and Legal Expert to the Global Pact for the Environment.Professor Bosselmann has developed and promoted sustainability as a legalprinciple defined as the duty to protect and restore the integrity of Earth’secological systems. ","법과 거버넌스의 기본원리로서의 지속가능성

클라우스 보셀만 교수(법학부)는 여러 환경법 단체의 의장을 맡고 있으며, 유엔 지식 전문가 네트워크의 회원이며, 글로벌 환경 협약의 법률 전문가이다.보셀만 교수는 지구 생태계의 완전성을 보호하고 회복하는 의무로 정의되는 법적 원칙으로서 지속가능성을 개발하고 촉진해왔다.","법률 및 거버넌스 프 로스 펠 만 (Klaus Bosselmann) (법학 교수)의 기본 원칙으로서의 지속 가능성은 여러 환경 통과 조직의 의장을 맡고 있으며, 유엔 지식 전문가 네트워크의 회원이며, 환경을위한 글로벌 협정의 법률 전문가.지구의 생태 시스템의 무결성을 보호하고 회복 해야하는 의무로 정의 된 법적 원칙.", 생태 시스템의 무결성을 보호하고 회복 해야하는 의무로 정의 된 법적 원칙.,15,2
1992,영국,University of East Anglia,"At a master’s level, our Environmental Sciences and Management programmes allow students to focus on Sustainable Consumption, whilst our Applied Ecology and Conservation MSc gives students the chance to benefit from links to major conservation organisations such as the RSPB, CEFAS and the Cambridge Conservation Initiative (CCI).","석사 수준에서, 우리의 환경 과학 및 관리 프로그램은 학생들이 지속 가능한 소비에 집중할 수 있도록 하는 반면, 우리의 응용 생태 및 보존 MSC는 학생들에게 RSPB, CEFAS 및 캠브리지 보존 이니셔티브(CCI)와 같은 주요 보존 단체와의 연결로부터 이익을 얻을 수 있는 기회를 제공합니다.","석사 수준에서, 우리의 환경 과학 및 관리 프로그램은 학생들이 지속 가능한 소비에 집중할 수있게 해주 며, 응용 생태학 및 보존 MSC는 학생들이 RSPB, CEFA 및 케임브리지 보존 이니셔티브와 같은 주요 보존 단체와의 링크로부터 혜택을받을 수있는 기회를 제공합니다.CCI).","석사 수준에서, 우리의 환경 과학 및 관리 프로그램은 학생들이 지속 가능한 소비에 집중할 수있게 해주 며, 응용 생태학 및 보존 MSC는 학생들이 RSPB, CEFA 및 케임브리지 보존 이니셔티브와 같은 주요 보존 단체와의 링크로부터 혜택을받을 수있는 기회를 제공합니다",14,2
1233,호주,Victoria University,"The Green-Living Lab is also used
for community education, for school
and other groups, on the value of
green infrastructure, water run off for
tank water and native flora to support
biodiversity of the region.","그린 리빙 랩도 사용된다.
지역사회 교육, 학교를 위해
그리고 다른 그룹들 , 가치들 ,
친환경 인프라, 용수 공급
물탱크와 토종식물들을 떠받치다.
그 지역의 생물 다양성","녹색 생활 실험실은 또한 지역 사회 교육, 학교 및 기타 그룹, 녹색 인프라의 가치, 탱크 물 및 고유 식물의 물이 해당 지역의 생물 다양성을 지원하는 데 사용됩니다.","녹색 생활 실험실은 또한 지역 사회 교육, 학교 및 기타 그룹, 녹색 인프라의 가치, 탱크 물 및 고유 식물의 물이 해당 지역의 생물 다양성을 지원하는 데 사용됩니다.",15,2
