,국가,대학교명,내용,요약,요약번역,분류,5분류
1339,인도네시아,IPB,"Awareness of climate change issues
should be widely disseminated to various
levels of society. IPB University, through
the Center for Disaster Studies in
collaboration with Pi Area, raised the
awareness through a guest lecture
focusing on Climate Hazards, Land
M a n a g e m e n t , a n d C o m m u n i t y
Participation. This webinar provided an
understanding of concepts and good
practices in responding to climate hazards
concerning land functions and community
participation.",Climate change is one of the major challenges facing the world today., 기후 변화는 오늘날 세계가 직면한 주요 과제 중 하나입니다.,13,2
684,영국,Oxford,More than 90% of our buildings have achieved an industry-leading green building certification.,We are proud to be one of the UK's leading green building providers., 우리는 영국 최고의 친환경 건물 공급업체 중 하나임을 자랑스럽게 생각합니다.,13,2
1811,미국,UC Davis,"Another initiative is Nature Rx, which is about fulfilling a prescription (Rx) for better physical, mental and social lives. Within the Nature Rx webpages, the Arboretum shares many ways for the community to take advantage of the resources — both digital and physical — provided by the Arboretum and Public Garden and other campus departments.",One of the Arboretum's goals is to inspire people to care for their bodies and minds., 수목원의 목표 중 하나는 사람들이 몸과 마음을 돌보도록 영감을 주는 것입니다.,15,2
1512,영국,LSE,Incorporate green spaces into the Centre Buildings and Marshall Building redevelopments.,A new park has been created in the heart of Belfast city centre., 벨파스트 시내 중심부에 새로운 공원이 조성되었습니다.,15,2
2057,대만,Tunghai,"Support Government in Climate Risk
Visibility and Ultrafine Particle Monitoring & Analysis Project
The Taichung City Government is working with the local EPB and national EPA to
resolve problems with low visibility. An academic team formed by researchers from
Tunghai University, National Central University, and China Medical University introduced
advanced equipment and remote monitoring technologies from NASA for the “Visibility
and Ultrafine Particle Monitoring & Analysis Project”. Monitoring and analysis stations
were set up at THU and the EPA's air quality monitoring station in Zhongming to further
comprehend the physical and chemical properties of particulate matters, uncover air
pollution sources and their emissions, and ultimately draft policies to improve visibility in
Taichung.","Taichung, Taiwan, is one of the most polluted cities in the world.", 대만 타이중은 세계에서 가장 오염된 도시 중 하나입니다.,13,2
181,영국,Glasgow,"The University has a wide range of expertise
in the marine sciences and sustainability of
aquatic ecosystems across our Colleges.
Our Institute of Biodiversity, Animal Health &
Comparative Medicine has strong links with
many other research organisations within
Scotland, including Marine Scotland and the
Marine Alliance for Science and Technology for
Scotland, and further afield.","The Institute of Biodiversity, Animal Health & Comparative Medicine has strong links with many other research organisations within Scotland, including Marine Scotland and the Marine Alliance for Science and Technology for Scotland, and further afield."," 생물다양성, 동물 건강 및 비교 의학 연구소는 해양 스코틀랜드, 스코틀랜드 과학 및 기술 해양 연합을 비롯한 스코틀랜드 내 다른 많은 연구 기관과 긴밀한 관계를 유지하고 있습니다.",14,2
1710,덴마크,Aalborg,"ACCESS TO COLD DRINKING WATER
Denmark has some of the world’s best drinking water as we
protect our groundwater to ensure the cleanest possible
drinking water. In all AAU buildings, drinking water coolers
are installed to provide all staff and students with free, fresh,
cold drinking water from local groundwater reserve",All buildings at the University of Copenhagen are equipped with drinking water coolers., 코펜하겐 대학교의 모든 건물에는 식수 냉각기가 설치되어 있습니다.,6,2
1724,덴마크,Aalborg,"AMBITOUS DANISH CLIMATE PLAN
In conjunction with researchers from AAU, the Danish Society
of Engineers has prepared the first overall climate plan for
Denmark. This plan is focused on how the transportation and
energy sectors can achieve the Danish Government’s goal of
reducing greenhouse gas emissions by 70 percent by 2030. It
goes beyond the Danish government’s current goal of climate
neutrality in 2050 as the plan aims for climate neutrality by
2045.",Denmark is one of the world’s most vulnerable countries to the effects of climate change., 덴마크는 기후 변화의 영향에 세계에서 가장 취약한 국가 중 하나입니다.,13,2
500,뉴질랜드,Auckland,"Auckland’s bright lights harming ecosystems / Recent PhD graduate Dr Ellery McNaughton (Biological Sciences)investigated the ecological impact of Artificial Light at Night (ALAN)at various sites around Auckland. Globally, this is a well-documentedproblem, with human-generated night-time light responsible forchanges in the behaviour of a range of animals, including smallmammals, birds and insects. Dr McNaughton’s research foundthat in some years, over 95 percent of the areas being monitoredhad predicted light brighter than natural levels, with some areas incommercial or industrial zones up to ten times brighter. Furthermore,the relationship between the Moon and night sky brightness wasalso affected, representing a risk for animal species that relyon lunar brightness for reproductive or navigationalpurposes. Dr McNaughton notes that lightpollution is a relatively easy problem to fix, withoptions including switching off lights if they arenot needed, dimming them during quiet hours,or shielding them so they point downwardsrather than reflecting back up into the sky.",A University of Auckland researcher has found that bright lights in urban areas are damaging wildlife., 오클랜드 대학의 연구원은 도시 지역의 밝은 조명이 야생 동물에게 피해를 준다는 사실을 발견했습니다.,15,2
698,영국,Oxford,"Oxford is committed to doing its part to address climate change, setting an ambitious carbon reduction target of 30% by 2025. Achieving this goal will require coordinated and impactful action across our global portfolio, which is why we are investing in training and development around this initiative. Oxford’s corporate energy leaders held a Target 2025 Workshop in 2018, with a focus on expanding our thinking beyond energy conservation into carbon reduction. The workshops were enthusiastically received and produced tangible Carbon Reduction Action Plans for all property teams. These workshops will continue into 2020 and beyond as we double down on achieving our target!","As one of the world’s leading property companies, we are committed to reducing our carbon footprint.", 세계 최고의 부동산 회사 중 하나로서 우리는 탄소 발자국을 줄이기 위해 최선을 다하고 있습니다.,13,2
1613,핀란드,Eastern Finland,"As part of the celebrations of its 10th
anniversary, the University of Eastern
Finland organised a fundraising
campaign to establish a private
peatland conservation area in Eastern
Finland for recreational and
research use. The anniversary year
culminated with the purchase of the
conserved peatland. The campaign
raised about 19,000 euros in total,
which the Finnish Natural Heritage
Foundation used to purchase an
area of just over 10 hectares in the
southern edge of Ylpässuo in Kiuruvesi
for conservation.",A private peatland conservation area has been established in Finland., 핀란드에 개인 이탄습지 보호 구역이 지정되었습니다.,15,2
1879,캐나다,Brock,"GREAT LAKES REVIVAL SEMINAR SERIES 
In March 2020, John Hartig, a scholar for the Great Lakes Institute for Environmental Research, held a seminar to Brock’s Master of Sustainability students encouraging local communities to restore areas of concern found around the lakes. Emphasizing they provide a global resource and are important factors for economic growth.",The Great Lakes are one of the world’s most important natural resources., 오대호는 세계에서 가장 중요한 천연 자원 중 하나입니다.,14,2
1990,아일랜드,NUI Galway,"Community Engagement
Water Stewardship Programme
NUI Galway is committed to the effective and
efficient use of water throughout the campus
and the appropriate treatment, management
and disposal of wastewater. We are striving
to reduce our water usage and increase the
use of harvested rainwater through a series of
measures, including: water leakage detection
and repair programme, education and outreach,
process-related efficiency measures, greywater
and rainwater harvesting. As a participant in
the Water Stewardship Programme, we are
working in conjunction with Irish Water to
lower our water use and operating costs while
protecting the environment. The Sustainable
Water Partner badge demonstrates that key
staff have undertaken a course designed
to show leadership and set goals/targets in
reducing water consumption. Our NUI Galway
Water Stewardship Charter sets out our
commitment to maintain and achieve further
reductions in water usage on campus and to
highlight the importance of water as a critical
and limited resource. The Charter and our NUI
Galway Sustainability Strategy sets out our
commitment to reduce water usage on campus
by 10% by 2025 based on a 2018 baseline.",The aim of the Water Stewardship Programme is to reduce water usage and operating costs while protecting the environment., 물 관리 프로그램의 목표는 환경을 보호하면서 물 사용량과 운영 비용을 줄이는 것입니다.,6,2
1527,영국,LSE,"We employ the “Reduce, Reuse, Recycle, Recover” waste hierarchy in our waste and resource management, in line with international best practice. This section presents our initiatives in each of those four areas.","We are committed to reducing, reusing and recycling our waste.","우리는 폐기물을 줄이고, 재사용하고, 재활용하기 위해 최선을 다하고 있습니다.",12,2
1532,영국,LSE,"6,600 books (weighing 4.4 tonnes) donated to charities Better World Books and Book Rescuers, who redistribute them internationally to underprivileged communities.",The world's largest collection of used books has been unveiled at London's Natural History Museum., 세계 최대 중고도서 컬렉션이 런던 자연사박물관에서 공개됐다.,12,2
1688,남아프리카 공화국,Cape Town,"The Plant Conservation Unit takes full advantage of the university’s unique position: on the slopes of Table Mountain, within a World Heritage Site and at the heart of the Cape Floristic Region. It aims to understand plant conservation in the context of landscape change, using a wide range of disciplines including ecology, environmental history, and palaeoecology that integrate stakeholder perspectives and social context.",The University of Cape Town is one of South Africa’s leading research universities., 케이프 타운 대학교는 남아프리카 최고의 연구 대학 중 하나입니다.,15,2
1177,호주,Victoria,"Conflicts between territories over
water sharing arrangements may
become more severe due to additional
dependency on water, growing
population, and reduced availability as
a result of climate change. This
complex issue is addressed in An
Engineering Perspective of Water
Sharing Issues in Pakistan , in
relation to the water sharing
arrangements between Pakistan, India
and Afghanistan in the Indus Basin, by
Muhammed Atiq Ur Rehman Tariq from
VU and researchers from the
Netherlands and Pakistan. Equitable
management issues and outdated
irrigation practices are exacerbating
a water shortage in the basin which
is now increasingly countered by the
use of groundwater. This sudden high
extraction of groundwater is causing
depletion of the groundwater table
and quality issues, which is
heightening provincial conflicts
over water. Policy, enforcement,
engineering and social support are all
needed to develop a comprensive, fair
and transparent water strategy.",Water is one of the most contentious issues in international relations., 물은 국제 관계에서 가장 논쟁의 여지가 있는 문제 중 하나입니다.,6,2
540,뉴질랜드,Auckland,"Luxor astronautics /Recent events have rekindled public attention regarding the questionof militarisation and weaponisation of outer space. Satellites arebecoming an increasingly important tool in international surveillanceand verification. Growth of the small satellite industry is limited by thepower available from solar arrays. In the small satellite market, powersystems, which are primarily solar arrays, typically consume about30 percent of a space craft’s mass. Satellite designers and integratorsmake compromises by restricting the number of available instrumentsor decreasing their performance in favour of lower power consumption.Satellites could achieve their true potential if the power budget werenot a factor. Luxor Astronautics is a venture born out of the Universityof Auckland’s Centre for Innovation and Entrepreneurship. They aredeveloping a product that utilises the optical concentration of sunlight togenerate unmatched quantities of power, all while remaining lightweight,compact and easy to use.",A New Zealand-based start-up has developed a solar-powered satellite that uses less power than existing designs., 뉴질랜드에 기반을 둔 한 신생 기업은 기존 설계보다 전력을 덜 사용하는 태양열 동력 위성을 개발했습니다.,15,2
568,뉴질랜드,Auckland,"SHARK-FIN BANThe PhD research by ‘Shark Man’ Riley Elliot (Institute of Marine Science)into the migrations, breeding and pupping grounds, trophic role andcatchability of blue sharks in New Zealand waters contributed to the 2014banning of shark-finning in New Zealand waters. Before the ban, over80,000 blue sharks were finned in New Zealand waters each year.",Blue sharks are one of New Zealand’s most endangered marine species., 푸른 상어는 뉴질랜드에서 가장 멸종 위기에 처한 해양 생물 중 하나입니다.,14,2
556,뉴질랜드,Auckland,"CLIMATE CHANGE ADAPTATIONPoor communities in developing countries face numerous climate-relatedhazards (e.g. cyclones, floods, droughts) which put pressure on theirlivelihoods and the environmental ecosystem. There is an urgent needfor adaptation strategies for these communities. Professor Andreas Neef(Department of Development Studies) has recently led a four-year researchproject to identify successful community-based disaster risk managementand climate change adaptation that can serve as best-practice models forother communities in the Asia-Pacific region. The project was funded by theAsia-Pacific Network for Global Change Research and involved researchersfrom the University of Auckland, the University of Western Australia, theUniversity of Sydney, the University of the South Pacific, the Royal Universityof Phnom Penh and the Ministries of Rural Development and Environmentin Cambodia. ",Climate change is one of the greatest challenges facing the world today., 기후 변화는 오늘날 세계가 직면한 가장 큰 도전 중 하나입니다.,13,2
1291,영국,Exeter,"One symptom of the rapidly warming world is accelerated sea level rise. For Small Island Developing States, addressing development challenges while planning for climate change is a constant struggle. Kiribati is a low-- lying island nation in the Pacific Ocean, and is often defined by the grim prognosis for its future. There are pressing development challenges which affect people's lives in Kiribati today, such as access to clean water, and dealing with increasing amounts of waste. As Claire Anterea from the environmental organisation Kirican has said 'we will drown in rubbish before we drown in water'. Exeter research work with Kirican, a Climate Change NGO in Kiribati, to co design a communitylevel programme towards sustainable development. The project funded a community initiative to provide educational workshops and buy two trucks to remove rubbish that was polluting the water supply and presenting a danger to children in three villages (Nanikai pop. 803; Banan pop. 1,170; Ambo pop. 1,688) on the Island of Tarawa (pop. 40,000). In order to empower the community, KiriCAN helped establish a new waste collection strategy utilising these trucks: about waste [the villages] really want to do something to solve it the trucks will give them hope. Learn also about Exeter ’ ”",Climate change is one of the biggest challenges facing the world today., 기후 변화는 오늘날 세계가 직면한 가장 큰 도전 중 하나입니다.,6,2
1908,홍콩,CUHK,"The University hosts a large number of events each year, both on or off its campus.  Thoughtful event planning can help to reduce their harmful effects on the environment.  The University’s Guidelines for Sustainable Event Planning and Management and Guidelines for Sustainable Student Orientation are designed to help all its members to incorporate environmental considerations into their event planning.","Students, staff, and the general public are encouraged to plan and attend events that reduce their impact on the environment."," 학생, 교직원 및 일반 대중은 환경에 미치는 영향을 줄이는 이벤트를 계획하고 참석하도록 권장됩니다.",13,2
1163,캐나다,Western,"Study Programmes
Students in
Honors Specialization in Biodiversityand Conservation
will gain an understanding ofthe forces that are shaping Earth’s ecosystem,including the impact of climate change onbiological diversity. Capstone courses inbiodiversity science and restoration ecology, aswell as opportunities to do field research, arehighlights of this module.
Graduates will be prepared
to pursue a diverse array of
careers from basic research
to public policy in a range
of fields that are particularly
pertinent in today’s rapidly
changing world.",Students will be prepared to pursue a diverse array of careers from basic research to public policy in a range of fields that are particularly pertinent in today’s rapidly changing world., 학생들은 오늘날의 급변하는 세계에서 특히 관련이 있는 다양한 분야에서 기초 연구에서 공공 정책에 이르기까지 다양한 직업을 추구할 준비가 되어 있습니다.,15,2
1554,영국,LSE,"In 2017/18 we recycled and composted 689 tonnes of waste. This is a decrease from 2016/17, which was caused by the fact that the types of waste we successfully cut down on were mainly recyclable items such as paper and packaging.",The amount of waste we recycled and composted last year was down on the previous year., 작년에 재활용 및 퇴비화한 폐기물의 양은 전년도에 비해 감소했습니다.,12,2
185,영국,Glasgow,"Our postgraduate programme in Sustainable
Water Environments provides students with
multidisciplinary knowledge and expertise in
river catchment, lake and coastal environments,
with a focus on the impact of, and adaptation
to, changing environments. The programme
is designed to enable students to develop
an in-depth and critical understanding of
contemporary global issues in surface water
environments, including climate and land use
change, flood risk, restoration, ecosystem
health, and associated management
perspectives.","Our postgraduate programme in Sustainable Water Environments provides students with multidisciplinary knowledge and expertise in river catchment, lake and coastal environments, with a focus on the impact of, and adaptation to, changing environments."," 지속 가능한 물 환경의 대학원 프로그램은 학생들에게 변화하는 환경의 영향과 적응에 중점을 둔 강 집수, 호수 및 해안 환경에 대한 다학문 지식과 전문 지식을 제공합니다.",14,2
667,영국,Oxford,"We will be a leader in the development and operation of energy efficient, low-carbon buildings.","We will be a leader in the development and operation of energy efficient, low-carbon buildings.", 에너지 효율이 높은 저탄소 건축물의 개발과 운영에 앞장서겠습니다.,13,2
699,영국,Oxford,We will manage resources responsibly and critically evaluate the environmental and health aspects of the materials and resources we procure and use in our buildings.,"Our buildings will be designed, built and operated in a way that respects the environment."," 우리의 건물은 환경을 존중하는 방식으로 설계, 건설 및 운영될 것입니다.",12,2
1742,덴마크,Aalborg,"MUSKOX PATHWAYS
Muskox Pathways explores the social and economic relations
between humans and muskoxen in Greenland in a long-term
perspective. The project brings together anthropologists
and archaeologists from the universities in Aarhus, Aalborg
(Department of Culture and Learning), and Copenhagen to explore
the current, historical, and pre-historic pathways along
which muskoxen migrate, transform and emerge in constellations
with humans where each affect the other in profound
ways.",The aim of this project is to develop a new understanding of the relationship between muskoxen and humans in Greenland., 이 프로젝트의 목표는 그린란드에서 사향소와 인간 사이의 관계에 대한 새로운 이해를 개발하는 것입니다.,15,2
1639,캐나다,Carleton,"Electronic waste (e-waste) is one of the biggest environmental challenges of our time. E-Waste is otherwise known as electronic waste and includes old, broken or obsolete items such as computer monitors, keyboards, printers, and projectors. E-Waste is the fastest growing source of waste in North America. Landfilling e-waste is harmful to the environment because of substances such as cadmium, lead, and nickel which can leach into the soil and water sources.","Electronic waste (e-waste) is harmful to the environment because of substances such as cadmium, lead, and nickel which can leach into the soil and water sources. Landfilling e-waste is harmful to the environment because of substances such as cadmium, lead, and nickel which can leach into the soil and water"," 전자폐기물(전자폐기물)은 토양과 수원으로 침출될 수 있는 카드뮴, 납, 니켈과 같은 물질로 인해 환경에 유해합니다. 전자폐기물 매립은 카드뮴, 납, 니켈과 같은 물질이 토양과 물로 침출될 수 있기 때문에 환경에 유해합니다.",14,2
1334,인도네시아,IPB,"Coastal areas and small islands in
Indonesia have reliable investment
feasibility potential. Small islands must be
d e v e l o p e d w i t h a s s e s s m e n t o n
ecosystem's carrying capacity, the
environment, including disaster risk.
Research on investment feasibility based
on disaster risk is necessary to support
small islands' investment plans and
development. The research conducted in
the Kepulauan Seribu and adopting digital
technology to assess the eligibility criteria
as the start of an investment step. The
outputs of the research are (1) Investment
feasibility; (2) Strengthening systems and
institutions; (3) Smart system prototype.",The purpose of this research is to assess investment feasibility based on disaster risk in small islands in Indonesia., 이 연구의 목적은 인도네시아의 작은 섬들에 대한 재난 위험도를 기반으로 투자 타당성을 평가하는 것입니다.,13,2
984,호주,Sydney,"At least 52 units of study across seven faculties
focus on ‘sanitation’ and ‘clean water’ and other
units of study support both topics.
– Example units of study:
ENVI1003 Global Challenges: Food, Water,
Climate
SOIL2005 Soil and Water: Earth's Life Support
Systems
CIVL5351 Geoenvironmental Engineering",The School of Earth and Environment has a strong focus on water and soil., 지구 환경 학교는 물과 토양에 중점을 두고 있습니다.,6,2
1109,미국,Lynn,"Sustainability Day
Every January, students, faculty and staff engage in Sustainability Day on campus with a fair and service projects. Students clean up the nearby nature preserve, sort trash to learn more about recycling, work on a butterfly garden and more.","Students clean up the nearby nature preserve, sort trash to learn more about recycling, work on a butterfly garden and more.","학생들은 인근 자연 보호 구역을 청소하고, 쓰레기를 분류하여 재활용에 대해 더 배우고, 나비 정원에서 일합니다.",14,2
542,뉴질랜드,Auckland,"WATER ACCOUNTING SYSTEMWater is imperative for the sustainability of life, the environment and theeconomy, and therefore it is critical that decisions on water accounting arebased on reliable and objective information. The Dean of the University’sFaculty of Business and Economics, Professor Jayne Godfrey, developedwith colleagues a general-purpose water accounting system, which hasbeen adopted in Australia. This system could help inform decision-makingto improve the quality of New Zealand’s waterways.",The purpose of this project is to develop a general-purpose water accounting system for New Zealand., 이 프로젝트의 목적은 뉴질랜드의 범용 물 회계 시스템을 개발하는 것입니다.,6,2
234,캐나다,Concordia,"TAINTED WATER INVESTIGATION
Under the leadership of director Patti Sontag, the Institute for
Investigative Journalism has facilitated a national collaborative
investigation into Canadian drinking water standards.
Journalism students and reporters pooled their research to
delve more deeply into the issue of inaccurate measuring of the
amount of the neurotoxin lead in drinking water across Canada.
The investigation included more than 120 reporters, editors,
students and faculty from nine universities and 10 partner
media companies. More have since joined, and the effort
is ongoing.",The Institute for Investigative Journalism at the University of British Columbia has been at the centre of a national collaborative investigation into Canadian drinking water standards., 브리티시 컬럼비아 대학교의 조사 저널리즘 연구소는 캐나다 식수 기준에 대한 전국 공동 조사의 중심에 있었습니다.,6,2
1586,핀란드,Eastern Finland,"Research by the Aerosol Physics research
group focuses on atmospheric
aerosols, which are liquid or solid
particles suspended in air. The group
aims to understand and predict
human-caused and natural changes
to climate.",A team of scientists at the University of Bristol are investigating the role of aerosols in climate change., 브리스톨 대학의 과학자 팀은 기후 변화에서 에어로졸의 역할을 조사하고 있습니다.,13,2
410,영국,Manchester,"We were the winner of the SustainableBusiness Award at the UK’s mostprestigious hospitality and cateringawards, the Cateys.We workwith localsuppliers suchas Manchester Veg People to keep foodmileage and carbon emissions to aminimum and support the local economy.We only use high quality British meatproduced by farmers who practise highstandards of animal welfare and whostrive to look after the environment.We only stock products that usesustainably sourced palm oil.Meat Free Mondays and dailyvegan options are madeavailable at student halls .We use 100% organic milk,80% organic eggs and 54%organic beef and wonky fruitand veg that would otherwise bewasted in student halls.We were the first university to reachLevel 5 of the government’s FlexibleFramework for responsible andsustainable practices and policieson procurement.",The University of Manchester is one of the most sustainable universities in the UK., 맨체스터 대학교는 영국에서 가장 지속 가능한 대학교 중 하나입니다.,12,2
1346,인도네시아,IPB,"Lecturers and students conduct
research and innovation in the marine
sector, funded by the government grants
and private sector collaboration schemes.
The business community has adopted
some marine innovations, such as portable
Fish Aggregating Devices (FADs), seaweed
products for beauty, and fish farming
medicines. Research and innovation also
targeted several strategic commodities
such as lobster, seaweed, tuna, and
shrimp. Furthermore, research on
sustainability ecosystem conservation and
ecotourism is being conducted in several
locations in Indonesia.",Research and innovation in the marine sector is one of the key priorities of the Indonesian government., 해양 부문의 연구 및 혁신은 인도네시아 정부의 주요 우선 순위 중 하나입니다.,14,2
99,호주,Newcastle,"SAYING ‘NUP’ TO CUP LANDFILL
A recent University audit found that coffee cups account for 3% of general waste and 2% of recycling. To help prevent this, the University has collaborated with Simply Cups to recycle disposable coffee cups on campus and divert them from landfill. These recycled cups are then used to make reusable coffee cups — the rCup — a world first reusable coffee cup made from recycled coffee cups and other products.",Students at the University of Bristol are helping to reduce the amount of waste by recycling their own coffee cups., 브리스톨 대학교의 학생들은 자신의 커피 컵을 재활용하여 쓰레기 양을 줄이는 데 일조하고 있습니다.,12,2
1001,영국,Essex,"As a University, we are taking action to reduce
water consumption across our three sites,
focusing on waste avoidance and increasing
rain/grey water use.","As a University, we are taking action to reduce water consumption across our three sites, focusing on waste avoidance and increasing rain or grey water use.", 대학으로서 우리는 폐기물 방지와 비 또는 중수 사용 증가에 중점을 두고 세 곳에서 물 소비를 줄이기 위한 조치를 취하고 있습니다.,6,2
1511,영국,LSE,The School registered as an associate member of Electronics Watch to audit our supply chain for modern slavery issues when purchasing IT equipment.,The School of Computing at the University of Bath has become one of the first schools in the UK to adopt a slavery-free supply chain.,배스 대학교의 컴퓨팅 학교는 영국에서 노예제 없는 공급망을 도입한 최초의 학교 중 하나가 되었습니다.,12,2
1600,핀란드,Eastern Finland,"Startup company 3AWater, which
has its roots in the University of
Eastern Finland, is developing technology
to help reduce the risk of environmental
damage in mining. The
company develops portable instruments
for measuring metal content
of water on-site in real time.",A Finnish company is developing technology to help reduce the risk of environmental damage in mining., 핀란드 회사는 광업에서 환경 피해의 위험을 줄이는 데 도움이 되는 기술을 개발하고 있습니다.,14,2
491,뉴질랜드,Auckland,"Estate Strategy – Te Rautaki Tūāpapa /The University is finalising its 2021 – 2030 Estate Strategy. Animportant aspect of this strategy is improving the sustainability profileof existing structures in terms of water conservation, energy efficiencyand overall carbon footprint, as well as obtaining good externalratings for new structures in these same areas. The policy calls for theUniversity to achieve a net-zero carbon estate by 2030, and to embedthe Sustainable Development Goals at the heart of all estate-relatedactivities by ensuring activities are environmentally, economically andsocially sustainable.","The University of Auckland's estate strategy aims to improve the sustainability profile of existing structures in terms of water conservation, energy efficiency and overall carbon footprint, as well as obtaining good externalratings for new structures in these same areas."," 오클랜드 대학교의 부동산 전략은 물 절약, 에너지 효율성 및 전체 탄소 발자국 측면에서 기존 구조물의 지속 가능성 프로파일을 개선하고 동일한 영역의 새 구조물에 대해 우수한 외부 평가를 받는 것을 목표로 합니다.",13,2
754,영국,Oxford,"Wadham – recycled old mattresses, installed a cardboard recycling compactor and recycled electrical, IT and metal items. They donated unwanted student items, curtains and fabrics to charity; i",Students at two Hampshire schools have taken part in a recycling project to help the environment., 두 햄프셔 학교의 학생들이 환경을 돕기 위한 재활용 프로젝트에 참여했습니다.,12,2
1968,영국,East Anglia,"At a master’s level, our Environmental Sciences and Management programmes allow students to focus on Sustainable Consumption, whilst our Applied Ecology and Conservation MSc gives students the chance to benefit from links to major conservation organisations such as the RSPB, CEFAS and the Cambridge Conservation Initiative (CCI).",The Department of Ecology and Conservation at the University of Cambridge offers a wide range of postgraduate programmes., 케임브리지 대학교의 생태 및 보존학과는 다양한 대학원 프로그램을 제공합니다.,14,2
259,캐나다,Concordia,"CLEAN WATER INNOVATIONS
Last year, final-year undergraduates in the Gina Cody School of
Engineering and Computer Science created an aquatic drone
prototype capable of detecting and collecting plastic on the
surface of ocean water. The prototype uses image processing
technologies and machine learning to gather plastic into an
integrated collection bin. The craft is fully autonomous and
required minimal maintenance.
Professor Chunjiang An has been awarded over $5 million
from Fisheries and Oceans Canada for projects focused on
improving oil-spill cleanup processes. One project will develop
ways to decrease environmental risks during oil-spill cleanups
by accelerating degradation and removal of the pollutant, while
the second will help fill the gap between the available surface
washing techniques and the increasing application need.",Researchers at the University of Calgary have been awarded over $5 million from Fisheries and Oceans Canada for projects focused on improving oil-spill cleanup processes. Professor Chunjiang An has been awarded over $5 million from Fisheries and Oceans Canada for projects focused on improving oil-spill cleanup processes.,캘거리 대학의 연구원들은 기름 유출 정화 프로세스 개선에 중점을 둔 프로젝트를 위해 캐나다 해양수산부로부터 5백만 달러 이상을 수여받았습니다. Chunjiang An 교수는 기름 유출 정화 프로세스 개선에 중점을 둔 프로젝트를 위해 캐나다 수산청으로부터 5백만 달러 이상을 수여받았습니다.,14,2
750,영국,Oxford,Linacre – is on track to meet its carbon reduction target of 40% by 2020.,One of the UK's largest private sector employers has said it is on track to meet its carbon reduction targets.,영국의 가장 큰 민간 부문 고용주 중 하나는 탄소 감소 목표를 달성하기 위해 순조롭게 진행 중이라고 말했습니다.,13,2
1212,호주,Victoria,"Moondani Balluk worked with
landscape architects to install a native
landscape using Indigenous plants
from the region at the Wunggurrwil
Dhurrung Centre in Wyndham. The
facility provides a dedicated space
for the Aboriginal community that is
culturally safe and to host community
services and events. The native
landscape uses roof run off to water
the plants. The location of the native
landscape at the Aboriginal
community centre showcases
the value of Indigenous flora for
Aboriginal traditions, biodiversity
and for water conservation.",A native landscape has been created at an Aboriginal community centre in Melbourne., 멜버른의 원주민 커뮤니티 센터에 토착 경관이 조성되었습니다.,15,2
