대학교명,내용
건국대학교,prevnext                          편집 김예신 기자 yesin9797@konkuk.ac.kr기사 장예빈 기자 dpqls18@konkuk.ac.kr
건국대학교,사진제공 홍보실
건국대학교,"지난 9월 18일 산학협동관 106호에서 2018년도 2학기 장애학생 간담회가 열렸다. 이번 간담회에는 총 38명의 학우들이 참석했으며 지금까지의 간담회에 비해 장애학생들의 참여도와 학교, 학생자치기구의 관심도 높았다.간담회에는 △허탁 교학부총장 △송혁 학생복지처장 △이한세 장애학생지원센터장 △총학생회 인권위원회 △학생복지위원회 등이 참석해 장애학생들과 대화를 나눴다.이날 간담회에서 장애학생들은 △장애학생지원센터 공간 확보 △전문 인력 배치가 가장 시급히 요구된다고 말했다. 현재 우리대학 장애학생지원센터는 별도의 공간이 없다. 센터 소속 인원은 3명 남짓이며 그마저도 근속연수가 짧아 지속성과 전문성이 결여된 상황이다. 이에 송혁 학생복지처장은 “대학본부에 개선점을 지속적으로 건의하고 학교도 전향적으로 방안을 모색하는 중”이라며 ‘무기 계약직’ 배치 등을 통해 안정적 인력운영을 꾀해 나갈 계획임을 밝혔다. 또한 공간 독립과 이용자 편의제고에 대해서도 “최대한 접근성을 높이고, 전문가를 배치하면 공간도 따로 분리할 수 있을 것”이라고 답했다.수업권 관련문제도 제기됐다. 장애학생들의 경우 수업을 듣기 위해서는 장애학생도우미와 수업자료 사전 제공 등 편의사항이 원활히 제공돼야 하는데 이 또한 여의치 않다는 것이다. 우선 수강신청을 진행하는 장애학생과 달리 장애학생도우미의 경우 수강신청이 치열해 같은 수업을 못 듣게 되는 경우가 생긴다. 이에 송 처장은 “비장애 학생들과의 형평성 문제가 제기될 수 있다”며 “교무처와 심도 있게 논의해 보겠다”고 전했다. 한편 수업자료 사전제공의 경우 학생들은 교수가 거부하면 방안이 없다며 센터 차원에서의 권고를 요청했다. 송 처장은 “교수권이라 무조건 강제하기가 어렵다”며 “학생들이 다같이 의견을 피력하는 것이 중요하다”고 강조했다.이밖에 가장 많이 언급된 부분은 시설문제였다. 학우들은 △식권발매기의 높이 △계단식 강의실 휠체어 진입 불편 △휠체어 전용 책상 노후 △장애인 화장실 관리 미흡 △엘리베이터 음성안내 △계단 손잡이 미설치 △시각장애인 유도블록 미설치 등 많은 시설적인 불편함을 토로했다. 이에 허탁 교학부총장은 “시설문제는 예산문제라 마음만으로 되는 것이 아니다”라고 입을 열었다. 허 부총장은 “안건의 우선순위를 정하다보면 뒤로 밀릴 수 있어 당장 약속은 힘들겠지만 노력하겠다”며 “학생들의 어려움을 모두 해결해주지 못하는 현실에 마음이 편치 않다”고 전했다.한편 장애학생들의 참여를 독려해 간담회 규모 확장에 크게 기여한 장애인권동아리 가날지기는 “가날지기는 장애인과 비장애인이 함께할 수 있는 동아리”라며 “가날지기에서 함께하며 그 경계를 허물고 더 넓은 세상을 알 수 있을 것”이라고 가날지기에 대한 관심을 독려했다."
건국대학교,"지난 9월 6일 전체 학생대표자회의에서 동문회비 관련 공지가 필요하다는 의견이 제기됐다. 4학년 학우의 경우 타 학년과 다르게 기타납입금에 총학생회비뿐만 아니라 동문회비가 포함돼있다. 이날 전학대회에서는 기타납입금으로 내는 동문회비 집행에 대한 의문이 나왔다. 또한 총학생회비만을 내고 싶은 경우에 대한 정확한 방안이 마련되지 않아 동문회비를 매번 같이 내야 하는 것에 대한 의문도 제기됐다.김지훈(공과대·전기전자13) 학우는 “동문회비가 납부고지서에 포함되는지도 모르고 있어 내지 못했을 뿐만 아니라 동문회비가 어디에 쓰이는지 전혀 모른다”고 말했다. 또한 김 학우는 “4학년 마지막 학기인데도 불구하고 동문회비에 대한 정보가 너무 부족한 것 같다”고 덧붙였다. 총학생회는 이날 나온 의견에 대해 “그동안 파악된 바가 없어, 현재 동문회 측에 관련 문의 사항을 보내 파악하는 중이다”라고 밝혔다. 이어 총학생회는 “동문회비와 관련해 제기된 안건은 동문회 측에 답변을 받는 대로 총학생회 소통창구를 이용하여 공지해드릴 예정”이라고 말하며 “필요하다면 시스템적으로 학우들이 총학생회비와 동문회비를 나눠 납부할 수 있는 방법에 대해서도 찾아볼 예정”이라고 입장을 표명했다.우리대학 총동문회는 “4학년 학우들이 동문회비를 내게 되는 시스템은 4학년이 교내 동문회의 졸업회원으로 가입하게 되면서 내고 있다”며 “4학년 학우들이 학기마다 내는 비용은 거의 학우들의 장학기금으로 지원되고 있다”고 알렸다. 이어 총동문회는 “현재 총학생회비와 동문회비를 분할 납부할 수 있는 체계는 갖추어지지 않은 것으로 알고 있지만 넓은 시각으로 보았을 때 총동문회는 동문회비를 통해 학우들에게 긍정적인 방향으로 지원해주려고 노력하고 있다”고 밝혔다. 덧붙여 총동문회에서는 “동문회비에 대한 학우들의 논점이 다른 방향으로 흘러가는 것 같다”며 안타까움을 드러냈다."
건국대학교,"교내에서 근로 중인 한 학우/사진 김예신 기자올해 하계방학부터 근로 장학 최대 이수시간이 15시간에서 최대 20시간으로 단축돼 학생들이 불만을 제기하고 있다. 장학복지팀에서는 예산 부족으로 어쩔 수 없다고 표명했다. 이전까지 근로 장학생은 최대 월 60시간까지 근로할 수 있었다. 그러나 이번 하계방학부터는 최대 이수시간이 교내근로의 경우 방학 기준 월 40시간, 학기 기준 월 45시간으로 줄었으며, 교외근로의 경우 방학, 학기 모두 45시간으로 줄었다. 한편 교외근로의 경우 기관별로 차이가 나는 것으로 알려졌다.교외 근로 장학생 A학우는 “근로를 하면서 다른 알바를 하기에는 현실적으로 어려움이 있는데 시간단축으로 인해 식비와 교재비 외에 따로 돈을 모으기가 힘들어졌다”며 시간단축으로 인한 어려움을 토로했다.우리대학 장학복지팀은 “원래 한국장학재단으로부터 추가 예산을 받았지만 올해는 나오지 않았고 신청자가 많아 근로 장학 시간을 단축할 수밖에 없었다”며 “예산이 정해져 있기 때문에 어쩔 수 없는 결정이었다”고 밝혔다."
건국대학교,"스마트 출결 시 인증번호를 입력하는 화면2학기부터 전면 시행된 스마트 출결제도가 시행한지 한 달 여가 지났지만, 도입 의도와 달리 불편함이 계속되고 있다는 의견이 교수와 학우들 사이에서 제기되고 있다. 2학기에 기존의 오프라인 출석제도를 스마트 출결제도로 전면 교체한 것은 너무 성급한 일이 아니었느냐는 지적인 것이다.김유빈(문과대·철학18) 학우는 스마트 출결제도에 대해 “강의를 진행하는 데에 있어 시간을 단축하려는 취지는 좋았지만, 서버 관리가 되지 않는 경우가 있어 오히려 출석하기가 쉽지 않을 때가 많다”고 토로했다. 덧붙여 김 학우는 “스마트 출결제도로 인해 학생들이 출석만 하고 수업은 듣지 않을 가능성이 있기에 교수와 학생의 신뢰 관계에 좋지 않은 영향을 미칠 수 있다”고 강조했다. 이러한 학우들의 불편함은 학우들의 움직임으로 나타나기도 했다. 수의과대학 한 학우는 ‘간편 출석’이라는 애플리케이션을 직접 제작, 배포해 바로 실행시키면 로그인된 e 캠퍼스로 바로 들어갈 수 있도록 했다.한편 타 대학의 경우 전자출결 시스템 도입 과정에서 블루투스를 이용해 이용자들이 불편함을 겪지 않게 시스템을 운영하고 있다. 중앙대의 경우 'e-ID 애플리케이션’을 사용하고 있다. 'e-ID 애플리케이션 출석 인증 방식’은 강의실 내 설치된 블루투스 비컨을 통해 학생의 입실이 확인돼야만 출석이 인정돼 '공정하고 간편하다’는 평을 듣고 있다. 인하대의 경우에도 'U check plus 애플리케이션’에서 GPS나 블루투스를 이용해 학생의 위치가 확인되면 출석이 인증돼 학생들이 불편함이나 불이익을 받는 일은 없다는 것이다.학사지원팀은 출결제도 전면 교체에 대해 “스마트 출결제도에 있어 불편해하는 교수님이 계실 수 있어 현재 배려차원에서 오프라인(종이 활용) 출석도 병행할 수 있게 해드리고 있다”고 설명했다. 스마트 출결 서버 관리를 담당하는 이윤성 과장은 “스마트 출결 시스템의 서버 관리의 경우 프로그램 업체나 학교 내에서 원인을 찾아 문제를 해결하려고 있다”며 “아직 스마트 출결 시스템이 시행 초기라 문제가 발생할 수 있지만 부족한 면이 있다면 개선해 나가겠다”고 밝혔다."
건국대학교,"김애란 작가의 토크콘서트에 참여하고 있는 학우들/사진제공 홍보실지난 9월 18, 19일 양일 동안 상허기념도서관 문화행사가 열렸다. 이번 문화행사에서는 △최다 대출상 시상식 △작가와의 만남(토크 콘서트) △영화 상영 △스테디셀러 전시 및 할인판매 △도서관자치위원회 주최 도서바자회 등이 진행됐다. 상허기념도서관 문화행사는 이용자와 소통하는 도서관 문화 정착을 목표로 진행돼 주목을 받았다.최다 대출상 시상식에서는 우수 대출자 및 도서관 우수 이용 후기 시상이 있었다. 올해 3월 1일부터 9월 17일까지의 대출내역 집계 결과 이인호(이과대·수학13)외 9명이 수상자 명단에 이름을 올렸다.심용희 상허기념도서관장은 “많은 책 속에서 읽은 내용들이 삶의 윤활류가 되기를 바란다”며 수상자들을 격려했다. 문화행사 중 하나인 ‘작가와의 만남(토크콘서트)’에서는 작년 제48회 동인문학상을 수상한 작가 김애란씨를 초청해 토크콘서트를 진행했다. 토크콘서트에서는 참석자들을 대상으로 추첨해 작가의 작품들을 전달하는 시간도 가졌다.그밖에 스테디셀러 전시 및 할인판매, 영화 상영 등 다양한 문화행사를 진행 해 관심을 끌었다. 특히 시중 서점에서 파는 스테디셀러 도서와 보조배터리 등을 할인된 가격으로 구매할 수 있어 학우들의 호응을 받았다."
건국대학교,"지난 8월, 학생복지위원회<KU:LOVER>에서 몰카 탐지기를 구비해 대여사업을 실시하겠다고 밝혔다. 학복위는 방학 중 약 30만 원의 고성능 탐지기 4대를 구입하여 2학기부터 대여사업을 진행한다. 단과대 학생회 혹은 다른 학생자치기구에서 대여하여 건물 내 의심지역을 탐지할 수 있다.이번 몰카 탐지기 구비로 외부기관에 의존했던 검사에서 자체적인 검사가 가능할 것으로 보인다. 그동안 이루어진 일시적인 교내 몰카 검사 방식에 캠퍼스 내 몰카 범죄에 대한 불안감은 가시지 않았다. 학복위에서는 직접 탐지기를 보관 및 관리하여 학우들의 효율적인 사용을 도울 계획이다.학생복지위원장 김주찬(공과대·항공15) 학우는 “몰카 탐지기는 단과대 학생회에서 구매하기 어려운 고가의 장비”라며 “직접 검사하기 보다는 대여를 통해 학생회의 부담을 줄이고 효율적으로 이용할 수 있도록 협조하겠다”고 밝혔다. 또한 김 위원장은 “중앙운영위원회를 통해 학교의 각 단체에 사업에 대해 널리 홍보 중이다”며 “각 건물의 상황과 실정을 잘 아는 학생단체에서 많이 이용해주시길 바란다”고 밝혔다. 주기적인 검사의 필요성에 대해서는 “일회성에 그치지 않고 임기가 끝난 후에도 관련 사업을 인수인계하여 지속적인 검사를 실시하겠다”고 말했다.대여는 제1학생회관 106호 학생복지위원회 사무실에서 할 수 있다. 물품 분실이나 망가질 경우에는 대여 주체가 변상해야 한다."
건국대학교,"두산베어스에 입단한 김태근 선수/사진제공 김태근 선수지난 10일 열린 2019 KBO 리그 신인 드래프트에 우리대학의 김태근(사범대·체교15) 선수가 두산 베어스에 지명됐다. KBO 신인 드래프트는 1차, 2차 지명으로 2번 이루어진다. 1차는 각 구단의 연고지 내 고교 3학년, 연고지 내 고교 졸업생 중 대학 졸업을 앞둔 선수가 대상이다. 2차 지명은 1차에 지명되지 않은 고교 3학년, 대학 졸업 학년의 선수가 대상이다.올해 신인 드래프트 대상자는 총 1072명이었다. 고교 졸업예정자 805명과 대학 졸업예정자 257명, 해외 등 기타 10명이 지원했다. 1차 지명 10명 중 1명의 선수만 대학 선수였다. 2차 지명된 100명의 선수 중 고교 선수 75명, 해외 출신 선수 5명, 대학 선수 20명이 10개의 구단에 선택받았다. 21명의 대학 선수 중 우리대학의 김태근 선수가 두산 베어스에 지명됐다. 9월 13일 받은 메디컬 테스트에서 큰 문제가 발견되지 않아 내년에 졸업과 동시에 두산베어스에 입단하게 된다.김태근 선수는 건대부중-배명고를 거쳐 우리대학에 입학했다. 힘이 강하지 않은 점이 단점으로 꼽히지만 빠른 발과 강한 어깨를 갖고 있어 중견수로서 좋은 활약을 보여주고 있다. 이번 시즌 김태근 선수는 타율 0.382, 도루 11개, 득점 21개, 타점 11개, 실책 0개를 기록했다.김태근 선수는 “드래프트 지명 당시 훈련 중이어서 늦게 전해 들었는데 두산 베어스에 지명됐다는 얘기를 듣고 정말 좋았다”고 밝혔다. “개막전에 이름을 올려 1군 팬들을 빨리 찾아 뵙고 싶다”며 “중견수 포지션에서 가장 뛰어난 선수가 되도록 노력하겠다”고 말했다. 이어 “팬들에게 모범이 되고 성실한 모습을 보여드려 노력하는 선수로 기억되고 싶다”며 목표를 밝혔다."
건국대학교,(출처 : 해럴드경제)지난 9월 5일 제자 성추행 의혹을 받고 있는 우리대학 A교수가 불구속 기소됐다. 서울동부지검은 성폭력 범죄 등에 관한 특례법 위반(업무상 위력 등에 의한 추행)혐의로 A교수를 불구속 기소했다고 밝혔다. A교수는 2015년부터 2017년까지 3년간 자신의 제자 3명을 성추행했다는 의혹을 받고 있다.우리대학 양성평등상담실에 의하면 2016년 당시 양성평등상담실에도 사건이 접수됐고 조사가 진행된 바 있다. 사건은 올 초에 다시 불거져 경찰이 수사에 착수했고 지난 6월 경찰은 해당 교수를 기소의견으로 검찰에 송치했다. 지난 9월에는 검찰이 A교수를 불구속 기소하며 재판에 넘겼다. 한편 올해 경찰 수사가 진행된 후 학교차원의 별도조사는 이뤄지지 않은 것으로 전해졌다.A교수에 대해 우리대학 교무팀은 “학교에 공문이 도착하기 전에 언론보도가 먼저 이뤄졌다”며 “학교는 규정에 따라 후속절차를 밟을 것”이라고 밝혔다. 또한 구체적인 후속절차나 일정에 대해서는 “자세한 사항까지 말하기는 어렵다”는 입장을 전했다. 특히 A교수가 수사과정에서 혐의를 일부 시인했다는 언론보도가 이미 6월에 있었음에도 2학기에 수업이 배당된 부분에 대해서는 “해당 건은 이미 양성평등 상담실에서 내부적으로 처분이 내려진 사건이었다”며 “혐의가 있는 것만으로 수업에서 배제할 수는 없었다”는 입장을 전했다. 한편 학교 측은 A교수의 신상관련 정보에 비공개 방침을 따르고 있어 해당 교수의 입장은 들을 수 없었다.
건국대학교,"1학기에 대동제가 있었다면 2학기에는 여러 단과대의 축제가 있다. 축제를 통해 단과대의 학우, 교수가 서로 소통하고 교류할 수 있는 시간을 갖는다. 건축대학의 ‘건축 Festival’은 9월 11일부터 20일까지 10일간 진행됐고 ‘공학 Festival’은 9월 3일부터 시작해 11월까지 진행된다. 공학 Festival에는 △공과대학 △사회과학대학 △KU융합과학기술원의 연합 축제인 삼각관계도 있다.건축 Festival 행사 중 하나인 영화 관람에 참여중인 학우들/사진제공 건축대학 학생회 청춘‘청춘’들의 페스티벌올해로 2회 째 열린 건축 Festival은 4학년의 졸업전시와 1•2•3학년들의 작품전시 및 다양한 활동이 있어 건축대학의 많은 학우가 참여했다. △사진전 △스케치전 △판넬전 등 학생우들이 직접 만든 작품들을 축제 기간 동안 전시했고 전문가 2명, 명사 1명이 직접 강연하기도 했다. 재학생과 동문선배 및 교수로 구성돼 축구경기를 진행하고 함께 저녁식사를 하며 △학우 △동문 △교수가 서로 소통의 시간을 가졌다. 생각의 폭을 넓힐 수 있는 예술 관련 영화 관람도 구성됐다. 그 외 △세계 유명 건축물을 조립하는 체험 △건축에 관련한 퀴즈 △이벤트 등을 통해 하나가 되는 건축대학만의 시간을 가졌다. 건축대학 손인규(건축대·건축14) 학생회장은 “지금까지 학생회는 학과 특성에 맞는 행사 위주로 프로그램을 만들었지만 이번에는 학우들이 원하는 프로그램을 구성했다”며 “학우들의 반응이 좋아 학생회 모두 보람차게 보낸 것 같다”고 밝혔다.‘공대가 융기내서 사과하는’ 연합축제삼각관계는 처음으로 △공과대학 △사회과학대학 △KU융합과학기술원 3개의 단과대가 연합해 개최하는 축제다. 초등학교 시절을 떠올릴 수 있는 컨셉의 주점과 가요제, 동아리 공연 등이 진행됐다. 전준웅(KIT·스마트운행18) 학우는 “비가 왔지만 많은 사람이 모여 3개의 단과대가 하나가 되는 느낌이었고 분위기 좋았다”고 말했다.공학 Festival에는 △E-스포츠 대회 △삼각관계 △공림픽 △공대공모전 등이 있다. E-스포츠 대회는 △카트라이더 △배틀 그라운드 △리그 오브 레전드 △오버워치로 구성됐다. 10월부터는 공림픽의 △공대스리가(축구) △볼링 △당구 대회가 예정돼있다. 공모전대회도 진행돼 많은 학우들의 참여가 예상된다."
건국대학교,"지난 9월 3일 발행된 교지 116호지난 9월 6일 열린 전체학생대표회의를 시작으로 건대교지가 여러 차례 논란거리로 화두에 올랐다. 전학대회에서는 교지를 발행하는 과정에서 배당받은 예산안보다 12만원을 초과 지불한 것과 예·결산 안의 세부사항이 상세하지 못한 점에 관련된 사안만을 지적받았으나, 이후 진행한 임시 중앙운영위원회 회의와 사무국연석회의에서 16년도 초과된 발행 비용이 18년도 1학기까지 총학생회비로 지불됐다는 사실이 밝혀져 논란이 일고 있다(*).이와 관련해 21일 다시 개최된 임시중앙운영위원회 회의에서 강정아(문과대·미커15) 교지편집위원장은 “16년도 지출 비용 처리에 대해 예산안에 잔금을 넣어야 한다는 내용을 인수인계 받지 못했고 그 금액과 관련해 뒤늦게 알았다”며 해명에 나섰다. 그러나 이어진 회의 도중 17년도의 밀린 잔금이 245만원임에도 불구하고 해당 년도에 취재비가 남았다는 이유로 17년 2학기에 제주도를 취재 차 다녀왔던 상황이 거론돼 또 다른 논란을 일으켰다. 이에 대해 강 편집위원장은 “취재비 명목으로 간 것이기 때문에 전후관계는 모른다”고 답했다.일련의 상황에 대해 총학생회는 “총학생회비를 받아가는 모든 단위는 학생들이 내는 10,500원이라는 금액이 얼마나 무거운 것인지를 알아야 하는데, 이번 전학대회서 보여준 교지의 예·결산 안은 학생들이 신뢰하며 회비를 낸 것과는 상반된 결과로 보여 진다”고 입장을 밝혔다. 교지는 “교지 사무국장이 부가세를 정확히 파악하지 못한 점 학우 분들께 죄송하다는 말씀을 드리고 싶다”며 “18년도 초과 금액 약 12만원은 사무국연석회의에 따라 교지편집위원장 책임으로 해당 금액을 원복하도록 결정했으며 사과 글은 다음 호 교지에 실을 예정이다”고 설명했다. 교지 관련 향후 논의 일정으로는 일단 감사소위에 조사를 요청한 후 그 자료를 바탕으로 빠른 시일 내 중운위를 열어 전학대회를 할 수 있도록 진행할 예정이다.*감사 결과 2016년 2학기 잔금은 2017년 1학기에, 2017년 2학기 잔금은 2018년 1학기에 처리된 것으로 나타났다."
건국대학교,"세레모니를 하고 있는 전민석 선수/사진제공 전민석 선수전민석(의생대·생활체육15) 선수가 지난 8일 태백에서 개최된 2018 아시아대학축구대회 한국 C팀에 뽑혔다. 본 대회는 7개국의 10개 팀이 참가하는 국제대회다. 우리나라는 대학의 권역에 따라 A, B, C팀으로 구성했다. C팀은 △충북 △충남 △전북 △전남 △광주 △세종 권역의 선수를 선발했다. 충북 권역에 속한 우리대학 중 유일하게 전민석 선수가 대회에 참가했다. 한국C팀은 B팀과 함께 A조에 편성됐고 3승 1무로 조 1위를 기록했다. 하지만 같은 국가의 팀이 본선에서 경기할 수 없다는 대회규정 때문에 조 1위를 하고도 결승에 진출하지 못했다.전민석 선수는 사이드백이 주 포지션이지만 최근 미드필더로 뛰며 멀티플레이어의 모습을 보여주고 있다. 돋보이는 플레이보다 팀에 도움이 될 수 있도록 많이 뛰는 헌신적인 선수다. 신체 조건이 좋지 못해 제공권이 약하지만 순간적인 스피드가 좋아 인터셉트에 능하고 1대1 대인마크가 뛰어나다. 전민석 선수는 아시아대학축구대회에서 5경기 모두 출전했고 올해 있던 정규 대학 시합 중 3경기를 제외하고 전부 뛰면서 우리대학이 2018 U-리그 왕중왕전에 진출하는데 크게 기여했다.Q. 아시아대학축구대회를 통해 느낀 점대학 대표에 뽑혔을 때 그냥 좋았다. 시합을 뛰면서 아시아대학축구의 수준이 높은 것을 느꼈다. 특히 일본 선수들의 발기술이 상당히 좋았다.Q. 대회에서 아쉬웠던 부분조1위를 기록하고도 대회규정 때문에 결승전을 못 나간 것도 억울한데 3·4위전 승부차기에서 실축하고 져서 아주 아쉬웠다. 특히 일본에게 져서 더욱 그런 것 같다. 그리고 조별예선에서 우리가 이긴 일본A팀이 조 3위를 하고 결승에 올라가 한국A팀을 꺾고 우승했다. 그래서 대진운도 아쉽다고 생각한다.Q. 롤모델롤모델은 아니지만 대구 FC의 정우재 선수를 최근에 좋아하게 됐다. 오버래핑 때 폭발적인 드리블과 수비에서 많이 뛰는 모습이 같은 사이드백으로서 닮고 싶은 생각에 좋아했다.Q. 기억에 남는 경기작년 춘계대학축구연맹전 4강 단국대와의 경기가 기억에 남는다. 8강까지 단 1점도 실점하지 않으며 무실점을 이어갔는데 단국대에게 2점이나 내주면서 끌려갔었다. 많이 흔들렸지만 끝까지 경기에 집중했고 3대2로 역전하며 결승에 올라가 더욱 생각난다.Q. 앞으로의 목표프로에 입단해서 많은 경기를 뛰고 싶다. 멀티플레이어로 성장해 어떤 자리에 가도 주어진 역할을 잘 수행할 수 있는 선수가 되도록 노력할 것이다. 그리고 대학교 마지막 대회인 2018 U-리그 왕중왕전에서 좋은 성적을 거두고 대학생활을 마무리하고 싶다."
건국대학교,"사진 이승주 기자지난 9월 19일 오후 6시 경영관 201호에서 ‘2018 하반기 전체동아리대표자회의(이하 전동대회)’가 개최됐다. 이번 전동대회에서는 △2학기 동아리 징계 △동아리연합회 회칙개정 △동아리연합회 요구안을 중점적으로 다뤘다.2학기 동아리 징계결과 현재 동아리연합회 회장이 소속된 인문사회분과의 <얼>은 △2017년 1학기 투표율 미달 △분과회의 불참 △2018년 1학기 전동대회 불참으로 누적 3회의 경고를 받아 제명 대상 동아리로 표결에 부쳐지게 됐다. 동아리연합회와 <얼>회장을 역임하고 있는 윤열(사과대·행정16)회장은 “동연 회장으로서 전동대회를 준비하는 과정에서 얼 대표자를 새로 뽑지 못했다”며 지난 전동대회 불참을 해명했다. 이어 해당 내용에 대해 표결이 진행됐고 표결결과 제명됐다. <얼>의 제명에 이어 CUM과 KUSA의 분과회의 불참으로 경고를 부여하는 것에 대한 표결이 있었으며 표결 결과 두 동아리 모두 경고를 받았다.동아리연합회 회칙개정에서는 △징계위원회 관련 조항 명시 △징계절차 수정에 대한 논의가 이어졌다. 전동대회의 심의 및 의결로 진행됐던 징계과정을 간소화해 동연 산하 징계위원회에서 집행하는 방향으로 개정이 논의됐다. 이에 대해 <마르크스주의로 세상보기> 한지후(문과대·미커16) 부회장은 “징계위에서 징계 여부를 결정하게 되면 경고를 받는 동아리는 많은 사람들 앞에서 소명할 기회를 잃을 수 있다”며 우려를 표했다. 이와 관련 논의 결과 징계위원을 4명으로 정하고, 징계위 결과를 전학대회에 보고하는 항목을 추가했다. 또한 동아리 대표가 징계항목에 대해 2번 불복할 수 있거나 대의원의 발의를 통해 전동대회에서 재논의할 수 있도록 했다."
건국대학교,우리대학이 2018학년도 대학예비군 1차 보충훈련을 실행할 예정이다. 훈련은 각 단과대에 따라 9월 21일부터 10월 5일까지 남양주 금곡 예비군훈련장에서 이뤄진다. 학우들의 편의를 위한 통합수송버스는 훈련일자마다 오전 8시까지 새천년관 앞에서 출발할 계획이다. 개별입소자의 경우 오전 8시 50분까지 예비군 부대정문으로 반드시 도착해야 한다. 우리대학 직장예비군연대에 따르면 개인별 훈련일정 조정 및 변경을 원하는 학생은 반드시 편성된 훈련일 1주 전까지 방문 후 훈련일자를 변경 신청해야한다. 그 외 문의사항은 학생회관 1층(105호) 예비군연대본부에서 확인 가능하다.일 자대 상 (대학 / 대학원)9.21(금)△ 개별 신청자9.27(목)△ 대학원  △ KU융합과학기술원 △ 동물생명과학대학  △ 상허생명과학대학 △ 생명환경과학대학10.04(목)△ 문과대학 △ 경영대학 △ 건축대학10.05(금)△ 공과대학 △ 수의과대학 △ 이과대학  △ 사회과학대학 △ 사범대학 △ 예술디자인대학
건국대학교,"9월 13일 12시에서 13시 사이 우리대학 중장비실험동 301호 옆 남자화장실에서 화재가 발생했다. 화재는 3층 남자화장실 밖 실외기에서 발생했으며 다행히 인명피해는 없었다.13시 11분 제보를 받은 광진소방서에서 소방차가 출동해 화재를 진압했고, 인근 경찰서에서도 출동해 현재 화재 원인을 조사하는 중이다. 소방관계자는 “현재 화재 원인에 대해서는 아직 확실히 밝혀진 것은 없지만, 곧 경찰이 규명할 것”이라고 설명했다."
건국대학교,"사진제공 홍보실지난 8월 23일 교육부에서 대학기본역량진단평가의 최종 결과를 발표한 가운데 우리대학 서울캠퍼스와 글로컬캠퍼스 모두 자율개선대학으로 선정됐다. 이번 대학기본역량진단평가에 따라 대학들은 △자율개선대학 △역량강화대학 △재정지원제한대학으로 분류됐다. 특히 글로컬 캠퍼스의 경우 지난 2015년 대학구조개혁평가에서 재정지원제한대학으로 평가받았지만 이번에 좋은 평가를 받은 점이 학내외에서 주목을 받았다.자율개선대학으로 선정된 우리대학의 경우 오는 2019년부터 3년간 정부의 입학정원 감축 권고를 받지 않고 정원 자율조정 권한을 가지게 된다. 또 일반 재정지원으로 연 40억~50억원의 사업비를 확보할 수 있으며 특수 목적사업 신청에 제약 없이 참여가 가능하다. 자율개선대학의 재학생의 경우 국가장학금과 학자금 대출 지원도 모두 받을 수 있다.자율개선대학으로 지정되지 못할 경우 대학에 미치는 파장이 크다. 대학에는 입학 정원 감축과 재정지원제한이라는 압박이 더해지며 학교 이미지에 치명타를 입는다. 재학생들은 국가장학금신청, 학자금 대출에 어려움을 겪는다. 수험생들이 대학을 지원 할 때도 역량강화대학과 재정지원제한대학은 기피할 수 있다. 1단계 발표에서 역량강화대학에 선정된 덕성여자대학교의 경우 이원복 총장이 평가 결과에 책임을 지고 사퇴했다.이번 자율개선대학 선정에 대해 이충환 기획처장은 “모든 지표에서 좋은 결과를 낸 이번 평가에서 우리대학의 역량을 보여주었다”고 말했다. 또한 이 처장은 “대외적 이미지 향상을 통해 신입생 유치, 특수목적사업 등을 차질 없이 진행할 수 있다”고 밝혔다."
