,제목,내용
235,[포토뉴스] 디자인이노베이션 전공 ‘TERA PETA EXA’ 졸업전시회에 가다,졸업전시회 입구에 화환들이 놓여있다전시회 ‘TERA PETA EXA’ 입구관람객들이 작품의 설명을 듣고 있다.관람객이 작품을 감상하고 있다.작품명 ‘Bok.’작품명 ‘MEDIA PRISON’작품명 ‘AMMO CASE CLUB’작품명 ‘E Space’디자인이노베이션 전공은 지난 10월 8일부터 19일까지 광개토관 B1 세종아트갤러리에서 ‘TERA PETA EXA’ 졸업전시회를 진행했다.이번 전시회는 총 43명의 학생이 참여했다. 전시는 시각 디자인 분야와 제품 디자인 분야로 구성되었다. 웹사이트(sj-di.com)에서 작품을 감상할 수 있다.
236,"학술전산처, 제53회 독서경시대회 개최","학술정보원 전경학술전산처는 12월 2일 ‘책 읽는 세종인’ 육성을 위한 제53회 독서경시대회를 개최한다.독서경시대회는 책 읽기를 통해 문화적 소양과 문제해결능력을 기르고 창의적인 사고력 신장과 참된 인성교육 실현을 위해 기획되었다.이번 대회는 대상 도서에 대한 퀴즈 문제로 치러진다. 대상 도서는 고전서와 현대서로 나뉜다. 고전서는 요한 볼프강 폰 괴테의 <파우스트>이고 현대서는 정유정의 <완전한 행복>이다. 이 가운데 한 권 선택이 가능하다. 대상 도서는 학술정보원 제3자료실(9층)에 비치되어 있다.퀴즈는 도서별 객관식과 주관식을 합해 30문제가 출제된다. 대회는 1등 4명과 2등 8명, 3등 16명, 4등 36명의 입상자를 선발한다. 1등은 장학금 80만 원, 2등은 60만 원, 3등은 40만 원, 4등은 20만 원이 주어진다. 장학금은 등록금 범위를 초과하여도 전액 지급된다. 입상자 외에도 고전서에 한해 일정 성적을 취득한 학생은 고전 독서 인증이 부여된다.신청 기간은 11월 17일 18시까지이다. 신청은 세종대 재학생이면 누구나 가능하며 참여 인원 제한은 없다. 단 휴학생과 학기초과생은 제외된다.신청은 두드림 비교과 홈페이지(https://do.sejong.ac.kr)를 통해 할 수 있다. 자세한 내용은 학술전산처(02-3408-2998)에 문의하면 된다."
237,"대학일자리사업단, 2021 소규모 이공계 채용박람회 개최","박람회 포스터대학일자리사업단은 IT 관련 학과의 학생을 상대로 2021 소규모 이공계 채용박람회를 개최한다.이번 프로그램은 2021년 하반기 실제 채용 계획이 있는 기업들이 참여하는 박람회이다.참여 기업은 ASK KOREA, (주)비모소프트, (주)비즈니스캔버스, ㈜에이앤지테크놀로지, (주)유비쿼스, ㈜한국리서치이다.각 기업들은 IT 시스템 개발, 앱개발, 서버 개발·웹프런트엔드 개발, SW 개발, IT 분야 희망 직무자를 채용한다. 채용은 모두 정규직 형태로 진행된다. 박람회는 11월 4일 대양AI홀(12층)에서 9시부터 17시까지 대면으로 진행된다. IT 관련 학과 졸업(예정)자, IT관련 교육 수강자를 대상으로 한다.면접 특강은 9시부터 12시까지 진행된다. 기업별 채용설명회와 1:1 현장 면접은 13시부터 17시까지 실시된다. 취업 상담은 상시 진행된다. 신청은 사전신청과 현장신청 모두 가능하다. 사전신청은 유드림을 통해 11월 1일까지 가능하다. 현장신청은 11월 4일 박람회 당일 박람회 장소에서 신청해야 한다. 신청은 이력서와 자기소개서를 지참해야 한다. 자세한 사항은 대학일자리사업단(02-6935-2570)으로 문의하면 된다."
238,"교수학습개발센터, 파워포인트 특강 개최","이광희 강사가 파워포인트 수업을 진행하고 있다.교수학습개발센터는 오는 11월 1일과 11월 8일 이틀간 ‘파워포인트 특강’을 진행한다.이번 프로그램은 파워포인트를 통해 학생들의 학습동기를 높여주고 교내 학습 문화 조성을 위해 마련되었다.특강은 기본편과 최신편으로 나누어 진행된다. 기본편은 ‘대학생을 위한 PPT’를 주제로 한다. 바로 사용할 수 있는 텍스트와 도형, 사진과 픽토그램 툴을 학습한다. 최신편은 ‘PPT에서 이게 된다고?’를 주제로 신규기능을 활용해 포토샵과 일러스트를 대체할 수 있는 도형 병합과 모핑을 알려준다.기본편 특강은 11월 1일 오후 2시부터 4시까지 진행되고, 협업편 특강은 11월 8일 오후 2시부터 4시까지 진행된다. 두 특강은 실시간 유튜브로 실시된다.참석자는 특강마다 두드림 비교과 마일리지가 50점씩 적립된다. 신청은 10월 29일까지이며, 두드림 비교과 홈페이지로 개별 접수 후 참여 가능하다.자세한 내용은 교수학습개발센터(02-3408-3341)로 문의하면 된다."
239,"대양휴머니티칼리지, ‘A+리포트 작성하기’ 특강 진행","전경사진대양휴머니티칼리지는 오는 11월 2일부터 11월 18일까지 ‘A+리포트 작성하기’ 특강을 개최한다. 이번 프로그램은 리포트 작성에 어려움을 겪는 학생들에게 도움을 주기 위해 기획되었다.프로그램은 리포트 작성 이론과 실습을 주제로 진행된다. 이론에서는 리포트 쓰기의 주제 잡기부터 자료 수집과 활용 방법을 알려준다. 실습에서는 글의 구성과 내용 전개에 대해 세부적으로 안내한다.프로그램은 11월 2일부터 11월 18일까지 매주 화요일과 목요일 진행된다. 오후 2시부터 4시까지 비대면(ZOOM) 강의를 활용해 실시된다.학습기간 내 4회 이상 참여 시 비교과마일리지와 학습에 도움이 되는 글쓰기 도서를 받을 수 있다.신청은 리포트 작성에 관심이 있는 재학생이라면 누구나 신청 가능하다. 신청 기간은 10월 29일까지이며 선착순으로 모집한다. 신청 기간은 9월 15일까지이며, 선착순으로 모집한다.신청은 두드림 비교과 홈페이지로 접수할 수 있다. 자세한 내용은 글쓰기센터(02-3408-3929)에 문의하면 된다."
240,"법학부, ‘제6회 세종대 지재권 논문 경연 대회’ 개최","전경사진법학부는 10월 19일부터 11월 6일까지 재학생을 대상으로 제6회 세종대 지재권 논문 경연 대회를 개최한다. 이번 대회는 다양한 전공의 학생들에게 지적재산권에 대한 관심을 높이기 위해 기획되었다.대회는 논문 제출 형식으로 진행된다. 경연의 논문 주제는 지재권에서 핵심적으로 다루는 내용인 특허법 상표법 저작권법 디자인보호법 등이다. 특허법은 발명을 장려ㆍ보호ㆍ육성하기 위해 규정된 법률이다. 상표법은 상표와 상표권에 관하여 규정한 법률이다. 저작권법은 저작자의 권리와 인접하는 권리를 보호하고 저작물의 공정한 이용을 도모하기 위해 제정된 법률이다. 디자인보호법은 디자인의 보호와 이용을 꾀하고 디자인의 창작을 장려하기 위해 제정된 법이다.논문은 A4 15매 내외(글자 크기 11pt 줄 간격 160) 한글 파일로 제출하면 된다.참가는 세종대 재학생이면 누구나 가능하다.접수는 11월 6일까지 메일(openmajor@sejong.ac.kr)로 논문 제출을 하면 된다.수상은 금상 1명, 은상 1명, 동상 2명에게 각각 50만 원, 30만 원, 10만 원의 장학금이 제공된다.자세한 내용은 법학부 조교실(02-3408-3318)에 문의하면 된다."
241,"융합예술대학원 도자회화학과, 릴레이 개인전 개최","김은경 졸업생이 선보일 작품 ‘연과 물방울’최원선 학생의 개인전 ‘Cherish’ 포스터융합예술대학원 도자회화학과는 10월 27일부터 11월 9일까지 인사동 아리수갤러리에서 릴레이 개인전을 진행한다.이번 전시회는 학생 두 명의 개인전이 각 1주 동안 릴레이 형식으로 진행된다. 도자회화학과 학생과 교수의 개인전은 1년에 1회씩 개최되고 있다.도자회화 작품들은 그림을 그린 도자 안료를 1250도가 넘는 불가마와 전기가마에 구워 탄생된다. 도자회화는 시간이 흘러도 훼손되지 않는 영구적인 색감이 특징으로 전통과 현대의 조화를 이룬 예술이다.이번 전시의 주제는 '연과 물방울'과 ‘Cherish 展’이다. 김은경 졸업생은 ‘연과 물방울’을 테마로 총 8개의 작품을 선보인다. 어떤 곳에 있어도 푸르고 맑은 줄기와 잎을 유지하는 ‘연’의 모습을 속세에 물들지 않고 곧은 사람에 비유했다.최원선(도자회화학과·19) 학생은 ‘Cherish 展’를 주제로 작가에게 의미 있는 장소나 물건 그리고 기억돼야 할 소중한 것들을 작품에 표현했다. 전시에서 ‘경천사지 10층 석탑’, ‘경회루’와 지붕의 잡상 등과 같은 한국의 문화유산을 주로 선보일 예정이다.최 학생의 작품은 판화의 에칭 기법을 도자회화에 접목한 세라칭(Ceraching) 기법으로 만들어졌다. 세라칭 기법은 세밀한 장면을 묘사하는데 적합하여 장면을 기록하기에 용이하다.전시 시간은 오전 10시부터 오후 6시까지이다.김은경 씨는 “도자회화 그림들은 흙과 유약, 불이 혼연일체가 되어야 최상의 작품으로 탄생된다. 이번 전시는 주변 사람들에게 편안함을 주는 연꽃 같은 사람이 되길 희망하는 마음으로 작품을 만들었다”라고 말했다."
242,"SW-AI중심대학추진단, ㈜한컴 MDS와 MOU 체결","(오른쪽부터) 송진우 SW·AI중심대학추진단장과 이창열 ㈜한컴MDS 대표SW-AI중심대학추진단은 지난 6일 집현관 회의실에서 ㈜한컴 MDS와 MOU를 맺었다. 이번 MOU는 융복합적 SW 인재 양성을 위한 연구협력체계 구축을 목표로 한다. 두 기관은 이번 협약을 통해 미래 자율 자동차 분야에 대한 긴밀한 협력을 추진한다.㈜한컴MDS는 국내에서 유일한 임베디드 솔루션 전문 기업으로, 개발 기간을 단축하고 효율성을 높이는데 필요한 해결책을 제공하는 회사이다. SW-AI중심대학추진단은 이번 협약을 통해 ㈜한컴 MDS-세종 스마트 모빌리티 디자인/아이디어 공모전을 개최한다. 공모전의 주제는 실내디자인 실외디자인 미래 자율주행 차를 위한 새로운 아이디어이다. 지원은 두드림 비교과통합관리시스템(https://do.sejong.ac.kr/)을 통해 할 수 있다. 세종대는 지난 4월 한글과컴퓨터그룹(한컴그룹)과 MOU를 체결한 바 있다.  송진우 SW·AI중심대학추진단장은 “이번 협약을 통해 산업체는 학교 교육에 직접 참여하고, 학생들은 자신의 역량을 산업 현장에서 구현해볼 수 있는 기회를 갖게 되었다. 장학금과 시설을 지원하는 1차원적 협력이 아닌, 산업체와 대학이 함께 교육하고 인력을 양성하는 진정한 산학협력 모델의 사례라고 생각한다”라고 말했다."
243,"인문과학대학, 제8회 학술제 ‘Find 인문학, Enjoy 인문학’ 개최","제 7회 인문과학대학 학술제 현장인문과학대학은 12월 1일 대양홀에서 제8회 인문과학대학 학술제 ‘Find 인문학, Enjoy 인문학’을 개최한다.이번 학술제는 현대사회와 인간성의 재정립, AI에 대한 인문학적 시선 등의 인문학적 통찰력과 탐구능력을 향상하고자 마련되었다.학술제의 주제는 ‘AI 시대 혹은 4차 산업혁명 속에서의 인문학’이다. 21세기 현대 사회에서 인문학이 재조명받고 재인식될 필요성을 강조하고자 선정했다. 학술제는 예선과 본선으로 나뉜다. 예선은 제출된 PPT 내용을 중심으로 인문과학대학 교수들이 1차 심사를 진행한다. 본선은 교수 평가 80%, 청중평가단 평가 20%로 심사된다.시상은 본선 당일 진행한다. 참가자들 중 우수한 학생들에게는 상장과 상금을 부여한다. 상금은 1위 100만 원, 2위 80만 원, 3위 40만 원, 4위 20만 원이다. 학술제 참가는 인문과학대학 학생이면 누구나 가능하다. 참가자들은 선택한 주제를 바탕으로 PPT를 준비해 발표하면 된다. 참가 접수는 10월 22일부터 11월 21일까지이다. 두드림을 통해 접수 후 발표 자료를 인문과학대학 조교 이메일(cslg@sejong.ac.kr)로 제출하면 된다. 자세한 문의는 인문과학대학 SNS(@sejong_fall_in)으로 하면 된다."
244,"세종대, 해군-군사학과 운영협의회 후속 회의 진행","해군-군사학과 운영협의회 후속 회의 단체 사진세종대학교는 19일 세종대 집현관 10층 총장실에서 21년도 해군-군사학과 운영협의회 후속 회의를 진행했다. 이번 회의에서는 해군과 군사학과 간 현안을 토의하고, 2019년에 체결한 연구협력 MOU의 연장과 개정 방안을 논의하였다.두 기관은 이번 군사학과 현안 토의를 통해 국방시스템공학과 해군 체험 훈련 연안 실습의 교육과정 체계화 해군본부 홈페이지 개선 해군 미디어 콘텐츠 ‘물결’ 소개에 대한 의견을 나눴다. 두 기관은 MOU 개선 방안에서 군사학과 신입생 선발 절차 문구 수정 MOU 연장 논의를 세부적으로 진행했다. 세종대 배덕효 총장은 “우리나라의 해군은 다른 나라의 해군과 비교해도 손색이 없을 정도로 강력하다. 세종대와 해군은 이번 협약을 통해 더욱 발전하고 앞으로 나아갈 수 있을 것이다”라고 말했다.2012년 신설된 세종대의 국방시스템공학과는 해군 장학금을 지원받아 점차 첨단화되어가는 국방 무기체계의 개발 및 운용을 위한 공학적 전문 지식과 덕성을 겸비한 해군 기술장교 양성을 위한 교육과정을 제공한다."
245,"대외협력과, 2022학년도 가을학기 교환학생 모집","전경사진대외협력과는 10월 18일부터 29일까지 2022학년도 가을학기 교환학생을 모집한다.교환학생 프로그램은 외국의 자매대학에 파견되어 일정 기간 문화 체험의 기회와 함께 학점 이수가 가능한 프로그램이다.외국 파견 자매대학은 총 114개교이다. 미국(11개), 프랑스(14개), 중국(20개)과 일본(8개) 등 총 28개 국가와 협정을 맺었다. 선발 인원은 국가별로 다르다. 자세한 파견대학 명단과 모집인원은 국제교류 공지사항을 통해 확인할 수 있다.선발 기준은 학점(GPA), 공인어학성적과 서류 및 면접 점수이다. 해당자의 경우 가산점도 받을 수 있다. 교환학생 지원을 희망하는 학생은 공인 어학 성적(TOEFL, TOEIC, IELTS, ITP)을 제출해야 한다. 선발은 서류와 면접을 통해 평가가 진행된다. 1차 후보자 발표일은 11월 10일이다. 면접은 코로나19로 인해 Skype로 진행되며, 화상 면접은 11월 29일부터 시작된다. 지원 자격은 본교 재학생 및 휴학생이다. 미국과 유럽권 지원자의 경우 2021학년도 2학기까지 평점 평균이 3.0 이상이어야 한다. 또한, 지원 대학별 어학 조건을 충족해야 한다.지원 방법은 세종대 포털을 통해 서류를 온라인으로 접수하면 된다. 국제교류 공지사항에 올라온 링크에서 지원서 양식을 다운받을 수 있다.자세한 내용은 국제교류센터에 전화(02-3408-3659) 혹은 메일(exchange@sejong.ac.kr)로 문의하면 된다."
246,"학생생활상담소, 심리특강 ‘멘탈 잡고 스트레스 잡고’ 개최","심리 특강 포스터세종대 학생생활상담소는 비대면 심리 특강 ‘멘탈 잡고 스트레스 잡고’를 개최한다.이번 프로그램은 코로나로 인한 다양한 스트레스를 긍정적인 방향으로 해소하기 위해 마련되었다. 특강은 스트레스와 무기력을 극복하고 효과적인 대응 방안을 집중 전달한다. 특강은 심리 특강1과 심리 특강2로 나눠 진행된다. 심리 특강1은 ‘나를 지키는 스트레스 관리’를 주제로 건강하게 스트레스에 대응하는 법을 이야기한다. 심리 특강2는 코로나로 활동이 제약되며 무기력증에 빠진 학생들을 도와주고 에너지 소진 관리법에 대해 전달한다. 특강의 주제는 ‘무기력 극복 번아웃 예방’이다.심리 특강1은 11월 2일 오후 3시부터 5시까지 비대면(Webex)으로 진행된다. 심리 특강2는 11월 9일에 동일한 방식으로 실시된다. 신청은 10월 27일까지이다. 선착순 30명에 한해 가능하다. 심리 특강 1, 2 중복으로 신청할 수 있으며 포스터의 QR코드를 스캔하여 신청서를 작성하면 된다. 자세한 내용은 학생생활상담소(02-3408-3336)에 문의하면 된다."
247,"노베르트 쿠릴라 슬로바키아 대통령실 보좌관, 세종대학교 방문","슬로바키아 대통령실 노베르트 쿠릴라(Norbert Kurilla) 환경 분야 보좌관이 공공정책대학원 교수들과 대화를 나누고 있다.슬로바키아 대통령실 노베르트 쿠릴라 환경 분야 보좌관은 지난 10월 8일 세종대학교를 방문했다.세종대학교 동문인 쿠릴라 보좌관은 외교부 산하 국제교류재단(KF)의 ‘2021 유럽지역 유력인사 초청사업’으로 한국을 방문했다. 쿠릴라 보좌관은 슬로바키아 환경부에서 17년간 근무한 전문가로서 환경부 차관을 역임했다. 또한 OECD에서 진행하는 그린오션캠페인 부의장으로도 활동하고 있다. 현재는 환경, 에너지, 기후 관련 비즈니스 업무와 대통령 보좌를 하고 있다. 2030년까지 진행하는 친환경 탄소중립 대통령실 프로젝트도 진행하고 있다.쿠릴라 보좌관은 슬로바키아와 세종대학교가 맺은 1대1 결연 프로그램을 통해 2002년 세종대학교 공공정책대학원 아시아학을 전공했다. 당시 세종대의 추억과 배움의 고마움으로 이번 방한에 세종대학교를 방문하게 됐다.쿠릴라 보좌관은 세종대학교 대양AI센터 컨퍼런스룸에서 이수연 세종대 공공정책대학원장과 최안나 글로벌어페어즈학과 주임교수 등 공공정책대학원 교수들과 대화를 나눴다. 쿠릴라 보좌관은 학교 측과 슬로바키아 학생들을 대상으로 국제적 환경분야 전문가를 양성하는 세종대 공공정책대학원 글로벌어페어즈학과에 대해 논의했으며, 향후 세종대와 슬로바키아간 학문적 교류방안에 대해 토론했다.쿠릴라 보좌관은 “한국에 일주일간 머물게 되었는데 세종대학교에 특별한 애착이 있어 따로 방문했다. 대학원 생활에서 좋은 기억밖에 없고 아직도 연락하는 친구들이 있다. 다시 세종대학교에 올 수 있어서 영광이었다”고 말했다."
248,"[포토뉴스] ‘캠퍼스에서의 마지막 추억’, 졸업앨범 촬영현장에 가다",야외에서 우정사진을 찍고 있는 졸업생들인문대 학생회 단체사진 촬영현장총동아리연합회 학생회 단체사진 촬영현장개인 프로필사진을 찍기 위해 복도에서 대기하고 있는 학생들학사모를 쓴 학생이 졸업사진을 찍고 있다촬영을 마친 후 최종 사진을 선택 중인 학생신문방송학과 학생들의 유쾌한 우정사진졸업앨범에 들어갈 최종 사진을 선택 중인 학생들애지헌 앞에서 단체사진을 찍고 있는 역사학과 학생들세종대 중앙비상대책위원회는 10월 14일부터 15일까지 학교 캠퍼스에서 학부생 졸업앨범 촬영을 진행했다. 개인 사진과 우정사진 촬영은 학생회관 6층에서 이뤄졌다.학생들은 야외에서 단체사진도 촬영했다. 단과대 학생회와 총동아리연합회 등의 학생 단체가 오랜만에 모여 기념사진을 찍었다.
249,"[포토뉴스] 세종 글로벌버디, 외국인 교환학생과 특별한 추억을 쌓다",한국어 클래스가 진행되고 있는 글로벌라운지외국인 학생들을 대상으로 한국어를 가르치고 있다한국어 클래스에서 열심히 공부하고 있는 학생맛있는 식사를 함께하는 소모임 ‘얌얌’사진촬영을 취미로 하는 학생들의 모임인 소모임 ‘찍스’특정 테마로 외국인 친구들과 놀러다니는 소모임 ‘행아웃’서울의 관광 명소를 방문하는 소모임 ‘누리봄’세종 글로벌버디는 외국인 교환학생을 대상으로 다양한 수업과 소모임을 운영하고 있다. 한국어 수업은 지난 10월 14일 학생회관 2층 글로벌라운지에서 진행됐다.각종 소모임은 교내는 물론 캠퍼스 밖에서도 활동 중이다. 교환학생들은 본인의 관심사와 맞는 소모임에 가입하여 글로벌버디 부원들과 즐거운 추억을 쌓고 있다.
250,"학생생활상담소, 슬기로운 대학 ‘성’생활 집단상담 개최","슬기로운 대학 ‘성’생활 포스터세종대 학생생활상담소는 슬기로운 대학 ‘성’생활 집단상담을 개최한다.이번 프로그램은 소수의 그룹으로 성 고민과 정보에 관한 이야기를 나누며 바람직한 성인지를 형성하는 프로그램이다. 성 문제에 관한 대응 방법을 습득하고 대학생으로서 알아야 할 올바른 성 지식에 도움을 주기 위해 마련되었다.상담은 총 3회기로 실시된다. 1회기에는 성인식 알아보기, 고민 쪽지&토크, sexuality 마인드맵의 활동을 한다. 성에 대한 본인의 생각을 이야기하고 고민을 말하는 시간이다. 2회기에는 성적자기결정권에 관한 상담과 나만의 스킨십 척도를 만들어 본다. 3회기에는 연애 에티켓, 고민 해결&토크, 우리가 궁금했던 이야기 등을 진행한다. 3번의 상담을 통해 성 고민을 해소하고 성숙한 성 가치관을 형성할 수 있다.상담은 11월 4일부터 11월 18일까지 매주 목요일에 진행된다. 오후 3시부터 6시까지 3시간 동안 학생생활상담소 집단상담실(학생회관 310호)에서 대면으로 상담한다.3회기 상담을 모두 받은 학생에게는 음료 이용권과 함께 특별한 상품이 제공된다. 신청은 10월 28일까지 포스터 QR코드를 통해 접속하여 신청서를 작성하면 된다. 선착순 8명에 한해 진행되며 개인과 커플 모두 신청 가능하다.자세한 내용은 학생생활상담소(02-3408-3336)로 문의하면 된다."
251,"세종대 창업팀, 2021년도 2차 정부지원사업 대거 선정","‘버킷리스터’ 단체사진                                                  ‘핀딧’ 단체사진    세종대 창업팀이 창업 자금과 창업 교육을 지원하는 2021년도 2차 정부지원사업에 대거 선정됐다.정부지원사업은 혁신적인 기술 창업 소재가 있는 예비창업자의 원활한 창업사업화를 위해 사업화 자금과 멘토링 등을 지원하는 프로그램이다. 세종대 창업팀은 중소벤처기업부와 창업진흥원이 지원하는 ‘예비창업패키지’와 ‘생애최초 예비창업패키지’에 선정됐다.‘예비창업패키지’는 혁신적인 기술 창업 소재가 있는 예비창업자를 육성하기 위한 사업으로 총 1,000명이 선발됐다. 송혜원(무인이동체공학전공·19)·심동현(스마트기기공학전공·17) 학생의 ‘왓츠랩’은 예비창업패키지 일반 분야에 선정됐다. 왓츠랩 팀은 교육용 VR과 손쉽게 상호작용이 가능한 컨트롤러인 Air Motion Interface를 사용할 수 있는 콘텐츠를 개발하고 있다.'생애최초 예비창업패키지'는 창업 초기 자금확보에 어려움이 있는 20대 청년 예비사업자에 도움을 주는 사업으로 총 400명이 선발됐다. 세종대 창업팀인 유다움, 쫄래쫄래, 핀딧 그리고 버킷리스터 팀이 선정됐다.‘유다움’ 팀은 이유빈(스마트기기공학과·20), 이은지(무인이동체공학전공·20), 변준영(컴퓨터공학과·20), 최지현(디자인이노베이션전공·19), 남현정(만화애니메이션텍전공·19), 김기정(지능기전공학부·21) 학생으로 구성됐다. 유다움은 대학생들을 위한 메타버스 공간을 구축하여 교육과 심리테스트, 소통 등 다양한 콘텐츠를 즐길 수 있는 어플이다.이창민(원자력공학과·14) 학생의 ‘쫄래쫄래’ 팀은 반려동물과 관련된 서비스를 선보였다. ‘핀딧’ 팀은 안정연(컴퓨터공학과·17), 심성준(전자정보통신공학과·16), 서병준(스마트기기공학전공·17) 학생으로 구성됐다. 핀딧은 영상 속 의류들을 AI로 찾아주고 비교·추천 후 구매까지 도와주는 패션 플랫폼 어플이다.‘버킷리스터’ 팀은 취미·여가 O2O 플랫폼 서비스를 주제로 정부지원사업에 선정됐다. 고객들이 자유로운 정보 공유 플랫폼 내에서 즐겁고 유익한 콘텐츠를 제공 받을 수 있는 서비스다. 팀원은 우영식(경영학전공·17), 김상아(경영학전공·17), 신경민(경영학전공·17), 이윤수(소프트웨어학과·18) 학생으로 구성됐다.왓츠랩 대표 송혜원 학생은 “학교에서 주최하는 ‘피칭&멘토링 데이’나 ‘워크 스타트업 캠프’ 등 창업 관련 대회를 참가하면서 사업 아이템의 실질적인 부분을 구체화할 수 있었다. 창업 초기라 어려운 점도 있었지만 팀원들과 함께 성과를 만들어낼 때 큰 보람을 느낀다”라고 말했다.버킷리스터 대표 우영식 학생은 “올해 상반기 예비창업패키지에 떨어지면서 버킷리스터 서비스의 부족한 점을 찾으려고 노력했다. 세종대 창업지원단에서 도움을 주신 교수님들과 멘토링 프로그램 덕분에 이번 사업에 선정될 수 있었다. 우리 서비스가 시장으로 나가 고객들의 관심을 받을 수 있도록 노력하겠다”라고 말했다."
252,"호텔관광대, 학술제 ‘ESG 경영전략 분석 및 방안 제시’ 진행","학술제에 참가한 학생들이 발표를 진행하고 있다호텔관광대학은 10월 12일 교내 학술제인 ‘ESG 경영전략 분석 및 방안 제시’를 성황리에 마무리했다.이번 학술제는 ESG 경영에 대한 학생들의 이해도와 관심도를 높이고, 기업의 지속가능한 발전 전략을 모색하기 위해 마련되었으며, 학술제의 발표 주제는 ‘호텔·관광·외식 산업의 ESG 경영전략을 보완하거나 새로운 전략을 제시하라’였다.학술제는 모두 온라인으로 진행됐으며, 호텔관광대 학생 총 15명이 6팀을 구성해 참가했다.발표와 심사는 모두 온라인 실시간(ZOOM)으로 이뤄졌다. 참가팀이 15분간의 PT 발표를 한 다음 5분간의 질의응답이 진행됐다. 평가항목은 제안의 실현 가능성 및 기대효과, 주제와 필수내용의 연관성 및 창의성, 기업분석력, PPT의 구성 등이었다.심사는 호텔관광경영학과 고영대 교수와 외식경영학과 황진수 교수가 참여했다. 대상 1팀, 최우수상 1팀, 우수상 2팀에게 시상이 주어졌다. 대상은 ‘누르-하이’팀이 수상했다. ‘누르-하이’팀은 하나투어의 ESG 경영에 대한 개선 방안을 제시하며, ESG 경영은 마케팅 전략이 아닌 사회 문제에 대한 해결책임을 강조했다. 최우수상은 ‘주주’팀이 수상했다. ‘주주’팀은 ‘인천국제공항의 더 높은 비상을 위한 ESG 경영 제안’을 주제로 발표했다. 우수상은 ‘애쓰지마요’팀과 ‘EaSyGo’팀이 수상했다.‘누르-하이’의 대표 박예림 학생(호텔관광경영학과·20)은 “주제를 다양한 관점에서 바라보고 토의한 것이 좋은 결과를 낳은 것 같다. 이번 학술제를 통해 ESG 경영과 관광산업을 심층적으로 이해하게 되었다”라고 말했다."
253,"세종대, KB국민은행과 MOU 체결","배덕효 세종대 총장(오른쪽)과 허인 KB국민은행장이 업무제휴 협약을 마치고 기념촬영을 하고 있다.세종대학교는 지난 7일 오전 10시 집현관 10층 대회의실에서 KB국민은행과 주거래은행 업무협약을 체결했다.이번 협약은 세종대학교의 발전을 위한 출연금 지원을 목적으로 이뤄졌다. 세종대학교와 KB국민은행은 학생과 교직원들이 편리하게 금융거래를 할 수 있도록 영업점과 ATM을 운용한다. 금융거래의 수수료를 할인 또는 면제해 주는 금융거래 혜택도 제공한다.협약식은 세종대 조진우 대외협력처장의 사회로 진행되었으며, 배덕효 세종대 총장과 허인 KB국민은행장을 비롯해 세종대 엄종화 부총장, KB국민은행 기관고객그룹 전무 한상견 등이 참석했다.배덕효 총장은 “한국금융을 대표하는 KB국민은행과의 상호협력 업무협약 체결을 환영한다”며, “교류와 협력을 통해 양 기관이 한 단계 더 발전하고 도약하는 동반자가 되기를 기대한다”고 말했다.허인 KB국민은행장은 “KB국민은행은 글로벌 명문대학으로 성장하는 세종대학교에 최고의 금융 서비스를 제공하겠다”며, “양 기관 모두 국민에게 더욱 사랑 받는 기관이 되도록 상생 발전에 노력하겠다”고 답했다."
254,"융합창업연계전공&창업지원단, 2021 2학기 창업아이디어톤 실시","창업아이디어톤 특강이 진행되고 있다융합창업연계전공과 창업지원단은 실전창업역량을 강화하기 위한 2021년 2학기 창업아이디어톤을 실시한다.창업아이디어톤은 학생들이 주변의 문제를 발견하고 이를 창업아이템으로 구체화시켜 문제를 해결하고자 마련되었다.이번 프로그램을 통해 자신의 아이디어로 창업동아리를 만들고 창업 팀원을 만날 수 있다. 창업전문가들의 멘토링을 통해 실전 창업역량을 향상시키고 창업아이템을 구체화할 수도 있다.프로그램은 10월 27일부터 3일간 진행된다. 27일에는 자기소개와 함께 아이디어를 공유한 후 팀을 구성하고, ‘아이디어 발견과 구체화’라는 주제의 특강도 진행된다. 28일에는 팀별 멘토링이 진행되고 29일에는 팀별 최종발표 후 심사를 진행한다.참가 대상은 창업에 관심 있는 본교 재학생이다. 개인 또는 팀으로 참가 신청이 가능하며 졸업생은 지원이 불가능하다.신청은 10월 24일까지이다. 접수는 두드림(http://do.sejong.ac.kr)에 참가신청서와 아이디어 기획안, 자기소개서 등을 제출하면 된다.자세한 내용은 창업지원단(02-3408-3883) 또는 융합창업연계전공(02-3408-3360)로 문의하면 된다."
