,대학명,내용
137,서울시립대학교,"시민들의 편견 경험을 서울시립대 학생들이 타이포그래피로 표현한 작품 34점을 활용하여 오프라인 전시회와 온라인 이벤트 동시 개최- 5월 24일(월)부터 서울시립대학교 중앙로 야외 공간에 7일간 운영서울시립대학교는 5월 24일(월)부터 30일(일)까지 <편견, 가장 사소한 폭력>을 주제로, 타이포그래피 요소가 들어간 34점의 작품을 교내 중앙로에 전시하는「편견의 말들」을 개최한다. 이번 전시회는 지난 3월 오픈한 온택트 전시회「편견의 말들」작품들의 실물을 전시하여, 우리 일상 속 편견을 보다 생생하게 전달하고자 준비했다.(온라인 전시회 관련 링크: https://wordsofprejudice.com) 이와 더불어 온라인 인스타툰 이벤트를 30일까지 진행한다. 유명 인스타툰 작가 다운, 바리수가 컬래버한 각 10컷의 인스타툰 작품을 감상한 후 게시글에 공감 댓글을 달아 참여할 수 있으며, 우수 참여자에게 ‘전시회 도록+위로방역키트’를 증정한다. 본 이벤트는 두 명의 작가 또는 편견의 말들 인스타그램 페이지에서 참여 가능하다.(편견의말들 페이지: @uos_wop2021, 작가 다운:@0_713, 작가 바리수: @bari__su) 교내 전시회에서도 ‘전시회 도록과 위로방역키트’를 즉시 제공하는 이벤트를 진행할 예정이며, 자세한 참여 방법은 전시회가 열리는 중앙로 현장에서 확인할 수 있다. 서순탁 총장은 “이번 교내 전시회와 온라인 이벤트로 흥미로운 볼거리와 체험, 참여 기회를 제공하여, 코로나19로 지친 학생들과 지역 주민, 인스타그램과 홈페이지에서 응원해주신 여러 시민들에게 공감과 위로를 전하는 소통의 계기가 되길 희망한다.”라고 했다. 코로나19 예방을 위해 열린 공간을 활용한 야외 전시로 준비하였다. 전시회장 곳곳에 손소독제 테이블을 비치하고 바닥에 ‘관람 위치 표시’를 부착하여 방역 지침 준수 하에 관람객의 안전을 최우선으로 하여 진행할 예정이다."
138,서울시립대학교,"대학생 예비사회적기업 ‘민들레마음’이 환아들의 놀이를 위해 기획한 대표 후원품 ‘민들레키트’ 후원- 가톨릭대학교 서울성모병원, 고려대학교 구로병원, 영남대학교병원, 충남대학교병원 소아청소년 완화의료 대상 환아들에게 전달 예정 예비사회적기업 ‘민들레마음’이 5월 19일(수), 가톨릭대학교 서울성모병원, 고려대학교 구로병원, 영남대학교병원, 충남대학교병원 소아청소년 완화의료팀에 민들레마음의 대표 후원품인 ‘민들레키트’를 후원한다. <민들레키트>는 코로나19로 인해 병동에서 무료함을 겪을 소아청소년 완화의료 대상 환아들을 위해 민들레마음이 기획한 DIY 키트다. 키트는 만들기 재료들과 함께 환아와 보호자를 응원하는 편지, 쉽고 재미있게 따라할 수 있는 영상설명서, 안전하게 놀이할 수 있도록 돕는 교구안전가이드를 포함하고 있다. 세 번째 민들레키트인 ‘봄풍경 스탠드 만들기’는 민들레마음이 직접 제작한 봄풍경 스티커로 종이컵을 꾸며 스탠드를 만들 수 있는 키트다. 병동에서 봄을 직접적으로 느끼기 힘들 환아들을 위해 여러 꽃과 동물을 스티커로 제작했다. 민들레마음의 손유린 대표(서울시립대 경영학부)는 “환아들이 직접 만든 스탠드를 통해 자신의 꿈을 밝혀가길 소망하는 마음을 담았다.”라고 했다. 소아청소년 완화의료는 생명을 위협하는 질환으로 치료받는 환아와 가족들이 치료과정 중 겪는 어려움을 완화시키는 데 초점을 두는 의료서비스다. 국내 소아청소년 완화의료 시범사업기관은 서울대학교어린이병원, 세브란스어린이병원, 칠곡경북대학교병원, 화순전남대학교병원, 가톨릭대학교 서울성모병원, 영남대학교병원, 충남대학교병원, 그리고 올해 새로 지정된 고려대학교구로병원, 서울아산병원 등 전국 9개뿐이다.민들레마음은 서울시립대학교 캠퍼스타운의 지원을 받아, 확대와 개선이 필요한 소아청소년 완화의료에 대한 사회적 관심 환기와 중증희귀난치질환 환아와 가족들의 삶의 질 개선을 목표로 2020년 12월에 예비사회적 기업 인증을 받은 대학생 소셜벤처다. 민들레마음은 중증희귀난치질환 환아들과 그린 그림을 바탕으로 다양한 디자인제품을 제작해 판매하고 있다. 판매 수익금의 일부는 환아와 가족들에게 필요한 물품을 후원하거나, 민들레키트 등의 다양한 후원 프로그램을 기획하는 데 사용된다."
139,서울시립대학교,"올해 성년이 되는 2021학번 신입생들에게 장미꽃과 선물 전달- 풍물패 얼씨구와 응원단 아미커스의 축하 공연으로 행사 시작- 서순탁 총장 “다양한 경험을 하고 도전을 하는 20대의 시간이 되길”- 21학번 신입생 “동아리 활동 등 학우들과 만날 기회가 많아졌으면”서울시립대학교는 5월 17일(월), 코로나19바이러스 장기화로 인하여 캠퍼스 라이프를 만끽하지 못하는 2021학번 신입생들에게 작은 추억을 선물하고자 장미꽃과 교내 카페 이용권을 전달하는 성년의 날 행사를 개최하였다. 이 날 행사에는 많은 신입생들이 행사장을 방문한 가운데 서순탁 총장, 교학부총장, 대외부총장, 처장단이 함께 성년의 날을 축하하였다.코로나19 방역 수칙에 따라 학생들은 체온측정과 QR코드 전자출입명부 작성 후 행사장 안으로 입장하였고, 인원을 제한하여 진행하였다. 장미꽃과 교내카페이용권을 선물 받은 신입생들은 동기들끼리 삼삼오오 모여 서로 인증숏을 찍어주고 행사 현장에서 바로 인스타그램 등 SNS를 통해 현장에 방문하지 못한 다른 학우들과 소통하는 등 코로나19 시대의 새로운 대학생활 풍경을 보여주었다.야외행사로 진행 예정이던 이 날 행사는 우천 상황으로 장소를 변경하여 진행하였고, 풍물패 동아리 얼씨구가 행사의 시작을 알렸다. 또한 응원단 아미커스는 서울시립대 재학생이 직접 만든 응원가 <시대의 이름으로>의 첫 번째 공연을 펼쳐 신입생들에게 학교에 대한 애정을 고취시켰다.서순탁 총장은 “20대는 다양한 경험을 하고 도전을 하는 시기”라며 “대학생활을 통해 학생들이 다양한 경험을 하고 견문을 넓히는 인생의 중요한 시기가 될 수 있도록 적극 지원하겠다.”라고 했다. 풍물패 공연으로 참석한 동아리 얼씨구의 21학번 신입생은 “그동안 코로나19로 인해 동아리 공연을 할 기회가 없어서 아쉬웠는데 처음으로 학우들 앞에서 공연하게 되어 너무 기뻤다. 상황이 된다면 더 자주 학우들과 만날 수 있는 기회가 있으면 좋겠다.”고 소감을 밝혔다."
140,서울시립대학교,"5월 22일(토), ‘디지털 시티스케이프 지도그리기’를 주제로 온라인 학술 대회 개최서울시립대학교 도시인문학연구소(소장 송석휘)는 5월 22일(토), ‘디지털 시티스케이프 지도그리기’를 주제로 온라인 국제학술대회를 개최한다.이번 학술대회에서는 디지털 테크놀로지와 물리적·인지적 도시경관의 관계를 추적하여 1970년대부터 현재까지 ‘디지털 시티스케이프’를 둘러싼 다양한 이론과 실제에 대한 논의를 점검할 예정이다.국내 발표는 신정훈(서울대)이 1970년 인간환경계획연구소가 진행한 21세기 한국 국토, 도시, 집에 대한 미래주의적 구상을 소개하고, 이나라(동의대)는 도시 이미지를 수집·해독하고 재구성하는 탐정의 작업으로 김희천과 정여름의 작업을 살핀다. 유인혁(서울시립대)과 이준희(동국대)는 한국 MMORPG 커뮤니티를 살펴보면서 디지털 시대의 장소애와 탈장소의 양상을 고찰한다. 토론자로는 배형민(서울시립대), 김지훈(컬럼비아대/중앙대), 임태훈(조선대)가 참여한다.해외 발표로는 티지아나 테라노바(나폴리 대학)가 하이퍼소셜 매체로서 도시를 바라보는 관점을 소개하며,『슈퍼휴머니티』의 공저자 육휘(바우하우스 대학 바이마르)는 공간과 장소를 키워드로 디지털 크로노토폴로지 이론을 펼칠 예정이다. 이 발표의 토론자로는 이광석(서울과기대)과 곽영빈(연세대)가 참여한다. 본 학술대회는 5월 22일 13시 30분부터 ZOOM을 이용한 온라인 화상 회의로 진행되고, 동시통역이 제공된다. 참가 가능한 ZOOM 주소는 959 9691 1835(암호 없음)이다. 자세한 사항은 도시인문학연구소 전화 02-6490-5338번으로 문의하거나 도시인문학연구소 홈페이지를 참고하면 된다. 16:05 - 16:25 토론: 임태훈(조선대) 16:25 - 16:40 휴식 Session 3 사회: 서우석(서울시립대) 16:40 - 17:10 티지아나테라노바(나폴리대학) 17:10 - 17:30 토론: 이광석(서울 과기대) 17:30 - 18:00 육휘(바우하우스대학바이마르) 공간과 장소: 디지털크로노토폴로지론 ( 論) > 18:00 - 18:20 토론: 곽영빈(연세대커뮤니케이션대학원) 18:20 - 19:00 종합토론 동시통역제공"" src=""http://file.uos.ac.kr/upload/smarteditor/2021/05/20210518153413.png"">"
141,서울시립대학교,"‘디지털 신기술 인재양성 혁신공유대학’ 인공지능(AI),빅데이터 2개 분야 선정- 21년부터 연간 102억원 지원 받아, 대학 간 공유가능한 표준 교육 과정, 온 /오프라인 교과목, 재직자 교육과정 등 운영- 비전공자도 인공지능, 빅데이터 분야 복수전공, 부전공 등 수준별 학위 취득 가능□ 서울시립대학교는 교육부와 한국연구재단이 3일 발표한 디지털 신기술 인재양성 혁신공유대학(이하 ‘디지털 혁신공유대학’)사업 선정 결과, ‘인공지능(AI)과 빅데이터’ 2개 연합체(컨소시엄)에 참여 대학으로 선정되었다.□ 서울시립대는 ‘인공지능(AI)과 빅데이터’ 분야 사업단에 참여하며, 21년부터 6년 동안 연간 102억 원을 지원받는다. 참여 대학들은 대학 간 공유 가능한 표준 교육과정과 공동 운영 온/오프라인 교과목, 기존 전공 과목과 결합 가능한 모듈형 교육과정 등을 개발하고, 일반 국민 및 재직자 대상 단기 과정도 운영 예정이다. 또한, 학내 비전공 학생 중 희망자에게는 ‘인공지능(AI),빅데이터’ 교육과정에 참여할 기회를 부여하고, 교육과정 이수 수준에 따라 복수전공, 부전공, 나노 디그리 등 수준별 학위 및 인증 과정을 제공할 예정이다.□ 서울시립대는 인공지능(AI)과 빅데이터 분야 인재 양성과 연구 강화를 위해 2019년 도시과학 빅데이터·AI연구소 개소, 2020년 인공지능(AI)학과와 대학원 도시빅데이터융합학과 설립 등 교육·연구 조직 개편을 단행하고, 서울시-서울기술연구원-서울연구원-서울디지털재단과 산관학연 컨소시엄을 구성하여, 서울시 및 공공 빅데이터를 활용한 연구 플랫폼을 구축하고 실제 도시문제를 진단·관리하는 체계를 실현하고 있다.□ 서순탁 총장은 “앞으로 혁신공유기반 교육과정 개발·운영을 통해 4차 산업혁명으로 대표되는 미래사회의 문제 해결에 이바지할 우수 인재를 양성하여, 지역사회 문제해결과 국가 전략산업 발전에 기여하고 대학시스템을 공유할 수 있도록 적극 지원할 것”이라 했다.□ 디지털 혁신공유대학 사업은 지역 간․대학 간 교육 역량 차이를 해소하기 위해 인적․물적 자원을 상호 공유하여 국가 수준의 핵심인재 양성 체계 구축을 목적으로 하는 사업이다. 정부에서는 2026년까지 6년간 인공지능(AI), 빅데이터, 미래자동차 등 신기술 분야 인재 10만 명을 양성하기 위해 대학 간 연합체를 구성하여, 인재 양성을 위한 표준화된 교육과정 개발 등에 예산을 지원하며, 올해 총 816억 원을 투입할 예정이다. 총144개교가 신청한 이번 사업에서 선정된 대학은 46개교로, 이 중 2개 이상의 사업에 선정된 참여 대학은 서울시립대를 포함하여 9개교이다.  <디지털 신기술 인재양성 혁신공유대학 사업 선정 결과>신기술분야연합체(컨소시엄)주관대학참여대학인공지능전남대학교영진전문대, 성균관대, 서울시립대, 서울과학기술대, 경북대, 전주대빅데이터서울대학교경기과학기술대, 경상국립대, 서울시립대, 숙명여자대, 전북대, 한동대차세대반도체서울대학교조선이공대, 강원대, 대구대, 숭실대, 중앙대, 포항공과대미래자동차국민대학교대림대, 계명대, 선문대, 아주대, 인하대, 충북대바이오헬스단국대학교원광보건대, 상명대, 홍익대, 대전대, 우송대, 동의대실감미디어﻿건국대학교계원예술대, 경희대, 계명대, 배재대, 전주대, 중앙대지능형로봇한양대학교(ERICA)영진전문대, 광운대, 부경대, 상명대, 조선대, 한국산업기술대에너지신산업고려대학교경남정보대, 서울대, 한양대, 강원대, 부산대, 전북대"
142,서울시립대학교,"투명하고 유연한 태양전지 모듈의 상용화를 앞당길 수 있는 연구 성과- ≪Solar RRL≫ 학술지 표지논문으로 선정서울시립대학교 김혁 전자전기컴퓨터공학부 교수와 경상국립대학교 김준영 반도체공학과 교수가 이끄는 공동 연구팀이 투명 산화물반도체를 활용한 ‘유연 태양광 발전 핵심기술’을 개발했다.연구팀은 “이번 연구는 투명하고 유연한 태양전지 모듈의 상용화를 앞당길 수 있는 중요한 성과이며, 유연 디스플레이와 유연 태양전지 모듈을 함께 적용하여 차세대 전자 소자로써 응용 범위가 매우 넓어질 것으로 기대된다.”고 했다.이 기술은 태양전지 분야의 권위적인 학술지인 와일리(WILEY)출판사의 ≪솔라 알알엘(Solar RRL)≫에 3월 10일자로 출판, 게재되었으며 특히 저널 메인 표지(Front Cover Image)로 선정돼 논문의 우수성을 인정받았다.[그림1]연구팀이 개발한 태양전지 소자는 투명 디스플레이 핵심 기술인 박막 트렌지스터용 인듐-갈륨-아연 산화물(IGZO) 반도체 기술을 태양전지에 적용한 새로운 구조로써 [그림2], 유연 태양전지가 상용화될 수 있는 높은 에너지 변환 효율을 갖는다.인듐-갈륨-아연 산화물 (IGZO) 반도체는 비정질실리콘에 비해 전자 이동도가 높아, 낮은 전력으로 빠르게 구동된다는 장점이 있고, 균일성이 우수해 대면적 공정에 유리하며 우수한 전기적 특성을 갖기 때문에 미래 투명 디스플레이의 박막 트랜지스터로 적용되고 있다. 연구팀은 투명 디스플레이의 핵심 소재를 태양전지 소자에 적용하기 위한 고 정밀화 균일 배열 공정 기술을 개발하였고, 이를 태양전지 소자에 적용하였다.[그림3]이번 연구는 한국연구재단, 중소벤치기업부, 한국생산기술연구원 원천기술개발사업(소프트 로보틱스 원천기술개발)의 지원을 받아 수행되었다."
143,서울시립대학교,"5월 7일(금) 저녁, 사회적 이슈인 ‘동물권’을 주제로 대학과 지역사회가 소통하는 <월간시대포차>행사 온라인 개최- ‘동물권행동 카라’의 교육아카이브팀이 사람책으로 참여서울시립대학교는 5월 7일, 동물과의 공존을 이야기하는 <월간시대포차>를 개최, ‘동물권행동 카라’의 교육아카이브팀이 사람책으로 참여한다.○ 이번 행사는 동물권을 위해 직접 현장에 출동하고, 대시민 교육과 제도 개선을 위해 적극적으로 행동하는 단체인 ‘동물권행동 카라’와의 소통을 통해 많은 사람들이 동물권 이슈에 공감할 수 있도록 강연과 자유 토론 시간을 갖는다. 동물을 아끼고 동물과 공존하고자 하는 시민은 누구나 무료로 신청 가능하다.(신청링크: https://forms.gle/rEz7bz1gWyRLEL179)○ 최근 발생한 동물 유기, 학대, 사육 등 잔인한 사건들에 많은 이들이 공분하여 동물보호법 내 처벌 강화를 위한 각종 청와대 국민 청원이 올라오면서 동물보호, 동물복지, 동물권 등에 대해 사회적인 공감대가 형성되고 있다.서순탁 총장은 “동물권행동 카라와의 소통을 통해 많은 이들이 동물과의 공존을 위한 공감대를 형성하여, 일상에 작은 변화가 있길 바란다.”고 전했다."
144,서울시립대학교,"4. 19.(월) 서순탁 총장, 서울시립대학교 동문 이봉주 선수 찾아 응원- 학교 구성원의 쾌유를 기원하는 응원 동영상 제작 전달서순탁 서울시립대 총장은 4월 19일(월) 오후 12시 국민마라토너이자 동문인 이봉주 선수를 찾아 응원한다.이봉주 선수는 서울시립대학교 무역학과 90학번으로 졸업 후에도 학교에 방문하여 강연을 하고, 축제 때 학교 구성원과 마라톤 행사에 참여하는 등 그간 학교에 대한 사랑을 보여 왔다. 학교 내에서 이봉주 선수의 쾌유를 기원하는 영상을 제작하자는 의견이 모여져 총장, 부총장, 총동창회장, 동문, 학생 단체 등이 참여하였고,학교 SNS 홍보기자단 시:선이 촬영하고 편집하였다. 서순탁 총장은 “많은 역경도 이겨내셨던 동문님이셨기에 어떠한 병마도 거뜬히 이겨내실 거라 믿으며, 우리 시대인은 한 마음으로 응원하겠다.”고 전했다."
145,서울시립대학교,"2018년 도시보건역학 전문가 양성을 목표로 개원- 국립공공의료대학 설립·운영 등 관련 정책연구 수주로 연구역량 증명- 코로나 사태 이후 공공보건 관련 인력 양성 및 문제 해결에 기대 커서울시립대학교(총장 서순탁)가 최근 전라남도가 발주한 ‘전라남도 국립 의과대학 및 부속병원 설립·운영(공공의료 확충)방안’ 연구용역을 수주하고 관련 연구를 4월 1일부터 착수한다고 밝혔다. 지난 2018년 개원한 서울시립대학교 도시보건대학원은 도시 및 지역사회의 공공보건 문제에 효과적으로 대처하기 위해 공공보건 분야에 종사하는 인력의 역량을 강화하고 공공보건의료 전문인을 육성하는 우리나라 최초의 대학원이다.○ 공공보건의료 정책에 대한 사회적 필요성의 증대와 코로나 시대 공공의료 인력 양성에 대한 논의가 21대 국회에서 활발하게 진행되고 있으며 관련 법안들도 여럿 상정되어 있다.(20년 6월 기준 4개 안 상정)○ 이와 관련 동 대학원은 2018년 개원 시기부터 공공의료 관련 복지정책 수립 연구에 강한 면모를 보여 주며 올해도 관련 연구 수주 증가와 성과를 창출하고 있다.○ 대학원은 2021년부터 서울시 공공보건의료재단과 함께 도시건강정책최고위과정을 운영할 계획을 갖고 있다.○ 이러한 연구 역량과 성과를 바탕으로 도시보건대학원은 ‘시대정신과 시민정신을 갖춘 경쟁력 있는 인재 양성’이라는 대학 비전을 바탕으로 공공보건의료의 지도적 역할을 담당할 공공보건의료 전문가를 양성하여 명실 공히 대한민국 공공보건의료의 미래를 선도할 수 있도록 노력할 것이다.한편 서울시립대학교 도시보건대학원에서는 21년 9월 개학을 목표로 계약학과 형식의 ‘역학조사분석학과’ 개설을 전국 최초로 준비 중이다.○ 역학조사분석학과는 코로나19 대응 역량을 향상시키기 위해 서울시청 및 각 구 보건소 역학 조사관을 대상으로 보건학 석사 과정을 운영할 예정이다.○ 본 석사과정을 통해 역학 및 역학조사 이론과 현장조사 과정에서 나타나는 법적, 행정적, 의학적, 보건학적 문제에 대해 사례 토의하고 자료를 분석하여 이를 통해서 역학조사 전문성 향상과 코로나19 등 감염병 확산 차단에 신속 정확하게 기여할 인력을 양성할 전망이다."
146,서울시립대학교,"3.31.(수), 강남구청 스마트도시 사업 전반에 대한 상호 협력을 통해 스마트도시를 구현하고, 기술지원과 협력을 통해 상호발전 및 상생을 위한 기반 구축서울시립대학교(총장 서순탁)는 강남구(구청장 정순균)와 도시문제 해결 및 스마트도시 구현을 위해 3.31.(수) 업무협약을 체결했다.주요 협약 내용은 ▴강남구 스마트도시 사업 전반에 대한 서울시립대 교수진의 자문 역할 ▴ 서울시립대학교에 스마트도시 사업 추진사항 및 테스트베드를 제공 ▴빅데이터‧AI(인공지능) 등 스마트 관련 분야 상호협력 ▴도시문제 해결을 위한 스마트 도시계획‧재생, 생활안전, 에너지‧환경 분야 등의 서비스 발굴 등이다.이번 협약을 통해 스마트도시 조성사업을 선도적으로 추진하고 있는 강남구와 도시과학분야 특성화 대학으로 우수한 인적자원과 도시과학빅데이터 ·AI연구소 등의 첨단 인프라를 보유한 서울시립대학교의 상생협력 체계 구축은 양 기관이 4차산업 혁명시대에 각종 도시문제를 해결하고 미래형 도시 구현에 선도적인 역할을 할 것으로 기대된다."
147,서울시립대학교,"올 4월부터 7년간 25억원 지원, 캄보디아 프놈펜완립대학교와 협력- 캄보디아 도시계획 분야 한국의 경험과 교육 내용 공유- 양국간 협력 강화 및 주변 ASEAN국가로의 교육모델 확산 적용 기대서울시립대학교(총장 서순탁)가 4월 1일부터 개발도상국인 캄보디아의 고등교육 발전을 지원하는 ‘국제협력 선도대학 사업’에 착수한다고 밝혔다. 교육부 ‘2021년 국제협력선도대학 육성 지원사업’에는 서울시립대학교 등 4개 대학이 선정되었으며, 서울시립대는 올해부터 2027년까지 7년에 걸쳐 총 25억원을 지원받는다. 사업 선정 및 착수에 따라 서울시립대학교는 캄보디아 프놈펜왕립대학교(Royal University of Phnom Pehn, RUPP)의 고등교육의 발전 및 도시문제를 해결하고자 ‘프놈펜왕립대학교 도시계획 전공 교육시스템을 구축’하여 지속 가능한 도시 계획·개발 학사과정을 설립·운영하게 된다. 현지 대학 교육프로그램 개발, 교육 인프라 구축 및 관련 기기와 장비 지원, 도시개발교육센터 설립·운영으로 지속 가능한 도시 개발을 유도할 전망이다. 캄보디아는 최근 급격한 경제성장을 통해 ‘중저소득국’ 진입을 앞두고 있으며, 이와 함께 급격한 도시 성장을 경험하고 있다. 특히, 프놈펜은 지난 10년간 급격히 성장하여 인구가 2백만 명을 웃돌고 있다. 도시가 급속 성장함에 따라 하수처리, 대중교통, 폐기물 관리 등 도시문제가 발생하고 있으나 이에 효율적으로 대응하기 위한 전문인력 및 인프라가 부족하여, 해당 분야를 발전시키기 위한 정책을 추진중이다. 서울시립대학교는 국제협력선도대학 육성지원사업으로 캄보디아에 전문가 양성을 통한 도시계획 분야의 선진화 및 도시문제 해결에 기여하고, 정부의 ‘신남방정책’과 연계한 캄보디아 현지 시장 개척도 기대하고 있다. 지난 2012년부터 추진되고 있는 국제협력 선도대학 육성 지원사업은 국내 대학의 자원과 역량을 활용해 개발도상국 대학에 필요한 학과 구축과 지역사회개발 프로그램을 지원하는 교육부의 대표적인 공적개발원조(ODA, Official Development Assistance)사업이다.○ 사업 책임자인 국제도시과학대학원장 박현 교수는 “2018년 서울시립대학교 국제도시과학대학원 도시행정 및 계획 석사학위 프로그램에 RUPP 교원이 입학하면서부터 양 대학 간의 교류 및 협력의 기회를 적극적으로 모색해왔다.”며 “이번 사업을 계기로, 대한민국, 서울시립대학교의 우수한 도시계획 분야 인력 양성 프로그램 및 경험이 교육ODA 모범사례를 구축하고, 캄보디아 내 타 지역 및 주변ASEAN 국가로의 교육모델 확산에 기여하게 될 것”이라고 전했다."
148,서울시립대학교,"4월 6일, ZOOM 비디오 웹 세미나를 통한 강연서울시립대학교 도시인문학연구소(소장 송석휘)는 4월 6일, 장강명 작가(네이버웹툰 매니지먼트)를 초청하여 특별 강연을 진행한다.장강명 작가는 <표백>(2011), <댓글부대>(2015), <한국이 싫어서>(2015), <산 자들>(2019)등의 소설과 <당선,합격,계급>(2018) 등의 논픽션을 통해서 한국 사회와 디지털 시대에 대한 통찰력을 발휘하여 왔다.이번 강연은 ‘디지털 매체 혁명과 스낵 정보의 시대’라는 주제로, 최근 20년간 디지털 미디어의 변화와 그것이 우리의 생활에 미친 영향력에 대한 성찰을 이야기할 예정이다. 4월 6일 화요일 오후 7시에 시작되며, ZOOM을 이용한 웨비나로 진행된다. 참가 가능한 ZOOM 주소는 996 7010 3909(암호 없음)이다. 자세한 사항은 도시인문학연구소 홈페이지를 통해 확인할 수 있다. (홈페이지 주소:https://ihuos.uos.ac.kr/ihuos/main.do) 한편 서울시립대학교 도시인문학연구소는 한국연구재단 선정 인문사회연구소지원사업 ‘디지털폴리스의 인문적 비전: 새로운 도시공동체의 모색’을 수행하고 있다."
149,서울시립대학교,"2020년 교육부의 교육국제화역량인증제 및 외국인 유학생 유치·관리 실태 조사 결과에 따라 우수인증기관으로 선정- 학위과정 유학생은 비자 발급 절차 간소화, 시간제취업 확대 등 혜택 부여서울시립대학교가 교육국제화역량인증제 우수인증기관으로 선정되었다.○ 교육부가 진행하고 있는 교육국제화역량인증제(IEQAS, International Education Quality Assurance System)에서 우수인증대학으로 선정(2020년 4년제 대학 110개교 중 23개교가 우수인증대학)되었다.○ 국제화 사업, 외국인 유학생의 등록금 부담률·상담률·중도 탈락률·불법체류율, 유학생 만족도 및 관리에 있어 국제화 역량이 탁월하다고 인정받은 것이다.서울시립대학교는 이번 선정으로, 향후 우수 외국인 유학생 유치 확대와 국제화지표 향상이 가능할 전망이다.○ 유학박람회 참여 우대 등으로 우수 인재를 유치할 기회가 확대되고, 교육부 및 법무부 등에 공개되어 유학생들에게 학교 이미지 제고 효과를 기대할 수 있다.또한 서울시립대학교 소속 학위과정 유학생들에게는 사증 발급 절차 간소화, 시간제 취업 시간 확대 등의 혜택이 부여된다."
150,서울시립대학교,"21년 3월부터 3년간 총 23억원 지원 받아 천체/우주론 중점 연구- 2018년 1단계 연구 성과를 인정받아 2단계 연속 선정 쾌거- 한국 GEM검출기 R&D 중심지로서 연구성과, 고급 인력양성 및 산업계 파급효과 극대화 기대서울시립대학교(총장 서순탁)가 교육부에서 주관하는 이공계분야 대학중점연구소 지원 2단계 사업에 ‘자연과학 연구소’가 최종 선정되어 금년 1학기부터 연구가 시작됨을 밝혔다.이공분야 대학중점연구소지원 사업의 목적은 대학 내 연구거점을 구축하여 특성화와 전문화를 유도하고 우수한 신진 연구 인력을 육성할 수 있도록 지원하는 것이며, 서울시립대 ‘자연과학연구소’는 2018년부터 시작된 1단계 성과의 우수성을 인정받아 21년부터 3년간 총 23억을 지원받는 2단계 사업에도 연속 선정되었다.○ 이번 대학중점연구소 과제에는 박인규 연구소장, 김정래 교수 등 과제 책임자 2명과 핵심연구 교수 및 연구원 5명, 학생 연구원 36명이 참여하여 향후 3년간 ‘입자 및 데이터 기반 천체/우주론 연구’를 기초연구와 응용연구분야로 나누어 수행하게 된다.○ 자연과학연구소는 지난 1단계 연구사업에서 SCI급 국제 논문 30편(22편 사사표시), 국제특허 1건, 국내외 학술대회 발표 34회 및 다수의 학술대회 발표, 개최 등을 통하여 연구 성과를 창출하였고 또한 진임임용 2명, 전임 연구원 육성 5명 등 인력양성에서도 성과를 거두었다. 또한 20년부터 병역특례 연구소로 지정되어 우수 연구자 유치에도 힘쓰고 있다.○ 산업체와의 협력을 통해 인텔 CPU와 인텔 컴파일러 벤치마크를 수행하는 유일한 기관으로 인정받고 있으며 서울시립대학교 도시과학빅데이터AI연구소와 함께 슈퍼컴퓨터를 활용한 빅데이터 활용 연구를 수행하여 서울시 문제 해결을 위한 대안 제시와 대학의 상생 발전에도 기여하고 있다.박인규 연구소장은 “우주론, 입자 및 천체물리 연구 분야에서 기존의 분석법이나 이론 연구로는 성취할 수 없었던 한계를 계산물리학을 통해 극복하여 새로운 성과를 만들어 내는 것을 목표로 한다. 또한 계산과학의 응용분야로, 도시 빅데이터에 기반한 복잡계 물리와 계산 응집물질물리학, 그리고 생체 복잡계 연구에 기계학습을 도입하여 응용연구 분야에 새로운 돌파구를 마련하고자 한다.”며 “본 과제를 통하여 일반논문 3편, SCI급 논문 18편과 특허 출원 및 등록 각 2회의 연구 실적을 얻을 것으로 예상되며, 연구활동으로 학술대회 개최 3건, 박사학위 3인, 석사학위 6인의 인력 배출을 예상하며 연구의 응용을 통하여 교통 데이터 분석, RNA 기반 시스템 의학분야 및 시스템 메디슨 원천 기술 확보 등 다양한 성과를 기대한다.”고 전했다."
