,제목,내용
443,전남대 의학박물관 건물 대한민국역사박물관 자료집에 등재,"전남대 의학박물관 건물 대한민국역사박물관 자료집에 등재      전남대학교 의학박물관이 대한민국역사박물관의 현대사 아카이브 자료집에 등재됐다.    이 자료집은 근현대 역사문화 경관의 과거 흔적과 현재 양상을 사료로 남기고, 관련 자료들을 일반인에게 소개하는 책자로, 전남대 의학박물관은 「현대사 현장기록Ⅳ:전북·전남·광주·제주 편」에 1951년 의과대학 옛 본관 완공 당시의 흑백사진과 현재의 의학박물관 사진이 곁들여져 소개됐다.    의학박물관 건물은 1948년 6월 17일 착공해 6·25 한국전쟁 중인 1951년 9월에 준공됐다. 같은 시대에 건립된 대학 건축물과 비교했을 때 한국전쟁 중에도 꾸준히 건축공정이 진행된 점과 모더니즘의 세련된 디자인, 조적조와 철근 콘트리트 슬라브 연결의 적합성 등에서 역사적, 건축사적 가치를 인정받고 있다. 지난 2018년 8월 근대문화유산 등록문화재 제728호로 지정돼 보존되고 있다.    현재는 3,600여 점의 유물을 소장한 채, 호남 의학사 발굴과 연구에 힘쓰는 전남대 의학박물관(관장 송호천 의학과 교수)으로 활용되고 있다.      ※문의: 062)220-4381 (전남대학교 의학박물관)  "
444,제21대 총장 후보 1순위 정성택(의학과) 교수 선출,"전남대학교 21대 총장 후보 1순위 정성택 의대 교수 선출         전남대학교 총장 후보 1순위에 정성택교수가 선출됐다.    9월 23일 치러진 전남대학교 제21대 총장임용후보자 선거에서 정성택 교수(의학과)는 유효투표수 1,366표 가운데 704표를 얻어 1순위를 차지했다. 2순위는 662표를 얻은 김영만 교수이다.    정성택 후보는 이날 오전에 진행된 1차 투표에서 5명의 후보 가운데 1순위를 차지했으나, 과반 득표에 못미쳐 결선투표를 거쳤다.    이번 선거는 광주 북구선거관리위원회의 위탁 관리 아래에 의해 온라인 투표로 진행됐다.    전남대학교총장임용추천위원회(위원장 김도형)는 향후 이의신청 및 심의 의결을 거쳐 후보자 순위를 최종 확정하게 되고, 이후에는 전남대 연구윤리진실성위원회의 논문 및 연구윤리에 대한 검증, 교육부의 고위공직자에 대한 인사검증 및 임명제청 절차 등을 거쳐 제21대 전남대학교 총장으로 정식 임명된다."
445,전남대·조폐공사 협업 통해 입체형 한반도 공룡 기념메달 출시,"전남대·조폐공사 협업 통해 입체형 한반도 공룡 기념메달 출시    ‘코리아노사우루스 보성엔시스’ 모델 메달+입체형 공룡알…첨단주화제조기법 선착순 예약 판매…銀 소재 118만8천원 해남 우항리 등 후속 시리즈도 계획    전남대학교가 발굴한 공룡이 첨단 주화 제조기술에 의해 입체형 기념메달로 재탄생했다.    전남대 공룡연구센터(소장 허민 지구환경과학부 교수)와 한국조폐공사는 21일 한국 국명이 공식적으로 붙은 공룡인 ‘코리아노사우루스 보성엔시스’를 모델로 한 기념메달을 공개하고, 국내외 판매를 시작했다.    이 기념메달은 한반도에서 최초로 발견된 백악기 공룡을 주제로 한 ‘한반도 공룡 시리즈’의 첫 번째 작품으로, 한반도 공룡에 대한 새로운 인식과 홍보를 위해 전남대 한국공룡연구센터와 조폐공사의 협업에 의해 탄생됐다.    이 메달은 첨단주화제조기법을 이용해 황금빛 공룡알을 입체형으로 만들고, 이를 기존의 메달형태와 결합시킨 최초의 신기술 제품으로, 알을 꺼내 볼 수 있도록 해 공룡알과 뼈 화석을 발굴하는 듯한 경험을 갖도록 했다. 또 공룡알 안쪽에는 발굴된 공룡뼈 화석을 사실성 높게 디자인했다.     메달 앞면은 ‘코리아노사우루스 보성엔시스’의 복원된 모습을 섬세하고 앤티크하게 표현했고, 뒷면에는 공룡 실루엣 이미지와 학명을 새겼다.    은으로 제작된 기념메달은 모두 999개로, 판매가격은 1개당 118만 8,000원. (외부메달 중량 370g 직경 70mm, 내부 공룡알 중량 38g 크기 30×40mm). 백동으로 만든 메달은 1차로 2,000개를 판매한다. 가격은 1개당 4만 9,500원. (중량 26g, 직경 40mm).    메달 포장은 한반도에서 발견된 공룡 발자국과 공룡 알을 모티브로 디자인됐다. 백동 메달의 경우 다양한 공룡 관련 정보를 제공하는 교육용 책자 형태로 만들어졌다. 또 카드형 보증서는 위변조 방지기술이 적용됐다.    이 메달은 해외 조폐기관간 회의체인 세계주화책임자회의(MDC)가 발간하는 소식지 9월호에도 소개될 만큼 국내외에서 주목을 끌고 있다.    9월 21일부터 오는 10월 8일까지 선착순으로 한국조폐공사 온라인쇼핑몰 등에서 예약 판매된다.  전남대 공룡센터와 조폐공사는 한반도에서 발견된 국내 토종 공룡을 엄선, 2차 ‘해남이쿠누스 우항리엔시스’, 3차 ‘코리아케라톱스 화성엔시스’ 기념메달을 시리즈로 선보일 계획이다.    전남대 공룡연구센터는 한반도 공룡 연구의 메카로, 허민 교수가 전남 보성군 공룡알 화석지에서 완벽한 공룡뼈 화석을 발견해 2011년 유명 독일 지질학 학술지에 논문을 발표하면서 한국 국명이 붙은 ‘코리아노사우루스 보성엔시스’가 국제 무대에 소개됐다.        ※ 사진설명 (1), (2) ‘코리아노사우루스 보성엔시스 기념메달’ 이미지                    (3) MDC Communique(9월호), Authentication News(9월호) 기사 게재 내용"
446,"전남대 생체의료시험연구센터, 식약처 지정 1년만에 자리잡아","전남대 생체의료시험연구센터 식약처 지정 1년만에 자리잡아      전남대학교 생체의료시험연구센터가 ‘의료기기 시험검사 기관’ 지정 1년 만에 국내 굴지의 의료기기 기업들의 제품 인증을 의뢰받는 대표적인 인증센터로 자리 잡아가고 있다.    전남대학교 생체의료시험연구센터(센터장 박상원 보철과 교수)는 지난 1년간 의료기기 제품과 치과 임플란트 인증 등 수많은 시험을 신속하고 정확하게 진행했다는 평가를 받으면서, 치과 임플란트의 대표 주자인 오스템으로부터 최근 신제품에 대한 성능을 연구·분석해 달라는 시험의뢰를 받았다.    또 대구에 본사를 둔 메가젠 임플란트 기업 대표와 기술·연구진들이 연구센터를 방문해, 센터의 시설과 장비 및 기술력·숙련도·정확도를 직접 체험한 뒤 임플란트 인증 성능검사를 의뢰하기도 했다.    전남대 시험연구센터는 오는 2021년 비임상 시험실(GLP) 시설을 구축해 식약처 인증승인을 받으면, ‘in-vitro’상의 비 임상시험도 진행할 계획이다. GLP를 승인받으면 좀 더 폭 넓은 의료기기의 제품 인증시험을 수행할 수 있게 된다. 시험연구센터는 전남대와 전남대병원, 광주시가 30억원(시비 20억, 민자 10억)을 투입해 시설과 장비, 인력 등을 구축한 대학 소속의 독자 기관이어서 기업들의 시험 의뢰비만으로 재정을 유지하는 실정이어서 전문 인력 확충과 재정 확보가 절실한 실정이다.    대구 첨단의료기기개발지원센터를 비롯해 전국 3곳의 의료기기 시험 관련 연구센터들은 모두 정부의 지원을 받거나 정부 출연기관인 것으로 알려졌다.    박상원 센터장은 “센터가 폭 넓은 인증시험 항목을 추가하려면 그에 따른 인프라가 구축되고 전문 인력이 충원돼야 한다.”며 “지역의 의료산업 발전을 위해서라도 재정적 뒷받침이 필요한 실정”이라고 말했다.    ※문의: 062)530-5632 (전남대학교 생체의료시험연구센터)"
447,미래형 교육환경 조성...디지털 캠퍼스로 전면 전환,"미래형 교육환경 조성 전남대, 디지털 캠퍼스로 전면 전환        전남대학교가 디지털 캠퍼스로 전면 전환된다.    전남대는 미래형 교육과 포스트 코로나 시대의 교육환경 변화에 선제적으로 대응하기 위해 ICT(정보통신기술) 고도화 사업을 통해 단계적으로 디지털 인프라를 구축한다.    전남대 정보전산원(원장 이칠우)은 화상강의, 동영상교육 등 교육방식의 변화에 선제적으로 대응하고, 앞으로 더욱 늘어나게 될 디지털정보의 대량 생산과 송수신을 원활하게 하기 위해 초고속 미래형 네트워크로 전환하고 하이브리드형 클라우드 시스템도 구축한다.    ‘초고속 미래형 네트워크’는 SDN(Software Defined Network)에 기반한 초고속 유선망과 와이파이 무선망(WiFi-6), 그리고 5G망을 융합해 사용함으로써, 학내 건물 간의 데이터 전송속도가 현재의 1Gbps에서 10Gbps 속도로 거의 10배나 빨라지고, 거의 모든 학생들이 동시접속을 통해 화상 및 동영상 강의에 참여하더라도 진행에 전혀 지장을 받지 않게 된다.    정보전산원은 여기에 5G망을 기반으로 증강현실(AR)/가상현실(VR), 보이스 봇, 자율주행, 사물인터넷(IoT), 인공지능(AI) 등 미래기술에 대한 시범서비스를 도입하고, 코로나 확산방지와 출입관리를 위해 모든 건물에 지능형 발열검사와 화상/QR코드를 이용한 출입등록자동화시스템을 설치하기로 했다.    이와 함께 대학의 모든 홈페이지를 공공클라우드 기반으로 전환하고, 대학에는 공공 클라우드와 연계한 ‘하이브리드형 클라우드 데이터 센터’를 구축해, 강의실이나 도서관, 연구실을 벗어나더라도 캠퍼스 어디서나 네트워크에 접속할 수 있다. 심지어 재택근무시나 해외 출장 중에도 필요로 하는 디지털 정보에 접근해 데이터를 활용할 수 있게 된다.    한편, 전남대는 교육부의 2020년 정보보호 수준 진단 현장 점검에서 대학 최고의 평가를 받은 바 있다.    이칠우 정보전산원장은 “4차 산업 혁명시대의 교육은 개방적, 수평적, 자기 주도적으로 변해야 하며 이를 위해서는 초연결, 초고속, 초저지연의 정보통신 환경이 뒷받침돼야 한다.”며, “이번 사업을 통해 전남대학교가 미래형 디지털 캠퍼스로 전환하는 디지털 트랜스포메이션의 초석이 될 것”이라고 말했다.    *문의: (062)530-3696 (전남대학교 정보전산원)  "
448,전경숙 명예교수(지리교육과) 발전기금 1천만원 기부,"전남대 전경숙 명예교수 대학 발전기금 1천만원 기부      전남대학교 전경숙 명예교수가 대학발전기금으로 1천만원을 기부했다.    전경숙 명예교수(지리교육과)는 “전남대에 재직하면서 많은 사랑을 받아 감사하고 행복했다.”며, “이에 조금이나마 보답하는 차원에서 제자들을 위한 장학금을 기부하게 됐다.”고 말했다.    정병석 총장은 “교육과 연구에 평생을 헌신해 주신 것만으로도 고마운데, 제자들을 위해 큰 사랑과 정성을 베풀어주시니 감사한 마음이 더욱 크다.”며 “교수님의 뜻을 받들어 장학금이 후학 양성에 의미있게 사용되도록 노력하겠다.”고 화답했다.    전경숙 명예교수는 1983년 전남대에 임용된 이후 무려 37년동안 후학 양성에 전력해 왔다. 지난 8월 정년퇴직한 이후 명예교수로 추대됐다.      ※문의: 062)530-1137 (전남대학교 대외협력과)"
449,"정병석 총장, 대중매체 통해 대학 진면목 알리기 ＇동분서주＇","정병석 총장, 신문·잡지·TV·R 잇단 출연 전남대 진면목 알리기 ‘동분서주’    총장·전국공립대총장협의회 회장 자격 대학혁신, 지역상생, 성과와 미래상 등 ‘민주길’ 특집방송 출연도…추석연휴 방영        정병석 총장이 전남대학교의 진면목을 알리며 위상 제고를 위해 숨가쁜 일정을 소화해 내고 있다.    대학교육전문지인 한국대학신문 9월 14일자에 정병석 총장 와이드 인터뷰가 보도됐다. 정 총장은 기사에서 그동안의 대학운영 성과와 대학교육의 혁신 방향, 교목(校木)인 느티나무에 대한 의미와 애정 등 폭넓은 주제로 이야기했다. 지난 1일 최용섭 발행인과 약 2시간에 걸친 대담에서 정 총장은 돌발 질문에 대해서도 허심탄회하게 답변하는 등 시종 밝고 유쾌한 분위기 속에서 진행됐다.    정 총장은 광주CMB가 기획한 ‘전남대학교 민주길을 찾아’ 녹화촬영에 출연했다. 지난 9월 4일 리포터와 대화하며 곳곳을 탐방하는 형식으로 진행한 촬영에서 정 총장은 전남대 정문, 박관현 언덕, 5.18 광장 등에 대해 설명하며 인류 보편의 가치를 지켜온 전남대의 자랑스러운 역사와 전통을 널리 알렸다.    김경학, 김양현, 최영태, 최정기 교수도 함께 출현해 각 기념공간과 열사들의 삶, 사건의 배경과 당시 상황 등에 대해 생생하게 증언했다. 이 프로그램은 올해 추석 연휴에 방송될 예정이어서, 지역민들은 물론 귀향객들에게도 ‘민주길’이 널리 알려질 것으로 기대된다.    정 총장은 9월 7일부터 11월까지 방송되는 광주CBS ‘인재를 키웁시다.’ 캠페인에 나서, 전남대의 인재상과 비전 등을 짧지만 신선한 메시지로 표현했다. 지난 7월 20일에는 지역유선방송인 CMB와의 단박 인터뷰를 통해, K-뉴딜의 시작이라고 할 수 있는 ‘지자체-대학 협력 기반 지역혁신 플랫폼 사업’에 대해 설명하며, 전남대의 인재사랑의 정신과 지역혁신을 이끌어가는 역량을 여지없이 드러냈다.          학생들의 등록금 반환 요구가 전국적으로 거세지던 지난 7월 초에는 ‘시사프로그램 CBS 매거진’과의 생방송 전화인터뷰를 통해, 지원금 지급 약속과 배경 등에 대해 속내를 털어놓는가 하면, 6월에는 광주평화방송 시사프로그램에서 ‘코로나19’ 대응상황에서부터 ‘민주길’, ‘5.18 과제’, ‘명예졸업증서’, ‘지역상생’, ‘취업’ ‘여수캠퍼스 활성화’ 등 지역상생대학으로서의 노력들을 소개했다.    이뿐만 아니다. 한국대학교육협의회가 발행하는 ‘대학교육’誌 7월호에 기고한 ‘코로나 시대의 대학교육’이란 주제의 칼럼을 통해, 대학교육의 혁신 방향과 방법, 그리고 고등교육에 대한 국가의 획기적인 재정투자의 필요성을 역설했다. 또 거점국립대가 공동 발행하는 KNU-10 매거진‘ 9호(4월호)에 한/영문 총장 칼럼을 통해, KNU-10을 프랑스 파리대학처럼 연합대학체로 강화시켜 나가야 한다는 주장과 예시를 내놓으며 고등교육의 미래상을 제시하는 전남대학교의 수준을 드러냈다.    ※문의: 062)530-1131 (전남대학교 대외협력과)"
450,전남대 여수캠퍼스 발전계획 수립 ‘잰걸음’,"전남대 여수캠퍼스 발전계획 수립 ‘잰걸음’   16일부터 단과대학별 릴레이 토론회 ‘여수캠퍼스 발전전략기획위’ 발족도        전남대학교가 여수캠퍼스의 특성화와 경쟁력 강화를 위한 발전계획 수립에 속도를 내고 있다.    전남대는 급변하는 시대환경에 선제 대응하고 지역사회의 미래 청사진을 제시할 수 있는 중장기적 특성화 정책이 필요하다는 판단에 따라 올초 ‘여수캠퍼스 발전전략 기획위원회’를 발족하고, 현장의 목소리를 담을 구체적인 활동에 들어갔다.    이에따라 전남대 여수캠퍼스는 16일부터 각 단과대학별 발전계획 릴레이 토론회를 두 차례에 걸쳐 진행한 뒤, 이를 ‘전남대 여수캠퍼스 발전계획’에 반영할 예정이다.    또 3개의 첨단학과 신설을 비롯해, 지역사회의 해양관광분야 인력양성을 위한 문화관광경영학과, 여수교육국제화 특구 지정에 따른 글로벌학부, 중국인 유학생 유치를 위한 글로벌경영학과 등 지역사회와 밀접한 학과의 개설에 따른 변화와 미래상도 함께 담을 예정이다.    앞서, 지역 산업체 맞춤형 인력양성과 평생교육 지원을 위해 ‘조기취업형계약학과’와 ‘선취업후진학형계약학과’, 그리고 내년부터 고졸취업자를 위한 ‘후학습자전담과정’ 등을 운영함에 따라 지역민과 함께 성장하는 여수캠퍼스의 미래 발전상을 종합적으로 그려나가자는 공감대도 형성돼 왔다.    이우범 부총장은 “그동안 대학은 지역과 밀접한 학과를 잇따라 개설하면서 지역발전과 함께 해오고 있다.”며 “발전계획 수립을 통해 전남대 여수캠퍼스와 지역이 함께 성장할 수 있는 토대를 마련할 계획”이라고 말했다.    ※문의 : 061-659-6231~4 (전남대학교 교학기획과)  "
451,(사진뉴스) 전남대 총장 선거 첫 합동연설회,"(사진뉴스) 전남대 총장 선거 첫 합동연설회      ◆ 전남대학교 제21대 총장 선출을 위한 첫 합동연설회가 11일 오후 2시 학내 용봉홀에서 5명의 입후보자와 일부 지지자들이 참석한 가운데 차분한 분위기 속에서 열렸다.    이날 연설회는 ‘코로나19’ 상황에 따라 실내 참석자를 50명 이내로 제한하는 대신 전남대학교 공식 유튜브 계정을 통해 생중계됐고, 후보들은 이에 맞춰 프레젠테이션을 준비하는 등 포스트코로나시대의 새로운 선거문화를 선보였다.    사진 맨 오른쪽은 김도형 총장임용추천위원회 위원장. "
452,"한국투자증권 모의투자대회 1등 이서준 학생, 이달의 전남대인","한국투자증권 모의투자대회 1등 이서준 학생, 이달의 전남대인    전국 254개 대학 3,700여명과 겨뤄 수익률 88.2%…전남대 명예 드높여       전남대학교는 8월 ‘이달의 전남대인’으로 이서준 학생을 선정하고, 표창했다.    전남대 정병석 총장은 한국투자증권이 주최한 ‘2020년 제1회 뱅키스 대학생 모의투자대회’에서 투자수익률 88.2%를 달성해 당당하게 1위를 차지한 이서준 학생을 이달의 전남대인으로 선정하고, 표창했다.    이서준 학생은 전국 254개 대학에서 3,700여 명의 대학생 및 대학원생들이 참가해 지난 4월 6일부터 5월 29일까지 진행된 모의투자대회에서 1위를 차지하는 등 학교의 명예를 드높였다는 평가를 받아 이같은 표창을 받았다.    이서준 학생(농업경제학과 3학년)은 부전공인 경영학부에서 재무관리, 투자론 등 교과목 수강을 통해 기초 이론을 쌓았고, 특히 2년 간 교내 증권투자동아리 ‘블래쉬(BLASH)’에서 활동하며 금융시장 동향 및 투자전략 등을 공부해 온 것으로 알려졌는데, “졸업 후 증권사에 입사해 더 공부한 뒤, 나중에는 자산운용사를 운영하고 싶다”는 당찬 포부를 밝혔다.    정병석 총장은 “전국의 수많은 대학생들과 겨뤄 우승한 것을 축하하고, 전남대의 명예를 드높인 것에 대해서도 치하한다.”며 “향후 해당 분야에서 신뢰를 쌓고 실력을 닦아 최고의 자산운용가로 성장해 달라.”고 격려했다.     ※ 문의: 062)530-1135 (전남대학교 대외협력과)"
453,여수캠퍼스 첨단학과 키우기 구슬땀,"전남대 여수캠퍼스 첨단학과 키우기 구슬땀    9일 총장 주재 중간보고회서 3대 육성전략 가닥 맞춤형, 현장밀착형, 자원공유 교육…대표학과로        전남대학교가 여수캠퍼스에 신설된 첨단학과를 전남대 대표학과로 키우기 위해 구슬땀을 흘리고 있다.    전남대 여수캠퍼스는 9일 정병석 총장 주재로 첨단학과 개설 상황을 점검하는 중간보고회를 갖고, 첨단학과 육성 3대 핵심 전략으로 ▲학생 1:1 맞춤형 교육 ▲산학협력 현장밀착형 교육 ▲자원공유 교육과정 운영으로 가닥을 잡았다.    또 이를 위해 학과별 교육과정, 교원충원, 공간확보 방안 등에 대해서도 집중 논의하는 등 실질적이고 직접적인 실천방안 마련에 들어갔다.    이는 여수캠퍼스에 신설된 첨단학과가 지역산업과 매우 밀접한 성격이어서, 학생들에게 필요하고, 산업현장이 원하며, 자원을 적절하게 활용하는 교육이 필요하고, 결국 이를 통해 대학과 여수지역사회가 함께 발전할 수 있다는 분석에 토대를 둔 것으로 풀이되고 있다.    정병석 총장은 “지역민의 성원과 협력으로 신설한 여수캠퍼스 첨단학과를 전남대를 대표하는 학과로 만들어 갈 것”이라고 강조했다.      한편 전남대는 첨단학과를 포함한 2021학년도 신입생 수시모집 지원서를 오는 23일부터 28일까지 접수한다.    ※문의: 061-659-6201~3 (전남대학교 교학기획과)"
454,"리가온건축사사무소 이현조 대표, 발전기금 1천만원 기탁","리가온건축사사무소 이현조 대표 전남대 발전기금 1천만원 기탁      ㈜리가온건축사사무소 이현조 대표가 지난 9월 7일 정병석 총장을 예방하고, 대학발전 기금으로 1천만원을 기탁했다.    이현조 대표는 이날 기부금 전달식에서 “모교 건축학부 졸업작품전이 온라인으로 진행된다는 소식을 들었다.”며 “감염증인 학업환경은 물론 졸업작품 전시 형태마저 바꿔놓는 등 여러 어려움을 겪고 있는 후배들에게 도움이 되고자 기부에 나서게 됐다”고 말했다.    정병석 총장은 “급변하는 코로나19 시대에 학생들이 더 좋은 교육환경에서 학업에 정진할 수 있도록 발전기금을 의미 있게 사용 하겠다.”고 말했다.    이현조 대표는 1999년 전남대 건축학부를 졸업한 뒤, 2013년 리가온건축사사무소를 창업해 건축설계 및 설계 관련 서비스를 제공하는 기업으로 성장시켜 왔다. 올들어 여수시민회관 리모델링, 전남대 화순캠퍼스 교육복합동 신축 설계 용역 등을 진행했다. 지난해에도 광주보훈병원 요양병원 증축, 목포시 용해지구 문화시설, 나주시 에너지 ICT 융복합 지식산업센터 등의 설계용역을 진행하는 등 건축설계 분야에서 두각을 나타내고 있다.    ※문의: 062)530-1137 (전남대학교 발전기금팀)"
455,전남대 21대 총장 입후보 5명 등록,"전남대 21대 총장 입후보 5명 등록김영만, 송진규, 이근배, 정성택, 허민 교수 11일 용봉홀서 합동연설회…유튜브 중계 용봉·여수·화순 캠퍼스 돌며 공개토론회도    전남대학교 제21대 총장 선거에 모두 5명이 입후보했다.    전남대 총장선거 위탁관리 기관인 광주광역시 북구선거관리위원회가 8일 오후 6시 접수를 마감한 결과, 김영만(공과대학 신소재공학부), 송진규(공과대학 건축학부), 이근배(의과대학 의학과), 정성택(의과대학 의학과), 허민(자연과학대학 지구환경과학부) 교수(가나다 순) 등 모두 5명이 입후보했다.    이들은 9월 11일 오후 2시 전남대 용봉홀에서 1차 합동연설회를 시작으로, 9월 14일에는 오전, 오후 두 차례에 걸쳐 용봉홀에서 공개토론회를 가진다. 또 9월16일에는 여수캠퍼스에서, 18일에는 화순캠퍼스에서 각각 공개토론회에 참여해 한 표를 호소할 예정이다.    이들 연설회와 토론회는 전남대학교 공식 유튜브 계정을 통해 생중계된다.    ※문의 : 062)530-5960 (전남대학교 총장임용추천위원회)"
456,전남대 학부생 절반 넘게 ‘코로나19 특별장학금’ 혜택,"‘코로나19 특별장학금’ 혜택    사업조정, 자투리 예산 모은 18억여 원 2학기 등록금 감면, 8일 계좌이체 지급 교직원 모금 1억5천…생계곤란 학생에 정 총장 “용기와 희망 갖는 계기 바라”      전남대학교가 지난 1학기 등록 학부생의 절반이 넘는 학생들에게 ‘코로나19’ 특별장학금 18억1천여만원을 지원한다.     전남대는 ‘코로나19’ 상황의 장기화로 인한 학생들의 학업 및 경제적 부담을 덜어주고, 안정적인 학업여건을 조성해 주기 위해 올 1학기에 등록했던 학부생 9천 931명에게 16억6천600여만원을 지원하기로 하고, 우선 7천 1백여명에게는 2학기 등록금을 감면해 주는 형태로 지급했다. 또 나머지 8월 졸업자나 2학기 미등록 휴학생 등 2천 6백여명에게는 8일 계좌입금을 통해 지급한다.     전남대는 또 ‘코로나19’ 상황에 따른 가장의 실직, 휴·폐업 등으로 생계가 곤란해진 학생들에게 ‘학생사랑 특별장학금’ 1억5천220여만원을 761명의 학생들에게 지원한다. 이는 전남대 교수, 직원들이 자발적인 모금을 통해 조성된 금액으로 기초수급대상자, 차상위계층 대상자는 물론 ‘코로나 19’로 인한 학부모들의 실직, 휴·폐업 등 긴급한 경제사정으로 생계에 곤란을 겪는 학생들에게 역시 8일 계좌로 지급한다.     특별장학금 혜택 대상은 지난 1학기 등록 학부생 2만 490명의 52%에 해당하는 1만 692명이다.     정병석 전남대 총장은 “많은 분들이 ‘코로나19’ 상황으로 어려움에 처한 것을 잘 알고 있기에, 학교는 사업비 조정과 자투리 예산을 모으는데 집중하고, 교직원들은 모금활동을 전개하는 등 모두의 노력과 정성으로 특별장학금을 마련했다.”며 “학생과 학부모님들이 용기와 희망을 갖는 계기가 되기를 바란다.”고 말했다.      ※문의 : 062)530-1103 (전남대학교 학생과)  ※ 사진은 지난 8월 20일 정병석 총장이 학생 대표들에게 특별장학증서를 전달하는 모습."
457,"KB국민은행 용봉동지점, 전남대 발전기금 1천만원 기탁","KB국민은행 용봉동지점 전남대 발전기금 1천만원 기탁       KB국민은행 용봉동지점이 전남대학교에 발전기금 1천만원을 기탁했다.    KB국민은행 이영칠 첨단지역본부장과 황성필 용봉동 지점장은 9월 3일 전남대학교 정병석 총장을 예방하고, “거점국립대학으로서 국가균형발전과 지역 활성화에 앞장서 온 전남대학교가 있어서 항상 든든하게 여겨왔다.”며 “지역사회의 우수 인재양성에 앞장서는 전남대가 더욱 성장하기를 바라는 마음에서 발전기금을 기부하게 됐다.”고 말했다.    정병석 총장은 “코로나19로 어려운 상황에서도 매년 우리 대학을 위해 발전기금을 기부해 주셔서 감사하다.”며 “교육·연구는 물론 지역 인재양성을 위해 최선을 다하겠다.”고 말했다.    KB국민은행 용봉동지점은 2006년부터 지금까지 2억 2천 5백만원의 발전기금을 전남대학교에 기부했다."
458,전남대학교 제21대 총장 선거 9월 23일,"전남대학교 총장 선거 9월 23일    8년만의 직선제…교수·강사·직원·조교·학생 참여 모바일, 개인용 컴퓨터 이용한 온-라인 투표 5명 후보 거론…북구선거관리위원회 위탁관리      전남대학교 제21대 총장 선거가 오는 9월 23일 직선제로 치러진다.    전남대학교 총장임용추천위원회(위원장 김도형)는 9월3일 ‘전남대학교 제21대 총장임용후보자선거’ 공지를 통해 오는 9월 23일을 투표일로 정했다고 밝혔다. 1차 투표는 오전 8시부터 낮 12시까지, 결선투표는 오후 3시부터 오후 7시까지로 하되, 1차 투표에 참여하지 않으면 결선투표에 참여할 수 없다.    투표는 모바일 또는 개인용 컴퓨터를 사용한 온-라인 투표로 진행되는데, 선거과정은 광주광역시 북구선거관리위원회에서 위탁 관리한다.    이에따라 후보등록은 오는 9월7~8일에 해당 서류를 광주시 북구선거관리위원회에 접수해야 한다. 지금까지는 5명의 교수가 후보로 거론되고 있다.    대학구성원별 선거인 참여비율은 교수 100%를 기준으로, 강사 2%, 직원 14%, 조교 3%, 학생 2% 이다.    김도형 위원장은 “대학 자치권의 시금석인 직선제 총장 선출을 8년 만에 다시 되찾아 무엇보다 기쁘다.”며 “대학의 참 민주주의를 실현할 과업으로 여겨, 어느 때보다도 투명하고 공정하며 깨끗한 선거가 되도록 모든 대학 구성원들의 참여와 협조를 바란다.”고 말했다.    ※문의: 062)530-5960 (전남대학교 총장임용후보자 추천위원회)"
459,전남대 총괄 '지역혁신 플랫폼사업' 부총리 주재 원격 간담회,"전남대 총괄 지역혁신 플랫폼사업 부총리 주재 원격 간담회   성공적 사업 위한 현장의견 수렴, 자유 토론 9월3일 오전…사업 주요과제 설명도 곁들여 서울정부청사-광주시청-전남도청 원격연결    전남대학교가 총괄하는 광주전남 지역혁신플랫폼사업에 대한 간담회가 4일 오전 유은혜 부총리 주재로 열린다.    유은혜 부총리 겸 교육부장관은 이날 간담회에서 지역혁신플랫폼사업을 성공적으로 이끌어달라는 당부하고, 사업수행에 관한 건의사항과 현장의 의견을 폭넓게 청취할 예정이다. 또 30여명의 참석들도 자유토론 형식으로 참여하게 된다.    이번 회의는 ‘코로나19’와 태풍 등 사회적 상황을 감안해 행정안전부 원격회의시스템으로 서울정부청사-광주시청-전남도청을 잇는 3개 기관 비대면 원격으로 진행된다.    원격회의에는 유은혜 부총리를 비롯한 교육부 관계자들과 정병석 전남대 총장 등 총괄사업관계자, 이용섭 광주시장과 김영록 전남도지사 등이 참석할 예정이다. 행정안전부 망을 이용하는 관계로 전남대 관계자들이 광주시청에서 합류한다.    ※문의: 062)530-4612 (전남대학교 기획조정과)"
460,"전남대 푸른용봉회, 모교에 마스크 4천장 기부","전남대 푸른용봉회, 모교에 마스크 4천장 기부      전남대학교 동문들이 모교에 마스크 4천장을 기부했다.    전남대 출신 30~40대 동문으로 구성된 ‘푸른용봉회’(회장 박인철)는 9월 1일 모교 정병석 총장을 예방하고, 마스크(KFAD) 4천장을 전달했다. 코로나19 감염 확산 방지를 위해 힘쓰고 있는 모교를 응원했다. 대학 구성원들과 학생들에게 사용해달라며 기부 의사를 밝혔다.    푸른용봉회 임미선 부회장은 “코로나19가 급격히 확산됨에 따라 마스크 구입에 어려움을 겪는 외국인 유학생들을 돕자는 회원들의 마음을 모았다.”며 “작은 정성이나마 동문들의 응원이 모교에 보탬이 되길 바란다.”고 말했다.    정병석 총장은 “코로나19로 어려움을 겪는 외국인 유학생과 교직원들에게 많은 도움과 희망이 될 것”이라며, “모교를 사랑하는 동문들의 따뜻한 마음이 전해질 수 있도록 기부해 주신 마스크를 잘 활용하겠다.”고 말했다. "
