,제목,내용
432,"[제약학과] 정영숙 동문, 발전기금 1억 원 출연","약학대학 제약학과 71학번 졸업생인 정영숙 동문이 4월 20일 오후 교내 본관 5층 총장실에서 발전기금 1억 원을 출연했다. 정영숙 동문은 “내일을 향한 꿈과 희망으로 면학 정진하는 후배들에게 도움을 주고 싶다”며 “모두가 어려운 시기지만, 흔들림 없이 자신의 길을 나아가길 바란다”고 당부했다. 정영숙 동문은 지난 2015년에도 1천만 원을 출연해 약대 실험동물센터 건립기금으로 전달한 바 있다. 부산대는 이날 출연된 발전기금을 약대 지원에 사용할 계획이다."
433,"악셀 팀머만 ICCP 단장, 하경자·이준이 교수 '세계 최고 기후 과학자' 선정…국내 12명 중 부산대 3명 포함돼 기후 과학 연구의 메카로","부산대가 영국 <로이터(Reuters)> 통신이 선정한 ‘세계 최고의 기후 과학자 1000명’ 중 3명을 배출해 세계적인 기후 과학 연구의 메카로 떠오르고 있다. ‘부산대 기초과학연구원(IBS) 기후물리 연구단’(ICCP)의 악셀 팀머만 단장(석학교수)과 대기환경과학과 하경자 교수, 기후과학연구소 이준이 교수 등 3명이 최근 <로이터> 통신이 공개한 ‘세계에서 가장 영향력 있는 기후 과학자 1000명’에 선정됐다. <로이터> 통신은 4월 20일(현지시각) 공개한 ‘세계 최고의 기후 과학자 1000명’ 명단에 한국에서 활동 중인 과학자 12명을 포함했는데, 이 중 3명(25%)이 부산대 교수로 확인됐다. 특히 부산대 악셀 팀머만 교수는 세계 191위(한국 내 1위)를 기록, 국내 기후과학 연구자 중에서는 영향력이 가장 높은 순위에 올랐다. ※ <로이터> 발표 세계 기후 과학자 1000명 중 국내 소속기관(12명)- 부산대(3명), 포항공대(2명), (이하 1명) 서울대, 광주과학기술원, 연세대, 한양대, 서울과기대, 전남대, 기상과학원 - 명단 보기https://www.reuters.com/investigates/special-report/climate-change-scientists-list/ 이번 분석은 <로이터>가 영국에 기반을 둔 기술 회사인 ‘디지털 사이언스(Digital Science)’의 학술 연구 포털 자료를 바탕으로 진행했다. 이 자료에는 세계 수천 명의 학자들이 발표한 기후과학 관련 논문 수십만 건이 있다. 이중에는 기후물리학자뿐만 아니라 경제학·정치학·생물학 등 기후과 관련된 연구를 하는 다양한 분야의 과학자들이 포함돼 있다. 이를 기반으로 <로이터>는 글로벌 상위 1,000명의 기후 학자를 영향력(논문수·인용·참조) 있는 정도에 따라 식별하고 순위를 부여하는 시스템을 만들었다. <로이터>는 △ 이 과학자들이 기후 변화와 관련된 주제로 얼마나 많은 연구 논문을 발표했는지를 살폈고, △ 생물학·화학·물리학과 같은 기후과학 유사 연구 분야의 다른 과학자들이 해당 논문을 얼마나 자주 인용했는지, △ 관련 연구가 언론, 소셜 미디어, 정책 논문과 기타 매체에 얼마나 자주 참조됐는지 등을 종합해 순위를 매겼다. 이번 선정 결과와 관련, 팀머만 교수는 “<로이터>에서 밝히고 있듯이 이번 분석은 세계 ‘최고’라거나 ‘가장 중요한’ 기후 과학자를 가려내는 데 의의가 있다기보다는, 최근의 기후변화 논쟁에 가장 큰 영향을 미치고 있는 과학자들과 그들의 연구에 대한 평가라고 볼 수 있다”며 “한국 연구자 다수가 포함된 것은 한국 학계의 기후변화 연구 수준이 세계에서 차지하는 위치나 관심의 정도를 보여주는 척도로서, 특히 우리 부산대학교는 앞으로도 기후 과학 연구에 매진하여 지속가능한 미래와 환경을 만들어 나가는 데 더욱 노력할 것”이라고 밝혔다."
434,"[재료공학부] 김광호 교수, 「창조장」 수훈 과학기술훈장 최고 영예(1등급)…첨단소재 연구·개발로 과학기술 혁신 기여","공과대학 재료공학부 김광호 교수가 과학기술 진흥에 기여한 공로로 과학기술훈장 최고 영예인 「창조장」(1등급)을 단독 수훈했다. 대한민국 훈장인 '과학기술훈장'은 창조장, 혁신장, 웅비장, 도약장, 진보장의 5등급이 있으며, '창조장'은 최고 1등급의 훈장이다. 과학기술정보통신부와 방송통신위원회, 한국정보방송통신대연합, 한국과학기술단체총연합회는 4월 21일 오전 서울 동대문디자인플라자 알림2관에서 ‘제54회 과학의 날(4.21.) 및 제66회 정보통신의 날(4.22.)’을 맞아 기념식을 개최하고, 과학기술·정보통신 진흥 및 국가연구개발 성과평가 유공자들을 포상했다. 김광호 교수는 소재·부품·장비 분야의 대형 국책과제 수행을 비롯해 지난 36년간 첨단소재 개발에 탁월한 성과를 도출해 과학기술 혁신에 크게 기여한 공로를 인정받았다. 김 교수는 세계 최초로 융합과학 기술 개발 신개념인 첨단 하이브리드 인터페이스 소재 연구·개발의 패러다임을 창출해 다양한 혁신소재 기술을 개발해 왔다. 국가지정연구실(NRL), 국가핵심연구센터(NCRC) 등을 유치하고, 2013년 글로벌 프론티어 (재)하이브리드 인터페이스 기반 미래소재연구단을 설립해 현재까지 첨단소재 기술 연구·개발에 매진하고 있다. 또, SCI논문 400여 편을 비롯해 총 531편의 우수 논문을 발표했고, 국내외 특허 등록 58건, 기술이전 계약금액 20억 원 등 그간의 연구성과를 사회로 환원해 기업의 산업생산력 제고와 소재분야 무역수지 개선에 이바지했다. 김 교수는 American Ceramic Society, 한국과학재단, 산업자원부 등 국내외에서 20여 건의 학술상을 수상했으며, 한국표면학회(회장), ACS(미국 세라믹학회) 등 국내외 전문학회 활동도 꾸준히 해 왔다. 1985년 부산대 재료공학부에 부임한 김광호 교수는 소재분야의 탁월한 업적을 인정받아 2018년 부산대 석학교수로 추대(70세까지 재직 보장)됐으며, 지난해 신설된 부산대 전문가 자문그룹인 ‘윤인구 학술위원’으로도 임명됐다. 김 교수는 과학기술 전 분야의 연구자들에게 모범이 될 주요 국책연구개발 과제 수행 및 사업 유치를 통해 국내외 저명 연구진과의 협력을 주도하고 우수한 연구성과를 창출하는 등 꾸준히 활발한 연구활동을 수행 중이다."
435,[공과대학] 신현석·이인원·황인성 교수 제54회 과학의 날 ‘과학기술정보통신부 장관표창’ 받아,"공과대학 신현석 교수와 이인원 교수, 황인성 교수가 제54회 과학의 날(4.21.)을 맞아 ‘과학기술정보통신부 장관표창’을 받았다. 수상자들은 그동안 해당 분야에서의 뛰어난 연구성과와 우수인재 양성으로 과학기술 발전에 기여한 공로를 인정받았다.  과학기술정보통신부는 과학기술 발전에 기여한 업적을 발굴해 포상함으로써 과학기술인의 사기 진작과 국가 과학기술 혁신을 도모하고자 매년 과학의 날에 장관표창을 수여하고 있다. 이번에 수상한 건설융합학부 토목공학전공 신현석 교수는 녹색기술 및 환경재해 전문분야의 지역인재 육성과 선도적 국가연구 수행 성과, 과총 부산울산지역연합회에서 지역과학기술인 협력 및 과학문화 창달에 기여한 업적 등을 인정받았다.(한국과학기술자총연맹 추천) 조선해양공학과의 이인원 교수는 선박 에너지 효율화 분야 전문가로서 연료비 10% 이상을 줄이는 선박 방오도료 개발 및 실해역 성능 입증과 고효율 중소선박 선형 개발을 통한 온실가스 배출 저감 등에 기여한 공로가 인정돼 장관표창에 선정됐다.(대한조선학회 추천) 또 화공생명환경공학부 환경공학전공 황인성 교수는 토양·지하수 분야에서 SCI급 논문 40편을 우수저널에 게재해 관련 분야 도약에 기여하고, 부산국제물포럼 조직위원장 등 학술활동으로 국내 물 분야 발전에 이바지한 업적을 높이 평가받았다.(한국지하수토양환경학회 추천)"
436,"아동복지시설 대학생에 생활비 장학금 지원 부산대, 국립대 처음 도입… 「유니웰장학금」 신설","부산대는 대학에 진학한 보육원생들을 위해 매월 생활비성 장학금을 지급하는 「유니웰(University welfare)장학금」을 추진하기로 했다. 보육원(아동복지시설) 출신 학생들에게 등록금이 아닌 생활비를 지원하는 장학금은 부산대가 국립대 최초로 도입하는 것이다. 아동복지시설 아이들은 만 18세가 되면 법적으로 시설 보호가 끝나는 ‘보호 종료 아동’이 돼 시설을 떠나야 한다. 대학에 가지 못하는 경우 자립정착금 500만 원과 3년간 월 30만 원의 자립수당을 받고, 대학에 진학한 경우 5년간 보호기간이 연장된다. 대학에 진학해도 지원이 적기 때문에 어려운 환경은 마찬가지다. 대학생이 된 아이들은 기초생활수급자나 차상위계층으로 분류돼 대학 등록금은 국가장학금으로 지원받을 수 있지만, 생활을 이어가기는 막막하다. 이에 부산대는 4월 12일 장학위원회 심의를 거쳐 아동복지시설 출신 학생들이 생활자립의 희망과 안정적인 학업여건을 갖출 수 있도록 매월 생활비성 장학금을 30만 원씩 지급하기로 결정했다. 지원 대상은 기초~차상위계층의 학생 중 아동복지시설 출신 1~4학년 재학생이다. 매 학년도 수시모집 사회적배려전형 중 ‘아동복지시설생활자’로 입학한 학생을 당연 선발한다. 현재 부산대에 적(籍)을 두고 있는 해당 학생은 17명(4명 휴학)이며, 이 중 ’21학년도 1학기 등록자 13명에게 매월 생활비를 지급(3월분부터 소급적용)할 계획이다. 또한 사회적배려전형 외에도, 타 전형으로 입학한 학생 중 이 경우에 해당하는 대상자가 있는지 파악하기 위해 오는 4월말까지 관련 공지를 통해 온라인 신청을 받기로 했다.(문의: 학생과 ☏051-510-1277) 생활비 장학금을 처음 제안한 차정인 부산대 총장은 “열악한 환경에서도 대학에 진학해 사회 진출을 꿈꾸는 보육원생들을 뒷받침하는 것은 국가 거점 국립대학인 부산대학교가 마땅히 해야 할 일”이라며 “보호 종료 학생들이 고등교육의 실질적인 기회를 제공받을 수 있도록 최소한의 사회 보장성 장학금으로 마련한 것이 유니웰장학금”이라며 신설 취지를 강조했다."
437,[전기공학과] 대학원생 안현진 씨 세계적 무선통신회사 '퀄컴' 입사 확정,"공과대학 전기공학과 석박사통합과정에 재학 중인 대학원생 안현진(33세, 사진) 씨가 세계적인 무선통신회사인 미국 퀄컴(Qualcomm Inc.) 입사를 확정했다. 국내에서 박사학위 취득 전에 퀄컴 입사가 확정된 사례가 거의 없고, 부산에서는 안현진 씨가 처음이다. 미국 유수의 대학에서 박사학위를 받아도 뛰어난 실적과 능력이 인정돼야 입사가 가능할 정도로 어려운 것으로 알려져 있다. 안현진 씨는 오는 8월 부산대에서 박사 학위를 받을 예정이다. 이미 그의 입사를 확정한 퀄컴은 졸업까지 기다리기로 했다. 이후에는 졸업과 함께 9월부터 미국 샌디에이고에 있는 퀄컴 본사로 출근해 5G 통신을 위한 고성능 전력증폭기 분야에서 연구를 수행하게 된다. 지금은 차세대 이동통신을 위한 고효율 전력증폭기를 주제로 학위논문을 준비 중이다. ‘퀄컴’은 미국 샌디에고에 본사를 두고 있는 글로벌 무선통신회사이며, 세계 1위 반도체 팹리스(Fabless, 시스템반도체 설계·개발) 기업으로 통신회로 분야에서는 세계적인 인지도를 가지고 있다. 퀄컴은 1985년 설립된 미국의 무선통신 연구개발 기업으로 CDMA 등 2G 관련 주요 기술과 함께 3G, 4G 통신의 핵심 기술 특허 대부분을 보유하고 있다. 최근에는 차세대 5G 통신기술을 선도하며 모바일 프로세서계의 최강자로 활약 중이다. 부산대 전자전기공학부에서 학사를 마친 안현진 씨는 2014년 8월 학부 연구생으로 시작해 2015년 3월부터 전기공학과 이옥구 교수 연구실에서 석박사통합과정을 이수하고 있다. 대학원에서는 통신칩에서 송신 신호를 증폭해 안테나에 전달하는 데 필요한 전력증폭기 분야 연구를 수행하며 실력을 쌓아왔다. 전력증폭기는 무선통신기기 및 기지국에서 송신 신호를 증폭해 안테나에 전달할 때 사용되는 반도체 회로다. 안현진 씨는 논문 14편[SCI 논문 12편(주저자 7편)], 해외 저명 학회 발표 3편, 국내·외 특허 6건, 학회 우수논문 및 우수연구자상 6건 등 우수한 연구성과도 냈다. 그는 자신의 연구분야에 대해 “차세대 통신을 위한 고성능 전력증폭기 및 송수신기 설계에 대한 전 세계 시장의 수요가 상당한 만큼 후배들이 많은 관심을 가져주길 바란다”고 말했다. 세계적인 기업에 입사하는 꿈을 이루게 된 대학원생 안현진 씨. 그는 학부와는 다르게 전문적으로 이뤄지는 대학원 과정을 진행하면서 연구 분야에 대한 이해 및 연구 과정에서 적지 않은 어려움을 느꼈다. 밤을 새고 연구를 해도 원하는 답을 얻지 못하는 경우가 있었고 시행착오도 많았다.그러다가 석사과정 중 미국 샌프란시스코에서 개최된 RFIC(무선고주파집적회로) 학회에 참석해 첫 논문을 발표한 일은 그에게 신선한 충격이었고, 보다 넓은 곳에서 자신의 연구에 대한 가치를 인정받고 싶다는 꿈을 갖는 계기가 됐다.꿈을 품은 후, 안현진 씨는 지도교수의 격려 속에 연구 분야에서 역량을 키우는 데 집중했다. 석·박사 기간 중 다수의 국제학술지 및 국외유명학회에 많은 연구 성과를 발표했다. 이를 통해 퀄컴 인턴십을 진행할 수 있었고, 인턴 기간 동안 수행했던 업무에서 뛰어난 역량을 인정받아 Senior Engineer(수석연구원) 정직원으로 퀄컴에 입사하게 됐다.“많은 학생들이 저와 비슷한 고민을 하고 있을 것입니다. 정답으로 정해진 길은 없지만 어떤 길을 나아갈 것인지 선택해야 하는 순간이 있습니다. 남들보다 조금 늦을지 몰라도 후회되는 선택은 하지 말자는 마음으로 언제나 제 자신을 다독였어요. 그 사이 학교에서 진행하는 현장실습 프로그램과 학부 인턴 경험을 거치면서 진로 선택에 도움을 받았습니다.” 안현진 씨는 대학 혹은 대학원 기간 동안 기회가 있다면 인턴십이나 각종 학회·경진대회 등 값진 경험과 여러 활동을 꼭 경험해볼 것을 추천했다.그는 이어 “엔지니어는 인간의 삶을 윤택하게 해주는 발명가라고 생각합니다. 지금까지 쌓아 올린 학문적 지식과 경험을 바탕으로 새로운 기술을 발전시켜, 사람들의 생활이 편리해지도록 하는 데 기여하고 싶습니다”라고 포부를 밝혔다.(2021.4.20."
438,[CAMPUS Asia 건축학사업단] 한쉐옌·유원소 석사 대한건축학회 우수졸업논문전 최우수상·우수상 선정,"CAMPUS Asia 건축학사업단(단장 이인희∙건축학과 교수)의 부산대-큐슈대 간 석사 복수학위과정을 이수한 한쉐옌(건축학과 18학번, 지도교수 유재우) 씨와 유원소(건축학과 18학번, 지도교수 박창배) 씨가 4월 21일부터 23일까지 3일간 제주에서 열리는 대한건축학회 춘계학술발표대회에서 ‘제17회 우수졸업논문전’ 석사부문 최우수상과 우수상을 각각 수상하게 됐다.중국인 유학생인 한쉐옌·유원소 씨는 CAMPUS Asia 건축학사업단을 통해 일본 큐슈대와 부산대 간의 공동교육 프로그램인 복수학위과정을 수학했다. 이번에 석사과정을 졸업하며 학위청구논문 ‘A Study on Expression and Cognition of the Architecture Facade in Yokohama Chinatown’(한쉐옌)과 ‘A Study on Facade Design Elements of Remodeled Old Factories in Korea’(유원소)를 영문으로 제출해 양교 논문심사위원회의 심사를 거쳐 지난 2월 26일 부산대, 3월 24일 큐슈대 석사학위를 각각 모두 취득했다.국내 건축학 분야 대표 학회인 대한건축학회는 우수졸업논문전을 통해 각 대학의 학부 및 석사과정 학생들의 참신하고 진취적인 연구 성과를 대외적으로 알리고 함께 공유하는 장을 마련하고자 매년 발표된 논문 중 우수한 연구를 선정해 전시·포상하고 있다."
439,국가근로장학사업 취업연계 중점대학 부산대 6년 연속 선정…취업거점 우수모델 구축,"부산대는 교육부와 한국장학재단이 주관하는 「국가근로장학사업 취업연계 중점대학」에 6년(2016~2021) 연속으로 선정돼 취업거점 우수모델을 구축하고 있다. 국가근로장학사업은 대학생들의 근로경험이 실제 취업으로 연계될 수 있도록 국가가 장학금을 지원하고, 대학에서 학생들을 기업에 파견해 현장실무 능력과 경험을 익혀 취업역량을 강화하도록 지원하는 정부사업이다. 부산대는 지난해 336명에 이어 1학기 현재 187명을 포함, 올해 총 360명을 목표로 국가근로장학생을 선발해 현장실습을 실시하고 있다. 2016년부터 지금까지 부산대 국가근로에 참여한 학생은 총 1,387명, 지원액도 100억 원대를 넘어섰다.(102억4,843만 원) ※ 최근 6년간 부산대 국가근로 참여학생 수: (’16) 68명‣(’17) 232명‣(’18) 277명‣(’19) 287명‣(’20) 336명‣(’21) 360명 목표/1학기 현재 187명 특히 올해 선정 대학들은 사업계획서 평가를 통해 사업비와 운영비를 지원받는데, 부산대는 지난해 23억9,700만 원보다 1억7,196만 원 증가한 25억6,896만 원으로 전체 39개 대학 중 세 번째로 많은 최상위 수준의 지원을 받게 됐다. 2016년부터 국가근로장학사업을 추진해 온 부산대는 장학금을 통해 우수한 인재들에게 안정적인 학업기반을 제공하는 한편, 실무역량을 키울 수 있는 참여기업을 다각도로 발굴해 현장실습 기회를 폭넓게 제공하고 있다. 교내 현장실습지원센터(센터장 이승걸·유기소재시스템공학과 교수)는 학생들의 근로경험이 취업과 연결될 수 있도록 한국장학재단 및 부산시 유관기관과 공공기관, 기업·단체, 참여기업 등과 유기적인 협업체계를 유지해 왔다. 특히 지난해와 올해 코로나19로 다양한 활동에 제약이 따르는 가운데서도 철저한 방역수칙을 지켜내고 학생들에게 사전교육을 철저히 해 사업의 안정성을 도모했다. 또 기업 대표, 인사부서장 등 선배들의 취업 노하우와 기업 이해 및 채용 관련 정보를 제공하는 ‘지역기업의 이해 그리고 취업과 창업’ 교과목을 개설해 지역기업(기관)에 대한 학생들의 이해를 높이기 위해 노력해 왔다. 김상현 학생처장(사회환경시스템공학과 교수)은 “근로장학사업과 취업연계 프로그램을 통해서 부산대는 학생들의 눈높이에 맞는 취업 기회를 확대하고, 지역인재가 지역과 기업의 경쟁력 강화에 기여하면서 지속가능하고 만족도 높은 일자리를 찾아가도록 노력할 계획”이라고 밝혔다."
440,"「제2회 대학생 정책참여 콘테스트」 개최 코로나 시대, 부산의 비대면 산업 육성 방안은?","부산대와 부산시는 지역 발전과 도시 현안 해결을 위한 대학생들의 참신한 아이디어를 찾는 「대학생 정책참여 콘테스트- ‘가치, the 생각하다’(시즌2)」 행사를 공동 개최한다. 이 행사는 지난해에 이어 올해 두 번째 개최되는 것으로, 부산의 대학생들이 직접 나서 지역 현안문제를 인식하고 해결책을 모색해봄으로써 지역에 대한 관심을 높이고 지역사회를 이끌어갈 우수인재로 성장하기 위한 발판을 마련하고 있다. 올해 제2회 정책 콘테스트의 주제는 코로나19로 인해 주목받고 있는 언택트 관련 산업 활성화와 맞물려 ‘부산의 비대면 산업 육성을 위한 정책과 대응방안’으로 정했다. 참가자들은 △경제주체별 온라인 진출, 원격근무 등 비대면 비즈니스 활성화 지원 방안 △비대면 산업 관련 창업 및 창업 생태계 조성 △비대면 경제 활성화를 위한 지역대학과 지역기업 연계 방안 등 제시된 세부주제에서 선택하거나, 주제 범위 내에서 자유롭게 선정해 정책을 제안하면 된다. 참가자격은 부산시 소재 대학의 학부생(휴학생 포함) 중 개인 또는 3인 이내 팀으로, 홈페이지(http://localinno.pusan.ac.kr) 공지사항을 참고해 4월 13일부터 26일까지 참가신청서와 제안요약서를 부산대 국립대학 육성사업단(localinno@pusan.ac.kr)으로 제출하면 된다. 1차 서류심사 통과자는 5월 중 열리는 정책제안 발표 콘테스트에 참가할 수 있다. 이 행사에서는 심사를 통해 총 8개 팀에게 부산광역시장상과 부산대학교총장상 등 상장과 최고 100만 원의 상금을 수여한다. 특히, 채택된 정책 제안 중 우수 아이디어는 올해 부산시 비대면 활성화 정책 수립에 참고할 예정이다. (2021.4.13."
441,고용노동부 「K-디지털 플랫폼 사업」 선정 5년간 국비 30억 원 투입 디지털 융합인재 양성,"부산대는 고용노동부가 추진하는 「K-디지털 플랫폼 사업」에 최종 선정돼 올해부터 5년간 국비 30억 원을 투입해 지역 내 디지털 융합인재 양성에 본격 나선다. 「K-디지털 플랫폼 사업」은 디지털·그린 전환을 선도할 한국판 뉴딜의 성공적인 추진을 위해 공동훈련센터에 디지털 융합 훈련 시설·장비를 구축하고, 지역의 중소기업·개인 등이 시설을 활용할 수 있도록 공유하는 사업이다. 지역 내 중소기업 재직자 및 구직청년 등을 대상으로 디지털 융합 훈련과정도 운영한다. 이에 따라 부산대는 올해 10억 원을 비롯해 5년간 총 30억 원의 국비를 확보해, 디지털 융합 훈련을 위한 시설과 장비를 구축·공유하고 지역 내 주력산업 등과 연계해 수준별 맞춤형 디지털 융합 훈련 과정을 제공하게 된다. 앞서 운영해 온 디지털 융합 전문교육인 K-디지털 트레이닝 4개 과정(AI 빅데이터, 실감형 콘텐츠 개발, 무인이동체 시스템 개발 등)에 3개 과정(빅데이터 분석, AI활용 소프트웨어 개발 및 응용, 사물인터넷 분야)을 추가해 총 7개 훈련과정을 운영할 계획이다. 사업책임을 맡고 있는 이대우 항공우주공학과 교수는 “K-디지털 플랫폼 사업을 통해 부산대가 지역의 디지털 핵심인재 양성 및 공유인프라 거점센터로 도약하는 기반이 될 것”이라며 “지역의 기업 및 지자체와 지속적인 협업을 통해 K-디지털 플랫폼의 역할을 충실히 하는 한편, 향후 XR(eXtended Reality) 센터 구축 등 디지털 융합 시설·장비 확충을 통해 지역의 거점 디지털 융합 맞춤형 센터로 발돋움할 계획”이라고 밝혔다."
442,[수학과] 김현민 교수 제6대 국가수리과학연구소(NIMS) 소장 취임,"수학과 김현민(사진) 교수가 과학기술정보통신부 장관 승인 절차를 거쳐 국가수리과학연구소(NIMS) 6대 소장에 최종 임명돼 3월 15일부터 3년간의 임기로 본격적인 업무를 시작했다. 국가수리과학연구소는 수학의 중요성에 대한 국가적인 인식을 제고하고 전문적인 수학 연구를 통해 수학 분야의 국가 경쟁력 확보와 전문 인력을 양성해 과학기술과 첨단 산업 발전에 직접 기여하려는 수학계의 염원을 담아 2005년 10월에 설립된 정부출연기관이다. 김현민 교수는 영국 맨체스터대에서 수학 박사학위를 받고 2003년 부산대 수학과 교수로 부임한 후 부산대 산업수학센터장, 대한수학회 부회장, 국가수리과학연구소 운영위원, 한국산업응용수학회 총무부회장 등을 역임했다. (2021.4.7."
443,[산학협력단] 광동제약 대형 기술이전 성공 최영환 교수 공동 개발한 항(抗)비만 신소재 기술,"산학협력단(단장 최경민·기계공학부 교수)은 경상국립대와 공동 개발한 항비만 조성물에 대해 광동제약과 ‘신소재 개별인정 건강기능식품 개발을 위한 기술이전 계약’을 체결했다. 건강기능식품 시장의 성장세 속에서 부산대-경상국립대 연구진이 공동 연구한 ‘항비만 효과를 가지는 신소재 기술’이 제약업계 선도기업인 광동제약에 기술이전 돼 경쟁력 있는 체지방감소제품 상용화가 기대된다. 기술이전 계약을 통해 광동제약은 ‘비만 예방 또는 치료용 신소재 및 이의 추출물’에 대한 특허와 ‘신소재의 종자 및 재배’ 기술을 활용해 체지방 개선 효과를 함유한 신소재를 개발하고 사업화할 수 있는 권리를 갖게 됐다. 특허 및 기술 개발은 부산대 원예생명과학과 최영환(사진) 교수와 경상국립대 원예학과 강남준 교수의 공동연구로 이뤄졌다.이번에 기술이전 된 신소재는 지금까지 개발된 적 없는 신규물질로, 소량 사용으로 체지방 감소 효과가 입증됐으며 간과 신장 등 부작용도 거의 없는 것으로 나타났다. 이러한 항비만용 약학적 조성물 또는 건강기능식품으로서의 높은 활용 가능성과 기술 상용화를 위한 지속적인 협력체계는 광동제약이 우수 대학 기술에 투자하게 된 결정적 요소가 됐다. 한편, 이번 기술이전 계약은 협력대학 간의 강점 분야를 살려 기술력을 극대화한 결과 도출된 바이오 분야 대형 기술이전 성과라는 측면에서 의미를 더하고 있다. (2021.4.7."
444,[국어국문학과] 지역사회상생·협력지원사업 안창마을 역사-영상 아카이브 구축,"국어국문학과 ‘인문도시 문화콘텐츠 사업단(김려실·이재봉·김경연·손남훈 교수)’은 부산진구청, 부산참여연대와 함께 컨소시엄을 구성해 부산인재평생교육진흥원 주관의 「지역사회상생·협력지원사업」에 최종 선정됐다. 사업 추진을 위한 협약식이 4월 5일 본관 5층 제1회의실에서 열렸다. 「지역사회상생·협력지원사업」은 대학의 인적·물적 인프라를 활용해 지역사회 현안을 해결하기 위한 사업이다. 이번 사업에 선정된 컨소시엄은 부산진구에 소재한 안창마을을 대상으로 마을의 역사를 보존하고 마을의 지속가능한 발전을 도모하는 ‘안창마을 역사-영상 아카이브 구축 사업’을 향후 10개월간 추진하게 된다. 이 사업을 통해 부산대와 부산진구·부산참여연대는 안창마을 주민들이 스스로 자신의 생애와 마을의 역사, 마을의 변화 양상을 기록해나갈 수 있도록 돕는 주민 주도형 교육 프로그램을 운영해 지역사회와 대학이 상생 발전하는 선순환 구조를 만들어낼 계획이다. 차정인 부산대 총장은 “이번 협약을 통해 구축한 대학, 지자체, 시민단체의 유기적인 협력체계를 널리 확산해 지역사회의 문화콘텐츠를 풍부하게 발전시켜 국가균형발전에 기여할 수 있기를 바란다”고 말했다.* 사진: 협약식(왼쪽 네 번째부터 서은숙 부산진구청장, 차정인 부산대 총장, 고영삼 부산인재평생교육진흥원장)(2021.4.6."
445,[대기환경과학과] 하경자 교수 국가과학기술자문회의 자문위원 연임,"대기환경과학과 및 IBS 기후물리 연구단 하경자(사진) 교수가 대통령 직속 자문기구인 국가과학기술자문회의 제4기 자문위원에 연임 위촉됐다. 하 교수는 앞서 임기 1년의 제3기 자문위원으로 활동해 왔으며, 이번에 연임됨에 따라 기초과학 진흥에 관한 자문과 기후변화 및 환경 분야 전문가로서의 활동을 더욱 강화할 계획이다. ‘국가과학기술자문회의’는 과학기술 분야 최상위 컨트롤타워로 대통령이 의장을 맡고 있으며, 2018년 국가과학기술 전략과 정책 방향에 대해 대통령에게 자문하는 기존의 ‘자문회의’와 주요 과기정책의 중기 계획과 예산을 심의 의결하는 ‘심의회의’를 통합해 규모와 역할이 커졌다. 이번에 위촉된 자문위원은 제4기로, 총 12명이다. 임기가 남아 있는 자문위원 4명 외에 연임한 하경자 교수를 포함해 8명이 새로 위촉됐다. 에너지, 환경, 공공 연구개발(R&D), 과학기술 인재양성 정책 등의 산·학·연 인사로 탄소중립, 여성 과학기술인력 지원, 공공 R&D 등 주요 과학기술계 현안에 대한 정책 방향을 대통령에게 자문하게 된다. 연안 기상기후 전문가인 하경자 교수는 부산대 기후과학연구소장을 맡고 있다. 한국기상학회 부회장을 역임하고, 국민생활과학자문위원회 환경분과 위원장을 지내는 등 다양한 정책 제안으로 국가와 지역 발전에 기여해오고 있다. (2021.4.6."
446,[융합의과학과] 이종수 교수 대한안과학회 제22대 이사장 당선,"의과대학 융합의과학과 이종수(사진) 교수가 대한안과학회 제22대 이사장에 당선됐다. 이 교수는 4월 3일 개최된 학회 춘계학술대회의 임시대의원회에서 투표를 거쳐 신임 이사장에 선출됐다. 임기는 3년이다. 1947년 대한안과학회가 창립된 이래 비수도권에서 이사장이 배출된 것은 이번이 두 번째로, 부산대 의대 출신으로는 74년 학회 역사상 처음이다. 이종수 교수는 “25년 이상 안과학회에서 얻은 다양한 학회 경력을 바탕으로 현재의 의료상황에 대한 전략적 선택과 판단으로 회원들의 권익을 보호하고 미래의 학회 발전을 위해 힘쓰겠다”고 밝혔다. 이를 위해 ‘의료융합연구를 선도하면서 앞서가는 학회, 국민 눈 건강을 추구하며 다가가는 학회’라는 캐치프레이즈를 정하고, △ 의료융합연구사업의 학회 도입 △ 건강보험수가 개선과 현실화 방안 △ 의료윤리 교육 강화 및 비윤리적인 의료행위 제재 강화 △ 학회 최초의 교육, 홍보용 공식 유튜브 채널 개설 및 운영 △ 안과학회 학술지의 임기 내 SCIE 등재 △ 전국적 안질환의 역학조사 추구 △ 분과 연구회의 공익사업 지원 △ 실명재단과 함께 눈 건강 예방, 홍보 및 의료 지원사업 등을 주요 공약사항으로 내세웠다. 한편, 이종수 교수는 대한민국 의학한림원 정회원으로 부산대 URP 사업단장과 한국건성안학회장직을 맡고 있다. 학회 활동으로는 한국백내장굴절수술학회를 비롯한 3개 국내 학회의 회장직과 안과학회의 편집이사, 선거관리위원장 등을 지냈으며, 부산대병원 기획조정실장과 부원장을 거쳤다. (2021.4.5."
