대학교명,내용
한국외국어대학교,"우리대학 산업경영공학과 조진영, 이유경, 강문정 학생이 지난 4월 미국 오스틴에서 개최된 INFORMS 2019 Analytics & O.R Student Team Competition에서 ""A combined approach of reinforcement learning and mathematical programming for a real-world outbound supply chain optimization""을 주제로 발표하여 3등상을 수상했다.한편, INFORMS는 세계최대의 경영과학 학회로 올해 Student Team Competition에는 전세계에서 25개국 292팀이 참가했고 그 중 6개 팀이 최종 본선에 올랐다. 우리대학 산업경영공학과 팀은 최종 6개 팀에 선정되었다. 또한 타 수상자팀들이 대부분 대학원 학생들로 이루어진대 비해 우리학교 참가팀은 모두 학부생으로 구성되어 있으며, 작년에 이어 올해도 수상하여 더욱 의미가 크다."
한국외국어대학교,"우리대학 서울캠퍼스 사회봉사센터에 지난 4월 26일(금) Kanit Kheovichai 부총장이 이끄는 태국 실라빠껀 대학교(Silpakorn University) 교육대학원 대표단이 방문했다.이번 방문은 태국 실라빠껀 대학교의 요청으로 동 대학교 교육대학원 석·박사생들에게 사회 봉사센터 및 사회봉사프로그램을 소개하기 위하여 서울캠퍼스 미네르마 콤플렉스 국제회의실에서 진행되었다. 이에 앞서, 서울캠퍼스 태국어과 신근혜 학과장의 학교 및 학과 소개가 이루어졌다.Kanit Kheovichai 부총장은 “한국외대와 실라빠껀 대학은 20년 이상의 깊은 유대관계를 지속해왔다. 이번 방문을 통해 한국외대 사회봉사센터가 갖고 있는 노하우를 배울 수 있는 소중한 기회였다.” 고 소감을 전하였다. 김봉철 서울캠퍼스 학생·인재개발처장은 “한국외대의 사회봉사센터는 우리대학의 글로벌역량을 발휘할 수 있는 다양한 프로그램을 운영하고 있으며, 앞으로도 다양한 국내외 사회봉사프로그램을 기획하겠다.” 고 화답하였다. 사회봉사센터 방문 후에는 서울캠퍼스 국제학부 학생들과의 만남을 가졌으며, 이 자리에서 국제학부에서 실시하는 대학생 글로벌멘토링 동아리활동 사업에 대한 소개 및 질의응답 시간을 가졌다."
한국외국어대학교,  
한국외국어대학교,"우리대학 교수회관 강연실에서 지난 4월 19일(금) 오후 1시 30분, '4.19 학생 민주혁명 59주년 기념식 및 장학금 수여식'이 거행되었다. 민주주의에 대한 거룩한 의지로 피땀 흘려 성취한 4.19 학생 민주혁명 59주년을 기념하고 희생 영령들을 기리기 위하여 4.19민주혁명동지회 회장 류제봉(영어 57)과 김수형, 신광섭, 허철부, 이기후, 홍융기 동문이 모교를 방문해주었으며, 기념식에 이어 장학금을 수여하는 시간을 가졌다.이재원 대외협력처장의 사회로 진행된 이 날 행사에서 김수완 글로벌 학생·인재개발처장은 ”목숨을 걸고 민주주의를 지켜내셨던 선배님들의 숭고한 희생 덕분에 외대가 지금까지 수많은 인재를 배출하며 국가 발전에 기여할 수 있었다“며 ”모교를 향해 보내주신 관심과 사랑에 깊은 존경과 감사의 마음을 전한다“고 축사를 마무리하였다. 이어 류제봉 4.19민주혁명 동지회 회장은 ”각고의 노력 끝에 얻은 민주주의인 만큼 대한민국을 위해 희생한 호국영령과 4.19 정신을 잊지 말아야 할 것“이라며 당부의 말을 남겼다. 또한 지난 해 작고한 4.19민주혁명동지회 故박명석 동문을 기리며 고인이 일구어나가고자 했던 아름다운 공동체를 위하여 4.19민주혁명동지회 또한 노력할 것임을 다짐하였다. 마지막으로 이선범 총학생회 비상대책위원장은 ”대한민국 민주주의의 기틀을 다지신 선배님들을 만나뵙게 되어 영광이다“며 ”혼란스러운 시대 상황 속에서도 꿋꿋이 민주주의의 빛을 밝혀오신 선배님들의 정신을 이어받아 후배들 또한 4.19정신을 길이 본받을 것“이라는 각오를 되새겼다.이어 진행된 장학금 수여식에서는 4.19정신을 이해하고 학업 성취가 뛰어난 장학생 총 2명에게 장학금을 수여하였으며 이해주(스페인어 16), 이성연(통계학 18) 학생이 각각 장학금을 수여받았다.한편 이 날 행사에는 4.19민주혁명동지회 측의 류제봉 회장, 김수형, 신광섭, 허철부, 이기후, 홍융기 동문과 학교 측의 김인철 총장, 김봉철 서울 학생·인재개발처장, 김수완 글로벌 학생·인재개발처장, 이재원 대외협력처장, 이선범 총학생회 비상대책위원장 및 학교 관계자들과 장학생들이 참석하여 자리를 빛내주었다."
한국외국어대학교,"우리대학은 4월 19일(금) 오전 10시 30분, 서울캠퍼스(동대문구 이문동) 애경홀에서 ‘개교 65주년 기념식’을 개최했다.이날 기념식은 전종섭 교무처장의 사회로 진행되었으며 김인철 총장, 김종철 이사장, 민동석 총동문회장, 각 처장단, 교직원 및 학생들이 참석했다.또한 이날 기념식에서는 김용애 화학과 교수가 동원교육상을 수상했으며, 권오갑 현대중공업지주 대표이사 부회장과 최종현 전 네덜란드 대사가 학교 발전에 기여하고 한국외대의 명예를 드높인 공로를 인정받아 HUFS Awards를 수상했다.권오갑 현대중공업지주 부회장은 우리나라를 대표하는 전문경영인으로, 국가경제에 기여하고 ‘현대오일뱅크 1%나눔 재단’을 설립하여 기부문화에도 앞장 선 공로를 인정받았다. 최종현 전 네덜란드 대사는 국익 증진을 위해 헌신하였고, 한국외대 외교부 동문회 회장을 맡으며 멘토 역할을 하고 외교관을 꿈꾸는 재학생들에게 장학금을 모금하는 등 학교 사랑을 몸소 실천한 공로를 인정받았다.아울러 우리대학 학교법인 동원육영회(이사장 김종철)는 한국외대 교육 발전에 공헌하고 소속 교원들에게 자부심과 책임감을 높이고 대학 교육과 연구수준을 제고하고자 수상하는 동원(東園)교육상을 김용애 화학과 교수에게 수여했다."
한국외국어대학교,"우리대학 인도연구소(소장 김찬완, 국제지역대학원 인도·아세안 학과 교수) 인문한국플러스(HK+)사업단이 주한인도상공회의소(회장 와수데브 툼베)와 지난 4월 17일(수) 오후 5시 한국외국어대학교 일반대학원 2층 회의실에서 업무협약을 체결했다.이날 협약에 따라 향후 양 기관은 학술 연구와 프로그램을 개발하고, 인도의 경제 및 비즈니스 관련 이슈와 관련된 세미나와 특강을 공동으로 기획하여 진행하기로 했다. 또한 주한인도상공회의소는 상호작용을 증진할 수 있도록 한국외국어대학교의 인도학 분야의 학생들을 위한 인턴십 프로그램을 개발하기로 합의했다.이번 협약을 통해 김찬완 단장은“인도연구소가 인문한국플러스(HK+) 프로젝트를 통해 세계적인 연구소로 성장하기 위해 노력을 기울이고 있기 때문에, 이번 업무협약이 지닌 의의가 크다”고 말했다.와수데브 툼베 회장은“주한인도상공회의소는 한국에 인도를 알리기 위해 노력을 기울이고 있는데, 국내 최고의 인도 관련 연구기관인 인도연구소와 업무협약을 체결하여 우리 기관의 목표를 달성하는데 큰 도움이 될 것으로 기대한다”고 밝혔다.협약식에는 김찬완 단장을 비롯하여, 와수데브 툼베 회장, 허버트 리 사무총장, 김형준 HK연구교수와 라지브 구마르 HK연구교수 등이 참석했다."
한국외국어대학교,"- 터키의 문화·예술 보급하는 문화원 한국에 첫 신호탄우리대학 서울캠퍼스에서 서울유누스엠레 인스티튜트(터키문화원)의 시무식 및 저녁만찬이 지난 4월 12일(금)에 성황리에 개최됐다.유누스엠레 인스티튜트(Yunus Emre Institute)는 터키 문화관광부 산하 문화원으로 2009년 터키 정부에 의해 설립됐다. 전세계 48개국에 약 58여개의 지부를 두고 있으며 자국어 보급과 다양한 문화예술교류 사업을 진행하고 있다. 2019년 3월 1일 한국에 개설되었으며 한국과 터키의 긴밀한 문화발전을 위한 신호탄으로 주목받고 있다. 한국에 개설된 유누스엠레 터키 문화원은 일본에 이어 동아시아에 설립된 2번째 문화원이며 조만간 북경에도 설립을 위해 준비하고 있다.이날 시무식에는 오종진 원장(우리대학 터키-아제르바이잔어과 학과장), 외즈규르 잔 부원장, 에신 에르친 터키대사, 메흐멧 구르칸 터키항공 한국법인장, 우리대학 김인철 총장, 관련 부처장 및 직원 등이 참석하였으며, 오종진 원장은 한국에 공식 터키 문화원이 개설된 것을 축하하고 나아가 진정한 형제 관계를 증진을 위해 터키와 한국간의 큰 다리 역할을 할 수 있도록 노력할 것이라고 말했다."
한국외국어대학교,"우리대학은 지난 2019년 4월 10일(목) 중국 북경에 위치한 공자학원 본부(국가한판)에서 김인철 총장과 중국 측 마전비 부주임이 한국외국어대학교 공자학원의 시범공자학원 설립 협정을 체결하였다.공자학원 본부에서는 시범공자학원이 원활하게 운영될 수 있도록 다방면의 지원을 아끼지 않겠다고 확언하였으며, 공자학원 협력 학교인 북경외국어대학교의 팽룡 총장 외 다수의 관계자들이 한국 측 일행을 맞아 축하하며 앞으로 공자학원 사업의 발전방향에 대하여 논의하였다.향후 우리대학 공자학원은 시범공자학원으로서 중국어 교육 뿐 아니라 학술연구, 문화 교류 방면으로 더욱 다양한 사업을 펼칠 계획이다.우리대학 공자학원은 국내 유일의 시범공자학원이 되었으며 현재 국내에는 23개의 공자학원이 설립되어 있다."
한국외국어대학교,"우리대학 언어연구소(소장 홍성훈, 영어대학 EICC학과 교수)는 HK 세미오시스 연구센터와 공동으로 2019년 4월 11일 (목) 오후 5시 30분, 본교 서울캠퍼스 교수회관 강연실에서 2019년도 첫 ‘언어연구소 콜로키움’을 진행했다.이날 진행된 콜로키움에서는 본교 이란어과 소속의 곽새라 교수가 “페르시아어의 언어유형론적 특성”이라는 주제로 발표했다. 본교 전,현직 교수와 학생, 연구원 등 많은 청중들이 참석해 다소 생소한 페르시아어(이란어)의 통사적 특성에 대해 알아 가는 시간을 가졌다.청중들의 끊임없는 질의로 페르시아어에 대한 관심을 알 수 있는 자리였다. 언어연구소의 언어학 특강은 계속됩니다. 다음 달 5월 3일(금)에는 스위스 바젤대학의 Miriam A. Locher 교수의 “The pragmatics of fiction: Making Korean TV drama accessible to an international audience” 라는 주제로 진행될 예정이다."
한국외국어대학교,"올해로 창립 58주년을 맞는 우리대학 중앙동아리 핸드볼부는 2019년 4월 7일(일) 제34회 서울특별시협회장기 종별 핸드볼선수권대회에 참가했다.서울특별시핸드볼협회가 주최한 이번 대회는 한국외대를 포함 서울대, 상명대, 홍익대, 서울교대가 참가하여 열띤 경쟁을 펼쳤다. 생활체육대학부에 참가한 우리대학 핸드볼부는 80년대에 우승을 한 이후 약 40년 만에 서울대를 꺾고 우승하는 쾌거를 이뤘다. 아울러, 대회 최우수 선수로 경영학과 고란쉬 펠릭스(Felix Goransch)가 선정되었다.앞으로도 우리대학 핸드볼부는 학교의 지원 및 격려를 바탕으로 더욱 발전된 모습을 보이도록 훈련에 매진할 예정이다."
한국외국어대학교,"글로벌캠퍼스 도서관(관장 김상범 교수, 사학과)은 지난 3월 28일(목) 오후 4시 글로벌캠퍼스 도서관에서 다독상 시상을 개최하였다.이번 학기에는 권문경(GBT전공 17)학생이 최다 대출자로 우수상을 받았으며, 장려상에는 △이다선(철학과 15) △이주형(철학과 12) △백승석(사학과 17) △이유정(말레이‧인도네이사어통번역학과 16) △송수민(인도학과 18) △황인규(컴퓨터공학과 12) 학생이 수상했다.김상범 도서관장은 “책을 많이 읽고 좋아하는 사람은 생각이 살아있다는 느껴진다”며 “젊어서부터 좋은 습관을 가지고 있는 수상자들에게 아낌없는 박수를 보낸다”고 격려하였다.도서관에서는 도서관 자료이용 활성화와 독서문화 장려를 위해 학기별 최다 도서 대출 학생을 선발하여 매학기 상장과 부상을 수여하고 있다."
한국외국어대학교,"우리대학 글로벌캠퍼스(부총장 조기성) 학생·인재개발처 진로취업지원센터는 2019년 4월 3일(수) 14:00시, 경기도일자리재단 중회의실에서 ‘경기도형 대학생 취업 브리지 사업’ 업무협약을 체결했다.‘경기도형 대학생 취업 브리지 사업’은 경기도 중소기업과 청년의 일자리 미스매치를 해소하고 청년들의 사회 진출에 다리가 되어주기 위한 사업으로 도내 대학생들에게 기업과 대학이 공동 개발·운영하는 장기 현장실습 교육을 제공한 후 채용까지 연계하는 사업이다.우리대학과 경기도일자리재단은 도내 우수 기업을 발굴하여 대학과 매칭하고 채용 기회를 제공하며, 기업과 함께 맞춤형 교육프로그램을 개발하고 운영할 예정이다.우리대학 학생들은 7월부터 교육프로그램에 참여해 학점 인정을 받을 수 있으며 학생 1인당 전공과정 실습비 최대 250만원을 지원받을 수 있다. 전공과정 수료 후에는 기업에서 직접 현장실습을 제공받게 되며 현장실습비 최대 1천만 원과 4대보험 가입을 적용받는다. 우리 대학이 지원 받게될 지원금 규모는 4년간 약 15억 2천만 원 규모이다.우리대학 조기성 부총장은 이날 협약식에서 “경기도형 대학생 브리지 사업이 잘 정착되어 취업난에 고생하고 있는 청년들에게 실질적으로 도움이 되었으면 좋겠다. 또한 이렇게 좋은 취지의 경기도 청년 지원사업이 4년 단발성이 아닌 지속적인 지원 프로그램으로 자리 잡았으면 좋겠다.”고 말했다.경기도일자리재단 문진영 대표이사는 “경기도형 대학생 취업 브리지 사업을 통해 경기도 중소기업 인력난과 청년 실업난을 해소하고 실질적인 고용창출 효과를 볼 수 있을 것으로 기대한다”고 밝혔다.이날 협약식에는 우리대학 글로벌캠퍼스 조기성 부총장과 행정지원처 전종근 처장, 학생·인재개발처 김수완 처장, 진로취업지원센터 윤일 팀장이 참석했다."
한국외국어대학교,"우리대학은 지난 3월 27일(수) 서울 그랜드 하얏트 호텔에서 브뤼셀자유대학교(Vrije Universiteit Brussel)와 연구협력, 학생 교류, 교직원 교류 등에 관한 교류협정을 체결하였다.이번 체결행사는 벨기에 국왕 국빈 방한(3월 24일~28일) 일정 중 하나로 진행되었으며, 체결식에는 벨기에 국왕이 직접 참석하였다.이날 체결식에는 우리대학교와 서울대학교 등 유수의 대학, 그리고 코오롱생명과학㈜ 등 한국 기업들은 30여개의 벨기에 교육기관 및 기업과 MOU를 맺었다.이날 행사에 우리대학을 대표해서 김인철 총장, 오종진 국제교류처장, 국제지역대학원 교수진들이 참석하였다.우리대학, 특히 LD학부 및 국제지역대학원은 이번 협정을 계기로 브뤼셀자유대학교와 활발한 교류와 협력을 증진할 계획이다."
한국외국어대학교,"우리대학 아랍어과는 지난 3월 15일부터 20일까지 카타르 도하에서 개최된 ‘2019 세계 대학생 아랍어 토론대회’에 한국대표로 참가하였다. 아랍어과 이상우, 박석한, 오현석, 김민지 학생으로 구성된 본교 팀은 전 세계 50개국 약 110개 팀이 참가한 본 대회에서 우수한 아랍어 실력과 논리력으로 3승을 달성하였으며, 오현석 학생은 비 아랍인 부문 베스트스피커 상을 수상하였다.한편 본교 아랍어과 윤은경 교수는 한국 대표 팀 코치 자격으로 본 대회에 참가하였으며 토론 대회 예선전 및 결승전 심사까지 맡아 대회 주최 측으로부터 감사장을 받았다."
한국외국어대학교,"우리대학 중앙동아리 외대축구부 주최로 2019학년도 ‘제38회 HUFS 월드컵’이 개최되었다.서울캠퍼스 총 31개 학과(팀)가 참가하여 토너먼트 형식으로 승부를 겨루는 이번 대회는 2019. 3. 25.(월) ~ 4. 5.(금)까지 2주간 열띤 응원 및 열기 속에서 치러졌으며, 선의의 경쟁을 통해 최종 우승팀의 영예는 지난 해 우승팀 독일어과에 돌아갔다."
한국외국어대학교,"우리대학 서울캠퍼스 2018학년도 동계 HUFS글로벌봉사단이 지난 1월 19일부터 1월 27일까지 태국 매솟에서 해외봉사활동을 실시했다.태국 매솟 버웨끌라(Bwe K’lar) 학교에 파견된 16명의 봉사단원들은 현지 학생들을 대상으로 미술, 과학, 음악 등의 교육봉사활동을 진행하였다. 또한 태권도, 탈춤, K-POP 등 다양한 문화공연으로 현지 주민들에게 한류문화를 알리는 뜻깊은 계기를 마련하였다. 봉사단원들은 우리대학 태국동문회에서 주최한 동문의 밤 행사참가를 끝으로 안전하게 모든 일정을 마무리하였다.2019년 3월 19일(화) 오후 6시 서울캠퍼스 교수회관 강연실에서 개최된 이번 글로벌 봉사단 해단식에서 김봉철 서울캠퍼스 학생·인재개발처장은 “봉사라는 사명감을 갖고 태국 매솟에 간 우리 학생들이 현지 학교 학생들에게 더 많은 것을 받고 왔다” 고 이야기했으며, 뒤이어 허동원 아시아교류협회 사무총장은 “모교 후배님들의 적극적인 참여로 프로그램이 성공적으로 끝마칠 수 있어 감사하다” 고 격려했다. 마지막으로 안중헌 제52대 총학생회장은 “느리고 서툴렀지만 이번 봉사가 우리 학생들의 기억에 남는 순간이 되기를 바란다”고 소감을 밝혔다.우리 대학은 학생들의 봉사정신 함양 및 글로벌네트워크 형성, 글로벌 리더로서의 자질 함양을 위해 매년 세계 각지로 <HUFS글로벌봉사단>을 파견하고 있다."
한국외국어대학교,"우리대학은 3월 18일(월) 서울캠퍼스 학생·인재개발처장실에서 교내 안전사고 예방과 건전한 면학분위기 조성을 위한 외대사랑순찰대 위촉장 수여식을 진행하였다.서류와 면접 심사를 거쳐 선발된 외대사랑순찰대는 매주 화요일과 목요일 저녁 7시부터 11시까지 서울캠퍼스 안전을 위해 순찰 활동을 펼칠 예정이다.동대문경찰서 생활안전과장 한헌섭 경정은 ""별도 활동장학금 없이 순수자원봉사 정신으로 순찰대 활동에 참여하는 학생들에게 매우 감명 받았다” 며 ”동대문경찰서에서도 지속적으로 순찰대원들에 대한 협조 및 지원을 아끼지 않겠다” 고 말했다. 김봉철 학생·인재개발처장은 ""안전한 교내순찰을 할 수 있도록 학교차원에서 적극 협조 하겠다” 며 “순찰대 활동을 통해 경찰에 대한 이해심을 높이는 좋은 기회가 되길 바란다” 고 독려했다."
한국외국어대학교,"2019년 3월 18일(월) 오후 1시, 대학본부 223-2호에서 'HUFS 미디어센터' 개소식이 개최되었다. 전략홍보팀 박창호 부장의 사회로 진행된 개소식은 테이프 커팅식 및 HUFS 미디어센터를 둘러보는 순으로 진행되었다.이날 개소식을 축하하기 위해 김인철 총장, 서울 캠퍼스 윤석만 부총장, 김학태 재무·대외 부총장, 글로벌 캠퍼스 조기성 부총장, 나송주 홍보실장, 각 처장단, 한국외대 온/오프라인 홍보대사인 HUFSon 및 새로미 대표단 그리고 홍보실직원들이 참석하였다.HUFS 미디어센터는 다양한 형태의 온라인 콘텐츠를 손쉽게 제작하여 서비스할 수 있는 통합형 미디어 센터이며, HUFS 미디어센터 내의 스튜디오를 통해 고품질의 온라인 콘텐츠를 구현할 수 있다. 많은 학생들이 동시에 소통할 수 있는 유튜브 및 인스타그램 라이브 방송을 비롯하여, 한국외대 온라인 홍보대사 HUFSon 이벤트 콘텐츠 및 토크쇼 제작 등 다양한 방면으로 뉴 미디어 홍보를 활용할 계획이다.한편 홍보실은 전략 홍보팀 산하 온라인 홍보대사인 HUFSon과 오프라인 홍보대사인 새로미를 운영하고 있으며, 교내 및 교외, 온/오프라인 홍보를 활발히 진행하고 있다."
한국외국어대학교,"2019년 3월 15일(금) 서울캠퍼스 오바마홀에서 교내 중앙동아리 농구부 HUFS 주최로 “2019 새내기 3X3 농구대회” 가 열렸다.이번 대회에는 농구에 열정을 갖고 있는 서울캠퍼스 14개 학과 신입생들이 참가하여 박진감넘치는 경기를 보여주었다.중국외교통상학과와 터키.아제르바이잔어과의 결승전을 통해 최종 우승의 영예는 중국외교통상학과가 누렸으며, 대회 MVP는 중국외교통상학과 19학번 유정민 학생이 선정되었다.끝으로 대회를 주최한 중앙동아리 농구부 이동엽 학생은 ""2019학년도 새학기를 맞아 오바마홀에서 열린 신입생 농구대회에 많은 신입생 학우분들이 참여하여 기쁘고 앞으로도 학생들을 대상으로한 많은 운동 행사들이 개최되었으면 좋겠다."" 고 소감을 밝혔다."
한국외국어대학교,"2019년 3월 8일(금) 오후 4시, 우리대학 본부 225호에서 전성철(이탈리아어 76, ㈜세이브 대표이사) 강의실 명명식이 거행되었다. 전성철 대표는 서양어대학 이탈리아어과 전성철장학금 명목으로 현재까지 약 1억여 원을 기탁한 바 있으며, 이를 기념하기 위해 우리 대학에서는 귀한 재원을 희사한 기부자에 감사하는 마음을 담아 본관 225호 강의실을 헌정하였다.이재원 대외협력처장의 사회로 진행된 이 날 행사에서 김인철 총장은 ”전성철 대표님께서 기탁하신 장학금은 우리 학생들이 우수한 학업 성과를 내고 글로벌 인재로 성장하는 데 많은 도움이 되어왔다“며 ”전성철 대표님의 큰 뜻에 감사드리며 앞으로도 학교 전체로 뻗어나가는 관심과 후원을 부탁드린다“고 축사를 전했다. 이에 전성철 대표는 ”회사를 운영하는 입장에서 학교를 운영하는 것 또한 얼마나 힘들고 고된 길일지 짐작이 간다“며 ”무한한 잠재력을 가진 재학생들을 훌륭한 사회인으로 키워내는 여정에 조금이나마 도움이 되었으면 한다“고 장학금 기탁 소회를 남겼다. 또한 ”이렇게 강의실을 헌정 받아 매우 기쁘다. 오늘 이 기쁜 자리에 함께해주신 이탈리아어과 여러분과 도움주신 모든 분들게 감사의 말씀을 드린다“며 감사 인사를 전했다.이 날 헌정식에는 김인철 총장, 김학태 재무·대외부총장, 김봉철 서울 학생·인재개발처장, 이재원 대외협력처장, 이탈리아어과 김시홍 교수, 최병진 학과장, 이탈리아어과 박관수 동문회장, 이탈리아어과 재학생 및 전성철 장학생, 발전협력팀 직원 등이 참석하여 함께하였다.한편 전성철 대표이사는 1983년 우리대학 이탈리아어과를 졸업하고 1988년 각종 생활용품 및 유아용품 수출을 전문으로 하는 무역상사 ㈜세이브를 설립하였다. 이후 30여년 간 쌓은 기술력과 노하우로 ㈜세이브를 대한민국 대표 전문무역상사로 이끌었으며 국경을 넘어 ”글로벌 비즈니스 네트워크“를 선도하는 무역회사로 성장시킨 바 있다."
한국외국어대학교,"2019년 3월 4일(월) 오후 7시, 우리대학 在부산동문회(고문 윤성원, 영어교육 73 / 회장 안종량, 태국어 76)가 「2019학년도 부산동문회 후배사랑장학금 전달식」을 거행하였다. 오철환 부산동문회 사무국장(정치외교 83)의 사회로 진행된 이날 전달식은 윤성원 고문의 2019학년도 장학금 전달을 기념하는 행사로 20여 명의 부산동문과 학교 관계자 및 부산동문회 장학생이 참석한 가운데 성황리에 열렸다.이 날 행사에서 윤성원 고문은 높은 학구열과 훌륭한 학업 태도로 타의 모범이 된 김도연(영어통번역학 16), 김유진(터키아제르바이잔어 16), 박정연(일본언어문화 18), 송민경(경제 18), 정수미(이탈리아어통번역학 18) 총 다섯 명의 부산 연고 학생에게 부산동문회 장학금을 전달하였다. 이로써 윤성원 고문이 우리 대학에 기탁한 장학금은 총 3천 8백만 원을 달성하였고 부산동문회 장학생은 총 스물다섯 명으로 늘었다.윤 고문은 “금일 이렇게 부산동문회 장학금 수여식에 귀한 분들을 모시게 되어 영광이다”며 “약소한 금액이지만 부산 연고 학생들이 학업에 정진하는 데 조금이나마 도움이 되었으면 한다”고 장학금 수여 소감을 밝혔다. 이어 안종량 회장은 “이렇게 좋은 기회에 많은 부산지역 동문들이 참석해주어 고맙고, 앞으로도 부산동문회가 힘차게 전진할 수 있도록 많은 참여를 부탁드린다”고 당부 인사를 남겼다. 마지막으로 이재원 대외협력처장은 “유일하게 우리 대학에서 지역동문회 이름으로 지역 연고 학생에게 장학금을 수여하시는 부산동문회 윤성원 고문님과 여러분이 자랑스럽다”며 “앞으로도 부산동문회 전 구성원이 함께하는 부산동문회 장학금 전달식이 되었으면 하고, 금일 부산동문회 후배사랑장학금을 받은 장학생 여러분께 진심으로 축하의 말씀을 드린다”고 축사를 전했다.한편 부산동문회 윤성원 고문은 현재 7회째 장학금을 수여하고 있으며, 부산동문회 후배사랑장학금은 학업 태도가 훌륭하며 부산에 연고를 둔 재학생에 한해 누구든 지원할 수 있다."
한국외국어대학교,"인문 계열(Arts & Humanities) 국내 7위 차지우리대학이 2019년 QS(Quacquarelli Symonds) 세계대학평가 학문주제별 평가에서 상위권을 유지하고 있다. 지난 2월 27일(수), 글로벌 대학평가 기관인 QS는 '2019 세계대학평가 학과별 순위'를 통해 5개 학문 분야, 48개 전공 분야별 세계 대학 랭킹을 발표하였다. 이 발표에 따르면 우리대학은 총 3개 분야에서 세계 대학 200위 내에 이름을 올렸으며, 경제학은 순위권 내에 재진입하였다.우리대학은 인문학의 강자답게 인문 분야 현대언어학(Modern Languages), 언어학(Linguistics), 영어영문학(English Language & Literature)에서 순위권에 포함되었으며, 사회과학 분야 경제학(Economics & Econometrics)에서도 순위권에 포함되었다.세부적으로 현대언어학은 국내 3위(세계 45위), 언어학은 국내 3위(세계 51-100위권), 영어영문학은 국내 4위(세계 151-200위권)를 기록하였다. 또한 경제학은 2017년 이후 세계 500위권으로 재진입하였다.한편, QS 세계대학평가 학문주제별 평가는 학계평판, 졸업생 평판, 논문 피인용, H-인덱스 등 네 가지 지표를 통해 평가하며, 우리대학은 최근 QS 대학평가뿐만 아니라 중앙일보 등 각종 대학평가에서도 지속적으로 상위권을 유지하고 있다."
한국외국어대학교,"재단법인 현마육영재단 2019학년도 제9기 장학금 수여식이 2019년 2월 28일(목) 오전 11시 우리대학 서울캠퍼스 교수회관 강연실에서 열렸다.이날 수여식에는 이성희 현마육영재단 이사장을 비롯하여 주식회사 현마산업 이준섭 대표이사가 참석했으며, 본교에서는 김인철 총장, 김학태 재무·대외부총장, 문재완 법학전문대학원장, 이재원 대외협력처장, 김봉철 학생·인재개발처장(서울), 김수완 학생·인재개발처장(글로벌)을 비롯하여 장학생과 학부모들이 참석하였다.이성희 이사장은 “장학금 수여식은 새로운 식구를 맞이하는 재단의 가장 뜻깊은 날로 가정, 학교, 사회가 삼위일체되는 전인교육이 중요하며 상대방에게 감동을 주는 처신을 하기 바란다” 고 당부하였다.김인철 총장은 “근검절약을 몸소 실천하시는 이성희 이사장님께 깊은 감명을 받으며, 본인은 아끼고 후배들을 위해 헌신하시는 모습이 귀감이 된다” 고 감사한 마음을 전하였다.현마육영재단은 본교 학생들이 국내를 대표하여 세계로 진출하는 글로벌 인재로 양성될 수 있도록 매학기 등록금 전액을 장학생들에게 지급하고 있다.올해로 제 9기 장학생이 선발되어 연 인원 81명에게 장학금이 지급되었으며, 총 누계지급액은5억 6천만원이다.장학금 수여식에 이어 교수회관 귀빈식당에서 장학생들은 현마 이성희 이사장께 감사의 인사를 전하고 재단 및 학교관계자 등 장학생들과 오찬을 함께 하였다."
한국외국어대학교,"2019년 2월 28일(목), 우리대학 서울캠퍼스에서 2019학년도 제1학기 신임교원 임명장 수여식 및 오리엔테이션이 개최되었다.김종철 이사장은 2019학년도 제1학기 신규임용 교원에게 임명장을 수여하며, 앞으로 글로벌 인재 양성을 위한 교육과 연구 및 대학 발전에 더욱더 매진해 주기를 당부하였다.이날 임명장 수여식에는 김인철 총장, 나민구 서울캠퍼스 교무처장과 전종섭 글로벌캠퍼스 교무처장이 배석하였다.<신임교원>왼쪽부터 전종섭(교무처장(글로벌)), 정찬철(미네르바교양대학(글로벌)), 안정민(외국어로서의한국어교육전공), 김종철 이사장, 김인철 총장, 유현주(정치외교학과), 윤원주(경영학부), 마승혜(영어통번역학부), 나민구(교무처장(서울))"
한국외국어대학교,"우리대학은 2019년 2월 27일(수) 오전 10시, '2019학년도 한국외대 신입생 입학식' 행사를 서울캠퍼스 오바마홀에서 개최하였다.김봉철 서울캠퍼스 학생·인재개발처장의 사회로 기수단 입장, 개회 및 국민의례에 이어 입학허가 선언, 신입생 선서, 학교배지 수여, 김인철 총장 축사 등의 순서로 진행되었다.김인철 총장은 축사를 통해 3,921명의 신입생에게 ""‘글로벌 인재양성의 산실’, ‘해가지지 않는 대학’, 한국외국어대학교의 새 가족이 된 여러분을 진심으로 환영한다. ""며 ""여러분의 꿈이 현실이 될수 있도록 한국외국어대학교는 여러분에게 최선의 지원과 관심을 아끼지 않겠다“라고 격려하였다.한편, 신입생들의 입학을 축하하기 위해 독일, 러시아, 사우디아라비아, 케냐 등 주한대사들의 축사 영상을 담은 동영상이 상영되었으며, 선배 재학생들의 축하 공연 무대 등이 이어졌다.이날 입학식은 행사장을 가득 메운 신입생과 학부모, 민동석 총동문회장을 비롯한 교직원에게 한국외대 가족으로서의 자부심과 소속감을 가질 수 있는 뜻깊은 자리가 되었다."
