,제목,내용
405,"건축공학과, 한국건축시공학회서 수상 풍년","건설생산공학 분야 공헌, 건축공학과 소속 6명 수상  공과대학 건축공학과 교원과 동문이 건설생산공학 분야 공헌을 인정받아 ‘2021년 한국건축시공학회 가을학술발표대회’서 학회상을 받았다.한국건축시공학회가 지난 11월 12일(금), ‘2021 가을학술발표대회 및 창립 20주년 기념행사‘를 개최한 가운데 국내·외 건설 분야 발전에 기여한 자에게 학회상을 시상했다. 이날 행사에서 건축공학과 김무한 명예교수, 김규용 교수, 남정수 교수가 각각 특별공로상, 공로상, 학술상을 받았으며, 정관희 동문(건축공 85, ㈜태영건설 소장)과 최성우 동문(건축공 93, ㈜유진기업 부장)이 기술상, 최형길 동문(건축공 00, 경북대 교수)이 학술상을 받았다.한편, 건축공학과는 1954년 개설된 이래로 국내 건설산업의 발전에 맞춰 건축 분야의 통합적인 교육으로 창의적인 사고와 실무능력을 가진 건축 기술자 및 전문가를 양성함으로써 국내외 건축 분야의 발전에 이바지하고 있다."
406,"김소연 교수, ‘한국피아노듀오협회 스페셜콘서트’ 공연","“치유와 희망을 노래하는 피아노 듀오 콘서트”  예술대학 음악과 김소연 교수가 11월 17일(수) 오후 7시 30분, 예술의전당 IBK챔버홀에서 ‘한국피아노듀오협회 제18회 스페셜콘서트’ 무대에 오른다. 이번 공연은 국내외에서 활발히 연주 활동을 전개하며 한국 음악계를 빛내고 있는 국내 유수의 음악대학 교수들을 초청해 특별한 레퍼토리와 흥미로운 해설로 풍성한 무대를 꾸밀 예정이다. 김소연 교수는 권혜진 교수(목원대)와 함께 1부 첫 곡, M. Infante <Trios Danses Andalouses for Two Pianos>로 이번 공연의 막을 올린다. 이어 P. I. Tchaikovsky <The Nutcracker Suite, Op. 71a for Two Pianos (arr. by N. Economou)>가 박진우(중앙대 교수)와 김규연(서울대 교수)의 연주로 이어진다.2부에서는 M. Ravel <Daph n is et Chloé Suite No. 2 for Two Pianos>가 V. Gryaznov의 편곡으로 새롭게 펼쳐질 예정이며 연주에는 Hirota Shunji(수원대 교수)와 이성철(협성대 교수)가 함께한다. 마지막 곡은 G. Bizet <Carmen Fantasy for Two Pianos (arr. by G. Anderson)>이며 박성열(추계예대 교수), 강우성(강원대 교수)의 완벽한 호흡의 연주로 막을 내린다. 한편, 김소연 교수는 독일 하노버 국립음대 피아노 전공 강사, 하노버 국립음대 교수 대행(2017~2018), 독일 뷔케부르크 국제 아카데미, 슈타데 국제 피아노 페스티벌 초청 교수 등을 역임했다.□ 공연 안내 : https://www.sac.or.kr/site/main/show/show_view?SN=44137 "
407,"윤순길 교수팀, 'Nano Energy' 논문 게재","친환경 및 고출력 나노 제너레이터 개발  공과대학 신소재공학과 윤순길 교수팀이 고성능 에너지 하베스터를 통해 기존보다 6배 향상된 에너지를 생산하는 나노 제너레이터를 개발했다.이번 연구 결과는 나노 에너지 분야의 세계적 학술지 'Nano Energy'(IF: 17.881) 11월 14일(일)자 온라인에 게재됐다.(논문 제목: Synergistic contribution of flexoelectricity and piezoelectricity towards a stretchable robust nanogenerator for wearable electronics)윤순길 교수팀은 고성능의 압전 에너지 하베스팅을 위해 Flexoelectric 특성의 'Zn-Al-LDH Nano Sheet' 와 Piezoelectric 특성의 'ZnO'를 조합해 나노 제너레이터를 구성했고, 이를 통해 고출력의 에너지를 생산하는 데 성공했다.이번 연구에서 제작된 고성능 에너지 하베스터는 일반적으로 활용되는 ZnO 압전재료와 비교했을 때 출력이 6배 향상됐으며, 친환경적인 만큼 인체에 적용해 에너지를 창출할 수 있다는 점에서 의미가 크다. 윤순길 교수는 ""이번 에너지 하베스터는 환경적으로 친화적인 재료들로 구성돼 응용도는 무한적으로 확대될 수 있다""며, ""현재 이번 연구 결과에 대해 중소·중견 기업들에서도 큰 관심을 보이고 있어 앞으로는 실용화 연구에 박차를 가할 예정""이라고 밝혔다.한편, 이번 연구는 과학기술정보통신부의 중견사업(도약 후속과제)과 교육부의 중점지원연구소 사업의 지원으로 수행됐다."
408,"중어중문학과,'한중 숏폼 영상 공모전'서 최우수상 수상","인문대학 중어중문학과 재학생들이 한중 문화교류의 해(2021-2022) 기념 '한중 숏폼 영상 공모전'에 참가해 최우수상을 받았다.중어중문학과 유성화원 팀(문유빈, 유소정, 이소희, 최정현)은 지난 10월 14일(목), 한국국제문화교류진흥원, 주한중국문화원, 주중한국문화원이 주관하고 주한중국대사관, 주중한국대사관이 후원하는 '한중 숏폼 영상 공모전'에 참가해 최우수상을 수상했다.유성화원 팀은 '내가 경험한 중국, 15초 안에 말하기'라는 주제로 영상을 제작했다. 해당 영상은 https://www.youtube.com/watch?v=iUGuBJ3Y9O4에서 확인할 수 있다.한편, '한중 숏폼 영상 공모전'은 한중 문화교류의 해(2021-2022)를 기념하기 위해 양국 정부가 시행하는 협력 사업의 일환이다. 이번 공모전은 한국, 중국 간의 지속적인 교류를 촉진하기 위해 각각 '나와 함께한 중국', '나와 함께한 한국'이라는 주제로 양국에서 개최됐다. "
409,"생활과학대학-해군본부, ‘2021 NAVY COOK KING 선발대회’ 개최","해군 조리요원 능력 및 군 급식 수준 향상 도모   생활과학대학이 해군본부와 함께 해군장병 맞춤 식단 개발을 위한 '2021 NAVY COOK KING 선발대회'를 개최했다.생활과학대학과 해군본부가 11월 12일(금), 진해 해군기지사령부 舊 보급창 본관 앞에서 '2021 NAVY COOK KING 선발대회'를 개최했다. 국립대학육성사업의 일환으로 개최된 이번 대회는 해군 조리요원의 능력 향상과 군 급식 수준 향상을 위해 해군 장병 식단에 적용할 수 있는 간편식을 활용한 일품요리를 주제로 진행됐다. 올해로 다섯 번째를 맞이한 이번 대회에 작전사 및 재진지역 해·육상부대 5개팀(잠수함사, 부산기지방호전대, 마라도함, 을지문덕함, 김창학함)이 참가했으며, 해군본부 작전사 급양담당, 생활과학대학 교수, 해군 영양사가 심사를 진행했다.평가는 장병 선호도, 단체급식 적합성 및 조리기술, 창의성, 영양 및 위생 상태 4개 항목으로 진행됐으며, 최종 평가 결과 잠수함사 팀이 '호밀랩과 눈꽃치즈샐러드'로 최우수상을 받았다.한편, 생활과학대학은 장병 급식・피복개선 등의 군생활문화 및 만족도 향상을 위해 군・학간 실무업무 및 연구협력 체계를 구축하고, 정기적인 학술세미나 개최와 자문은 물론 장병 대상 교육에도 참여하고 있다. "
410,"LINC+사업단-국가철도공단, 철도인재 장학금 수여","이주영, 신민정 학생 장학생 선정  LINC+사업단과 국가철도공단이 철도인재양성 교과목 운영과 관련해 학업 우수자에게 장학금 수여식을 개최했다.LINC+사업단은 11월 11일(금) 오후 4시, 이상도 수석부단장과 김태운 인재양성부장이 참석한 가운데 산학연 교육연구관 회의실에서 장학금 수여식을 개최했다.충남대와 국가철도공단은 철도인재 양성을 위한 업무 협약을 통해 LINC+사업단 교육과정에 4차 산업혁명과 철도교통, 철도교통 캡스톤디자인 교과목을 개설하여 운영하고 있다.이에 국가철도공단은 해당 교과목을 이수한 학생 중에서 학업 우수자을 위한 장학금을 마련하고, 이주영(국어국문학과), 신민정(토목공학과) 학생에게 철도인재 장학금 100만 원을 전달했다. 국가철도공단은 앞으로 매 학기 2명씩 철도인재 장학금 100만 원을 지급할 예정이다.LINC+사업단 이상도 수석부단장은 “대학의 교과과정 개선과 LINC+사업은 통한 특화된 교육과정 지원으로 한국철도 맞춤형 인재 양성을 위해 노력하겠다”며, “지속적인 철도인재양성을 위해 내년부터 ‘스마트 철도교통학’ 나노학위과정을 도입함으로써 철도인재양성 및 산학협력 활성화를 위해 지속적으로 힘 쓸 계획이다”고 말했다."
411,"법률센터-대전충남소비자연맹, 지역사회와 ESG 포럼 개최","ESG경영에 대한 지역민의 이해 제고  최근 대전·세종·충남지역 지자체와 대학, 공공기관, 산업계 등이 참여한 ESG 추진 협의체가 발족식을 가진 가운데, 법률센터와 대전충남소비자연맹이 ESG 경영에 대한 이해를 높이기 위한 포럼을 개최했다. 법률센터(센터장 손종학)와 대전충남소비자연맹(회장 강난숙)은 11월 11일(목) 오후 2시, 대학 구성원과 지역민 등이 참석한 가운데 법학도서관 하나라운지에서 '지역사회와 ESG 포럼'을 온·오프라인으로 동시 개최했다.이번 포럼은 국제적 화두인 ESG경영(환경, 사회, 지배구조)에 대한 지역민의 이해 제고를 위해 진행됐으며, ESG 부분별 전문가들의 발표가 이어졌다. 이날 포럼에서 문종욱 대전시의회 운리자문위원장이 좌장을 맡은 가운데 환경 부분은 대전환경운동연합의 이경호 사무처장이 '기후위기와 미래'를, 사회부분은 한화생명 김상일 상무가 '기업의 사회적 책임 – 사회공헌활동'을, 지배구조 부분은 법률센터 손종학 센터장이 '이제는 법치경영(法治經營)시대'를 주제로 발표했다. 이후 참석자들의 토론과 질의응답이 이어졌다.손종학 법률센터장은 “ESG에 대한 지역사회의 이해를 제고하는 측면에서 지역시민단체와 함께 선도적으로 논의할 수 있는 자리를 마련했다”며, “앞으로도 지역주민에게 도움이 될 수 있는 포럼이나 교육의 기회를 마련해 나가겠다”고 말했다.한편, 충남대와 서부발전은 지난 11월 2일, 정심화국제문화회관에서 대전·세종·충남지역의 지자체, 공공기관, 연구기관, 기업 등 17개 기관이 참여한 가운데  ‘SDGs 기반 ESG 추진 협의체 발대식’을 갖고 ESG기반 네트워크 활성화 및 사회적 가치실현을 통한 지역혁신체계 기반 마련을 위해 노력할 것을 다짐했다."
412,"사회공헌센터-금성지역아동센터, 업무협약 체결","지역 연계 교육활동 상호 협력  사회공헌센터(센터장 권재열)와 금성지역아동센터(센터장 정정숙)가 지역사회 발전과 인재 양성을 위한 업무협약을 체결했다. 사회공헌센터와 금성지역아동센터는 11월 11일(목) 오전 10시 30분, 양 기관 관계자들이 참석한 가운데 ‘지역 연계 교육활동 상호업무 협력 협약’을 체결했다.  이번 협약 체결로 양 기관은 ▲지역 아동·청소년을 위한 교육 사업의 지속적인 연계 및 협력 ▲사회공헌활동을 위한 교육 및 활동에 관한 인·물적 자원 교류 ▲상호 발전을 위한 정보 공유, 의견 교류 등을 위해 공동의 보조를 맞춘다. 특히, 지역 아동·청소년을 위한 맞춤형 교육 프로그램인 'CNU 배달강좌제'와 체험형 과학교육 실습 프로그램인 ‘메이킹 프로그램’을 실행해 지역 청소년 대상의 교육 사업을 진행할 예정이다 사회공헌센터 권재열 센터장은 “지역 아동·청소년 교육기관과 연계한 교육활동을 통해 지역사회 발전과 인재 양성에 밑거름이 될 예정”이라며, “앞으로도 대학과 지역사회가 상생 발전할 수 있도록 지역 교육기관과의 협력 네트워크를 확장함은 물론, 젊은 사회공헌 문화를 형성하는 데 최선을 다하겠다”고 강조했다. 금성지역아동센터 정정숙 센터장은 “초등학교 고학년 학생과 중학생의 경우 공부의 깊이와 범위가 넓어 교육에 어려움이 있었는데, 사회공헌센터의 ‘배달강좌제’를 통해 그 문제를 해결할 수 있어 정말 기쁘다”며, “앞으로 서로가 가까운 곳에 있다는 장점을 살려 많은 프로그램을 협력해나가길 기대한다""고 말했다.한편, 사회공헌센터는 이외에도 ‘쓰담쓰담 온라인 멘토링’, ‘지역사회혁신 교과목’, ‘CNU 시크릿버스’ 등 다양한 지역 사회공헌 프로그램들을 운영하며 지역 거점 국립대학으로서 사회적 책무를 실천하고 있다."
413,계룡건설 이승찬 대표의 대를 이은 충남대 사랑,"‘CNU Honor Scholarship’ 장학기금 3억 원 기부아버지 故 이인구 명예회장 뜻 따라 지역인재 양성에 온힘 지역 대표 건설사인 계룡건설을 이끌었던 故 이인구 명예회장의 뜻을 이어 아들인 이승찬 대표의 충남대학교에 대한 사랑이 주목받고 있다.계룡건설산업(주) 이승찬 대표이사는 11월 10일(수) 오후 2시, 이진숙 총장을 방문해  ‘CNU Honor Scholarship’ 장학기금 3억 원을 전달했다.이승찬 대표는 지역의 대표기업인 계룡건설이 지역의 인재양성을 위해 노력한 선친의 뜻을 이어가기 위해 이번 ‘CNU Honor Scholarship’ 장학기금 기부를 결심했다. 특히, 국가 거점국립대인 충남대가 ‘슈퍼 엘리트’를 끝까지 육성하고 이들이 지역 사회에 뿌리내릴 수 있도록 지원하는 ‘CNU Honor Scholarship’ 장학제도의 뜻에 깊이 공감한 것으로 알려지고 있다.이승찬 대표와 계룡건설은 지난 6월에도 건축공학과에 2억 2,000만 원 상당의 첨단 강의 시스템을 기부했으며, 지난 2018년에는 청룡관 리모델링 사업인 ‘이인구 인재관’ 조성에 20억 원을 투입하기도 했다. 이승찬 대표의 선친인 故 이인구 명예회장(법학 61학번)은 청룡관 건립기금, 유림문고 도서기금, 법학전문대학원 장학기금 기부 등 나눔을 적극 실천했으며, 제18대~21대 충남대학교 총동창회장을 역임하면서 동문을 결속하는 한편, 후배들을 위해 직접 특강을 펼치는 등 남다른 충남대 사랑을 실천해 왔다.계룡건설 이승찬 대표는 “아버님은 생전, 지역의 인재를 육성하는 것이 곧 지역사회 발전으로 이어진다는 말씀을 하시며 남다른 모교 사랑을 실천하셨고, 그 모습을 옆에서 오랫동안 지켜봐 왔다”며 “우수한 인재들이 ‘CNU Honor Scholarship’ 장학제도를 통해 보다 많은 배움의 기회를 누리고, 지역에 뿌리내려 국가와 지역사회의 발전을 이끄는 리더로 성장해주길 바란다”고 말했다.충남대 이진숙 총장은 “지역인재 양성을 위해 물심양면으로 노력하신 故 이인구 회장님과 대를 이은 이승찬 대표님의 헌신에 감동을 느낀다”며 “대전·세종·충남을 대표하는 국가 거점국립대학교로서 국가와 지역 발전을 견인할 인재 양성에 최선을 다하겠다”고 말했다.한편, 충남대가 지난해 ‘CNU Honor Scholarship’ 장학제도는 이진숙 총장이 지역의 우수한 인재 양성을 위해 신설한 파격적인 지원제도로 학사부터 박사까지 등록금 및 학업장려금은 물론 학부 졸업 후 해외 유수의 대학에 유학할 경우 유학 지원금까지 1인당 최대 약 2억 원을 지원한다. 충남대는 올 들어 1호부터 11호까지 이어지고 있는 ‘CNU Honor Scholarship’ 장학기금 기부를 토대로 이 장학제도를 적극적으로 알리는 한편, 우수 학생 유치를 위해 노력할 계획이다. "
414,"바이오AI융합연구센터, '2021 CNU BioAI Day' 개최","‘BioAI-ADMET’ 플랫폼 공개 및 산학협력 모색바이오AI융합연구센터(센터장 김영국)가 ‘2021 CNU BioAI Day’를 개최했다. 바이오AI융합연구센터는 11월 10일(수) 오후 2시, 협력기관 관계자들이 참여한 가운데 ‘2021 CNU BioAI Day’를 온라인(ZOOM)으로 개최하고 ‘ADMET-Tool’ 플랫폼 기술을 공개했다.‘ADMET-Tool’은 흡수(Absorption: A), 분포(Distribution: D), 대사(Metabolism: M), 배설(Excretion: E), 독성(Toxicity, T)의 준말로, 충남대 바이오AI융합연구센터의 지원으로 개발된 신약개발 핵심 약동, 독성 파라미터의 예측 플랫폼이다. 이날 행사에서 바이오AI융합연구센터는 ‘ADMET-Tool’ 베타 버전을 협력 기관에 우선 공개하고, 융합기술 발전 방향과 협력 방안을 모색했다. 김영국 센터장은 “오늘 행사를 통해 바이오AI융합연구센터의 우수기술을 공개함으로써 플랫폼 고도화를 위한 환류와 협력업체와의 상생 환경을 구축할 수 있었다”며, “이번 기술뿐만 아니라 바이오AI융합분야 산업 전반의 혁신성장 기반이 마련될 수 있도록 지원을 아끼지 않겠다""고 밝혔다."
415,충남대-육군 ‘제3회 Army Academia EduTech Conference’ 개최,"학·군 융합 통한 육군 교육훈련 발전 방향 모색  충남대학교(총장 이진숙)와 육군교육사령부(사령관 중장 박상근)가 '제3회 Army Academia EduTech Conference'를 공동 개최했다.충남대학교와 육군교육사령부는 11월 9일(화) 오전 10시~오후 4시, 이진숙 총장과 박상근 사령관 등 주요 관계자가 참석한 가운데 충남대 백마홀에서 '제3회 Army Academia EduTech Conference'를 개최했다. 'Army Academia EduTech Conference'는 미래 육군 교육훈련 발전 방향 도출을 위해 지난 2019년부터 충남대와 교육사가 공동으로 진행해 왔다. 총 3개의 세션으로 나눠 진행된 이번 컨퍼런스에서는 육군 교육훈련 전문가와 각 대학 연구자, 기업가들이 참석했다.첫 번째 세션에서는 '에듀테크 추진 동향'을 주제로 '국내외 에듀테크 추진동향(㈜러닝스파크 정훈 대표)', '메타버스의 교육적 활용(충남대 김정겸 교수)' 발표가 진행됐다.두 번째 세션에서는 '메타버스 개념의 가상훈련'을 주제로 '가상훈련체계를 적용한 기계화부대 교육훈련(송봉근 대위)', '인공지능/빅데이터 기반 가상훈련체계 효과평가방안 연구 결과(이화여대 조일현/윤미현 교수)', '메타버스를 활용한 교수학습 구현 방안(㈜휴넷)' 발표가 이어졌다.세 번째 세션은 '육군 교육훈련 에듀테크 적용방안'을 주제로 '국방교육훈련관리체계(DTMS) 정보화 전략계획(ISP) 수립 결과(㈜버블콘 신영규 대표)', '국방 에듀테크 시범사업 추진 방향(이호순 중령)' 발표가 진행됐다.이진숙 총장은 ""오늘의 컨퍼런스가 미래 전장 환경 변화에 발맞춰 우리 육군의 교육훈련의 방향을 논의하는 소중한 계기가 될 것""이라며, ""충남대와 교육사는 이번 행사뿐만 아니라 군 교육 혁신을 위해 각 분야의 전문성을 공유하고, 발전적 네트워크를 구축해나가는 데 앞장서겠다""고 밝혔다."
416,"원유광 박사과정생, ‘2021년 한-스위스 박사과정생 연수사업' 선정","“에어로겔 내의 마그네토플라스모닉 나노입자 자기조립” 연구 수행 자연과학대학 화학과 원유광 박사과정생(지도교수: 이재범)이 2021년 한-스위스 박사과정생 연수사업에 최종 선정됐다.원유광 박사과정생이 지난 11월3일(수), 한국연구재단과 취리히 연방공과대학교 (ETH Zurich) 주관하는 2021년 한-스위스 박사과정생 연수사업에 최종 선정됐다.이번 선정 결과에 따라 원유광 박사과정생은 취리히 연방공과대학교 재료학과(D-MATL)로 최대 3개월간 '에어로겔 내의 마그네토플라스모닉 나노입자 자기조립'이라는 주제로 교환연수를 다녀올 예정이며, 연구에 필요한 모든 재원을 지원받는다.원유광 학생은 호치민국립대학 화학과를 졸업하고, 정부초청장학생으로 충남대 화학과에서 프로테오믹스와 분리분석을 김정권 교수님의 지도아래 석사 학위를 취득했으며, 석사 기간 출간한 10편의 논문 중 3편은 본인이 주저자로 출간했다. 현재는 화학과 이재범 교수 연구실에서 나노구조체 어셈블리를 이용한 메타물질 개발과 극미량센싱 플랫폼을 개발 중이다.한편, 취리히 연방공과대학교 (ETH Zurich)는 스위스 내 대학 랭킹 1위를 차지하고 있으며, 2022년 기준 THE 세계 대학 랭킹 15위, 2022년 QS 세계 대학 랭킹 8위에 등재됐다."
417,"교육학과 BK21 세계시민교육사업단, 글로벌 석학 초청 공동학술 강연 개최","임현묵 유네스코 아·태국제이해교육원장 ‘예비교사를 위한 세계시민교육’ 등  사범대학 교육학과 BK21 세계시민교육 미래인재 양성사업단(단장 김정겸 교수)이 해외 석학을 초청해 세계시민교육 및 진로교육 분야의 세계적인 석학들의 견해와 경험들을 통해 세계시민교육의 국제적 동향을 살펴보고 미래를 함께 조망해 보는 공동학술 강연을 개최한다. 교육학과 ‘BK21 세계시민교육 미래인재 양성사업단’은 11월 11일 오전 11시, 온라인 형식으로 임현묵 유네스코 아시아태평양국제이해교육원장을 초청해 ‘예비교사를 위한 세계시민교육’을 주제로 강연을 진행한다.  또, 이에 앞서 이날 오전 10시에는 뉴욕 바나드 대학(Barnard College) 심리학과 리사손 교수(Lisa Son) 교수의 ‘메타인지 학습법’ 특강을, 다음날인 12일(금) 오전 10시 인디애나 주립대학교(Indiana State University) 라이언 돈란 교수(Ryan Donlan)의 ‘COVID-19 tleo 교사 리더’, 이어 오전 11시, 아칸사스 대학교(University of Arkansas) 마이클 오허티 석좌 교수의 ‘STEM 교육 리더십과 수업 전략’주제 강연이 이어진다. 코로나19에 따른 사회적 거리두기 상황을 고려해 온라인 비대면(ZOOM)으로 진행되는 이번 특강은 충남대 구성원이면 누구나 참여 가능하다.   □ 문의: 교육학과 BK21 세계시민교육 미래인재 양성사업단(042-821-6522)□ Zoom : https://cnu-ac-kr.zoom.us/j/8498587529"
418,‘일상회복 지원위원회’ 운영,"‘단계적 일상회복’ 따라 코로나19 비대위에서 명칭 변경새로운 방역체계에 따른 방역관리, 자체 방역 점검 등 논의 충남대학교가 정부의 코로나19 단계적 일상회복 방침에 따라 비상대책위원회를 ‘일상회복 지원위원회’로 명칭을 변경하고, 대학 구성원의 일상회복을 지원한다.충남대는 11월 8일(월) 오후 2시, 온라인(Zoom) 방식으로 ‘일상회복 지원위원회(위원장 김기수 교학부총장)’ 제1차 회의를 개최했다. 충남대 일상회복 지원위원회에는 김기수 교학부총장을 위원장, 최동오 학생처장을 부위원장으로 처·국장, 의과·간호대학장, 교수회장, 총학생회장, 조교협의회장, 실무 담당자를 비롯한 대학 구성원 27명이 참여한다. 충남대는 지난해 1월 28일 ‘충남대학교 신종 코로나바이러스 비상대책위원회’를 구성했으며, 지난 주까지 총 111회 회의를 통해 방역, 학사, 행정 등 주요 사안을 논의해 왔다. 충남대는 일상회복 지원위원회를 통해 새로운 방역체계 적용에 따른 방역관리, 대학 자체 방역 점검, 구성원을 대상으로 기초 방역수칙 홍보 및 교육 등을 논의할 예정이다.한편, 이날 일상회복 지원위원회 1차 회의에서는 학생생활관 입주자격 변경, 평생교육원 충청학 무료 강좌 운영 등을 논의했다.일상회복 지원위원회 김기수 위원장은 “정부의 단계적 일상회복 추진에 따라 코로나19 대응 비상관리조직인 비상대책위원회를 일상회복 지원단으로 전환해 운영한다”며 “일상회복 전환 이후의 학내 코로나19 대응체계 운영과 방역 등 코로나19로부터 대학 구성원의 안전을 지키고 일상 회복을 지원하기 위해 노력하겠다”고 말했다."
419,"사범대학, ‘CNU Edu 교육문화제’ 개최","예비교사 학업성과 공유와 확산, 지역 초⸱중·고등학생 참여 기회 제공글로벌 석학 초청 학술 강연, SCP 창의 체험 아카데미 캠프 등 기획 충남대학교가 예비교사들의 교육역량을 높이고, 지역의 초⸱중·고등학생에게 수준 높은 교육 기회를 제공하기 위한 대규모 교육문화제를 개최한다.사범대학(학장 최유현)은 11월 8일~20일, 사범대학 일원에서 ‘2021 CNU Edu 교육문화제’를 개최한다. 사범대학이 주최하고 교육대학원, SCP선도협력학교의 주관으로 진행되며, 오프라인 및 온라인(Zoom) 하이브리드 형식으로 진행된다. 이번 교육문화제는 예비교사 양성이라는 사범대학의 교육문화 정체성을 확인하고 미래 역량 가치를 체험적으로 실천하는 동시에 지역의 초⸱중·고등학생들이 직접 프로그램에 참여해 현장 기반 학습을 체험할 수 있도록 구성됐다.구체적으로 예비교사 모의 수업 경진대회, 교수·학습자료 개발 전시회, 성과 보고회 등 예비교사들의 학업 성과 보고회 및 확산을 위한 프로그램과 미국 뉴욕 바나드 대학 심리학과 교수인 리사 손(Lisa Son)의 ‘메타인지 학습법’ 등 4개의  석학 강연, ‘SCP 선도협력학교’ 학생들을 초청한 ‘SCP 창의체험 아카데미 캠프 개최’ 등 입체적이고 다채로운 프로그램을 선보일 예정이다. 특히, 창의교육거점센터 사업(한국과학창의재단, 연구책임자, 최유현 학장)의 일환으로 개발된 교육 프로그램으로 지역 SCP 선도협력학교 초⸱중⸱고 학생이 참여하는 크로스오버 학습 플랫폼인 ‘SCP 창의체험 아카데미’는 11월 13일과 20일 오전 9시 30분부터 오후 5시까지 진행되며 사범대학 교수와 학생이 강의와 보조 교사로 참여하고 350여명의 초⸱중⸱고 학생을 초청해 주니어 AI공학자, 디자인 씽커 : 살아있는 실험실, 미래 에너지 연구소 등 17개의 체험형 교육 프로그램이 진행된다.최유현 사범대학장은 “‘CNU Edu 교육문화제’는 사범대학의 ‘사람다움’, ‘교육다움’의 가치를 지향하고 지역사회와 더불어 함께하는 교육 문화조성과 교육혁신의 실천을 위해 마련했다”며 “앞으로 지속적으로 ‘CNU Edu 교육문화제’와 같은 발전적인 교육 문화제를 만들기 위해 노력하겠다”고 하였다."
420,"소비자학과, 청년 소비자 이슈 공모전 1등 입상","생활과학대학 소비자학과 재학생들이 청소년 소비자 이슈 공모전에서 1등상인 공정거래위원장상을 수상했다. ‘컨슈머 소사이어티 코리아 2021’이 지난 11월 3일, 더케이 호텔 서울에서 개최된 가운데 소비학과 임하연, 이승민, 이유경, 이정훈, 임지현 학생(이상 20학번, 지도교수 : 구혜경)이 ‘청년 소비자 이슈 공모전’에서 영예의 1등상을 받았다.청년 소비자 이슈 공모전은 150여 편이 접수돼 최종 10편이 본선에 올랐으며, 소비자학과 팀은 ‘Live 커머스?Lie브 커머스! : 숨겨진 문제점과 우리가 해야 할 과제들’ 주제를 현장 발표했다.한편, 공정거래위원회, 한국소비자정책교육학회, 한국소비자연맹이 공동 주관하는 청년 소비자 이슈 공모전은 청년층이 당면하고 있는 소비자 문제를 발굴하고 대안을 제시하기 위한 공모전으로 민-관-학 축제의 장으로 자리매김 하고 있다."
421,"박종선 교수, 한국독성학회 KIT 독성학 학술대상 수상","의과대학 약리학교실 박종선 교수가 한국독성학회의 KIT 독성학 학술대상을 수상했다. (사)한국독성학회가 지난 11월 1일~2일, 강원도 강릉에서 대면-비대면(유튜브 생중계) 방식으로 제37차 정기학술대회를 개최한 가운데 충남대 박종선 교수에게 KIT 독성학 학술대상을 시상했다. 한국독성학회의 KIT 독성학 학술대상은 지난 3년 간 독성학 분야의 선도적 연구를 수행한 연구자를 선정해 시상하는 상으로, 박종선 교수는 ‘Yin Yang 1 is required for PHD finger protein 20-mediated myogenic differentiation in vitro and in vivo’을 대표 연구 업적으로 에너지 대사증후군 분야를 선도해온 연구 성과를 인정받았다.  한편, 박종선 교수 연구실은 교육과학기술부의 중견연구자지원사업(핵심연구) 지원을 받아 비만/당뇨를 포함한 대사성 증후군 연구와 암세포 특이적 에너지대사 연구를 활발히 진행하고 있다. "
422,"박재상 교수 연구실, 공모전과 학술대회서 우수한 성적 거둬","KAI 항공우주논문상 공모전, 최우수상(산업통상자원부 장관상), 장려상, 특별상 등 수상2021년 공군사관학교 미래 항공우주 학술대회, 최우수상(참모총장상) 수상 공과대학 항공우주공학과 박재상 교수 연구실 소속 학생들이 ‘KAI 항공우주논문상 공모전’과 ‘2021년 공군사관학교 미래 항공우주 학술대회’에서 우수한 성적을 거뒀다.한국항공우주산업㈜이 10월 21일(목), KAI 항공우주논문상 시상식을 개최한 가운데 박사과정 심창훈 학생과 석사과정 홍성부, 김도영 학생이 최우수상과 장려상을, 박재상 교수는 논문 지도의 공로를 인정받아 특별상을 받았다. 최우수상(산업통상자원부 장관상)을 받은 홍성부 학생은 '축소기체 구조 모델을 이용한 고속 비행 복합형 무인회전익기의 능동진동 제어시험 연구' 논문을 통해 축소 기체 모델을 이용한 능동 진동 제어의 시험 및 시뮬레이션 기법을 체계적인 서술로 제시하고, 고속 비행 복합형 무인 회전익기에 AVCS(Active Vibration Control System)의 적용 가능성을 평가했다. 장려상을 받은 김도영, 심창훈 학생은 ‘압축력과 내부 압력을 동시에 받는 우주 발사체 복합재 탱크 구조의 좌굴 설계 기준의 도출’ 논문으로 우주 발사체의 복합재 추진제 탱크 구조의 경량 설계를 위해 압축력과 내부 압력을 함께 고려한 좌굴 Knockdown factor를 새롭게 도출했다. 특히, 이번 KAI 항공우주논문상 공모전 수상 결과, 한 명의 지도교수 연구실에서 2개 팀이 우수 논문상을 받은 것은 최초의 사례다.또, 박재상 교수 연구실 소속의 Space N팀이(임준현, 장미, 황의진 학생) ‘2021년 공군사관학교 미래 항공우주 학술대회’에서 우주과학기술분과 최우수상(참모총장상)을 수상했다. 이날 학술대회에서 Space N팀은 ‘우주 그물을 이용한 우주 물체 포획 시뮬레이션 연구’ 논문을 통해 우주 물체의 포획 성공을 위한 우주 그물의 주요 설계 인자를 확인하고, 그에 따른 형상 설계 조건을 제시했다."
