,국가,대학교명,번역,분류,번역_전처리,5분류,요약
110,한국,Kyungpook,"경북대학교 다양성위원회는 대학의 다양성을 보호·증진하고 사회 화합과 발전에 기여하는 대학 문화를 조성하기 위해 설립된 대통령 자문기구입니다. 총 15명의 교수, 학생, 직원, 외부 전문가로 구성되어 있습니다. 경북대학교 다양성위원회는 양성평등 증진, 다양성 가치 확산을 위한 교육 프로그램 개발, 관련 정책 자문 및 제안 등 다양성 보호에 관한 의견을 수렴하는 역할을 합니다.",5,"경북대학교 다양성위원회는 대학의 다양성을 보호증진하고 사회화합과 발전에 기여하는 대학문화를 조성하기 위해 설립된 대통령 자문기구입니다. 총 15명의 교수, 학생, 직원, 외부 전문가로 구성되어 있습니다. 경북대학교 다양성위원회는 양성평등 증진, 다양성가치 확산을 위한 교육 프로그램 개발, 관련 정책자문 및 제안 등 다양성 보호에 관한 의견을 수렴하는 역할을 합니다.",1,"경북대학교 다양성위원회는 대학의 다양성을 보호증진하고 사회화합과 발전에 기여하는 대학문화를 조성하기 위해 설립된 대통령 자문기구입니다. 총 15명의 교수, 학생, 직원, 외부 전문가로 구성되어 있습니다. 경북대학교 다양성위원회는 양성평등 증진, 다양성가치 확산을 위한 교육 프로그램 개발, 관련 정책자문 및 제안 등 다양성 보호에 관한 의견을 수렴하는 역할을 합니다."
96,한국,Kyungpook,"경북대학교 다양성위원회는 대학의 다양성을 보호·증진하고 사회 화합과 발전에 기여하는 대학 문화를 조성하기 위해 설립된 대통령 자문기구입니다. 총 15명의 교수, 학생, 직원, 외부 전문가로 구성되어 있습니다. 경북대학교 다양성위원회는 양성평등 증진, 다양성 가치 확산을 위한 교육 프로그램 개발, 관련 정책 자문 및 제안 등 다양성 보호에 관한 의견을 수렴하는 역할을 합니다.",5,"경북대학교 다양성위원회는 대학의 다양성을 보호증진하고 사회화합과 발전에 기여하는 대학문화를 조성하기 위해 설립된 대통령 자문기구입니다. 총 15명의 교수, 학생, 직원, 외부 전문가로 구성되어 있습니다. 경북대학교 다양성위원회는 양성평등 증진, 다양성가치 확산을 위한 교육 프로그램 개발, 관련 정책자문 및 제안 등 다양성 보호에 관한 의견을 수렴하는 역할을 합니다.",1,"경북대학교 다양성위원회는 대학의 다양성을 보호증진하고 사회화합과 발전에 기여하는 대학문화를 조성하기 위해 설립된 대통령 자문기구입니다. 총 15명의 교수, 학생, 직원, 외부 전문가로 구성되어 있습니다. 경북대학교 다양성위원회는 양성평등 증진, 다양성가치 확산을 위한 교육 프로그램 개발, 관련 정책자문 및 제안 등 다양성 보호에 관한 의견을 수렴하는 역할을 합니다."
51,한국,Kangwon,자살예방 메시지 전달 및 생명존중 의식 고취,3,자살예방 메시지 전달 및 생명존중의식 고취,1,자살예방 메시지 전달 및 생명존중의식 고취
2,한국,Seoul,"지속가능한 농업 지식/기술 제공 ∙농업생명과학대학에서는 지속가능농업 분야 관련 정규 교과목을 개설하고 연간 546명의 졸업생을 배출하고 있으며, 지속가능 분야의 전문가 초청 강연을 진행하고 있습니다. 식물병원에서는 ‘나무의사 양성과정’, ‘수목치료사 양성과정’ 프로그램을 통해 수목의 보호, 관리에 대한 교육과 연구, 병해충 진단 컨설팅을 하고 있으며, 농산업･식품 생산자들에게는 지속가능한 농업 지식을 제공하고 있습니다.",2,"지속가능한 농업지식기술 제공농업생명과학대학에서는 지속가능농업 분야 관련 정규교과목을 개설하고 연간 546명의 졸업생을 배출하고 있으며, 지속가능 분야의 전문가 초청 강연을 진행하고 있습니다. 식물병원에서는 나무의 사양성과정, 수목치료 사 양성과 정 프로그램을 통해 수목의 보호, 관리에 대한 교육과 연구, 병해충 진단 컨설팅을 하고 있으며, 농산업 식품생산자들에게는 지속가능한 농업지식을 제공하고 있습니다.",1,"지속가능한 농업지식기술 제공농업생명과학대학에서는 지속가능농업 분야 관련 정규교과목을 개설하고 연간 546명의 졸업생을 배출하고 있으며, 지속가능 분야의 전문가 초청 강연을 진행하고 있습니다. 식물병원에서는 나무의 사양성과정, 수목치료 사 양성과 정 프로그램을 통해 수목의 보호, 관리에 대한 교육과 연구, 병해충 진단 컨설팅을 하고 있으며, 농산업 식품생산자들에게는 지속가능한 농업지식을 제공하고 있습니다."
49,한국,Kangwon,간접 흡연 피해 방지 및 캠퍼스 이미지 제고,3,간접흡연 피해 방지 및 캠퍼스 이미지 제고,1,간접흡연 피해 방지 및 캠퍼스 이미지 제고
61,한국,Kangwon,지역주민을 대상으로 공개강좌 지속 운영,4,지역주민을 대상으로 공개강좌 지속운영,1,지역주민을 대상으로 공개강좌 지속운영
56,한국,Kangwon,남북교류협력 사업추진 전문가 육성을 위한 아카데미 운영,4,남북교류협력사업 추진 전문가 육성을 위한 아카데미 운영,1,남북교류협력사업 추진 전문가 육성을 위한 아카데미 운영
20,한국,Kangwon,"저소득층 학생 대상 전공 관련 도서, 자격증 수험서 등 도서비용 지원",1,"저소득층 학생 대상 전 공 관련 도서, 자격증 수험서 등 도 서 비용 지원",1,"저소득층 학생 대상 전 공 관련 도서, 자격증 수험서 등 도 서 비용 지원"
6,한국,Seoul,"학생과 교직원의 건강 관리 
∙서울대학교에서는 보건진료소를 운영하여 학생과 교직원의 신체적･정신적 건강 증진을 위해 노력하고 있습니다.
∙대학생활문화원은 심리적 도움이 필요한 학생들을 위한 집단 및 개인 상담, 24시간 심리상담 전화인 SNU call 운영, ‘생명 지킴이 교육’ 프로그램을 운영합니다.
∙보건진료소는 금연 프로그램 운영, 금연상담과 진료를 하고 금연 보조제와 검사 일체를 무상으로 제공하고 있습니다",3,"학생과 교직원의 건강관리 서울대학교에서는 보건진료소를 운영하여 학생과 교직원의 신체적 정신적 건강증진을 위해 노력하고 있습니다. 대학생활문화원은 심리적 도움이 필요한 학생들을 위한 집단 및 개인상담, 24시간 심리상담 전화인 SNUcall 운영, 생명지킴이 교육 프로그램을 운영합니다. 보건진료소는 금연 프로그램 운영, 금연상담과 진료를 하고 금연보조제와 검사 일체를 무상으로 제공하고 있습니다",1,"학생과 교직원의 건강관리 서울대학교에서는 보건진료소를 운영하여 학생과 교직원의 신체적 정신적 건강증진을 위해 노력하고 있습니다. 대학생활문화원은 심리적 도움이 필요한 학생들을 위한 집단 및 개인상담, 24시간 심리상담 전화인 SNUcall 운영, 생명지킴이 교육 프로그램을 운영합니다. 보건진료소는 금연 프로그램 운영, 금연상담과 진료를 하고 금연보조제와 검사 일체를 무상으로 제공하고 있습니다"
33,한국,Kangwon,"지역의 중소기업, 여성기업, 장애인기업 등의 안정적 성장 도모를 위한 제품 우선구매",2,"지역의 중소기업, 여성기업, 장애인기업 등의 안정적 성장도모를 위한 제품 우선구매",1,"지역의 중소기업, 여성기업, 장애인기업 등의 안정적 성장도모를 위한 제품 우선구매"
55,한국,Kangwon,자료분석 및 해석 강의를 진행하는 아카데미 운영,4,자료 분석 및 해석강의를 진행하는 아카데미 운영,1,자료 분석 및 해석강의를 진행하는 아카데미 운영
29,한국,Kangwon,재직자 대상 입학 전형으로 농업 관련 학습 기회 제공,2,재직자 대상 입학전형으로 농업 관련 학습기회 제공,1,재직자 대상 입학전형으로 농업 관련 학습기회 제공
79,한국,Kangwon,현직 여성 멘토를 초청한 토크 콘서트를 개최하여 여대생의 취업 역량 강화,5,현직 여성 멘토를 초청한 토크 콘서트를 개최하여 여대생의 취업역량 강화,1,현직 여성 멘토를 초청한 토크 콘서트를 개최하여 여대생의 취업역량 강화
68,한국,Kangwon,도서관 회원제에 등록한 지역주민 대상 도서관 교육자료 개방,4,도서관 회원제에 등록한 지역주민 대상 도서관 교육자료 개방,1,도서관 회원제에 등록한 지역주민 대상 도서관 교육자료 개방
80,한국,Kangwon,교직원 및 학생 자녀 대상 어린이집 운영을 통한 구성원 복지 증진,5,교직원 및 학생 자녀 대상 어린이집 운영을 통한 구성원 복지증진,1,교직원 및 학생 자녀 대상 어린이집 운영을 통한 구성원 복지증진
40,한국,Kangwon,자살행동에 대한 이해와 자기돌봄 교육을 통한 학생들의 건강한 대학생활 지원,3,자살행동에 대한 이해와 자기 돌봄 교육을 통한 학생들의 건강한 대학생활지원,1,자살행동에 대한 이해와 자기 돌봄 교육을 통한 학생들의 건강한 대학생활지원
3,한국,Seoul,"지역사회 건강과 복지 향상에 기여
∙ 지역사회 공공 보건활동, 의과대학의 지역사회학 실습,
지역사회 건강조사 사업, 정신건강 지원 사업, 지역 보
건기관 운영 및 자문 참여, 자원봉사 프로그램 등을
진행하여 지역사회의 건강과 복지 향상에 기여하고 있
습니다. ∙ 장애아동 체육교실 ‘SNU FUN & KICK’, 유아와 아동
을 위한 ‘운동발달교실’, 주민들을 위한 ‘5060 골든웰
빙 운동 프로그램’ 등 지역사회 주민들을 대상으로 한
스포츠 프로그램을 개설하고 스포츠 시설을 개방합니다.",3,"지역사회 건강과 복지 향상에 기여 지역사회 공공보건활동, 의과대학의 지역사회학 실습, 지역사회 건강조사사업, 정신건강지원사업, 지역보건기관운영 및 자문참여, 자원봉사 프로그램 등을 진행하여 지역사회의 건강과 복지 향상에 기여하고 있습니다. 장애아동체육교실 SNUFUNKICK, 유아와 아동을 위한 운동발달 교실, 주민들을 위한 5060골든 웰빙운동 프로그램 등 지역사회 주민들을 대상으로 한 스포츠 프로그램을 개설하고 스포츠시설을 개방합니 다.",1,"지역사회 건강과 복지 향상에 기여 지역사회 공공보건활동, 의과대학의 지역사회학 실습, 지역사회 건강조사사업, 정신건강지원사업, 지역보건기관운영 및 자문참여, 자원봉사 프로그램 등을 진행하여 지역사회의 건강과 복지 향상에 기여하고 있습니다. 장애아동체육교실 SNUFUNKICK, 유아와 아동을 위한 운동발달 교실, 주민들을 위한 5060골든 웰빙운동 프로그램 등 지역사회 주민들을 대상으로 한 스포츠 프로그램을 개설하고 스포츠시설을 개방합니 다."
5,한국,Seoul,"개발도상국 의료 지원 ∙서울대학교 의과대학은 ‘이종욱-서울 프로젝트’를 통해 라오스에 보건의료 개혁을 지원하는 등, 열악한 의료기술과 환경에 놓여있는 개발도상국에 의료 지원을 하고 있습니다. ∙서울대학교 치과대학은 ‘미얀마 치과대학 역량강화와 우수인재 양성을 통한 구강 보건 향상’ 사업을 진행했습니다.",3,"개발도상국 의료지원 서울대학교 의과대학은 이종욱 서울 프로젝트를 통해 라오스에 보건의료 개혁을 지원하는 등, 열악한 의료기술과 환경에 놓여 있는 개발도상국에 의료지원을 하고 있습니다. 서울대학교 치과대학은 미얀마 치과대학 역량 강화와 우수 인재 양성을 통한 구강보건 향상 사업을 진행했습니다.",1,"개발도상국 의료지원 서울대학교 의과대학은 이종욱 서울 프로젝트를 통해 라오스에 보건의료 개혁을 지원하는 등, 열악한 의료기술과 환경에 놓여 있는 개발도상국에 의료지원을 하고 있습니다. 서울대학교 치과대학은 미얀마 치과대학 역량 강화와 우수 인재 양성을 통한 구강보건 향상 사업을 진행했습니다."
43,한국,Kangwon,학내 인권 및 성평등 의식 향상을 목적으로 하는 대학생 서포터즈 활동,3,학내 인권 및 성평등의식 향상을 목적으로 하는 대학생 서포터즈 활동,1,학내 인권 및 성평등의식 향상을 목적으로 하는 대학생 서포터즈 활동
58,한국,Kangwon,"지역주민 대상 문학, 철학, 사학, 인문학 프로그램 운영",4,"지역주민 대상 문학, 철학, 사학, 인문학 프로그램 운영",1,"지역주민 대상 문학, 철학, 사학, 인문학 프로그램 운영"
95,한국,Kyungpook,경북대학교 지구시스템과학부 천문대기학과는 대학생은 물론 일반인을 대상으로 관측 및 강의를 조직하여 천문학을 재미있고 유익한 천문학으로 만들기 위해 노력하고 있습니다. 천문대기학과 지구시스템과학부에서는 경북대학교 과학관에서 매년 상반기와 하반기에 일반 대중을 대상으로 봄여름 밤하늘 이야기를 8회 개최하고 있습니다. 공개 강연은 공개 관찰과 함께 개최됩니다.,4,경북대학교 지구시스템과 학부 천문대기학과는 대학생은 물론 일반인을 대상으로 관측 및 강의를 조직하여 천문학을 재미있고 유익한 천문학으로 만들기 위해 노력하고 있습니다. 천문대기학과지구 시스템과 학부에서는 경북대학교 과학관에서 매년 상반기와 하반기에 일반 대중을 대상으로 봄여름 밤하늘이야기를 8회 개최하고 있습니다. 공개 강연은 공개 관찰과 함께 개최됩니다.,1,경북대학교 지구시스템과 학부 천문대기학과는 대학생은 물론 일반인을 대상으로 관측 및 강의를 조직하여 천문학을 재미있고 유익한 천문학으로 만들기 위해 노력하고 있습니다. 천문대기학과지구 시스템과 학부에서는 경북대학교 과학관에서 매년 상반기와 하반기에 일반 대중을 대상으로 봄여름 밤하늘이야기를 8회 개최하고 있습니다. 공개 강연은 공개 관찰과 함께 개최됩니다.
109,한국,Kyungpook,경북대학교 지구시스템과학부 천문대기학과는 대학생은 물론 일반인을 대상으로 관측 및 강의를 조직하여 천문학을 재미있고 유익한 천문학으로 만들기 위해 노력하고 있습니다. 천문대기학과 지구시스템과학부에서는 경북대학교 과학관에서 매년 상반기와 하반기에 일반 대중을 대상으로 봄여름 밤하늘 이야기를 8회 개최하고 있습니다. 공개 강연은 공개 관찰과 함께 개최됩니다.,4,경북대학교 지구시스템과 학부 천문대기학과는 대학생은 물론 일반인을 대상으로 관측 및 강의를 조직하여 천문학을 재미있고 유익한 천문학으로 만들기 위해 노력하고 있습니다. 천문대기학과지구 시스템과 학부에서는 경북대학교 과학관에서 매년 상반기와 하반기에 일반 대중을 대상으로 봄여름 밤하늘이야기를 8회 개최하고 있습니다. 공개 강연은 공개 관찰과 함께 개최됩니다.,1,경북대학교 지구시스템과 학부 천문대기학과는 대학생은 물론 일반인을 대상으로 관측 및 강의를 조직하여 천문학을 재미있고 유익한 천문학으로 만들기 위해 노력하고 있습니다. 천문대기학과지구 시스템과 학부에서는 경북대학교 과학관에서 매년 상반기와 하반기에 일반 대중을 대상으로 봄여름 밤하늘이야기를 8회 개최하고 있습니다. 공개 강연은 공개 관찰과 함께 개최됩니다.
82,한국,Kangwon,육아와 학업을 병행하는 여성 석‧박사생 대상 장학금을 지급하여 양성평등교육 기여,5,육아와 학업을 병행하는 여성석 박사 생대상 장학금을 지급하여 양성평등교육기여,1,육아와 학업을 병행하는 여성석 박사 생대상 장학금을 지급하여 양성평등교육기여
77,한국,Kangwon,관련 정책 수립 및 추진실적 점검 등 교내 양성평등 실현을 위한 위원회 운영,5,관련 정책 수립 및 추진실적 점검 등 교내 양성평등 실현을 위한 위원회 운영,1,관련 정책 수립 및 추진실적 점검 등 교내 양성평등 실현을 위한 위원회 운영
59,한국,Kangwon,"중독과 트라우마 회복을 위해 예방과 개입에 필요한 실천 방향 제시, 전문가 양성, 학문적 기틀 마련",4,"중독과 트라우마 회복을 위해 예방과 개입에 필요한 실천방향 제시, 전문가 양성, 학문적 기틀 마련",1,"중독과 트라우마 회복을 위해 예방과 개입에 필요한 실천방향 제시, 전문가 양성, 학문적 기틀 마련"
41,한국,Kangwon,"중독과 트라우마 회복을 위해 예방과 개입에 필요한 실천 방향 제시, 전문가 양성, 학문적 기틀 마련",3,"중독과 트라우마 회복을 위해 예방과 개입에 필요한 실천방향 제시, 전문가 양성, 학문적 기틀 마련",1,"중독과 트라우마 회복을 위해 예방과 개입에 필요한 실천방향 제시, 전문가 양성, 학문적 기틀 마련"
19,한국,Kangwon,어학능력 향상 의지 제고 및 학업 격차 해소를 위한 저소득층 학생 대상 외국어 강좌 수강지원,1,어학능력 향상의 지 제고 및 학업격차 해소를 위한 저소득층 학생 대상 외국어 강좌 수강 지원,1,어학능력 향상의 지 제고 및 학업격차 해소를 위한 저소득층 학생 대상 외국어 강좌 수강 지원
28,한국,Kangwon,"지역주민 대상 커피나무 재배, 수확, 건조 등의 체험과정 운영",2,"지역주민 대상 커피나무 재배, 수확, 건조 등의 체험과정 운영",1,"지역주민 대상 커피나무 재배, 수확, 건조 등의 체험과정 운영"
99,한국,Kyungpook,경북대학교병원은 5년 동안 독립국가연합(CIS)에 후원의 손길을 내밀었습니다. 경북대학교병원 해외의료봉사단은 카자흐스탄 산부인과 소아심장외과센터에서 선천성 심장병 환아 8명을 치료했다. 의료봉사단의 마스터클래스는 봉사기간 내내 연수에 참가한 타지키스탄 의사들에게도 큰 영향을 미쳤다.,1,경북대학교병원은 5년 동안 독립국가연합 CIS에 후원의 손길을 내밀었습니다. 경북대학교병원 해외의료봉사단은 카자흐스탄 산부인과 소아심장외과 센터에서 선천성 심장병 환아 8명을 치료했다.의료봉사단의 마스터 클래스는 봉사기간 내내 연수에 참가한 타지키스탄의사들에게도 큰 영향을 미쳤다.,1, 마스터 클래스는 봉사기간 내내 연수에 참가한 타지키스탄의사들에게도 큰 영향을 미쳤다.
85,한국,Kyungpook,경북대학교병원은 5년 동안 독립국가연합(CIS)에 후원의 손길을 내밀었습니다. 경북대학교병원 해외의료봉사단은 카자흐스탄 산부인과 소아심장외과센터에서 선천성 심장병 환아 8명을 치료했다. 의료봉사단의 마스터클래스는 봉사기간 내내 연수에 참가한 타지키스탄 의사들에게도 큰 영향을 미쳤다.,1,경북대학교병원은 5년 동안 독립국가연합 CIS에 후원의 손길을 내밀었습니다. 경북대학교병원 해외의료봉사단은 카자흐스탄 산부인과 소아심장외과 센터에서 선천성 심장병 환아 8명을 치료했다.의료봉사단의 마스터 클래스는 봉사기간 내내 연수에 참가한 타지키스탄의사들에게도 큰 영향을 미쳤다.,1, 마스터 클래스는 봉사기간 내내 연수에 참가한 타지키스탄의사들에게도 큰 영향을 미쳤다.
111,한국,Kyungpook,"대구여성가족재단은 1차 교류사업으로 경북대학교와 사범대학 재학생 양성평등 교육을 위한 상호교류협약을 체결했다. 양 기관은 대학생 및 교직원 양성평등 교육 확대를 위해 노력하고, 지역사회 양성평등 문화 확산을 위해 공동 연구 및 학술세미나를 개최한다.",5,"대구여성가족재단은 1차 교류사업으로 경북대학교와 사범대학 재학생 양성평등교육을 위한 상호교류협약을 체결했다. 양 기관은 대학생 및 교직원 양성평등교육 확대를 위해 노력하고, 지역사회 양성평등 문화 확산을 위해 공동연구 및 학술세미나를 개최한다.",1,"대구여성가족재단은 1차 교류사업으로 경북대학교와 사범대학 재학생 양성평등교육을 위한 상호교류협약을 체결했다. 양 기관은 대학생 및 교직원 양성평등교육 확대를 위해 노력하고, 지역사회 양성평등 문화 확산을 위해 공동연구 및 학술세미나를 개최한다."
97,한국,Kyungpook,"대구여성가족재단은 1차 교류사업으로 경북대학교와 사범대학 재학생 양성평등 교육을 위한 상호교류협약을 체결했다. 양 기관은 대학생 및 교직원 양성평등 교육 확대를 위해 노력하고, 지역사회 양성평등 문화 확산을 위해 공동 연구 및 학술세미나를 개최한다.",5,"대구여성가족재단은 1차 교류사업으로 경북대학교와 사범대학 재학생 양성평등교육을 위한 상호교류협약을 체결했다. 양 기관은 대학생 및 교직원 양성평등교육 확대를 위해 노력하고, 지역사회 양성평등 문화 확산을 위해 공동연구 및 학술세미나를 개최한다.",1,"대구여성가족재단은 1차 교류사업으로 경북대학교와 사범대학 재학생 양성평등교육을 위한 상호교류협약을 체결했다. 양 기관은 대학생 및 교직원 양성평등교육 확대를 위해 노력하고, 지역사회 양성평등 문화 확산을 위해 공동연구 및 학술세미나를 개최한다."
32,한국,Kangwon,녹색제품 구매를 통한 지속적인 환경 보호와 오염 발생 최소화 노력,2,녹색제품 구매를 통한 지속적인 환경보호와 오염 발생 최소화 노력,1,녹색제품 구매를 통한 지속적인 환경보호와 오염 발생 최소화 노력
42,한국,Kangwon,"우울, 불안 해소 및 대인관계 향상 등 학생들의 건강한 대학생활을 위한 심리 상담 운영",3,"우울, 불안 해소 및 대인관계 향상 등 학생들의 건강한 대학생활을 위한 심리상담 운영",1,"우울, 불안 해소 및 대인관계 향상 등 학생들의 건강한 대학생활을 위한 심리상담 운영"
7,한국,Seoul,"지역사회에 교육 프로그램과 교육 자원 제공
∙중앙도서관, 평생교육원, 규장각, 인권센터를 중심으로 지역사회 구성원에게 교육 프로그램을 제공합니다.
∙SNUON 공개 강좌 및 세계적인 대규모 온라인 공개수업 플랫폼 에덱스(edX)에 서울대학교 강좌를 개설하여 운영하고 있습니다.
∙K-MOOC (Korea-Massive Open Online Course)에 45개 강좌를 운영하여 대중들에게 교육자원 접근성을 높이고 있습니다.",4,"지역사회에 교육 프로그램과 교육자원 제공중앙도서관, 평생교육원, 규장각, 인권센터를 중심으로 지역사회 구성원에게 교육 프로그램을 제공합니다. SNUON 공개강좌 및 세계적인 대규모 온라인 공개수업 플랫폼에 덱스edX에 서울대학교 강좌를 개설하여 운영하고 있습니다. KMOOCKoreaMassiveOpenO nlineCourse에 45개 강좌를 운영하여 대중들에게 교육자원 접근성을 높이고 있습니다.",1,"지역사회에 교육 프로그램과 교육자원 제공중앙도서관, 평생교육원, 규장각, 인권센터를 중심으로 지역사회 구성원에게 교육 프로그램을 제공합니다. SNUON 공개강좌 및 세계적인 대규모 온라인 공개수업 플랫폼에 덱스edX에 서울대학교 강좌를 개설하여 운영하고 있습니다. KMOOCKoreaMassiveOpenO nlineCourse에 45개 강좌를 운영하여 대중들에게 교육자원 접근성을 높이고 있습니다."
54,한국,Kangwon,"지역주민 대상 수영, 수상구조, 스노쿨링 등 해양스포츠 종목 순환 체험",3,"지역주민 대상 수영, 수상구조, 스노쿨링 등 해양스포츠 종목 순환체험",1,"지역주민 대상 수영, 수상구조, 스노쿨링 등 해양스포츠 종목 순환체험"
36,한국,Kangwon,농가 일손 돕기 및 농업생명과학대학 학생들의 교육 현장 농가 일손 돕기 및 농업생명과학대학 학생들의 교육 현장 농가 일손 돕기 및 농업생명과학대학 학생들의 교육 현장 경험 습득,2,농가 일손돕기 및 농업생명과학대학 학생들의 교육 현장 농가 일손돕기 및 농업생명과학대학 학생들의 교육현장 농가 일손돕기 및 농업생명과학대학 학생들의 교육현장 경험 습득,1,농가 일손돕기 및 농업생명과학대학 학생들의 교육 현장 농가 일손돕기 및 농업생명과학대학 학생들의 교육현장 농가 일손돕기 및 농업생명과학대학 학생들의 교육현장 경험 습득
53,한국,Kangwon,"지역주민 대상 실내체육관, 수영장, 피트니스실 등 개방",3,"지역주민 대상 실내체육관, 수영장, 피트니스실 등 개방",1,"지역주민 대상 실내체육관, 수영장, 피트니스실 등 개방"
90,한국,Kyungpook,"경북대학교 현장농기계개발연구센터가 군위군 농업기술원 주관으로 농업에 자원을 순차적으로 기부한다고 밝혔다. 경북대학교도 2016년 2월 농림축산식품부가 주최한 '현장농기계개발연구센터' 공모에 선정되어 밭농기계 실용화 기술 개발 및 육성을 위한 연구개발사업을 추진하고 있습니다. 경상북도, 군위군, 경북대학교, 산업계의 협력을 통해 우수한 현장기반 전문가를 양성합니다. 경북대학교병원 재인증 획득
농촌진흥청 주관 농촌진흥 사회공헌
농림축산식품부와 국민운동
농촌사랑, 농촌사회공헌 선도적 역할 인정
도시와 농촌 교류를 통한 활동.
대구경북국제개발협력센터
국내외를 지원하는 글로벌 NGO World Agri-Vision 출범
지속가능한 농업과 농촌, 경북 와성홀
국립대학교. World Agricultural Vision의 목표는
빈곤을 효과적으로 지원하기 위한 다양한 이해관계자와의 파트너십
개발 도상국의 완화 및 농업 및 농촌 개발.
에 의한 협동조합 결성
대구경북국제
지원하는 개발협력센터
민간 부문의 참여 능력
국제개발협력과
지속 가능한 발전에 기여하고
개발 도상국의 빈곤 완화.",2,"경북대학교 현장농기계 개발연구센터가 군위군 농업기술원 주관으로 농업에 자원을 순차적으로 기부한다고 밝혔다. 경북대학교도 2016년 2월 농림축산식품부가 주최한 현장 농기계 개발연구센터 공모에 선정되어 밭농기계 실용화 기술개발 및 육성을 위한 연구개발사업을 추진하고 있습니다. 경상북도, 군위군, 경북대학교, 산업계의 협력을 통해 우수한 현장기반 전문가를 양성합니다. 경북대학교병원 재인증 획득 농촌진흥청 주관 농촌진흥사회공헌 농림축산식품 부와 국민운동 농촌사랑, 농촌사회공헌선도적 역할인 정도시와 농촌교류를 통한 활동.대구경북 국제개발협력센터 국내외를 지원하는 글로벌 NGOWorldAgriVis ion 출범 지속가능한 농업과 농촌, 경북와 성홀 국립대학교.WorldAgriculturalVis ion의 목표는 빈곤을 효과적으로 지원하기 위한 다양한 이해관계자와의 파트너십 개발도상국의 완화 및 농업 및 농촌개발.에 의한 협동조합 결성 대구경북 국제지원하는 개발협력센 터 민간부문의 참여 능력 국제개발협력과 지속가능한 발전에 기여하고 개발도상국의 빈곤 완화.",1, ion의 목표는 빈곤을 효과적으로 지원하기 위한 다양한 이해관계자와의 파트너십 개발도상국의 완화 및 농업 및 농촌개발
104,한국,Kyungpook,"경북대학교 현장농기계개발연구센터가 군위군 농업기술원 주관으로 농업에 자원을 순차적으로 기부한다고 밝혔다. 경북대학교도 2016년 2월 농림축산식품부가 주최한 '현장농기계개발연구센터' 공모에 선정되어 밭농기계 실용화 기술 개발 및 육성을 위한 연구개발사업을 추진하고 있습니다. 경상북도, 군위군, 경북대학교, 산업계의 협력을 통해 우수한 현장기반 전문가를 양성합니다. 경북대학교병원 재인증 획득
농촌진흥청 주관 농촌진흥 사회공헌
농림축산식품부와 국민운동
농촌사랑, 농촌사회공헌 선도적 역할 인정
도시와 농촌 교류를 통한 활동.
대구경북국제개발협력센터
국내외를 지원하는 글로벌 NGO World Agri-Vision 출범
지속가능한 농업과 농촌, 경북 와성홀
국립대학교. World Agricultural Vision의 목표는
빈곤을 효과적으로 지원하기 위한 다양한 이해관계자와의 파트너십
개발 도상국의 완화 및 농업 및 농촌 개발.
에 의한 협동조합 결성
대구경북국제
지원하는 개발협력센터
민간 부문의 참여 능력
국제개발협력과
지속 가능한 발전에 기여하고
개발 도상국의 빈곤 완화.",2,"경북대학교 현장농기계 개발연구센터가 군위군 농업기술원 주관으로 농업에 자원을 순차적으로 기부한다고 밝혔다. 경북대학교도 2016년 2월 농림축산식품부가 주최한 현장 농기계 개발연구센터 공모에 선정되어 밭농기계 실용화 기술개발 및 육성을 위한 연구개발사업을 추진하고 있습니다. 경상북도, 군위군, 경북대학교, 산업계의 협력을 통해 우수한 현장기반 전문가를 양성합니다. 경북대학교병원 재인증 획득 농촌진흥청 주관 농촌진흥사회공헌 농림축산식품 부와 국민운동 농촌사랑, 농촌사회공헌선도적 역할인 정도시와 농촌교류를 통한 활동.대구경북 국제개발협력센터 국내외를 지원하는 글로벌 NGOWorldAgriVis ion 출범 지속가능한 농업과 농촌, 경북와 성홀 국립대학교.WorldAgriculturalVis ion의 목표는 빈곤을 효과적으로 지원하기 위한 다양한 이해관계자와의 파트너십 개발도상국의 완화 및 농업 및 농촌개발.에 의한 협동조합 결성 대구경북 국제지원하는 개발협력센 터 민간부문의 참여 능력 국제개발협력과 지속가능한 발전에 기여하고 개발도상국의 빈곤 완화.",1, ion의 목표는 빈곤을 효과적으로 지원하기 위한 다양한 이해관계자와의 파트너십 개발도상국의 완화 및 농업 및 농촌개발
4,한국,Seoul,"세계 보건기관과의 협력 서울대학교 병원 공공보건 의료사업단은 세계보건기구
(WHO) 감염병 관리부서와 양해각서(MOU)를 체결하
고 자문과 협력을 하고 있습니다. 서울대학교는 WHO와
협력 하에 각국 의료보험제도를 확대하기 위해 기술적
으로 지원하고 컨설팅하고 있습니다.",3,세계보건기관과의 협력서울대학교병원 공공보건의료사업단은 세계보건기구 WHO 감염병 관리부서와 양해각서 MOU를 체결하고 자문과 협력을 하고 있습니다. 서울대학교는 WHO와 협력 하에 각국 의료보험제도를 확대하기 위해 기술적으로 지원하고 컨설팅하고 있습니다.,1,세계보건기관과의 협력서울대학교병원 공공보건의료사업단은 세계보건기구 WHO 감염병 관리부서와 양해각서 MOU를 체결하고 자문과 협력을 하고 있습니다. 서울대학교는 WHO와 협력 하에 각국 의료보험제도를 확대하기 위해 기술적으로 지원하고 컨설팅하고 있습니다.
