,국가,대학교명,번역,분류,번역_전처리,5분류,요약
134,한국,Kyungpook,"경북대학교 학생상담센터는 대학생의 자살예방활동 성과를 평가하여 교육부 주관 '대학생 자살예방추진사업' 우수사례로 선정되었습니다. 경북대학교 학생상담센터는 심리적 지원이 필요한 사람들에게 조기 상담을 제공하기 위해 매년 신입생을 대상으로 전체 정신건강 설문조사를 실시하고 있으며, 대학생들의 정신건강 문제 대응을 위한 네트워크를 구축하고 있습니다. 또한 자살예방 게이트키퍼 양성, 자살예방 및 삶의 의미에 대한 특강, 맞춤형 심리지원 제공 등 다양한 사업을 통해 모범사례 도입을 인정받고 있다.",10,"경북대학교 학생상담센터는 대학생의 자살예방 활동성과를 평가하여 교육부 주관 대학생 자살예방 추진사업 우수사례로 선정되었습니다. 경북대학교 학생상담센터는 심리적 지원이 필요한 사람들에게 조기 상담을 제공하기 위해 매년 신입생을 대상으로 전체 정신건강 설문조사를 실시하고 있으며, 대학생들의 정신건강 문제 대응을 위한 네트워크를 구축하고 있습니다. 또한 자살예방 게이트 키퍼 양성, 자살예방 및 삶의 의미에 대한 특강, 맞춤형 심리지원 제공 등 다양한 사업 을 통해 모범사례 도입을 인정받고 있다.",3,"경북대학교 학생상담센터는 대학생의 자살예방 활동성과를 평가하여 교육부 주관 대학생 자살예방 추진사업 우수사례로 선정되었습니다. 경북대학교 학생상담센터는 심리적 지원이 필요한 사람들에게 조기 상담을 제공하기 위해 매년 신입생을 대상으로 전체 정신건강 설문조사를 실시하고 있으며, 대학생들의 정신건강 문제 대응을 위한 네트워크를 구축하고 있습니다. 또한 자살예방 게이트 키퍼 양성, 자살예방 및 삶의 의미에 대한 특강, 맞춤형 심리지원 제공 등 다양한 사업 을 통해 모범사례 도입을 인정받고 있다."
29,한국,Ajou,"아주대학교는 저소득층 학생을 위한 정책의 일환 으로 생활관(기숙사) 입사 기회 부여, 기숙사비 지원 사업을 진행하고 있다. 아주대학교 생활관은 입사 신청 시 가계곤란 전형을 따로 마련하여 기초생활수급자, 지방세 등을 평가 하고 해당 학생들에게 입사 기회를 지원한다. 또한, 아주대학교 입학사정센터는 2021년 고교 교육 기여대학 지원사업으로 『아주 희망 기숙사』를 진행하여, 기초생활수급자 및 저소득층 학생(소득 분위 2분위 이내) 15명에게 1인당 40만원의 기숙사비를 지원했다.",11,"아주대학교는 저소득층 학생을 위한 정책의 일환으로 생활관 기숙사 입사 기회 부여, 기숙사비 지원사업을 진행하고 있다.아주대학교 생활관은 입사신청 시 가계곤란 전형을 따로 마련하여 기초생활수급자, 지방세 등을 평가하고 해당 학생들에게 입사 기회를 지원한다. 또한, 아주대학교 입학사정센터는 2021년 고교 교육기여대학 지원사업으로 아주 희망기숙사를 진행하여, 기초생활수급자 및 저소득층 학생소득 분위 2분위 이내 15명에게 1인당 40만원의 기숙사 비를 지원했다.",3," 생활관은 입사신청 시 가계곤란 전형을 따로 마련하여 기초생활수급자, 지방세 등을 평가하고 해당 학생들에게 입사 기회를 지원한다. 또한, 아주대학교 입학사정센터는 2021년 고교 교육기여대학 지원사업으로 아주 희망기숙사를 진행하여, 기초생활수급자 및 저소득층 학생소득 분위 2분위 이내 15명에게 1인당 40만원의 기숙사 비를 지원했다."
77,한국,Kangwon,온라인 교육을 통한 구성원들의 인식 제고,10,온라인 교육을 통한 구성원들의 인식 제고,3,온라인 교육을 통한 구성원들의 인식 제고
114,한국,Kyungpook,경북대학교는 장애학생 지원센터를 운영하여 장애학생의 능력을 강화하고 알찬 대학생활을 즐길 수 있도록 다양한 지원제도와 전문 프로그램을 운영하고 있습니다. 경북대학교가 국립특수교육원에서 실시한 '2020 장애학생 교육 및 복지지원 평가'에서 최우수 대학으로 선정되었습니다. 이 평가에서 경북대학교는 특히 교수 및 학습 영역에서 거의 만점에 가까운 점수를 받았습니다. 경북대학교 장애학생센터 관계자가 2021 고용촉진대회에서 장애인 고용노동부장관 표창을 수상했다. 올해로 31회를 맞는 취업촉진대회는 장애인 고용촉진에 기여한 사업주를 포상하는 행사다. 경북대학교 칠곡병원이 곧 개명될 지역장애인보건의료원은 대구·경북 지역 장애인의 건강권을 강화하고 효율적인 건강관리 체계를 구축할 예정이다. 또한 대구시에 확대된 사회복지시설과 의료기관을 활용하고 의료취약계층을 줄이고 장애인을 위한 전문인력 양성을 목표로 하고 있다.,10,경북대학교는 장애학생 지원센터를 운영하여 장애학생의 능력을 강화하고 알찬 대학생활을 즐길 수 있도록 다양한 지원제도와 전문 프로그램을 운영하고 있습니다. 경북대학교가 국립특수교육원에서 실시한 2020장애학생 교육 및 복지지원 평가에서 최우수 대학으로 선정되었습니다.이 평가에서 경북대학교는 특히 교수 및 학습 영역에서 거의 만점에 가까운 점수를 받았습니다. 경북대학교 장애학생센터 관계자가 2021 고용촉진대회에서 장애인 고용노동부 장관 표창 을 수상했다. 올해로 31회를 맞는 취업촉진대회는 장애인 고용촉진에 기여한 사업주를 포상하는 행사다. 경북대학교 칠곡병원이 곧 개명될 지역 장애인보건의료원은 대구경북지역 장애인의 건강권을 강화하고 효율적인 건강관리체계를 구축할 예정이다. 또한 대구시에 확대된 사회복지시설과 의료기관을 활용하고 의료취약계층을 줄이고 장애인을 위한 전문인력 양성을 목표로 하고 있다.,3, 평가에서 경북대학교는 특히 교수 및 학습 영역에서 거의 만점에 가까운 점수를 받았습니다. 경북대학교 장애학생센터 관계자가 2021 고용촉진대회에서 장애인 고용노동부 장관 표창 을 수상했다. 올해로 31회를 맞는 취업촉진대회는 장애인 고용촉진에 기여한 사업주를 포상하는 행사다. 경북대학교 칠곡병원이 곧 개명될 지역 장애인보건의료원은 대구경북지역 장애인의 건강권을 강화하고 효율적인 건강관리체계를 구축할 예정이다. 또한 대구시에 확대된 사회복지시설과 의료기관을 활용하고 의료취약계층을 줄이고 장애인을 위한 전문인력 양성을 목표로 하고 있다.
132,한국,Kyungpook,경북대학교는 장애학생 지원센터를 운영하여 장애학생의 능력을 강화하고 알찬 대학생활을 즐길 수 있도록 다양한 지원제도와 전문 프로그램을 운영하고 있습니다. 경북대학교가 국립특수교육원에서 실시한 '2020 장애학생 교육 및 복지지원 평가'에서 최우수 대학으로 선정되었습니다. 이 평가에서 경북대학교는 특히 교수 및 학습 영역에서 거의 만점에 가까운 점수를 받았습니다. 경북대학교 장애학생센터 관계자가 2021 고용촉진대회에서 장애인 고용노동부장관 표창을 수상했다. 올해로 31회를 맞는 취업촉진대회는 장애인 고용촉진에 기여한 사업주를 포상하는 행사다. 경북대학교 칠곡병원이 곧 개명될 지역장애인보건의료원은 대구·경북 지역 장애인의 건강권을 강화하고 효율적인 건강관리 체계를 구축할 예정이다. 또한 대구시에 확대된 사회복지시설과 의료기관을 활용하고 의료취약계층을 줄이고 장애인을 위한 전문인력 양성을 목표로 하고 있다.,10,경북대학교는 장애학생 지원센터를 운영하여 장애학생의 능력을 강화하고 알찬 대학생활을 즐길 수 있도록 다양한 지원제도와 전문 프로그램을 운영하고 있습니다. 경북대학교가 국립특수교육원에서 실시한 2020장애학생 교육 및 복지지원 평가에서 최우수 대학으로 선정되었습니다.이 평가에서 경북대학교는 특히 교수 및 학습 영역에서 거의 만점에 가까운 점수를 받았습니다. 경북대학교 장애학생센터 관계자가 2021 고용촉진대회에서 장애인 고용노동부 장관 표창 을 수상했다. 올해로 31회를 맞는 취업촉진대회는 장애인 고용촉진에 기여한 사업주를 포상하는 행사다. 경북대학교 칠곡병원이 곧 개명될 지역 장애인보건의료원은 대구경북지역 장애인의 건강권을 강화하고 효율적인 건강관리체계를 구축할 예정이다. 또한 대구시에 확대된 사회복지시설과 의료기관을 활용하고 의료취약계층을 줄이고 장애인을 위한 전문인력 양성을 목표로 하고 있다.,3, 평가에서 경북대학교는 특히 교수 및 학습 영역에서 거의 만점에 가까운 점수를 받았습니다. 경북대학교 장애학생센터 관계자가 2021 고용촉진대회에서 장애인 고용노동부 장관 표창 을 수상했다. 올해로 31회를 맞는 취업촉진대회는 장애인 고용촉진에 기여한 사업주를 포상하는 행사다. 경북대학교 칠곡병원이 곧 개명될 지역 장애인보건의료원은 대구경북지역 장애인의 건강권을 강화하고 효율적인 건강관리체계를 구축할 예정이다. 또한 대구시에 확대된 사회복지시설과 의료기관을 활용하고 의료취약계층을 줄이고 장애인을 위한 전문인력 양성을 목표로 하고 있다.
88,한국,Kangwon,저소득층 학생과 외국인 학생 모집 및 여성 교원과 장애인 채용,10,저소득층 학생과 외국인 학생 모집 및 여성교원과 장애인 채용,3,저소득층 학생과 외국인 학생 모집 및 여성교원과 장애인 채용
60,한국,Kangwon,베트남과 창업‧기술분야 유대 강화 및 상호 발전을 위한 업무협약 체결,9,베트남과 창업기술 분야 유대 강화 및 상호 발전을 위한 업무협약 체결,3,베트남과 창업기술 분야 유대 강화 및 상호 발전을 위한 업무협약 체결
97,한국,Kangwon,"과속방지턱, 안전표지 배치로 교통안전 확보",11,"과속방지턱, 안전표지 배치로 교통안전 확보",3,"과속방지턱, 안전표지 배치로 교통안전 확보"
30,한국,Ajou,"우리 학교 건축학부 건축공학전공 학생팀이 서울도시주택공사(SH)가 주최한 ‘제3회 SH 대학(원)생 및 시민참여 VE아이디어 공모전’에서 대상을 수상했다. 서울주택도시공사와 한국VE연구원이 주최한 이번 대회는 '일코노미(1인+Economy) 시대... VE를 통해 주거트렌드를 선도한다'라는 주제로 ▲대학(원)생 부문 ▲시민 부문으로 나뉘어 진행됐다. 우리 학교 정용우·김민경·배수빈·이예빈 학생(사진 왼쪽부터)은 ‘Salon(살론)’팀을 구성해 참가했다. 이번 대회는 청년, 사회초년생, 40대 이상의 중장년층 및 노약자, 사회적 약자 등을 위한 맞춤형 1인 가구 평면 및 커뮤니티 시설에 대한 가치공학(VE) 아이디어를 제안하는 공모전으로 개최됐다. Salon팀은 기존의 1인 가구에서 발생할 수 있는 문제점을 해결하고 동시에 미래의 주거형태를 고려한 사물인터넷(IoT) 적용 사안을 중심으로 10개의 제안서를 제출했다. 이 중 ▲재실 여부를 파악하여 작동하는 스마트 살균 IoT 환기 시스템 ▲감압센서를 이용한 노인층의 사고여부 파악 ▲원격 조절장치 및 신고 시스템 ▲어플 예약 시스템을 적용한 휴식 겸용 캡슐도서관 등 다양한 1인 거주시설과 공동시설에 적용 가능한 제안들이 좋은 평가를 받았다. 학생팀은 1차 서류심사와 2차 비대면 영상 발표심사를 거쳐 대학(원)생 부문과 시민 부문 한 팀에만 주어 지는 대상에 선정됐다. 학생팀에게는 상장과 상금 300만원이 주어졌다. 한편, 대상을 수상한 Salon팀은 지난 19일 국토교통부가 주최하는 ‘2021 VE 경진대회 및 콘퍼런스’에 이번 대회 수상자 자격으로 참석, 영상시연 및 관련 발표를 진행했다.",11,"우리 학교 건축학부 건축공학 전공 학생팀이 서울도시주택공사 SH가 주최한 제3회 SH대학원생 및 시민참여 VE 아이디어 공모전에서 대상을 수상했다. 서울주택도시공사와 한국VE연구원이 주최한 이번 대회는 일코노미 1인 Economy 시대...VE를 통해 주거 트렌드를 선도한다라는 주제로 대학원생 부문 시민 부문으로 나뉘어 진행됐다. 우리 학교 정용우 김민경 배수빈이 예빈 학생 사진 왼쪽부터 은Salon 살론팀을 구성해 참가했다. 이번 대회는 청년, 사회초년생, 40대 이상의 중장년층 및 노약자, 사회적 약자 등을 위한 맞춤형 1인 가구 평면 및 커뮤니티시설에 대한 가치공학 VE 아이디어를 제안하는 공모전으로 개최됐다. Salon팀은 기존의 1인 가구에서 발생할 수 있는 문제점을 해결하고 동시에 미래의 주거형태를 고려한 사물인터넷 IoT 적용 사안을 중심으로 10개의 제안서를 제출했다.이 중재실 여부를 파악하여 작동하는 스마트 살균IoT 환기시스템 감압센서를 이용한 노인층의 사고 여부 파악원격조절 장치 및 신고 시스템 어플 예약 시스템을 적용한 휴식 겸용 캡슐도서관 등 다양한 1인 거주시설과 공동시설에 적용 가능한 제안들이 좋은 평가를 받았다. 학생팀은 1차 서류심사와 2차 비대면 영상 발표심사를 거쳐 대학원생 부문과 시민부문 한 팀에만 주어지는 대상에 선정됐다. 학생팀에게는 상장과 상금 300만원이 주어졌다. 한편, 대상을 수상한 Salon팀은 지난 19일 국토교통부가 주최하는 2021VE 경진대회 및 콘퍼런스에 이번 대회 수상자 자격으로 참석, 영 상시연 및 관련 발표를 진행했다.",3," 통해 주거 트렌드를 선도한다라는 주제로 대학원생 부문 시민 부문으로 나뉘어 진행됐다. 우리 학교 정용우 김민경 배수빈이 예빈 학생 사진 왼쪽부터 은Salon 살론팀을 구성해 참가했다. 이번 대회는 청년, 사회초년생, 40대 이상의 중장년층 및 노약자, 사회적 약자 등을 위한 맞춤형 1인 가구 평면 및 커뮤니티시설에 대한 가치공학 VE 아이디어를 제안하는 공모전으로 개최됐다. Salon팀은 기존의 1인 가구에서 발생할 수 있는 문제점을 해결하고 동시에 미래의 주거형태를 고려한 사물인터넷 IoT 적용 사안을 중심으로 10개의 제안서를 제출했다"
101,한국,Kangwon,캠퍼스 내 정류장 설치 및 대학인근 노선 운영을 통한 통근수단 제공,11,캠퍼스 내 정류장 설치 및 대학 인근 노선 운영을 통한 통근 수단 제공,3,캠퍼스 내 정류장 설치 및 대학 인근 노선 운영을 통한 통근 수단 제공
91,한국,Kangwon,대학의 유휴부지에 혁신파크를 조성하여 지역의 혁신성장 선도,11,대학의 유휴부지에 혁신파크를 조성하여 지역의 혁신성장선도,3,대학의 유휴부지에 혁신파크를 조성하여 지역의 혁신성장선도
34,한국,Kangwon,"그린 뉴딜, 탄소중립 시대를 이끌어갈 우수 인력 양성과 연구 성과 공유",7,"그린뉴딜, 탄소중립시대를 이끌어갈 우수인력 양성과 연구 성과 공유",3,"그린뉴딜, 탄소중립시대를 이끌어갈 우수인력 양성과 연구 성과 공유"
66,한국,Kangwon,신규 감자품종과 감자가공제품 개발 및 사업화 추진,9,신규 감자 품종과 감자가공제품 개발 및 사업화 추진,3,신규 감자 품종과 감자가공제품 개발 및 사업화 추진
89,한국,Kangwon,녹색건축인증 및 건축물 에너지효율등급 인증.신규 건축물 대상 인증을 부여받아 에너지 효율 준수,11,녹색건축인증 및 건축물 에너지 효율 등급 인증.신규 건축물 대상인증을 부여받아 에너지 효율 준수,3, 건축물 대상인증을 부여받아 에너지 효율 준수
93,한국,Kangwon,캠퍼스와 시내 간 통학버스 운행을 통한 이동 편의 제공,11,캠퍼스와 시내 간 통학버스 운행을 통한 이동 편의 제공,3,캠퍼스와 시내 간 통학버스 운행을 통한 이동 편의 제공
136,한국,Kyungpook,경북대학교가 새해를 맞아 대구·경북 시민들을 위해 '2019 경북대학교 신년음악회'를 개최했다. 2008년부터 시작된 이번 콘서트는 다채롭고 수준 높은 공연으로 경북대학교의 대표적인 문화행사로 자리매김하고 있다. 전통과 현대를 초월한 다양한 볼거리를 제공하여 열광적인 관객들에게 감동을 선사했습니다. 경북대학교가 주최하는 '4개 대학 연합 지역청소년 음악회'는 지역 대학에 청소년들을 위한 문화 네트워크와 수준 높은 음악 감상 기회를 제공하기 위해 기획된 무료 콘서트였습니다.,11,경북대학교가 새해를 맞아 대구경북 시민들을 위해 2019 경북대학교 신년음악회를 개최했다.2008년부터 시작된 이번 콘서트는 다채롭고 수준 높은 공연으로 경북대학교의 대표적인 문화행사로 자리매김하고 있다. 전통과 현대를 초월한 다양한 볼거리를 제공하여 열광적인 관객들에게 감동을 선사했습니다. 경북대학교가 주최하는 4개 대학연합 지역 청소년음악회는 지역 대학에 청소년들을 위한 문화네트워크와 수준 높은 음악 감상 기회를 제공하기 위해 기획된 무료 콘서트였습니다.,3, 시작된 이번 콘서트는 다채롭고 수준 높은 공연으로 경북대학교의 대표적인 문화행사로 자리매김하고 있다. 전통과 현대를 초월한 다양한 볼거리를 제공하여 열광적인 관객들에게 감동을 선사했습니다. 경북대학교가 주최하는 4개 대학연합 지역 청소년음악회는 지역 대학에 청소년들을 위한 문화네트워크와 수준 높은 음악 감상 기회를 제공하기 위해 기획된 무료 콘서트였습니다.
118,한국,Kyungpook,경북대학교가 새해를 맞아 대구·경북 시민들을 위해 '2019 경북대학교 신년음악회'를 개최했다. 2008년부터 시작된 이번 콘서트는 다채롭고 수준 높은 공연으로 경북대학교의 대표적인 문화행사로 자리매김하고 있다. 전통과 현대를 초월한 다양한 볼거리를 제공하여 열광적인 관객들에게 감동을 선사했습니다. 경북대학교가 주최하는 '4개 대학 연합 지역청소년 음악회'는 지역 대학에 청소년들을 위한 문화 네트워크와 수준 높은 음악 감상 기회를 제공하기 위해 기획된 무료 콘서트였습니다.,11,경북대학교가 새해를 맞아 대구경북 시민들을 위해 2019 경북대학교 신년음악회를 개최했다.2008년부터 시작된 이번 콘서트는 다채롭고 수준 높은 공연으로 경북대학교의 대표적인 문화행사로 자리매김하고 있다. 전통과 현대를 초월한 다양한 볼거리를 제공하여 열광적인 관객들에게 감동을 선사했습니다. 경북대학교가 주최하는 4개 대학연합 지역 청소년음악회는 지역 대학에 청소년들을 위한 문화네트워크와 수준 높은 음악 감상 기회를 제공하기 위해 기획된 무료 콘서트였습니다.,3, 시작된 이번 콘서트는 다채롭고 수준 높은 공연으로 경북대학교의 대표적인 문화행사로 자리매김하고 있다. 전통과 현대를 초월한 다양한 볼거리를 제공하여 열광적인 관객들에게 감동을 선사했습니다. 경북대학교가 주최하는 4개 대학연합 지역 청소년음악회는 지역 대학에 청소년들을 위한 문화네트워크와 수준 높은 음악 감상 기회를 제공하기 위해 기획된 무료 콘서트였습니다.
16,한국,Seoul,"셔틀버스와 전기차 충전기
∙ 학기와 방학 중에 서울대학교 통학 셔틀버스와 교내 순
환도로 셔틀버스를 운영하고 있습니다. 그리고 학내 4
개 건물의 주차장에 총 9개의 전기차 충전기가 설치되
어 있으며 최근에는 전기셔틀버스를 도입하여 시범적으
로 운영하고 있습니다. 또한 학생회관 옆에는 2단 자
전거보관대가 설치되어 있습니다.",11,셔틀버스와 전기차 충전기학기와 방학 중에 서울대학교 통학셔틀버스와 교내 순환도로 셔틀버스를 운영하고 있습니다. 그리고 학내 4개 건물의 주차장에 총 9개의 전기차 충전기가 설치되어 있으며 최근에는 전기 셔틀버스를 도입하여 시범적으로 운영하고 있습니다. 또한 학생회관 옆에는 2단 자전거 보관대가 설치되어 있습니다.,3,셔틀버스와 전기차 충전기학기와 방학 중에 서울대학교 통학셔틀버스와 교내 순환도로 셔틀버스를 운영하고 있습니다. 그리고 학내 4개 건물의 주차장에 총 9개의 전기차 충전기가 설치되어 있으며 최근에는 전기 셔틀버스를 도입하여 시범적으로 운영하고 있습니다. 또한 학생회관 옆에는 2단 자전거 보관대가 설치되어 있습니다.
32,한국,Kangwon,그린뉴딜 아이디어 경진대회 개최.신재생 에너지를 활용한 교내 시설 구축 방안 아이디어 모집,7,그린뉴딜아이디어 경진대회 개최. 신재생에너지를 활용한 교내 시설 구축 방안 아이디어 모집,3,그린뉴딜아이디어 경진대회 개최. 신재생에너지를 활용한 교내 시설 구축 방안 아이디어 모집
53,한국,Kangwon,여성 교원의 권익 보호 및 양성평등 실현 도모를 위한 여교수회 운영,8,여성교원의 권익보호 및 양성평등 실현도모를 위한 여교수회 운영,3,여성교원의 권익보호 및 양성평등 실현도모를 위한 여교수회 운영
36,한국,Kangwon,"산‧학‧연 소통 및 대학과 기업, 대학과 지역의 상생발전 방안 모색",7,"산학연 소통 및 대학과 기업, 대학과 지역의 상생발전 방안 모색",3,"산학연 소통 및 대학과 기업, 대학과 지역의 상생발전 방안 모색"
63,한국,Kangwon,"웰빙특산물산업화센터가 지역연고사업 육성‧발굴, 고도화 위한 육성사업에 선정",9,"웰빙 특산물 산업화센터가 지역 연고사업 육성 발굴, 고도화 위한 육성사업에 선정",3,"웰빙 특산물 산업화센터가 지역 연고사업 육성 발굴, 고도화 위한 육성사업에 선정"
87,한국,Kangwon,"학생들의 인권 증진 및 대학생활 도움을 위한 인권센터, 장애학생지원센터, 학생상담센터 체계적 운영",10,"학생들의 인권 증진 및 대학생활 도움을 위한 인권센터, 장애학생 지원센터, 학생상담센터 체계적 운영",3,"학생들의 인권 증진 및 대학생활 도움을 위한 인권센터, 장애학생 지원센터, 학생상담센터 체계적 운영"
72,한국,Kangwon,"지방 소재 중소벤처기업의 경영 애로사항 해소를 위한 설명회, 상담 및 멘토링 진행",9,"지방 소재 중소벤처기업의 경영애로사항 해소를 위한 설명회, 상담 및 멘토링 진행",3,"지방 소재 중소벤처기업의 경영애로사항 해소를 위한 설명회, 상담 및 멘토링 진행"
80,한국,Kangwon,동아리 활동을 통한 장애학생 인권 증진 노력,10,동아리 활동을 통한 장애학생 인권 증진 노력,3,동아리 활동을 통한 장애학생 인권 증진 노력
95,한국,Kangwon,접근이 자유로운 캠퍼스 내 도보 견학 코스 운영,11,접근이 자유로운 캠퍼스 내 도보 견학코스 운영,3,접근이 자유로운 캠퍼스 내 도보 견학코스 운영
38,한국,Kangwon,「삼척시 에너지 산업육성을 위한 관‧산‧학 협력 모델 구축방안」 포럼 개최,7,삼척시에너지산업 육성을 위한 관산학협력 모델 구축 방안포럼 개최,3,삼척시에너지산업 육성을 위한 관산학협력 모델 구축 방안포럼 개최
94,한국,Kangwon,다양한 문화공연 진행으로 지역 문화예술 발전에 기여,11,다양한 문화공연 진행으로 지역 문화예술 발전에 기여,3,다양한 문화공연 진행으로 지역 문화예술 발전에 기여
84,한국,Kangwon,"기초생활수급자, 차상위 계층 학생 및 장애학생 주거문제 해소를 위한 생활관 우선 선발",10,"기초생활수급자, 차상위계층 학생 및 장애학생 주거문제 해소를 위한 생활관 우선 선발",3,"기초생활수급자, 차상위계층 학생 및 장애학생 주거문제 해소를 위한 생활관 우선 선발"
99,한국,Kangwon,캠퍼스 안전운행 캠페인 및 안전모 지원을 통한 깨끗하고 안전한 대학도시 실현,11,캠퍼스 안전운행 캠페인 및 안전모 지원을 통한 깨끗하고 안전한 대학도시 실현,3,캠퍼스 안전운행 캠페인 및 안전모 지원을 통한 깨끗하고 안전한 대학도시 실현
15,한국,Seoul,"공연을 통한 지역 예술에 기여
∙서울대학교 문화관 중강당/대강당, 음악대학 예술관 콘서트홀에서 연간 여러 차례 무료 공연이 열리고 있습니다. 그리고 서울대학교 학생 동아리인 댄스스포츠부와 무용부도 정기공연을 개최하고 있으며, 무료로 관람할 수 있습니다.",11,"공연을 통한 지역 예술에 기여서울대학교 문화관 중 강당 대강당, 음악대학 예술관 콘서트홀에서 연간 여러 차례 무료 공연이 열리고 있습니다. 그리고 서울대학교 학생 동아리인 댄스스포츠부와 무용부도 정기공연을 개최하고 있으며, 무료로 관람할 수 있습니다.",3,"공연을 통한 지역 예술에 기여서울대학교 문화관 중 강당 대강당, 음악대학 예술관 콘서트홀에서 연간 여러 차례 무료 공연이 열리고 있습니다. 그리고 서울대학교 학생 동아리인 댄스스포츠부와 무용부도 정기공연을 개최하고 있으며, 무료로 관람할 수 있습니다."
74,한국,Kangwon,현직 여성 멘토를 초청한 토크 콘서트를 개최하여 여대생의 취업 역량 강화,10,현직 여성 멘토를 초청한 토크 콘서트를 개최하여 여대생의 취업역량 강화,3,현직 여성 멘토를 초청한 토크 콘서트를 개최하여 여대생의 취업역량 강화
41,한국,Kangwon,에너지절약 추진계획 수립을 통한 에너지 사용량 감소 및 공공요금 절감 기대,7,에너지 절약 추진계획 수립을 통한 에너지 사용량 감소 및 공공요금 절감 기대,3,에너지 절약 추진계획 수립을 통한 에너지 사용량 감소 및 공공요금 절감 기대
43,한국,Kangwon,하절기/동절기 에너지절약 추진 실천사항. 학내 구성원의 에너지 절약 동참 격려,7,하절기 동절기 에너지 절약 추진 실천사항.학내 구성원의 에너지 절약 동참 격려,3, 구성원의 에너지 절약 동참 격려
106,한국,Kyungpook,화학과 교수는 미세하게 조절된 귀금속 나노촉매를 합성해 수소연료전지와 열수소자에 적용하는 연구를 진행하고 있다. 그의 연구는 기존 수소연료전지의 성능을 획기적으로 향상시키면서 생산원가를 낮출 수 있어 연료전지 대중화의 계기가 될 수 있어 주목받고 있다.,7,화학과 교수는 미세하게 조절된 귀금속 나노 촉매를 합성해 수소연료전지와 열수소자에 적용하는 연구를 진행하고 있다. 그의 연구는 기존 수소연료전지의 성능을 획기적으로 향상시키면서 생산원가를 낮출 수 있어 연료전지대중화의 계기가 될 수 있어 주목받고 있다.,3,화학과 교수는 미세하게 조절된 귀금속 나노 촉매를 합성해 수소연료전지와 열수소자에 적용하는 연구를 진행하고 있다. 그의 연구는 기존 수소연료전지의 성능을 획기적으로 향상시키면서 생산원가를 낮출 수 있어 연료전지대중화의 계기가 될 수 있어 주목받고 있다.
124,한국,Kyungpook,화학과 교수는 미세하게 조절된 귀금속 나노촉매를 합성해 수소연료전지와 열수소자에 적용하는 연구를 진행하고 있다. 그의 연구는 기존 수소연료전지의 성능을 획기적으로 향상시키면서 생산원가를 낮출 수 있어 연료전지 대중화의 계기가 될 수 있어 주목받고 있다.,7,화학과 교수는 미세하게 조절된 귀금속 나노 촉매를 합성해 수소연료전지와 열수소자에 적용하는 연구를 진행하고 있다. 그의 연구는 기존 수소연료전지의 성능을 획기적으로 향상시키면서 생산원가를 낮출 수 있어 연료전지대중화의 계기가 될 수 있어 주목받고 있다.,3,화학과 교수는 미세하게 조절된 귀금속 나노 촉매를 합성해 수소연료전지와 열수소자에 적용하는 연구를 진행하고 있다. 그의 연구는 기존 수소연료전지의 성능을 획기적으로 향상시키면서 생산원가를 낮출 수 있어 연료전지대중화의 계기가 될 수 있어 주목받고 있다.
54,한국,Kangwon,"교원 및 직원의 직급별 보수현황 공개.보수 총액, 최고액, 최저액, 평균액을 자체평가보고서에 수록하여 적정한 보수 지급 현황 추적",8,"교원 및 직원의 직급별 보수 현황 공개. 보수 총액, 최고액, 최저액, 평균액을 자체 평가보고서에 수록하여 적정한 보수지급 현황 추적",3,"교원 및 직원의 직급별 보수 현황 공개. 보수 총액, 최고액, 최저액, 평균액을 자체 평가보고서에 수록하여 적정한 보수지급 현황 추적"
68,한국,Kangwon,나또 품질 향상 발표실 특허 취득,9,나 또 품질 향상 발표실 특허 취득,3,나 또 품질 향상 발표실 특허 취득
46,한국,Kangwon,연구원의 학업‧연구권과 부당업무 거부권을 보장하는 지침 마련,8,연구원의 학업 연구권과 부당업무 거부권을 보장하는 지침 마련,3,연구원의 학업 연구권과 부당업무 거부권을 보장하는 지침 마련
82,한국,Kangwon,장애학생을 위한 도우미를 선발하여 대학생활 편의 증진,10,장애학생을 위한 도우미를 선발하여 대학생활 편의 증진,3,장애학생을 위한 도우미를 선발하여 대학생활 편의 증진
62,한국,Kangwon,"강원지방중소벤처기업청, 이노비즈협회 강원지회와 지역 중소기업의 기술혁신 역량 강화, 대학의 원천기술 및 연구 인프라 기업 제공",9,"강원지방중소벤처기업청, 이노비즈협회 강원지회와 지역 중소기업의 기술혁신 역량 강화, 대학의 원천기술 및 연구 인프라 기업 제공",3,"강원지방중소벤처기업청, 이노비즈협회 강원지회와 지역 중소기업의 기술혁신 역량 강화, 대학의 원천기술 및 연구 인프라 기업 제공"
