,국가,대학교명,번역,분류,번역_전처리,5분류,요약
60,한국,Kangwon,생육공간 개선 및 산불 등 재해위험 요소 제거를 통한 산림자원 관리,15,생육공간 개선 및 산불 등재해위험요소 제거를 통한 산림자원관리,2,생육공간 개선 및 산불 등재해위험요소 제거를 통한 산림자원관리
62,한국,Kangwon,식목행사 개최. 다양한 종류의 나무 식재로 지속가능한 산림자원 조성,15,식목행사 개최. 다양한 종류의 나무 식재로 지속가능한 산림자원 조성,2,식목행사 개최. 다양한 종류의 나무 식재로 지속가능한 산림자원 조성
20,한국,Kangwon,수질오염방지（실험실 폐수 등）를 위한 관련 지침 배부,6,수질오염 방지 실험실 폐수 등를 위한 관련 지침 배부,2,수질오염 방지 실험실 폐수 등를 위한 관련 지침 배부
56,한국,Kangwon,플라스틱 성분 없는 환경 친화적 제품 제작. 친환경 재료로 만든 슬라임 완구 제작을 통한 플라스틱 성분 감소 노력,15,플라스틱 성분 없는 환경 친화적 제품 제작. 친환경 재료로 만든 슬라임 완구 제작을 통한 플라스틱 성분 감소 노력,2,플라스틱 성분 없는 환경 친화적 제품 제작. 친환경 재료로 만든 슬라임 완구 제작을 통한 플라스틱 성분 감소 노력
21,한국,Kangwon,화장실 세면대에 절수 캠페인 스티커를 부착하여 의식적인 물 사용 권장,6,화장실 세면대에 절수 캠페인 스티커를 부착하여 의식적인 물 사용 권장,2,화장실 세면대에 절수 캠페인 스티커를 부착하여 의식적인 물 사용 권장
4,한국,Seoul,"폐기물 재활용
∙서울대학교 내의 생활폐기물 발생량 대비 재활용량으로 폐기물 재활용 비율은 2017년에는 전년대비 감소하였지만 2018년부터 꾸준한 증가 추세를 보이고 있습니다.",12,폐기물 재활용 서울대학교 내의 생활폐기물 발생량 대비 재활용량으로 폐기물 재활용 비율은 2017년에는 전년 대비 감소하였지만 2018년부터 꾸준한 증가 추세를 보이고 있습니다.,2,폐기물 재활용 서울대학교 내의 생활폐기물 발생량 대비 재활용량으로 폐기물 재활용 비율은 2017년에는 전년 대비 감소하였지만 2018년부터 꾸준한 증가 추세를 보이고 있습니다.
73,한국,Kyungpook,"인삼농가에게 한 번도 심지 않은 땅을 찾아 인삼을 빌리는 것은 수년간 농사를 짓는 큰 문제다. 그러나 지금까지 인삼이 심어진 적이 없다는 것을 과학적으로 증명하는 것은 거의 불가능했고, 지주의 말만 믿을 수 있어 갈등이 빈번하다. 토양의 미생물군집을 관찰하면 토양 미생물군집으로 토양의 미래를 예측할 수 있습니다. 연구팀이 개발한 기술은 토양 미생물을 분석하는 인공지능 알고리즘을 만들어 인삼이 심어진 적이 있는지 여부를 약 91%의 정확도로 판단할 수 있다. 더 많은 샘플을 얻는 데 더 많은 비용이 든다면 모델의 정확도를 개선할 여지가 있습니다.",15,"인삼농가에게 한 번 도심지 않은 땅을 찾아 인삼을 빌리는 것은 수년간 농사를 짓는 큰 문제다. 그러나 지금까지 인삼이 심어진 적이 없다는 것을 과학적으로 증명하는 것은 거의 불가능했고, 지주의 말만 믿을 수 있어 갈등이 빈번하다. 토양의 미생물군집을 관찰하면 토양미생물군집으로 토양의 미래를 예측할 수 있습니다. 연구팀이 개발한 기술은 토양미생물을 분석하는 인공지능 알고리즘을 만들어 인삼이 심어진 적이 있는지 여부를 약 91의 정확도로 판단할 수 있다. 더 많은 샘플 을 얻는 데 더 많은 비용이 든다면 모델의 정확도를 개선할 여지가 있습니다.",2,"인삼농가에게 한 번 도심지 않은 땅을 찾아 인삼을 빌리는 것은 수년간 농사를 짓는 큰 문제다. 그러나 지금까지 인삼이 심어진 적이 없다는 것을 과학적으로 증명하는 것은 거의 불가능했고, 지주의 말만 믿을 수 있어 갈등이 빈번하다. 토양의 미생물군집을 관찰하면 토양미생물군집으로 토양의 미래를 예측할 수 있습니다. 연구팀이 개발한 기술은 토양미생물을 분석하는 인공지능 알고리즘을 만들어 인삼이 심어진 적이 있는지 여부를 약 91의 정확도로 판단할 수 있다. 더 많은 샘플 을 얻는 데 더 많은 비용이 든다면 모델의 정확도를 개선할 여지가 있습니다."
85,한국,Kyungpook,"인삼농가에게 한 번도 심지 않은 땅을 찾아 인삼을 빌리는 것은 수년간 농사를 짓는 큰 문제다. 그러나 지금까지 인삼이 심어진 적이 없다는 것을 과학적으로 증명하는 것은 거의 불가능했고, 지주의 말만 믿을 수 있어 갈등이 빈번하다. 토양의 미생물군집을 관찰하면 토양 미생물군집으로 토양의 미래를 예측할 수 있습니다. 연구팀이 개발한 기술은 토양 미생물을 분석하는 인공지능 알고리즘을 만들어 인삼이 심어진 적이 있는지 여부를 약 91%의 정확도로 판단할 수 있다. 더 많은 샘플을 얻는 데 더 많은 비용이 든다면 모델의 정확도를 개선할 여지가 있습니다.",15,"인삼농가에게 한 번 도심지 않은 땅을 찾아 인삼을 빌리는 것은 수년간 농사를 짓는 큰 문제다. 그러나 지금까지 인삼이 심어진 적이 없다는 것을 과학적으로 증명하는 것은 거의 불가능했고, 지주의 말만 믿을 수 있어 갈등이 빈번하다. 토양의 미생물군집을 관찰하면 토양미생물군집으로 토양의 미래를 예측할 수 있습니다. 연구팀이 개발한 기술은 토양미생물을 분석하는 인공지능 알고리즘을 만들어 인삼이 심어진 적이 있는지 여부를 약 91의 정확도로 판단할 수 있다. 더 많은 샘플 을 얻는 데 더 많은 비용이 든다면 모델의 정확도를 개선할 여지가 있습니다.",2,"인삼농가에게 한 번 도심지 않은 땅을 찾아 인삼을 빌리는 것은 수년간 농사를 짓는 큰 문제다. 그러나 지금까지 인삼이 심어진 적이 없다는 것을 과학적으로 증명하는 것은 거의 불가능했고, 지주의 말만 믿을 수 있어 갈등이 빈번하다. 토양의 미생물군집을 관찰하면 토양미생물군집으로 토양의 미래를 예측할 수 있습니다. 연구팀이 개발한 기술은 토양미생물을 분석하는 인공지능 알고리즘을 만들어 인삼이 심어진 적이 있는지 여부를 약 91의 정확도로 판단할 수 있다. 더 많은 샘플 을 얻는 데 더 많은 비용이 든다면 모델의 정확도를 개선할 여지가 있습니다."
48,한국,Kangwon,수질오염방지（실험실 폐수）를 위한 관련 지침 배부,14,수질오염 방지 실험실 폐수를 위한 관련 지침 배부,2,수질오염 방지 실험실 폐수를 위한 관련 지침 배부
57,한국,Kangwon,플라스틱 포장재 대체 종이 소재 개발. 소재부품 기술개발 사업 선정에 따른 플라스틱 사용 감소를 위한 연구 진행,15,플라스틱 포장재 대체종이 소재 개발.소재 부품 기술 개발사업 선정에 따른 플라스틱 사용 감소를 위한 연구 진행,2, 부품 기술 개발사업 선정에 따른 플라스틱 사용 감소를 위한 연구 진행
17,한국,Kangwon,캠퍼스의 깨끗한 수질관리를 위한 정기적 수질 검사 진행,6,캠퍼스의 깨끗한 수질관리를 위한 정기적 수질검사 진행,2,캠퍼스의 깨끗한 수질관리를 위한 정기적 수질검사 진행
22,한국,Kangwon,"깨끗한 물 공급을 위한 운동장, 출입문, 광장 등에 음수대 운영",6,"깨끗한 물 공급을 위한 운동장, 출입문, 광장 등에 음수대 운영",2,"깨끗한 물 공급을 위한 운동장, 출입문, 광장 등에 음수대 운영"
8,한국,Seoul,"태양광 발전 시설 설치 현황 및 발전량 개요
∙건축물 신축 시 신재생 에너지 의무 설치 비율 강화로 캠퍼스 내 신축 건물 태양광 발전 설비 설치가 증가하였습니다. 태양광 발전 설비 설치용량의 연간 증가율은 약 20% 내외를 유지하고 있으나, 발전 설비의 성능저하 또는 고장 등의 원인에 의하여 최근 2년 동안 발전량은 10% 증가추세를 유지하고 있습니다.",13,"태양광 발전시설 설치 현황 및 발전량 개요건축물 신축시 신재생에너지 의 무 설치 비율 강화로 캠퍼스 내 신축 건물 태양광 발전설비 설치가 증가하였습니다. 태양광 발전설비 설치 용량의 연간 증가율은 약 20내외를 유지하고 있으나, 발전설비의 성능저하 또는 고장 등의 원인에 의하여 최근 2년 동안 발전량은 10 증가 추세를 유지하고 있습니다.",2,"태양광 발전시설 설치 현황 및 발전량 개요건축물 신축시 신재생에너지 의 무 설치 비율 강화로 캠퍼스 내 신축 건물 태양광 발전설비 설치가 증가하였습니다. 태양광 발전설비 설치 용량의 연간 증가율은 약 20내외를 유지하고 있으나, 발전설비의 성능저하 또는 고장 등의 원인에 의하여 최근 2년 동안 발전량은 10 증가 추세를 유지하고 있습니다."
34,한국,Kangwon,태양광 설비를 통해 에너지 효율성 제고 및 공공요금 절감,13,태양광 설비를 통해 에너지 효율성 제고 및 공공요금 절감,2,태양광 설비를 통해 에너지 효율성 제고 및 공공요금 절감
76,한국,Kyungpook, 에너지공학과 박현웅 교수가 포항공과대학교와 공동연구를 통해 지금까지 알려지지 않은 광촉매수분해와 수소발생 원리를 규명했다. 광촉매 물 분해 반응에 대한 새로운 사실을 발견함으로써 관련 연구 분야에서 당연시 되어온 광촉매 물 분해 및 수소 발생 원리를 수정하고 수소 생산 효율을 높일 수 있는 새로운 가능성을 제시했다.,6,에너지공학과 박현웅 교수가 포항공과대학교와 공동연구를 통해 지금까지 알려지지 않은 광촉매 수분해와 수소 발생 원리를 규명했다. 광촉매물 분해반응에 대한 새로운 사실을 발견함으로써 관련 연구분야에서 당연시되어온 광촉매물 분해 및 수소발생 원리를 수정하고 수소생산 효율을 높일 수 있는 새로운 가능성을 제시했다.,2,에너지공학과 박현웅 교수가 포항공과대학교와 공동연구를 통해 지금까지 알려지지 않은 광촉매 수분해와 수소 발생 원리를 규명했다. 광촉매물 분해반응에 대한 새로운 사실을 발견함으로써 관련 연구분야에서 당연시되어온 광촉매물 분해 및 수소발생 원리를 수정하고 수소생산 효율을 높일 수 있는 새로운 가능성을 제시했다.
64,한국,Kyungpook, 에너지공학과 박현웅 교수가 포항공과대학교와 공동연구를 통해 지금까지 알려지지 않은 광촉매수분해와 수소발생 원리를 규명했다. 광촉매 물 분해 반응에 대한 새로운 사실을 발견함으로써 관련 연구 분야에서 당연시 되어온 광촉매 물 분해 및 수소 발생 원리를 수정하고 수소 생산 효율을 높일 수 있는 새로운 가능성을 제시했다.,6,에너지공학과 박현웅 교수가 포항공과대학교와 공동연구를 통해 지금까지 알려지지 않은 광촉매 수분해와 수소 발생 원리를 규명했다. 광촉매물 분해반응에 대한 새로운 사실을 발견함으로써 관련 연구분야에서 당연시되어온 광촉매물 분해 및 수소발생 원리를 수정하고 수소생산 효율을 높일 수 있는 새로운 가능성을 제시했다.,2,에너지공학과 박현웅 교수가 포항공과대학교와 공동연구를 통해 지금까지 알려지지 않은 광촉매 수분해와 수소 발생 원리를 규명했다. 광촉매물 분해반응에 대한 새로운 사실을 발견함으로써 관련 연구분야에서 당연시되어온 광촉매물 분해 및 수소발생 원리를 수정하고 수소생산 효율을 높일 수 있는 새로운 가능성을 제시했다.
39,한국,Kangwon,해양자원 보존을 위한 수중 정화활동 실시,14,해양자원 보존을 위한 수중정화활동 실시,2,해양자원 보존을 위한 수중정화활동 실시
25,한국,Kangwon,"통합경비, 승강기 설치에 대해 정부 조달계약시스템을 이용한 아웃소싱 계약 진행",12,"통합경비, 승강기 설치에 대해 정부조달 계약 시스템을 이용한 아웃소싱 계약 진행",2,"통합경비, 승강기 설치에 대해 정부조달 계약 시스템을 이용한 아웃소싱 계약 진행"
23,한국,Kangwon,깨끗한 물 공급을 위한 건물 내 정수기 운영,6,깨끗한 물 공급을 위한 건물 내정수기 운영,2,깨끗한 물 공급을 위한 건물 내정수기 운영
31,한국,Kangwon,"미세먼지 발생에 영향을 미치는 배출원 지역분석. 기상자료, 미세먼지 배출량 자료 등을 토대로 배출원 지역분석",13,"미세먼지 발생에 영향을 미치는 배출원 지역 분석. 기상자료, 미세먼지 배출량 자료 등을 토대로 배출원 지역 분석",2,"미세먼지 발생에 영향을 미치는 배출원 지역 분석. 기상자료, 미세먼지 배출량 자료 등을 토대로 배출원 지역 분석"
33,한국,Kangwon,강원권역 환경보건센터 심포지움 참가. 미세먼지 등의 환경 현안에 대한 논의,13,강원권역 환경보건센터 심포지움 참가.미세먼지 등의 환경 현안에 대한 논의,2, 등의 환경 현안에 대한 논의
30,한국,Kangwon,대기질예측연구 진행. 관심 지역마다 다른 주변 환경적 요인에 무게를 둔 미세먼지 연구 수행,13,대기질 예측 연구 진행.관심지역마다 다른 주변 환경적 요인에 무게를 둔 미세먼지 연구 수행,2, 다른 주변 환경적 요인에 무게를 둔 미세먼지 연구 수행
1,한국,Seoul,"기관별 상수 사용량
∙ 상수사용 총량 면에서는 공과대학이 연간 60만 톤으
로 가장 많은 상수소비량을 보였으며 다음으로 자연과
학대학, 수의과대학이 높은 순위를 기록하였습니다. 단
위면적당 상수 사용량 측면에서는 수의과대학, 공과대
학, 약학대학 순으로 나타났고, 용도로 구분하여 살펴
보면 식당 등이 입점해 있는 편의시설 건물의 상수사
용량이 가장 높은 것을 알 수 있습니다.",6,"기관별 상수 사용량 상수 사용 총량면에서는 공과대학이 연간 60만톤으로 가장 많은 상수 소비량을 보였으며 다음으로 자연과학대학, 수의과대학이 높은 순위를 기록하였습니다. 단위면적당상수 사용량 측면에서는 수의과대학, 공과대학, 약학대학 순으로 나타났고, 용도로 구분하여 살펴보면 식당 등이 입점해 있는 편의시설 건물의 상수 사용량이 가장 높은 것을 알 수 있습니다.",2,"기관별 상수 사용량 상수 사용 총량면에서는 공과대학이 연간 60만톤으로 가장 많은 상수 소비량을 보였으며 다음으로 자연과학대학, 수의과대학이 높은 순위를 기록하였습니다. 단위면적당상수 사용량 측면에서는 수의과대학, 공과대학, 약학대학 순으로 나타났고, 용도로 구분하여 살펴보면 식당 등이 입점해 있는 편의시설 건물의 상수 사용량이 가장 높은 것을 알 수 있습니다."
29,한국,Kangwon,"화력발전소 주변지역 기후환경 영향 연구. 측정소를 통한 테이터 수집‧분석, 통합 시스템 운영 관리 연구 진행",13,"화력발전소 주변 지역 기후환경영향연구.측정소를 통한 테이터 수집 분석, 통합시스템 운영관리연구 진행",2," 통한 테이터 수집 분석, 통합시스템 운영관리연구 진행"
52,한국,Kangwon,산불에 의한 산림환경 유실 예방을 위한 심포지엄 개최,15,산불에 의한 산림환경 유실 예방을 위한 심포지엄 개최,2,산불에 의한 산림환경 유실 예방을 위한 심포지엄 개최
19,한국,Kangwon,신축 건물 빗물저류조 설치로 물 재사용 촉진,6,신축 건물 빗물 저류조 설치로 물 재 사용 촉진,2,신축 건물 빗물 저류조 설치로 물 재 사용 촉진
37,한국,Kangwon,냉방기 설정온도 조절 및 전등 소등으로 에너지 절약 실천,13,냉방기 설정 온도조절 및 전등 소등으로 에너지 절약 실천,2,냉방기 설정 온도조절 및 전등 소등으로 에너지 절약 실천
55,한국,Kangwon,논에서 발생한 염해 인과관계 연구. 논의 지속가능한 농업을 위한 염해 인과관계 규명 연구,15,논에서 발생한 염해인과 관계 연구. 논의 지속가능한 농업을 위한 염해인과 관계 규명 연구,2,논에서 발생한 염해인과 관계 연구. 논의 지속가능한 농업을 위한 염해인과 관계 규명 연구
14,한국,Kangwon,"오염원 실태조사, 수질 모니터링 실시를 통한 수질 악화 예방",6,"오염원 실태조사, 수질 모니터링 실시를 통한 수질 악화 예방",2,"오염원 실태조사, 수질 모니터링 실시를 통한 수질 악화 예방"
44,한국,Kangwon,"오염원 실태조사, 수질 모니터링 실시를 통한 수질 악화 예방",14,"오염원 실태조사, 수질 모니터링 실시를 통한 수질 악화 예방",2,"오염원 실태조사, 수질 모니터링 실시를 통한 수질 악화 예방"
38,한국,Kangwon,신에너지 및 에너지절약 교육을 통한 에너지의 중요성 인식 제고,13,신에너지 및 에너지 절약 교육을 통한 에너지의 중요성 인식 제고,2,신에너지 및 에너지 절약 교육을 통한 에너지의 중요성 인식 제고
2,한국,Seoul,"폐수 처리 절차 및 수질 관리 
∙서울대학교에서 사용한 물은 환경안전원에서 정한 <실험 폐수 및 폐기물 처리에 관한 지침(2019.5. 29)>에 따르며, 시설지원과는 농생명과학공동기기원의 협조 하에 정기적으로 수질 검사를 수행하고 있습니다. 또한 저수조와 옥내 급수관 수질 검사 업무 절차에 오염된 물이 상수도로 유입되는 것을 방지하기 위한 점검 매뉴얼이 있습니다. 그리고 서울대학교 건물에는 층마다 정수기가 설치되어 있으며 학생, 교직원, 방문자 등 누구나 무료로 이용할 수 있습니다.",6,"폐수처리 절차 및 수질관리 서울대학교에서 사용한 물은 환경안전원에서 정한 실험 폐수 및 폐기물 처리에 관한 지침 2019.5.29에 따르며, 시설지원과는 농생명과학 공동기기원의 협조하에 정기적으로 수질검사를 수행하고 있습니다. 또한 저수조와 옥내 급수관 수질검사 업무 절차에 오염된 물이 상수도로 유입되는 것을 방지하기 위한 점검 매뉴얼이 있습니다. 그리고 서울대학교 건물에는 층마다 정수기가 설치되어 있으며 학생, 교직원, 방문자 등 누구나 무료로 이용 할 수 있습니다.",2," 따르며, 시설지원과는 농생명과학 공동기기원의 협조하에 정기적으로 수질검사를 수행하고 있습니다. 또한 저수조와 옥내 급수관 수질검사 업무 절차에 오염된 물이 상수도로 유입되는 것을 방지하기 위한 점검 매뉴얼이 있습니다. 그리고 서울대학교 건물에는 층마다 정수기가 설치되어 있으며 학생, 교직원, 방문자 등 누구나 무료로 이용 할 수 있습니다."
28,한국,Kangwon,안전한 폐기물 처리를 위한 처리지침 배부,12,안전한 폐기물 처리를 위한 처리지침 배부,2,안전한 폐기물 처리를 위한 처리지침 배부
18,한국,Kangwon,물 소비 감소를 위한 수종 식재,6,물 소비 감소를 위한 수종식재,2,물 소비 감소를 위한 수종식재
35,한국,Kangwon,그린에너지연구관 준공. 에너지산업 기업 입주를 통한 에너지분야 경쟁력 강화,13,그린에너지연구관 준공.에너지산업기업 입주를 통한 에너지 분야 경쟁력 강화,2, 입주를 통한 에너지 분야 경쟁력 강화
6,한국,Seoul,"환경 보고서의 발간
∙ 서울대학교 내 에너지 소비량, 온실가스 배출 현황 및 전력 사용 특성 등을 분석하여 매년 “서울대학교 그린리포트”를
발간하여 서울대학교 내 에너지 소비량과 온실가스 배출 현황 등을 다루고 있습니다. 2018년부터는 우리 대학
전 기관 및 건물의 에너지 소비 실태와 특징을 파악하기 위한 에너지 리포트를 발간하고 있습니다. 보고서들의
디지털 파일들은 서울대학교 웹사이트에서 다운로드 받을 수 있습니다(https://isd.snu.ac.kr/isd/Report.php).",12,"환경보고서의 발간 서울대학교 내 에너지소비량, 온실가스 배출 현황 및 전력사용 특성 등을 분석하여 매년 서울대학교 그린리포트를 발간하여 서울대학교 내 에너지소비량과 온실가스 배출 현황 등을 다루고 있습니다.2018년부터는 우리 대학 전기관 및 건물의 에너지 소비 실태와 특징을 파악하기 위한 에너지 리포트를 발간하고 있습니다. 보고서들의 디지털 파일들은 서울대학교 웹사이트에서 다운로드 받을 수 있습니다 https isd.snu. ac. krisdR eport. php.",2, 우리 대학 전기관 및 건물의 에너지 소비 실태와 특징을 파악하기 위한 에너지 리포트를 발간하고 있습니다. 보고서들의 디지털 파일들은 서울대학교 웹사이트에서 다운로드 받을 수 있습니다 https isd
36,한국,Kangwon,에너지 절약 운동 및 환경정화 활동으로 그린 캠퍼스 조성,13,에너지 절약운동 및 환경정화활동으로 그린캠퍼스 조성,2,에너지 절약운동 및 환경정화활동으로 그린캠퍼스 조성
71,한국,Kyungpook,"작은 말 껍데기 보존 말 갑각은 민물 생물을 보존하는 데 매우 중요한 종입니다. 민물고기의 알을 보호하는 은신처 역할을 합니다. 작은 말 껍데기는 한국이 원산지이며 가치가 높습니다. 그들의 보존이 필요합니다. 경북대학교 생물학교육과 황의욱 교수팀이 한반도 주변에 서식하는 말 껍데기가 중국 황하 지역에서 유래했다는 사실을 새롭게 발견했다. 황 교수팀은 8개의 국내 수계(북한강, 남한강, 금강, 만경강, 영산강, 침진강, 섬진강, 낙동강)에 서식하는 86개의 말껍질과 83개의 작은 말껍질의 미토콘드리아 DNA 염기서열을 분석했다. 그리고 그들의 기원을 추적했습니다. 연구 결과 황 교수팀은 다음과 같이 예측했다.말 조개류는 고대 황색에 널리 분포되어 있었습니다.
중국에서 한반도로 흐르는 하수도 약 1억 6천만 년 전 한국의 서해가 존재하지 않았던 때 그리고 한반도의 동부와 서부는 하나의 대륙으로 연결됩니다.
또한, 세계 유일의 토종 한국에만 서식하는 종, 작은 말 껍데기, 조선인 주변에 살았던 말 껍데기에서 나타났다.
약 2,800만 년 전 말 반도
신생대 팔레. 그 이후로 말 조개류는
정착하면서 고유종으로 분화
신생대 초기 동아시아 각 지역에서
1200만년 전 시대.
의 지원을 받아 수행한 연구
환경부 낙동강
국립 생물 자원 연구소,
Scientific Reports에서 10월 6일에 발표되었습니다.
이 외에도 교수가 수행한 연구
환경과 김웅
경북대학교 공학과
사우디아라비아의 King Saud University는
유색의 98% 이상을 분해할 수 있는 광촉매
폐수에 염색. 연구 결과는
유해 물질 저널",14,"작은 말껍데기 보존 말갑각은 민물생물을 보존하는 데 매우 중요한 종입니다. 민물고기의 알을 보호하는 은신처 역할을 합니다.작은 말껍데기는 한국이 원산지이며 가치가 높습니다. 그들의 보존이 필요합니다. 경북대학교 생물학 교육과 황의욱 교수팀이 한반도 주변에서식하는 말껍데기가 중국 황하지역에서 유래했다는 사실을 새롭게 발견했다. 황 교수팀은 8개의 국내 수계 북한강, 남한강, 금강, 만경강, 영산강, 침진강, 섬진강, 낙동강에 서식하는 86개의 말껍 질과 83개의 작은 말껍질의 미토콘드리아 DNA 염기서열을 분석했다. 그리고 그들의 기원을 추적했습니다. 연구 결과 황 교수팀은 다음과 같이 예측했다.말조개류는 고대 황색에 널리 분포되어 있었습니다. 중국에서 한반도로 흐르는 하수도 약 1억6천만 년 전 한국의 서해가 존재하지 않았던 때 그리고 한반도의 동부와 서부는 하나의 대륙으로 연결됩니다. 또한, 세계 유일의 토종 한국에만 서식하는 종, 작은 말껍데기, 조선인 주변에 살았던 말껍데기에서 나타났다.약 2,800만년 전 말반도 신생대 팔레.그 이후로 말조개류는 정착하면서 고유종으로 분화 신생 대 초기 동아시아 각 지역에서 1200만년 전 시대.의 지원을 받아 수행한 연구환경부 낙동강 국립생물자원연구소, ScientificReports에서 10월 6일에 발표되었습니다. 이외에도 교수가 수행한 연구환경과 김웅경북대학교 공학과 사우디아라비아의 KingSaudU niversity는 유색의 98 이상을 분해할 수 있는 광촉매 폐수에 염색.연 구 결과는 유해물질 저널",2," 고대 황색에 널리 분포되어 있었습니다. 중국에서 한반도로 흐르는 하수도 약 1억6천만 년 전 한국의 서해가 존재하지 않았던 때 그리고 한반도의 동부와 서부는 하나의 대륙으로 연결됩니다. 또한, 세계 유일의 토종 한국에만 서식하는 종, 작은 말껍데기, 조선인 주변에 살았던 말껍데기에서 나타났다"
83,한국,Kyungpook,"작은 말 껍데기 보존 말 갑각은 민물 생물을 보존하는 데 매우 중요한 종입니다. 민물고기의 알을 보호하는 은신처 역할을 합니다. 작은 말 껍데기는 한국이 원산지이며 가치가 높습니다. 그들의 보존이 필요합니다. 경북대학교 생물학교육과 황의욱 교수팀이 한반도 주변에 서식하는 말 껍데기가 중국 황하 지역에서 유래했다는 사실을 새롭게 발견했다. 황 교수팀은 8개의 국내 수계(북한강, 남한강, 금강, 만경강, 영산강, 침진강, 섬진강, 낙동강)에 서식하는 86개의 말껍질과 83개의 작은 말껍질의 미토콘드리아 DNA 염기서열을 분석했다. 그리고 그들의 기원을 추적했습니다. 연구 결과 황 교수팀은 다음과 같이 예측했다.말 조개류는 고대 황색에 널리 분포되어 있었습니다.
중국에서 한반도로 흐르는 하수도 약 1억 6천만 년 전 한국의 서해가 존재하지 않았던 때 그리고 한반도의 동부와 서부는 하나의 대륙으로 연결됩니다.
또한, 세계 유일의 토종 한국에만 서식하는 종, 작은 말 껍데기, 조선인 주변에 살았던 말 껍데기에서 나타났다.
약 2,800만 년 전 말 반도
신생대 팔레. 그 이후로 말 조개류는
정착하면서 고유종으로 분화
신생대 초기 동아시아 각 지역에서
1200만년 전 시대.
의 지원을 받아 수행한 연구
환경부 낙동강
국립 생물 자원 연구소,
Scientific Reports에서 10월 6일에 발표되었습니다.
이 외에도 교수가 수행한 연구
환경과 김웅
경북대학교 공학과
사우디아라비아의 King Saud University는
유색의 98% 이상을 분해할 수 있는 광촉매
폐수에 염색. 연구 결과는
유해 물질 저널",14,"작은 말껍데기 보존 말갑각은 민물생물을 보존하는 데 매우 중요한 종입니다. 민물고기의 알을 보호하는 은신처 역할을 합니다.작은 말껍데기는 한국이 원산지이며 가치가 높습니다. 그들의 보존이 필요합니다. 경북대학교 생물학 교육과 황의욱 교수팀이 한반도 주변에서식하는 말껍데기가 중국 황하지역에서 유래했다는 사실을 새롭게 발견했다. 황 교수팀은 8개의 국내 수계 북한강, 남한강, 금강, 만경강, 영산강, 침진강, 섬진강, 낙동강에 서식하는 86개의 말껍 질과 83개의 작은 말껍질의 미토콘드리아 DNA 염기서열을 분석했다. 그리고 그들의 기원을 추적했습니다. 연구 결과 황 교수팀은 다음과 같이 예측했다.말조개류는 고대 황색에 널리 분포되어 있었습니다. 중국에서 한반도로 흐르는 하수도 약 1억6천만 년 전 한국의 서해가 존재하지 않았던 때 그리고 한반도의 동부와 서부는 하나의 대륙으로 연결됩니다. 또한, 세계 유일의 토종 한국에만 서식하는 종, 작은 말껍데기, 조선인 주변에 살았던 말껍데기에서 나타났다.약 2,800만년 전 말반도 신생대 팔레.그 이후로 말조개류는 정착하면서 고유종으로 분화 신생 대 초기 동아시아 각 지역에서 1200만년 전 시대.의 지원을 받아 수행한 연구환경부 낙동강 국립생물자원연구소, ScientificReports에서 10월 6일에 발표되었습니다. 이외에도 교수가 수행한 연구환경과 김웅경북대학교 공학과 사우디아라비아의 KingSaudU niversity는 유색의 98 이상을 분해할 수 있는 광촉매 폐수에 염색.연 구 결과는 유해물질 저널",2," 고대 황색에 널리 분포되어 있었습니다. 중국에서 한반도로 흐르는 하수도 약 1억6천만 년 전 한국의 서해가 존재하지 않았던 때 그리고 한반도의 동부와 서부는 하나의 대륙으로 연결됩니다. 또한, 세계 유일의 토종 한국에만 서식하는 종, 작은 말껍데기, 조선인 주변에 살았던 말껍데기에서 나타났다"
