,국가,대학교명,번역,분류,번역_전처리,5분류,요약
77,한국,Kangwon,"중독과 트라우마 회복을 위해 예방과 개입에 필요한 실천 방향 제시, 전문가 양성, 학문적 기틀 마련",4,"중독과 트라우마 회복을 위해 예방과 개입에 필요한 실천방향 제시, 전문가 양성, 학문적 기틀 마련",1,"중독과 트라우마 회복을 위해 예방과 개입에 필요한 실천방향 제시, 전문가 양성, 학문적 기틀 마련"
76,한국,Kangwon,"지역주민 대상 문학, 철학, 사학, 인문학 프로그램 운영",4,"지역주민 대상 문학, 철학, 사학, 인문학 프로그램 운영",1,"지역주민 대상 문학, 철학, 사학, 인문학 프로그램 운영"
42,한국,Kangwon,법률문제 해결의 사각지대에 놓인 사회적 취약계층에게 법률서비스 제공,1,법률문제 해결 의 사각지대에 놓인 사회적 취약계층에게 법률 서비스 제공,1,법률문제 해결 의 사각지대에 놓인 사회적 취약계층에게 법률 서비스 제공
92,한국,Kangwon,학칙에 근거하여 휴학사유를 증빙할 경우 학생의 임신‧출산‧육아에 따른 휴학 허가,5,학칙에 근거하여 휴학사유를 증빙할 경우 학생의 임신 출산 육아에 따른 휴학허가,1,학칙에 근거하여 휴학사유를 증빙할 경우 학생의 임신 출산 육아에 따른 휴학허가
41,한국,Kangwon,"기초생활수급자, 차상위 계층 학생 및 장애학생 주거문제 해소를 위한 생활관 우선 선발",1,"기초생활수급자, 차상위계층 학생 및 장애학생 주거문제 해소를 위한 생활관 우선 선발",1,"기초생활수급자, 차상위계층 학생 및 장애학생 주거문제 해소를 위한 생활관 우선 선발"
84,한국,Kangwon,"학내 구성원 및 지역주민 대상 영어, 프랑스어, 중국어 등의 외국어 강좌 제공",4,"학내 구성원 및 지역주민 대상 영어, 프랑스어, 중국어 등의 외국어 강좌 제공",1,"학내 구성원 및 지역주민 대상 영어, 프랑스어, 중국어 등의 외국어 강좌 제공"
95,한국,Kangwon,관련 정책 수립 및 추진실적 점검 등 교내 양성평등 실현을 위한 위원회 운영,5,관련 정책 수립 및 추진실적 점검 등 교내 양성평등 실현을 위한 위원회 운영,1,관련 정책 수립 및 추진실적 점검 등 교내 양성평등 실현을 위한 위원회 운영
94,한국,Kangwon,청렴한 근무환경 조성을 위한 공익신고자 보호제도 활성화,5,청렴한 근무환경 조성을 위한 공익신고자 보호제도 활성화,1,청렴한 근무환경 조성을 위한 공익신고자 보호제도 활성화
47,한국,Kangwon,재직자 대상 입학 전형으로 농업 관련 학습 기회 제공,2,재직자 대상 입학전형으로 농업 관련 학습기회 제공,1,재직자 대상 입학전형으로 농업 관련 학습기회 제공
65,한국,Kangwon,과학적 체력관리 프로그램을 제공하여 지역주민 건강 증진,3,과학적 체력관리 프로그램을 제공하여 지역주민 건강증진,1,과학적 체력관리 프로그램을 제공하여 지역주민 건강증진
63,한국,Kangwon,흡연과 성매개감염에 대한 전문 의료진의 교육 제공,3,흡연과 성매개 감염에 대한 전문 의료진의 교육 제공,1,흡연과 성매개 감염에 대한 전문 의료진의 교육 제공
46,한국,Kangwon,"지역주민 대상 커피나무 재배, 수확, 건조 등의 체험과정 운영",2,"지역주민 대상 커피나무 재배, 수확, 건조 등의 체험과정 운영",1,"지역주민 대상 커피나무 재배, 수확, 건조 등의 체험과정 운영"
9,한국,Seoul,"지역사회 교육 봉사
∙ 서울대학교 글로벌사회공헌단을 중심으로 지역사회와
국제사회에 도움이 되는 사회공헌 활동과 봉사활동을
수행하며, 사회공헌형 교과는 캠퍼스 중심 교육을 탈피
하여 취약계층을 위한 활동에 전공이론을 접목하여 사
회공헌을 실천하고 있습니다. 
∙ ‘골뱅이 어울림 학교’는 지역사회 발달장애아동을 대상
으로 요리, 음악, 체육 등 주말학교 프로그램 운영으로
사회적 약자를 이해하고 어울림을 추구합니다. 
∙ ‘프로네시스 나눔 실천단’은 교육소외지역의 고등학생들
에게 양질의 교육 프로그램을 무상으로 제공합니다. 
∙ ‘샤눔 다문화 공헌단‘은 다양한 국적과 다문화적 배경
을 가진 학생들이 다문화 관련 지역사회 나눔을 실천
합니다.",4,"지역사회교육봉사 서울대학교 글로벌사회공헌단을 중심으로 지역사회와 국제사회에 도움이 되는 사회공헌활동과 봉사활동을 수행하며, 사회공헌형 교과는 캠퍼스 중심 교육을 탈피하여 취약계층을 위한 활동에 전공이론을 접목하여 사회공헌을 실천하고 있습니다. 골뱅이어울림학교는 지역사회 발달장애아동을 대상으로 요리, 음악, 체육 등 주말학교 프로그램 운영으로 사회적 약자를 이해하고 어울림을 추구합니다. 프로네시스나눔 실천단은 교육 소외지역의 고등학생 들에게 양질의 교육 프로그램을 무상으로 제공합니다.샤눔다문화 공헌단은 다양한 국적과 다문화적 배경을 가진 학생들이 다문화 관련 지역사회 나눔을 실천합니다.",1, 공헌단은 다양한 국적과 다문화적 배경을 가진 학생들이 다문화 관련 지역사회 나눔을 실천합니다.
45,한국,Kangwon,식당마다 전문 영양사를 배치하여 양질의 건강한 식단 구성,2,식당마다 전문 영양사를 배치하여 양질의 건강한 식단 구성,1,식당마다 전문 영양사를 배치하여 양질의 건강한 식단 구성
80,한국,Kangwon,"교수 학습자료, 학습콘텐츠 등에 관한 정보를 무료로 지역 주민과 학생들에게 제공",4,"교수학습 자료, 학습 콘텐츠 등에 관한 정보를 무료로 지역주민과 학생들에게 제공",1,"교수학습 자료, 학습 콘텐츠 등에 관한 정보를 무료로 지역주민과 학생들에게 제공"
37,한국,Kangwon,어학능력 향상 의지 제고 및 학업 격차 해소를 위한 저소득층 학생 대상 외국어 강좌 수강지원,1,어학능력 향상의 지 제고 및 학업격차 해소를 위한 저소득층 학생 대상 외국어 강좌 수강 지원,1,어학능력 향상의 지 제고 및 학업격차 해소를 위한 저소득층 학생 대상 외국어 강좌 수강 지원
62,한국,Kangwon,성범죄 관련 예방방법 안내를 통한 교내 성범죄 발생 감소 노력,3,성범죄 관련 예방 방법 안내를 통한 교내 성범죄 발생 감소 노력,1,성범죄 관련 예방 방법 안내를 통한 교내 성범죄 발생 감소 노력
72,한국,Kangwon,"지역주민 대상 수영, 수상구조, 스노쿨링 등 해양스포츠 종목 순환 체험",3,"지역주민 대상 수영, 수상구조, 스노쿨링 등 해양스포츠 종목 순환체험",1,"지역주민 대상 수영, 수상구조, 스노쿨링 등 해양스포츠 종목 순환체험"
71,한국,Kangwon,"지역주민 대상 실내체육관, 수영장, 피트니스실 등 개방",3,"지역주민 대상 실내체육관, 수영장, 피트니스실 등 개방",1,"지역주민 대상 실내체육관, 수영장, 피트니스실 등 개방"
85,한국,Kangwon,온라인 교양 및 전공 강좌를 제공하여 모든 수요자의 교육 접근성 제고,4,온라인 교양 및 전공 강좌를 제공하여 모든 수요자의 교육 접근성 제고,1,온라인 교양 및 전공 강좌를 제공하여 모든 수요자의 교육 접근성 제고
6,한국,Seoul,"학생과 교직원의 건강 관리 
∙서울대학교에서는 보건진료소를 운영하여 학생과 교직원의 신체적･정신적 건강 증진을 위해 노력하고 있습니다.
∙대학생활문화원은 심리적 도움이 필요한 학생들을 위한 집단 및 개인 상담, 24시간 심리상담 전화인 SNU call 운영, ‘생명 지킴이 교육’ 프로그램을 운영합니다.
∙보건진료소는 금연 프로그램 운영, 금연상담과 진료를 하고 금연 보조제와 검사 일체를 무상으로 제공하고 있습니다",3,"학생과 교직원의 건강관리 서울대학교에서는 보건진료소를 운영하여 학생과 교직원의 신체적 정신적 건강증진을 위해 노력하고 있습니다. 대학생활문화원은 심리적 도움이 필요한 학생들을 위한 집단 및 개인상담, 24시간 심리상담 전화인 SNUcall 운영, 생명지킴이 교육 프로그램을 운영합니다. 보건진료소는 금연 프로그램 운영, 금연상담과 진료를 하고 금연보조제와 검사 일체를 무상으로 제공하고 있습니다",1,"학생과 교직원의 건강관리 서울대학교에서는 보건진료소를 운영하여 학생과 교직원의 신체적 정신적 건강증진을 위해 노력하고 있습니다. 대학생활문화원은 심리적 도움이 필요한 학생들을 위한 집단 및 개인상담, 24시간 심리상담 전화인 SNUcall 운영, 생명지킴이 교육 프로그램을 운영합니다. 보건진료소는 금연 프로그램 운영, 금연상담과 진료를 하고 금연보조제와 검사 일체를 무상으로 제공하고 있습니다"
24,한국,Ajou,아주대학교의료원이 12월 28일 국립정신건강센터와 업무 협약을 체결했다. 두 기관은 협약에 따라 △국민의 정신건강을 위한 인프라 교류 △진료 의뢰 및 의학적 자문 △정신건강 관련 사업·연구·학술 활동 공동 추진 △의료인 등 교육·수련 △소외계층 정신건강 증진 등의 분야에서 협력할 예정이다. 박해심 의료원장은 “아주대학교병원은 정신건강 입원영역 적정성 평가에서 1등급을 획득했을 뿐만 아니라 경기도와 함께 경기남부해바라기센터를 운영하는 등 국민의 정신건강 향상을 위해 최선을 다하고 있다”고 전하며 정신건강 분야에서 지속적으로 교류하고 협력할 것을 제안했다. 이영문 국립정신건강센터장은 “코로나19로 그 어느 때보다 정신건강의 중요성이 강조되고 있다”며 “협약을 통해 대한민국 정신건강 분야를 선도하고 국민 정신건강을 위해 함께 협력할 것”이라고 말했다.,3,아주대학교 의료원이 12월 28일 국립정신건강센터와 업무협약을 체결했다. 두 기관은 협약에 따라 국민의 정신건강을 위한 인프라 교류진료 의뢰 및 의학적 자문정신건강 관련 사업 연구학술활동 공동 추진 의료인 등 교육수련 소외계층 정신건강증진 등의 분야에서 협력할 예정이다.박해 심의료원장은 아주대학교병원은 정신건강입원 영역적정성 평가에서 1등급을 획득했을 뿐만 아니라 경기도와 함께 경기남부해 바라기센터를 운영하는 등 국민의 정신건강 향상을 위해 최선 을 다하고 있다고 전하며 정신건강 분야에서 지속적으로 교류하고 협력할 것을 제안했다. 이 영문 국립정신건강센터장은 코로나 19로 그 어느 때보다 정신건강의 중요성이 강조되고 있다며 협약을 통해 대한민국 정신건강 분야를 선도하고 국민정신건강을 위해 함께 협력할 것이라고 말했다.,1, 심의료원장은 아주대학교병원은 정신건강입원 영역적정성 평가에서 1등급을 획득했을 뿐만 아니라 경기도와 함께 경기남부해 바라기센터를 운영하는 등 국민의 정신건강 향상을 위해 최선 을 다하고 있다고 전하며 정신건강 분야에서 지속적으로 교류하고 협력할 것을 제안했다. 이 영문 국립정신건강센터장은 코로나 19로 그 어느 때보다 정신건강의 중요성이 강조되고 있다며 협약을 통해 대한민국 정신건강 분야를 선도하고 국민정신건강을 위해 함께 협력할 것이라고 말했다.
74,한국,Kangwon,남북교류협력 사업추진 전문가 육성을 위한 아카데미 운영,4,남북교류협력사업 추진 전문가 육성을 위한 아카데미 운영,1,남북교류협력사업 추진 전문가 육성을 위한 아카데미 운영
90,한국,Kangwon,전임교원 신규임용지침에 근거하여 여성교원의 우선 채용 보장,5,전임교원 신규 임용지침에 근거하여 여성교원의 우선 채용보장,1,전임교원 신규 임용지침에 근거하여 여성교원의 우선 채용보장
88,한국,Kangwon,대학평의원회 운영규정에 근거하여 특정 성별의 평의원 비율이 70％를 초과하지 않도록 보장,5,대학평의원회 운영규정에 근거하여 특정 성별의 평의원 비율이 70를 초과하지 않도록 보장,1,대학평의원회 운영규정에 근거하여 특정 성별의 평의원 비율이 70를 초과하지 않도록 보장
4,한국,Seoul,"세계 보건기관과의 협력 서울대학교 병원 공공보건 의료사업단은 세계보건기구
(WHO) 감염병 관리부서와 양해각서(MOU)를 체결하
고 자문과 협력을 하고 있습니다. 서울대학교는 WHO와
협력 하에 각국 의료보험제도를 확대하기 위해 기술적
으로 지원하고 컨설팅하고 있습니다.",3,세계보건기관과의 협력서울대학교병원 공공보건의료사업단은 세계보건기구 WHO 감염병 관리부서와 양해각서 MOU를 체결하고 자문과 협력을 하고 있습니다. 서울대학교는 WHO와 협력 하에 각국 의료보험제도를 확대하기 위해 기술적으로 지원하고 컨설팅하고 있습니다.,1,세계보건기관과의 협력서울대학교병원 공공보건의료사업단은 세계보건기구 WHO 감염병 관리부서와 양해각서 MOU를 체결하고 자문과 협력을 하고 있습니다. 서울대학교는 WHO와 협력 하에 각국 의료보험제도를 확대하기 위해 기술적으로 지원하고 컨설팅하고 있습니다.
30,한국,Ajou,"이번 사업은 수원시에 기초지방자치단체 유일 고등법원·검찰청이 있다는 것에 착안해 전국 최초로 로스 쿨과 지자체가 함께 진행하는 사업이다. 교육대상은 수원시 거주 만 30세 이상의 경력단절 여성이며 법률사무원 신입직무과정(전공 무관)과 직무심화과정(유사전공자·직무 유경험자) 30명을 선발하였다. 교육은 아주대 로스쿨 교수, 변호사 등 법률전문가가 ▲법률사무원 직무전문교육(3개월) ▲법률전문가와 훈련생 1:1 코칭(1개월) ▲인턴십 프로그램, 법률사무소 기업 법률팀 취업 지원(3개월) 등의 과정으로 진행하였고, 수료생에게는 추가로 채용연계 취업 컨설팅 등 법률사무소·기업 법률팀 취업을 지원하였다",5,"이번 사업은 수원시에 기초지방자치단체 유일 고등법원 검찰청이 있다는 것에 착안해 전국 최초로 로스쿨과 지자체가 함께 진행하는 사업이다.교육 대상은 수원시 거주만 30세 이상의 경력단절 여성이며 법률사무원 신입직무과정 전 공무관과 직무심화과정 유사 전공자 직무유경험자 30명을 선발하였다.교육은 아주대 로스쿨 교수, 변호사 등 법률 전문가가 법률사무원 직무 전문교육 3개월 법률전문가와 훈련생 11코칭 1개월 인턴십 프로그램, 법률사무소 기업 법률팀취 업지원 3개월 등의 과정으로 진행하였고, 수료생에게는 추가로 채용 연계 취업 컨설팅 등 법률사무소 기업 법률팀 취업을 지원하였다",1, 대상은 수원시 거주만 30세 이상의 경력단절 여성이며 법률사무원 신입직무과정 전 공무관과 직무심화과정 유사 전공자 직무유경험자 30명을 선발하였다
14,한국,Ajou,"저소득층 학업지원 프로그램. 아주대학교 입학사정센터는 2021년 고교교육 기여대학 지원사업의 일환으로 기초생활수급자 및 저소득
층 학생(소득분위 2분위 이내)에게 긴급지원 장학금, 기숙사비, 교재비, 글쓰기 멘토링 프로그램, 전문가
심리상담을 지원한다.
아주 희망 플러스 긴급한 경제적 문제로 인한 학교생활 고충을 덜어주기 위한 프로그램으로 학생들과의
면담을 통해 지원금을 제공, 타 장학 수혜가 없거나 수혜금액이 적은 가계곤란자를 우선 선발하여 지속적
으로 지원
아주 희망 기숙사 기초생활수급자 및 저소득층 입학생 중 기숙사 거주를 희망하는 학생들의 경제적 어려
움을 경감시키기 위해 기숙사비를 지원
아주 희망 교재지원 저소득층 학생들의 경제적인 부담을 완화하여 중도탈락을 예방하고 안정적인 학업
유지와 학교 적응을 지원하기 위하여 수강과목의 교재 구입을 지원
아주 희망 카운슬러 대학입학 후 학교생활의 다양한 영역(대인관계, 진로, 학업 등)에서 어려움을 겪는
부분과 관련하여 전문 상담서비스를 제공",1,"저소득층 학업지원 프로그램.아주 대학교 입학사정센터는 2021년 고교 교육기여대학 지원사업의 일환으로 기초생활수급자 및 저소득층 학생소득 분위 2분위 이내에게 긴급 지원장학금, 기숙사비, 교재비, 글쓰기 멘토링 프로그램, 전문가 심리상담을 지원한다.아주 희망플러스 긴급한 경제적 문제로 인한 학교생활고충을 덜어주기 위한 프로그램으로 학생들과의 면담을 통해 지원금을 제공, 타 장학 수혜가 없거나 수혜금액이 적은 가계곤란자를 우선 선발하여 지속적 으로 지원 아주희망기숙사 기초생활수급자 및 저소득층 입학생 중 기숙사 거주를 희망하는 학생들의 경제적 어려움을 경감시키기 위해 기숙사비를 지원 아주희망교재 지원 저소득층 학생들의 경제적인 부담을 완화하여 중도 탈락을 예방하고 안정적인 학업 유지와 학교 적응을 지원하기 위하여 수강과목의 교재 구입을 지원 아주희망카운슬러 대학 입학 후 학교생활의 다양한 영역대인관계, 진로, 학업 등에서 어려움을 겪는 부분과 관련하여 전문상담 서비스를 제공",1," 대학교 입학사정센터는 2021년 고교 교육기여대학 지원사업의 일환으로 기초생활수급자 및 저소득층 학생소득 분위 2분위 이내에게 긴급 지원장학금, 기숙사비, 교재비, 글쓰기 멘토링 프로그램, 전문가 심리상담을 지원한다"
19,한국,Ajou,"아주대학교 사회봉사단은 학교 인근지역 소년소녀 가장, 결손가정에 교직원들이 기부한 쌀을 집으로 배달해 주는 '사랑의 쌀 배달' 봉사활동을 학생 참여로 운영하고 있다. 본교 교직원들의 기부금을 재원으로 하며 우만종합사회복지관에서 선정한 결식아동 가구 등 취약계층 60가구에 대해 매월 사랑의 쌀 7kg씩을 기부하고, 기부금 잔액의 범위 내에서 상기 60가구에 비정기적으로 방학 중 우유 기부를 진행한다.",2,"아주대학교 사회봉사단은 학교 인근 지역 소년소녀가장, 결손가정에 교직원들이 기부한 쌀을 집으로 배달해주는 사랑의 쌀 배달 봉사활동을 학생 참여로 운영하고 있다.본 교 교직원들의 기부금을 재원으로 하며 우만종합사회복지관에서 선정한 결식아동가구 등 취약계층 60가구에 대해 매월 사랑의 쌀 7kg씩을 기부하고, 기부금 잔액의 범위 내에서 상기 60가구에 비정기적으로 방학 중 우유 기부를 진행한다.",1," 교 교직원들의 기부금을 재원으로 하며 우만종합사회복지관에서 선정한 결식아동가구 등 취약계층 60가구에 대해 매월 사랑의 쌀 7kg씩을 기부하고, 기부금 잔액의 범위 내에서 상기 60가구에 비정기적으로 방학 중 우유 기부를 진행한다."
21,한국,Ajou,"아주대학교병원은 올해 초 수원시와 ‘예방접종센터 의료인력 위탁 운영’ 협약을 맺고, 4월 1일 아주대학교 실내 체육관에 처음 문을 연 수원시 제1호 예방접종센터 의료지원을 맡아 만 75세 이상 어르신을 시작으로 지역주민의 코로나19 백신 접종을 지원했다. 수원시 제1호 예방접종센터에서 백신을 접종한 인원은 총 115,916명(2021.10.27. 기준)으로, 아주 대학교병원은 안전한 백신 접종을 위해 의사와 간호사, 약사, 행정 인력을 투입하는 등 전폭적인 의료 지원을 하였다. 여태껏 경험하지 못한 예방접종센터 문을 열면서 예진은 의사, 접종은 간호사, 모니터링은 간호사와 응급 의학과 의사, 백신 냉장고 온도관리 및 백신 잔여량 관리는 약사가 수행하는 시스템을 구축했으며, 아주 대학교병원 권역응급의료센터와 연계하는 등 가장 안전한 접종센터 운영을 위해 만전을 기했다. 또한, 아주대학교병원은 코로나19 발생 이후 국민안심병원·중증응급진료센터 지정, 응급·외래·소아 외래 선별진료소 운영, 중증환자 전담치료 병상 운영 등 코로나19 확산 방지와 응급 중증환자 치료에 중추적인 역할을 했다.",3,"아주대학교병원은 올해 초 수원시와 예방접종센터 의료인력 위탁운영 협약을 맺고, 4월 1일 아주대학교 실내체육관에 처음 문을 연 수원시 제1호 예방접종센터 의료지원을 맡아 만 75세 이상 어르신을 시작으로 지역주민의 코로나 19백신 접종을 지원했다.수원시 제1호 예방접종센터에서 백신을 접종한 인원은 총 115,916명 2021.10.27.기준으로, 아주대학교병원은 안전한 백신 접종을 위해 의사와 간호사, 약사, 행정인력을 투입하는 등 전폭적인 의료지원을 하였다. 여태껏 경험하지 못한 예방접종센터 문을 열면서 예진은 의사, 접종은 간호사, 모니터링은 간호사와 응급의학과 의사, 백신 냉장고 온도 관리 및 백신잔여량 관리는 약사가 수행하는 시스템을 구축했으며, 아주대학교병원 권역응급의료센터와 연계하는 등 가장 안전한 접종센터 운영을 위해 만전을 기했다. 또한, 아주대학교병원은 코로나 19 발생 이후 국민안심병원 중증응급진료센터 지정, 응급외래 소아외래 선별진료소 운영, 중증환자 전담치료병 상운영 등 코로나 19 확산 방지와 응급중증 환자 치료에 중추적인 역할을 했다.",1,"아주대학교병원은 올해 초 수원시와 예방접종센터 의료인력 위탁운영 협약을 맺고, 4월 1일 아주대학교 실내체육관에 처음 문을 연 수원시 제1호 예방접종센터 의료지원을 맡아 만 75세 이상 어르신을 시작으로 지역주민의 코로나 19백신 접종을 지원했다"
11,한국,Seoul,"여성 교직원의 중요 의사결정 참여
∙ 전임교원 중 여성의 비율은 2009년에는 11.4%였으나,
2019년에는 17.1%로 점차 높아지는 추세에 있습니다. 
∙ 주요의사결정기구에 여성교원의 참여는 2016년에는
14.0%였으나, 2019년에는 17.1%로 늘어났습니다.
∙ 여성 보직교수의 비율은 2019년 15.0%를 차지하고 있
습니다.",5,"여성교직원의 중요 의사결정 참여 전임교원 중 여성의 비율은 2009년에는 11.4였으나, 2019년에는 17.1로 점차 높아지는 추세에 있습니다. 주요 의사결정기구에 여성 교원의 참여는 2016년에는 14.0였으나, 2019년에는 17.1로 늘어났습니다. 여성 보직교수의 비율은 2019년 15.0를 차지하고 있습니다.",1, 점차 높아지는 추세에 있습니다. 주요 의사결정기구에 여성 교원의 참여는 2016년에는 14
20,한국,Ajou,"아주대학교병원이 평택 브레인시티 의료복합타운에 500병상 규모의 첨단 스마트 인텔리전트 종합병원을 건립한다. 아주대학교병원은 우수한 진료 노하우를 바탕으로 암·심뇌혈관·난치성 등 주요 중증질환 전문센터 (클리닉)를 운영하고, 경기남부권역 최대 규모의 권역응급의료센터, 권역외상센터 운영 경험을 바탕으로 첨단 응급·외상센터 시스템을 구축하여 지역의료기관과 운영 노하우를 공유할 계획이다. 또한, 코로나 19 등 신종 감염병 위기 시 즉시 대처할 수 있는 감염병 전문병동 등의 시설도 갖춘다. 스마트 수술실 운영, 로봇 의료장비 도입, AI를 활용한 데이터 분석, 환자 정보 상황 통합관리 등 4차 산업혁명 기술과 이용자 모두가 안전한 친환경 병원을 건립할 계획이다. 이외에도 미군기지, 평택항 개발 등 지역의 상황을 반영한 국제진료센터 운영에 주력하며, 기존에 1,600여 개 지역사회 협력병원과 전국 6,000여 개 진료정보교류사업에 등록된 병의원과의 정보교류 시스템과 회송시스템을 바탕으로 평택 지역 의료기관과 긴밀한 연계시스템을 구축해 평택시민이 중증 질환 치료 후 1, 2차 의료기관을 통한 재활(요양)치료에 이르기까지 필요한 모든 의료서비스를 지역 내에서 받을 수 있도록 최선을 다하겠다고 강조했다.",3,"아주대학교병원 이 평택 브레인시티 의료복합타운에 500병상 규모의 첨단 스마트 인텔리전트 종합병원을 건립한다. 아주대학교병원은 우수한 진료 노하우를 바탕으로 암심뇌혈관 난치성 등 주요 중증질환 전문센터 클리닉를 운영하고, 경기 남부권역 최대 규모의 권역응급의료센터, 권역외상센터 운영 경험을 바탕으로 첨단응급 외상센터 시스템을 구축하여 지역 의료기관과 운영 노하우를 공유할 계획이다. 또한, 코로나 19등 신종 감염병 위기시 즉시 대처할 수 있는 감염 병 전문병동 등의 시설도 갖춘다. 스마트 수술실 운영, 로봇의료장비 도입, AI를 활용한 데이터 분석, 환자 정보 상황 통합관리 등 4차 산업혁명 기술과 이용자 모두가 안전한 친환경 병원을 건립할 계획이다. 이외에도 미군기지, 평택항 개발 등 지역의 상황을 반영한 국제진료센터 운영에 주력하며, 기존에 1,600여개 지역사회 협력병원과 전국 6,000여개 진료정보 교류사업에 등록된 병의원과의 정보교류 시스템과 회송시스템을 바탕으로 평택지역 의료기관과긴 밀한 연계 시스템을 구축해 평택시민이 중증질환 치료 후 1, 2차 의료기관을 통한 재활요양 치료에 이르기까지 필요한 모든 의료서비스를 지역 내에서 받을 수 있도록 최선을 다하겠다고 강조했다.",1,"아주대학교병원 이 평택 브레인시티 의료복합타운에 500병상 규모의 첨단 스마트 인텔리전트 종합병원을 건립한다. 아주대학교병원은 우수한 진료 노하우를 바탕으로 암심뇌혈관 난치성 등 주요 중증질환 전문센터 클리닉를 운영하고, 경기 남부권역 최대 규모의 권역응급의료센터, 권역외상센터 운영 경험을 바탕으로 첨단응급 외상센터 시스템을 구축하여 지역 의료기관과 운영 노하우를 공유할 계획이다. 또한, 코로나 19등 신종 감염병 위기시 즉시 대처할 수 있는 감염 병 전문병동 등의 시설도 갖춘다. 스마트 수술실 운영, 로봇의료장비 도입, AI를 활용한 데이터 분석, 환자 정보 상황 통합관리 등 4차 산업혁명 기술과 이용자 모두가 안전한 친환경 병원을 건립할 계획이다. 이외에도 미군기지, 평택항 개발 등 지역의 상황을 반영한 국제진료센터 운영에 주력하며, 기존에 1,600여개 지역사회 협력병원과 전국 6,000여개 진료정보 교류사업에 등록된 병의원과의 정보교류 시스템과 회송시스템을 바탕으로 평택지역 의료기관과긴 밀한 연계 시스템을 구축해 평택시민이 중증질환 치료 후 1, 2차 의료기관을 통한 재활요양 치료에 이르기까지 필요한 모든 의료서비스를 지역 내에서 받을 수 있도록 최선을 다하겠다고 강조했다."
36,한국,Kangwon,"SOS 장학생 선발.긴급 가계 곤란 가정（파산, 부도, 장기투병） 학생 지원",1,"SOS 장학생 선발. 긴급 가계곤란 가정파산, 부도, 장기투병 학생 지원",1,"SOS 장학생 선발. 긴급 가계곤란 가정파산, 부도, 장기투병 학생 지원"
26,한국,Ajou,"아주대학교 교육봉사 동아리 '샘터야학'은 인근 지역주민을 대상으로 검정고시, 청소년 교육, 어르신 한글 교육 프로그램을 제공하며 지역 사회 교육 활동을 펼치고 있다. '샘터야학'은 1987년 '함께 배우는 마음으로'를 교훈으로 설립되어 30년 넘게 아주대학교 인근 주민을 대상으로 무료 교육 나눔을 실천하고 있다. 주 수업은 어르신 대상 기초 한글교육으로, 기초반, 심화반으로 나눠 한 수업당 4~5명의 어르신 수업을 대학생들이 요일별로 돌아가면서 수업한다. 어르신들은 단계에 맞는 한글교재로 문장을 읽고 쓰면서 배울 수 있다. 받아쓰기를 통해 진도를 점검하고, 소규모 수업의 장점을 살려 틀린 부분을 곧바로 고쳐드리면서 소통한다. 한편, '샘터야학'의 활동은 코로나19의 확산으로 잠정 중단되었지만, 2021년 11월 정부 지침에 의하여 재개되었다. 3년 넘게 샘터야학 수업을 들었던 우순옥(65)씨는 “다시 한글 수업이 재개되기만을 손 모아 기다리고 있었다”라고 전했다.",4,"아주대학교 교육봉사동아리샘 터야학은 인근 지역 주민을 대상으로 검정고시, 청소년 교육, 어르신 한글교육 프로그램을 제공하며 지역사회 교육활동을 펼치고 있다.샘 터야학은 1987년 함께 배우는 마음으로를 교훈으로 설립되어 30년 넘게 아주 대학교 인근 주민을 대상으로 무료 교육나눔을 실천하고 있다. 주수업은 어르신 대상 기초한글 교육으로, 기초반, 심화반으로 나눠 한 수업당 45명의 어르신 수업을 대학생들이 요일별로 돌아가면서 수업한다. 어르신들은  단계에 맞는 한글교재로 문장을 읽고 쓰면서 배울 수 있다. 받아쓰기를 통해 진도를 점검하고, 소규모 수업의 장점을 살려 틀린 부분을 곧바로 고쳐드리면서 소통한다. 한편, 샘터야학의 활동은 코로나 19의 확산으로 잠정 중단되었지만, 2021년 11월 정부 지침에 의하여 재개되었다.3년 넘게 샘터야 학수업을 들었던 우순옥 65씨는 다시 한글 수업이 재개되기만을 손모아 기다리고 있었다라고 전했다.",1," 터야학은 1987년 함께 배우는 마음으로를 교훈으로 설립되어 30년 넘게 아주 대학교 인근 주민을 대상으로 무료 교육나눔을 실천하고 있다. 주수업은 어르신 대상 기초한글 교육으로, 기초반, 심화반으로 나눠 한 수업당 45명의 어르신 수업을 대학생들이 요일별로 돌아가면서 수업한다. 어르신들은  단계에 맞는 한글교재로 문장을 읽고 쓰면서 배울 수 있다. 받아쓰기를 통해 진도를 점검하고, 소규모 수업의 장점을 살려 틀린 부분을 곧바로 고쳐드리면서 소통한다. 한편, 샘터야학의 활동은 코로나 19의 확산으로 잠정 중단되었지만, 2021년 11월 정부 지침에 의하여 재개되었다"
