,국가,대학교명,번역,분류,번역_전처리,5분류,요약
4,한국,Seoul,"세계 보건기관과의 협력 서울대학교 병원 공공보건 의료사업단은 세계보건기구
(WHO) 감염병 관리부서와 양해각서(MOU)를 체결하
고 자문과 협력을 하고 있습니다. 서울대학교는 WHO와
협력 하에 각국 의료보험제도를 확대하기 위해 기술적
으로 지원하고 컨설팅하고 있습니다.",3,세계보건기관과의 협력서울대학교병원 공공보건의료사업단은 세계보건기구 WHO 감염병 관리부서와 양해각서 MOU를 체결하고 자문과 협력을 하고 있습니다. 서울대학교는 WHO와 협력 하에 각국 의료보험제도를 확대하기 위해 기술적으로 지원하고 컨설팅하고 있습니다.,1,세계보건기관과의 협력서울대학교병원 공공보건의료사업단은 세계보건기구 WHO 감염병 관리부서와 양해각서 MOU를 체결하고 자문과 협력을 하고 있습니다. 서울대학교는 WHO와 협력 하에 각국 의료보험제도를 확대하기 위해 기술적으로 지원하고 컨설팅하고 있습니다.
51,한국,Kyungpook,"경북대학교 현장농기계개발연구센터가 군위군 농업기술원 주관으로 농업에 자원을 순차적으로 기부한다고 밝혔다. 경북대학교도 2016년 2월 농림축산식품부가 주최한 '현장농기계개발연구센터' 공모에 선정되어 밭농기계 실용화 기술 개발 및 육성을 위한 연구개발사업을 추진하고 있습니다. 경상북도, 군위군, 경북대학교, 산업계의 협력을 통해 우수한 현장기반 전문가를 양성합니다. 경북대학교병원 재인증 획득
농촌진흥청 주관 농촌진흥 사회공헌
농림축산식품부와 국민운동
농촌사랑, 농촌사회공헌 선도적 역할 인정
도시와 농촌 교류를 통한 활동.
대구경북국제개발협력센터
국내외를 지원하는 글로벌 NGO World Agri-Vision 출범
지속가능한 농업과 농촌, 경북 와성홀
국립대학교. World Agricultural Vision의 목표는
빈곤을 효과적으로 지원하기 위한 다양한 이해관계자와의 파트너십
개발 도상국의 완화 및 농업 및 농촌 개발.
에 의한 협동조합 결성
대구경북국제
지원하는 개발협력센터
민간 부문의 참여 능력
국제개발협력과
지속 가능한 발전에 기여하고
개발 도상국의 빈곤 완화.",2,"경북대학교 현장농기계 개발연구센터가 군위군 농업기술원 주관으로 농업에 자원을 순차적으로 기부한다고 밝혔다. 경북대학교도 2016년 2월 농림축산식품부가 주최한 현장 농기계 개발연구센터 공모에 선정되어 밭농기계 실용화 기술개발 및 육성을 위한 연구개발사업을 추진하고 있습니다. 경상북도, 군위군, 경북대학교, 산업계의 협력을 통해 우수한 현장기반 전문가를 양성합니다. 경북대학교병원 재인증 획득 농촌진흥청 주관 농촌진흥사회공헌 농림축산식품 부와 국민운동 농촌사랑, 농촌사회공헌선도적 역할인 정도시와 농촌교류를 통한 활동.대구경북 국제개발협력센터 국내외를 지원하는 글로벌 NGOWorldAgriVis ion 출범 지속가능한 농업과 농촌, 경북와 성홀 국립대학교.WorldAgriculturalVis ion의 목표는 빈곤을 효과적으로 지원하기 위한 다양한 이해관계자와의 파트너십 개발도상국의 완화 및 농업 및 농촌개발.에 의한 협동조합 결성 대구경북 국제지원하는 개발협력센 터 민간부문의 참여 능력 국제개발협력과 지속가능한 발전에 기여하고 개발도상국의 빈곤 완화.",1, ion의 목표는 빈곤을 효과적으로 지원하기 위한 다양한 이해관계자와의 파트너십 개발도상국의 완화 및 농업 및 농촌개발
37,한국,Kyungpook,"경북대학교 현장농기계개발연구센터가 군위군 농업기술원 주관으로 농업에 자원을 순차적으로 기부한다고 밝혔다. 경북대학교도 2016년 2월 농림축산식품부가 주최한 '현장농기계개발연구센터' 공모에 선정되어 밭농기계 실용화 기술 개발 및 육성을 위한 연구개발사업을 추진하고 있습니다. 경상북도, 군위군, 경북대학교, 산업계의 협력을 통해 우수한 현장기반 전문가를 양성합니다. 경북대학교병원 재인증 획득
농촌진흥청 주관 농촌진흥 사회공헌
농림축산식품부와 국민운동
농촌사랑, 농촌사회공헌 선도적 역할 인정
도시와 농촌 교류를 통한 활동.
대구경북국제개발협력센터
국내외를 지원하는 글로벌 NGO World Agri-Vision 출범
지속가능한 농업과 농촌, 경북 와성홀
국립대학교. World Agricultural Vision의 목표는
빈곤을 효과적으로 지원하기 위한 다양한 이해관계자와의 파트너십
개발 도상국의 완화 및 농업 및 농촌 개발.
에 의한 협동조합 결성
대구경북국제
지원하는 개발협력센터
민간 부문의 참여 능력
국제개발협력과
지속 가능한 발전에 기여하고
개발 도상국의 빈곤 완화.",2,"경북대학교 현장농기계 개발연구센터가 군위군 농업기술원 주관으로 농업에 자원을 순차적으로 기부한다고 밝혔다. 경북대학교도 2016년 2월 농림축산식품부가 주최한 현장 농기계 개발연구센터 공모에 선정되어 밭농기계 실용화 기술개발 및 육성을 위한 연구개발사업을 추진하고 있습니다. 경상북도, 군위군, 경북대학교, 산업계의 협력을 통해 우수한 현장기반 전문가를 양성합니다. 경북대학교병원 재인증 획득 농촌진흥청 주관 농촌진흥사회공헌 농림축산식품 부와 국민운동 농촌사랑, 농촌사회공헌선도적 역할인 정도시와 농촌교류를 통한 활동.대구경북 국제개발협력센터 국내외를 지원하는 글로벌 NGOWorldAgriVis ion 출범 지속가능한 농업과 농촌, 경북와 성홀 국립대학교.WorldAgriculturalVis ion의 목표는 빈곤을 효과적으로 지원하기 위한 다양한 이해관계자와의 파트너십 개발도상국의 완화 및 농업 및 농촌개발.에 의한 협동조합 결성 대구경북 국제지원하는 개발협력센 터 민간부문의 참여 능력 국제개발협력과 지속가능한 발전에 기여하고 개발도상국의 빈곤 완화.",1, ion의 목표는 빈곤을 효과적으로 지원하기 위한 다양한 이해관계자와의 파트너십 개발도상국의 완화 및 농업 및 농촌개발
34,한국,Kyungpook,"경북대학교 창업지원단은 공개채용을 통해 유망한 5개 스타트업을 선발해 홍콩 아시아월드엑스포에서 열린 2019 글로벌소스 스타트업 런치패드 참가를 지원했다. 5개 기업은 아시아, 미국, 유럽 바이어들과 69차례의 비즈니스 미팅을 통해 138만 달러 규모의 수출 및 투자 컨설팅을 달성했다",1,"경북대학교 창업지원단은 공개채용을 통해 유망한 5개 스타트업을 선발해 홍콩 아시아 월드 엑스포에서 열린 2019 글로벌 소스 스타트업 런치패드 참가를 지원했다.5개 기업은 아시아, 미국, 유럽 바이어들과 69차례의 비즈니스 미팅을 통해 138만 달러 규모의 수출 및 투자컨설팅을 달성했다",1," 기업은 아시아, 미국, 유럽 바이어들과 69차례의 비즈니스 미팅을 통해 138만 달러 규모의 수출 및 투자컨설팅을 달성했다"
48,한국,Kyungpook,"경북대학교 창업지원단은 공개채용을 통해 유망한 5개 스타트업을 선발해 홍콩 아시아월드엑스포에서 열린 2019 글로벌소스 스타트업 런치패드 참가를 지원했다. 5개 기업은 아시아, 미국, 유럽 바이어들과 69차례의 비즈니스 미팅을 통해 138만 달러 규모의 수출 및 투자 컨설팅을 달성했다",1,"경북대학교 창업지원단은 공개채용을 통해 유망한 5개 스타트업을 선발해 홍콩 아시아 월드 엑스포에서 열린 2019 글로벌 소스 스타트업 런치패드 참가를 지원했다.5개 기업은 아시아, 미국, 유럽 바이어들과 69차례의 비즈니스 미팅을 통해 138만 달러 규모의 수출 및 투자컨설팅을 달성했다",1," 기업은 아시아, 미국, 유럽 바이어들과 69차례의 비즈니스 미팅을 통해 138만 달러 규모의 수출 및 투자컨설팅을 달성했다"
30,한국,Ajou,"이번 사업은 수원시에 기초지방자치단체 유일 고등법원·검찰청이 있다는 것에 착안해 전국 최초로 로스 쿨과 지자체가 함께 진행하는 사업이다. 교육대상은 수원시 거주 만 30세 이상의 경력단절 여성이며 법률사무원 신입직무과정(전공 무관)과 직무심화과정(유사전공자·직무 유경험자) 30명을 선발하였다. 교육은 아주대 로스쿨 교수, 변호사 등 법률전문가가 ▲법률사무원 직무전문교육(3개월) ▲법률전문가와 훈련생 1:1 코칭(1개월) ▲인턴십 프로그램, 법률사무소 기업 법률팀 취업 지원(3개월) 등의 과정으로 진행하였고, 수료생에게는 추가로 채용연계 취업 컨설팅 등 법률사무소·기업 법률팀 취업을 지원하였다",5,"이번 사업은 수원시에 기초지방자치단체 유일 고등법원 검찰청이 있다는 것에 착안해 전국 최초로 로스쿨과 지자체가 함께 진행하는 사업이다.교육 대상은 수원시 거주만 30세 이상의 경력단절 여성이며 법률사무원 신입직무과정 전 공무관과 직무심화과정 유사 전공자 직무유경험자 30명을 선발하였다.교육은 아주대 로스쿨 교수, 변호사 등 법률 전문가가 법률사무원 직무 전문교육 3개월 법률전문가와 훈련생 11코칭 1개월 인턴십 프로그램, 법률사무소 기업 법률팀취 업지원 3개월 등의 과정으로 진행하였고, 수료생에게는 추가로 채용 연계 취업 컨설팅 등 법률사무소 기업 법률팀 취업을 지원하였다",1, 대상은 수원시 거주만 30세 이상의 경력단절 여성이며 법률사무원 신입직무과정 전 공무관과 직무심화과정 유사 전공자 직무유경험자 30명을 선발하였다
14,한국,Ajou,"저소득층 학업지원 프로그램. 아주대학교 입학사정센터는 2021년 고교교육 기여대학 지원사업의 일환으로 기초생활수급자 및 저소득
층 학생(소득분위 2분위 이내)에게 긴급지원 장학금, 기숙사비, 교재비, 글쓰기 멘토링 프로그램, 전문가
심리상담을 지원한다.
아주 희망 플러스 긴급한 경제적 문제로 인한 학교생활 고충을 덜어주기 위한 프로그램으로 학생들과의
면담을 통해 지원금을 제공, 타 장학 수혜가 없거나 수혜금액이 적은 가계곤란자를 우선 선발하여 지속적
으로 지원
아주 희망 기숙사 기초생활수급자 및 저소득층 입학생 중 기숙사 거주를 희망하는 학생들의 경제적 어려
움을 경감시키기 위해 기숙사비를 지원
아주 희망 교재지원 저소득층 학생들의 경제적인 부담을 완화하여 중도탈락을 예방하고 안정적인 학업
유지와 학교 적응을 지원하기 위하여 수강과목의 교재 구입을 지원
아주 희망 카운슬러 대학입학 후 학교생활의 다양한 영역(대인관계, 진로, 학업 등)에서 어려움을 겪는
부분과 관련하여 전문 상담서비스를 제공",1,"저소득층 학업지원 프로그램.아주 대학교 입학사정센터는 2021년 고교 교육기여대학 지원사업의 일환으로 기초생활수급자 및 저소득층 학생소득 분위 2분위 이내에게 긴급 지원장학금, 기숙사비, 교재비, 글쓰기 멘토링 프로그램, 전문가 심리상담을 지원한다.아주 희망플러스 긴급한 경제적 문제로 인한 학교생활고충을 덜어주기 위한 프로그램으로 학생들과의 면담을 통해 지원금을 제공, 타 장학 수혜가 없거나 수혜금액이 적은 가계곤란자를 우선 선발하여 지속적 으로 지원 아주희망기숙사 기초생활수급자 및 저소득층 입학생 중 기숙사 거주를 희망하는 학생들의 경제적 어려움을 경감시키기 위해 기숙사비를 지원 아주희망교재 지원 저소득층 학생들의 경제적인 부담을 완화하여 중도 탈락을 예방하고 안정적인 학업 유지와 학교 적응을 지원하기 위하여 수강과목의 교재 구입을 지원 아주희망카운슬러 대학 입학 후 학교생활의 다양한 영역대인관계, 진로, 학업 등에서 어려움을 겪는 부분과 관련하여 전문상담 서비스를 제공",1," 대학교 입학사정센터는 2021년 고교 교육기여대학 지원사업의 일환으로 기초생활수급자 및 저소득층 학생소득 분위 2분위 이내에게 긴급 지원장학금, 기숙사비, 교재비, 글쓰기 멘토링 프로그램, 전문가 심리상담을 지원한다"
19,한국,Ajou,"아주대학교 사회봉사단은 학교 인근지역 소년소녀 가장, 결손가정에 교직원들이 기부한 쌀을 집으로 배달해 주는 '사랑의 쌀 배달' 봉사활동을 학생 참여로 운영하고 있다. 본교 교직원들의 기부금을 재원으로 하며 우만종합사회복지관에서 선정한 결식아동 가구 등 취약계층 60가구에 대해 매월 사랑의 쌀 7kg씩을 기부하고, 기부금 잔액의 범위 내에서 상기 60가구에 비정기적으로 방학 중 우유 기부를 진행한다.",2,"아주대학교 사회봉사단은 학교 인근 지역 소년소녀가장, 결손가정에 교직원들이 기부한 쌀을 집으로 배달해주는 사랑의 쌀 배달 봉사활동을 학생 참여로 운영하고 있다.본 교 교직원들의 기부금을 재원으로 하며 우만종합사회복지관에서 선정한 결식아동가구 등 취약계층 60가구에 대해 매월 사랑의 쌀 7kg씩을 기부하고, 기부금 잔액의 범위 내에서 상기 60가구에 비정기적으로 방학 중 우유 기부를 진행한다.",1," 교 교직원들의 기부금을 재원으로 하며 우만종합사회복지관에서 선정한 결식아동가구 등 취약계층 60가구에 대해 매월 사랑의 쌀 7kg씩을 기부하고, 기부금 잔액의 범위 내에서 상기 60가구에 비정기적으로 방학 중 우유 기부를 진행한다."
21,한국,Ajou,"아주대학교병원은 올해 초 수원시와 ‘예방접종센터 의료인력 위탁 운영’ 협약을 맺고, 4월 1일 아주대학교 실내 체육관에 처음 문을 연 수원시 제1호 예방접종센터 의료지원을 맡아 만 75세 이상 어르신을 시작으로 지역주민의 코로나19 백신 접종을 지원했다. 수원시 제1호 예방접종센터에서 백신을 접종한 인원은 총 115,916명(2021.10.27. 기준)으로, 아주 대학교병원은 안전한 백신 접종을 위해 의사와 간호사, 약사, 행정 인력을 투입하는 등 전폭적인 의료 지원을 하였다. 여태껏 경험하지 못한 예방접종센터 문을 열면서 예진은 의사, 접종은 간호사, 모니터링은 간호사와 응급 의학과 의사, 백신 냉장고 온도관리 및 백신 잔여량 관리는 약사가 수행하는 시스템을 구축했으며, 아주 대학교병원 권역응급의료센터와 연계하는 등 가장 안전한 접종센터 운영을 위해 만전을 기했다. 또한, 아주대학교병원은 코로나19 발생 이후 국민안심병원·중증응급진료센터 지정, 응급·외래·소아 외래 선별진료소 운영, 중증환자 전담치료 병상 운영 등 코로나19 확산 방지와 응급 중증환자 치료에 중추적인 역할을 했다.",3,"아주대학교병원은 올해 초 수원시와 예방접종센터 의료인력 위탁운영 협약을 맺고, 4월 1일 아주대학교 실내체육관에 처음 문을 연 수원시 제1호 예방접종센터 의료지원을 맡아 만 75세 이상 어르신을 시작으로 지역주민의 코로나 19백신 접종을 지원했다.수원시 제1호 예방접종센터에서 백신을 접종한 인원은 총 115,916명 2021.10.27.기준으로, 아주대학교병원은 안전한 백신 접종을 위해 의사와 간호사, 약사, 행정인력을 투입하는 등 전폭적인 의료지원을 하였다. 여태껏 경험하지 못한 예방접종센터 문을 열면서 예진은 의사, 접종은 간호사, 모니터링은 간호사와 응급의학과 의사, 백신 냉장고 온도 관리 및 백신잔여량 관리는 약사가 수행하는 시스템을 구축했으며, 아주대학교병원 권역응급의료센터와 연계하는 등 가장 안전한 접종센터 운영을 위해 만전을 기했다. 또한, 아주대학교병원은 코로나 19 발생 이후 국민안심병원 중증응급진료센터 지정, 응급외래 소아외래 선별진료소 운영, 중증환자 전담치료병 상운영 등 코로나 19 확산 방지와 응급중증 환자 치료에 중추적인 역할을 했다.",1,"아주대학교병원은 올해 초 수원시와 예방접종센터 의료인력 위탁운영 협약을 맺고, 4월 1일 아주대학교 실내체육관에 처음 문을 연 수원시 제1호 예방접종센터 의료지원을 맡아 만 75세 이상 어르신을 시작으로 지역주민의 코로나 19백신 접종을 지원했다"
11,한국,Seoul,"여성 교직원의 중요 의사결정 참여
∙ 전임교원 중 여성의 비율은 2009년에는 11.4%였으나,
2019년에는 17.1%로 점차 높아지는 추세에 있습니다. 
∙ 주요의사결정기구에 여성교원의 참여는 2016년에는
14.0%였으나, 2019년에는 17.1%로 늘어났습니다.
∙ 여성 보직교수의 비율은 2019년 15.0%를 차지하고 있
습니다.",5,"여성교직원의 중요 의사결정 참여 전임교원 중 여성의 비율은 2009년에는 11.4였으나, 2019년에는 17.1로 점차 높아지는 추세에 있습니다. 주요 의사결정기구에 여성 교원의 참여는 2016년에는 14.0였으나, 2019년에는 17.1로 늘어났습니다. 여성 보직교수의 비율은 2019년 15.0를 차지하고 있습니다.",1, 점차 높아지는 추세에 있습니다. 주요 의사결정기구에 여성 교원의 참여는 2016년에는 14
20,한국,Ajou,"아주대학교병원이 평택 브레인시티 의료복합타운에 500병상 규모의 첨단 스마트 인텔리전트 종합병원을 건립한다. 아주대학교병원은 우수한 진료 노하우를 바탕으로 암·심뇌혈관·난치성 등 주요 중증질환 전문센터 (클리닉)를 운영하고, 경기남부권역 최대 규모의 권역응급의료센터, 권역외상센터 운영 경험을 바탕으로 첨단 응급·외상센터 시스템을 구축하여 지역의료기관과 운영 노하우를 공유할 계획이다. 또한, 코로나 19 등 신종 감염병 위기 시 즉시 대처할 수 있는 감염병 전문병동 등의 시설도 갖춘다. 스마트 수술실 운영, 로봇 의료장비 도입, AI를 활용한 데이터 분석, 환자 정보 상황 통합관리 등 4차 산업혁명 기술과 이용자 모두가 안전한 친환경 병원을 건립할 계획이다. 이외에도 미군기지, 평택항 개발 등 지역의 상황을 반영한 국제진료센터 운영에 주력하며, 기존에 1,600여 개 지역사회 협력병원과 전국 6,000여 개 진료정보교류사업에 등록된 병의원과의 정보교류 시스템과 회송시스템을 바탕으로 평택 지역 의료기관과 긴밀한 연계시스템을 구축해 평택시민이 중증 질환 치료 후 1, 2차 의료기관을 통한 재활(요양)치료에 이르기까지 필요한 모든 의료서비스를 지역 내에서 받을 수 있도록 최선을 다하겠다고 강조했다.",3,"아주대학교병원 이 평택 브레인시티 의료복합타운에 500병상 규모의 첨단 스마트 인텔리전트 종합병원을 건립한다. 아주대학교병원은 우수한 진료 노하우를 바탕으로 암심뇌혈관 난치성 등 주요 중증질환 전문센터 클리닉를 운영하고, 경기 남부권역 최대 규모의 권역응급의료센터, 권역외상센터 운영 경험을 바탕으로 첨단응급 외상센터 시스템을 구축하여 지역 의료기관과 운영 노하우를 공유할 계획이다. 또한, 코로나 19등 신종 감염병 위기시 즉시 대처할 수 있는 감염 병 전문병동 등의 시설도 갖춘다. 스마트 수술실 운영, 로봇의료장비 도입, AI를 활용한 데이터 분석, 환자 정보 상황 통합관리 등 4차 산업혁명 기술과 이용자 모두가 안전한 친환경 병원을 건립할 계획이다. 이외에도 미군기지, 평택항 개발 등 지역의 상황을 반영한 국제진료센터 운영에 주력하며, 기존에 1,600여개 지역사회 협력병원과 전국 6,000여개 진료정보 교류사업에 등록된 병의원과의 정보교류 시스템과 회송시스템을 바탕으로 평택지역 의료기관과긴 밀한 연계 시스템을 구축해 평택시민이 중증질환 치료 후 1, 2차 의료기관을 통한 재활요양 치료에 이르기까지 필요한 모든 의료서비스를 지역 내에서 받을 수 있도록 최선을 다하겠다고 강조했다.",1,"아주대학교병원 이 평택 브레인시티 의료복합타운에 500병상 규모의 첨단 스마트 인텔리전트 종합병원을 건립한다. 아주대학교병원은 우수한 진료 노하우를 바탕으로 암심뇌혈관 난치성 등 주요 중증질환 전문센터 클리닉를 운영하고, 경기 남부권역 최대 규모의 권역응급의료센터, 권역외상센터 운영 경험을 바탕으로 첨단응급 외상센터 시스템을 구축하여 지역 의료기관과 운영 노하우를 공유할 계획이다. 또한, 코로나 19등 신종 감염병 위기시 즉시 대처할 수 있는 감염 병 전문병동 등의 시설도 갖춘다. 스마트 수술실 운영, 로봇의료장비 도입, AI를 활용한 데이터 분석, 환자 정보 상황 통합관리 등 4차 산업혁명 기술과 이용자 모두가 안전한 친환경 병원을 건립할 계획이다. 이외에도 미군기지, 평택항 개발 등 지역의 상황을 반영한 국제진료센터 운영에 주력하며, 기존에 1,600여개 지역사회 협력병원과 전국 6,000여개 진료정보 교류사업에 등록된 병의원과의 정보교류 시스템과 회송시스템을 바탕으로 평택지역 의료기관과긴 밀한 연계 시스템을 구축해 평택시민이 중증질환 치료 후 1, 2차 의료기관을 통한 재활요양 치료에 이르기까지 필요한 모든 의료서비스를 지역 내에서 받을 수 있도록 최선을 다하겠다고 강조했다."
26,한국,Ajou,"아주대학교 교육봉사 동아리 '샘터야학'은 인근 지역주민을 대상으로 검정고시, 청소년 교육, 어르신 한글 교육 프로그램을 제공하며 지역 사회 교육 활동을 펼치고 있다. '샘터야학'은 1987년 '함께 배우는 마음으로'를 교훈으로 설립되어 30년 넘게 아주대학교 인근 주민을 대상으로 무료 교육 나눔을 실천하고 있다. 주 수업은 어르신 대상 기초 한글교육으로, 기초반, 심화반으로 나눠 한 수업당 4~5명의 어르신 수업을 대학생들이 요일별로 돌아가면서 수업한다. 어르신들은 단계에 맞는 한글교재로 문장을 읽고 쓰면서 배울 수 있다. 받아쓰기를 통해 진도를 점검하고, 소규모 수업의 장점을 살려 틀린 부분을 곧바로 고쳐드리면서 소통한다. 한편, '샘터야학'의 활동은 코로나19의 확산으로 잠정 중단되었지만, 2021년 11월 정부 지침에 의하여 재개되었다. 3년 넘게 샘터야학 수업을 들었던 우순옥(65)씨는 “다시 한글 수업이 재개되기만을 손 모아 기다리고 있었다”라고 전했다.",4,"아주대학교 교육봉사동아리샘 터야학은 인근 지역 주민을 대상으로 검정고시, 청소년 교육, 어르신 한글교육 프로그램을 제공하며 지역사회 교육활동을 펼치고 있다.샘 터야학은 1987년 함께 배우는 마음으로를 교훈으로 설립되어 30년 넘게 아주 대학교 인근 주민을 대상으로 무료 교육나눔을 실천하고 있다. 주수업은 어르신 대상 기초한글 교육으로, 기초반, 심화반으로 나눠 한 수업당 45명의 어르신 수업을 대학생들이 요일별로 돌아가면서 수업한다. 어르신들은  단계에 맞는 한글교재로 문장을 읽고 쓰면서 배울 수 있다. 받아쓰기를 통해 진도를 점검하고, 소규모 수업의 장점을 살려 틀린 부분을 곧바로 고쳐드리면서 소통한다. 한편, 샘터야학의 활동은 코로나 19의 확산으로 잠정 중단되었지만, 2021년 11월 정부 지침에 의하여 재개되었다.3년 넘게 샘터야 학수업을 들었던 우순옥 65씨는 다시 한글 수업이 재개되기만을 손모아 기다리고 있었다라고 전했다.",1," 터야학은 1987년 함께 배우는 마음으로를 교훈으로 설립되어 30년 넘게 아주 대학교 인근 주민을 대상으로 무료 교육나눔을 실천하고 있다. 주수업은 어르신 대상 기초한글 교육으로, 기초반, 심화반으로 나눠 한 수업당 45명의 어르신 수업을 대학생들이 요일별로 돌아가면서 수업한다. 어르신들은  단계에 맞는 한글교재로 문장을 읽고 쓰면서 배울 수 있다. 받아쓰기를 통해 진도를 점검하고, 소규모 수업의 장점을 살려 틀린 부분을 곧바로 고쳐드리면서 소통한다. 한편, 샘터야학의 활동은 코로나 19의 확산으로 잠정 중단되었지만, 2021년 11월 정부 지침에 의하여 재개되었다"
16,한국,Ajou,"아주대학교 국제대학원은 ‘2021학년도 아주-수원 석사과정 장학지원 프로그램(ASSM)’ 장학금 수여식을 개최했다. 수여식에서는 멕시코 출신의 페날로자 고메즈 수산나(Penaloza Gomez Susana) 학생과 멘디에타 루고 헥토르 휴고(Mendieta Lugo Hector Hugo) 학생이 장학증서를 받았다. 두 학생은 석사과정 2년 동안 학비와 기숙사비를 면제 받는다. 국제대학원은 수원시와 자매·우호결연을 맺은 13개국 17개 도시의 우수 인재를 유치하여 지역 경쟁력을 강화하고 국제교류 인프라를 구축하고자 ‘아주-수원 석사과정 장학지원 프로그램’을 수원시 국제교류 센터와 공동 운영하고 있다. 지금까지 아주-수원 장학지원 프로그램을 통해 러시아, 멕시코, 베트남, 브라질, 인도네시아, 중국, 캄보디아 등 다양한 국가의 졸업생이 장학 혜택을 받았으며, 우리 학교의 글로벌 경쟁력 및 네트워크 강화와 수원시-자매도시간 교류 촉진을 위한 가교 역할을 수행하고 있다.",1,"아주대학교 국제대학원은 2021학년도 아주 수원 석사과정 장학지원 프로그램 ASSM 장학금 수여식을 개최했다.수여식에서는 멕시코 출신의 페날로 자고 메즈수산나 PenalozaGomezSusana학생과 멘디에타 루고 헥토르 휴고MendietaLugoHect orHugo학생이 장학증서를 받았다. 두 학생은 석사과정 2년 동안 학비와 기숙사비를 면제받는다. 국제대학원은 수원시와 자매우호결연을 맺은 13개국 17개 도시의 우수 인재 를 유치하여 지역 경쟁력을 강화하고 국제교류 인프라를 구축하고자 아주 수원 석사과정 장학지원 프로그램을 수원시 국제교류센터와 공동운영하고 있다.지금까지 아주 수원 장학지원 프로그램을 통해 러시아, 멕시코, 베트남, 브라질, 인도네시아, 중국, 캄보디아 등 다양한 국가의 졸업생이 장학 혜택을 받았으며, 우리 학교의 글로벌 경쟁력 및 네트워크 강화와 수원시 자매도시간 교류 촉진을 위한 가교 역할을 수행하고 있다.",1, 멕시코 출신의 페날로 자고 메즈수산나 PenalozaGomezSusana학생과 멘디에타 루고 헥토르 휴고MendietaLugoHect orHugo학생이 장학증서를 받았다. 두 학생은 석사과정 2년 동안 학비와 기숙사비를 면제받는다. 국제대학원은 수원시와 자매우호결연을 맺은 13개국 17개 도시의 우수 인재 를 유치하여 지역 경쟁력을 강화하고 국제교류 인프라를 구축하고자 아주 수원 석사과정 장학지원 프로그램을 수원시 국제교류센터와 공동운영하고 있다
49,한국,Kyungpook,"경북대학교에는 100개 이상의 장학금이 있으며 전체 학생의 약 64%가 장학금을 받고 있으며, 그 금액은 연간 약 750억원입니다. 예를 들어 효석장학재단은 경북대학교 의과대학 전신인 대구 의과대학을 졸업한 조운해 전 회장이 1995년 모교 육성을 위해 13억원을 기부해 설립한 재단이다. 장학금은 도움이 될 것입니다경북대학교에는 100개 이상의 장학금이 있으며 전체 학생의 약 64%가 장학금을 받고 있으며, 그 금액은 연간 약 750억원입니다. 예를 들어 효석장학재단은 경북대학교 의과대학 전신인 대구 의과대학을 졸업한 조운해 전 회장이 1995년 모교 육성을 위해 13억원을 기부해 설립한 재단이다. 장학금은 도움이 될 것입니다
배움에 대한 갈증을 보이는 학생
에도 불구하고 교육을 계속
그들의 어려운 가정환경,
그들의 교육을 계속하고 완료하십시오. 서태원 경제학과 졸업
경북대학교 기증
장학금 1억원
경북대학교 미래학생들
대학교. 서태원도 배달
개발기금 5000만원
2009년 포스텍과 포항에
2014년 서울시장회는 각각
지역사회를 발전시키고 육성하기 위해
재능있는 사람들",1,"경북대학교에는 100개 이상의 장학금이 있으며 전체 학생의 약 64가 장학금을 받고 있으며, 그 금액은 연간 약 750억원입니다. 예를 들어 효석장학재단은 경북대학교 의과대학 전신인 대구의과대학을 졸업한 조운해 전 회장이 1995년 모교 육성을 위해 13억원을 기부해 설립한 재단이다. 장학금은 도움이 될 것입니다 경북대학교에는 100개 이상의 장학금이 있으며 전체 학생의 약 64가 장학금을 받고 있으며, 그 금액은 연간 약 750억원입니다.예를 들어 효석 장학재단은 경북대학교 의과대학 전신인 대구의과대학을 졸업한 조운해 전 회장이 1995년 모교 육성을 위해 13억원을 기부해 설립한 재단이다. 장학금은 도움이 될 것입니다 배움에 대한 갈증을 보이는 학생에도 불구하고 교육을 계속 그들의 어려운 가정환경, 그들의 교육을 계속하고 완료하십시오.서태원 경제학과 졸업 경북대학교 기증장학금 1억원 경북대학교 미래학생들대학교.서 태원도 배달 개발기금 5000만원 2009년 포스텍과 포항에 2014년 서울시 장회는 각각 지역사회를 발전시키고 육성하기 위해 재능 있는 사람들",1," 들어 효석 장학재단은 경북대학교 의과대학 전신인 대구의과대학을 졸업한 조운해 전 회장이 1995년 모교 육성을 위해 13억원을 기부해 설립한 재단이다. 장학금은 도움이 될 것입니다 배움에 대한 갈증을 보이는 학생에도 불구하고 교육을 계속 그들의 어려운 가정환경, 그들의 교육을 계속하고 완료하십시오"
